model,Jac, JacTrim
Process101,1.0,0.991304347826087
Process101,0.991304347826087,0.9401709401709402
Process101,0.972972972972973,0.991304347826087
Process101,0.991304347826087,0.9655172413793104
Process101,1.0,0.991304347826087
Process101,0.9911504424778761,0.9565217391304348
Process101,0.991304347826087,0.9911504424778761
Process101,0.8695652173913043,0.991304347826087
Process101,0.9911504424778761,0.972972972972973
Process101,0.9401709401709402,0.972972972972973
Process101,0.991304347826087,0.9401709401709402
Process101,0.9401709401709402,0.9739130434782609
Process101,0.991304347826087,0.9217391304347826
Process101,0.9655172413793104,0.972972972972973
Process101,0.991304347826087,0.3065693430656934
Process101,0.9565217391304348,0.3065693430656934
Process101,0.9911504424778761,0.3065693430656934
Process101,0.991304347826087,0.303030303030303
Process101,0.972972972972973,0.3088235294117647
Process101,0.972972972972973,0.31343283582089554
Process101,0.9401709401709402,0.3088235294117647
Process101,0.9739130434782609,0.27941176470588236
Process101,0.9217391304347826,0.29850746268656714
Process101,0.972972972972973,0.302158273381295
Process101,0.9911504424778761,0.3088235294117647
Process101,0.9565217391304348,0.3065693430656934
Process101,0.9401709401709402,0.3088235294117647
Process101,0.8695652173913043,0.3065693430656934
Process101,0.991304347826087,0.3088235294117647
Process101,0.991304347826087,0.991304347826087
Process101,0.9401709401709402,0.991304347826087
Process101,0.991304347826087,0.9565217391304348
Process101,0.9739130434782609,0.9391304347826087
Process101,0.3111111111111111,0.9911504424778761
Process101,0.31343283582089554,0.9911504424778761
Process101,0.31343283582089554,0.991304347826087
Process101,0.3088235294117647,0.9911504424778761
Process101,0.3088235294117647,0.9911504424778761
Process101,0.3065693430656934,0.9911504424778761
Process101,0.3088235294117647,0.9911504424778761
Process101,0.3065693430656934,0.991304347826087
Process101,0.30434782608695654,0.0
Process101,0.3088235294117647,0.0
Process101,0.3065693430656934,0.0
Process101,0.3065693430656934,0.0
Process101,0.3065693430656934,0.0
Process101,0.303030303030303,0.0
Process101,0.3088235294117647,0.0
Process101,0.31343283582089554,0.0
Process101,0.3088235294117647,0.0
Process101,0.27941176470588236,0.0
Process101,0.29850746268656714,0.0
Process101,0.302158273381295,0.0
Process101,0.3088235294117647,0.0
Process101,0.3065693430656934,0.0
Process101,0.3088235294117647,0.0
Process101,0.3065693430656934,0.0
Process101,0.3088235294117647,0.0
Process101,0.3088235294117647,0.0
Process101,0.3088235294117647,0.0
Process101,0.3088235294117647,0.0
Process101,0.31343283582089554,0.0
Process101,0.3088235294117647,0.0
Process101,0.3111111111111111,0.0
Process101,0.31343283582089554,0.0
Process101,0.3088235294117647,0.0
Process101,0.31343283582089554,0.0
Process101,0.8869565217391304,0.0
Process101,0.9911504424778761,0.0
Process101,0.9911504424778761,0.0
Process101,0.9565217391304348,0.0
Process101,0.972972972972973,0.0
Process101,0.972972972972973,0.0
Process101,0.991304347826087,0.0
Process101,0.991304347826087,0.0
Process101,0.9911504424778761,0.0
Process101,0.991304347826087,0.0
Process101,0.991304347826087,0.0
Process101,0.991304347826087,0.0
Process101,0.9565217391304348,0.0
Process101,0.9391304347826087,0.0
Process101,0.9911504424778761,0.0
Process101,0.9911504424778761,0.0
Process101,0.991304347826087,0.0
Process101,0.9911504424778761,0.0
Process101,0.9911504424778761,0.0
Process101,0.9911504424778761,0.0
Process101,0.9911504424778761,0.0
Process101,0.991304347826087,0.0
Process101,0.991304347826087,0.0
Process101,0.991304347826087,0.0
Process101,0.9636363636363636,0.0
Process101,0.9911504424778761,0.0
Process101,0.9911504424778761,0.0
Process101,0.9911504424778761,0.0
Process101,0.991304347826087,0.0
Process101,0.9911504424778761,0.0
Process101,0.9911504424778761,0.0
Process101,0.9541284403669725,0.0
