sep=,
model,GED,CNE,Jaccard,W-GED,LCS,GED-T,CNE-T,Jaccard-T,W-GED-T,LCS-T
Process101,0.8596491228070176,0.8596491228070176,0.9183333333333333,0.9864136363636363,0.735,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.5249999999999999
Process101,0.8771929824561404,0.8771929824561403,0.9402777777777778,0.9872454545454545,0.595,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.49
Process101,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,0.6849999999999999,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.5650000000000001
Process101,0.991304347826087,0.991304347826087,1.0,0.9990295454545455,0.65,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.54
Process101,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,0.67,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.5399999999999999
Process101,0.9391304347826087,0.9391304347826087,0.932463768115942,0.98658,0.69,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.5449999999999999
Process101,0.972972972972973,0.972972972972973,0.9493506493506494,0.9896441860465116,0.7,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.6
Process101,0.8771929824561404,0.8771929824561403,0.9266666666666667,0.9880772727272727,0.7,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.5449999999999999
Process101,0.9911504424778761,0.9911504424778761,0.9636363636363636,0.991346511627907,0.7150000000000001,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.535
Process101,0.991304347826087,0.991304347826087,1.0,0.9981977272727273,0.73,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.56
Process101,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.585,0.8421052631578947,0.8421052631578947,0.9256842105263159,0.9836409090909091,0.6000000000000001
Process101,0.9821428571428571,0.9821428571428571,0.9600649350649351,0.990353488372093,0.6000000000000001,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,0.56
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.675,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.7250000000000001
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435,0.9892911111111111,0.6950000000000001,0.9655172413793104,0.9655172413793104,0.9456521739130435,0.9892911111111111,0.745
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.645,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.745
Process101,0.972972972972973,0.972972972972973,0.952922077922078,0.9895023255813954,0.7200000000000001,0.9821428571428571,0.9821428571428571,0.9892857142857143,0.9981977272727273,0.74
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.685,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.6950000000000001
Process101,0.9565217391304348,0.9565217391304348,0.9391304347826087,0.9884777777777778,0.69,0.9565217391304348,0.9565217391304348,0.9391304347826087,0.9884777777777778,0.7050000000000001
Process101,0.991304347826087,0.991304347826087,0.9931818181818182,0.9991681818181818,0.745,0.991304347826087,0.991304347826087,0.9931818181818182,0.9991681818181818,0.665
Process101,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,0.7750000000000001,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,0.7550000000000001
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435,0.9892911111111111,0.72,0.9655172413793104,0.9655172413793104,0.9456521739130435,0.9892911111111111,0.6699999999999999
Process101,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,0.615,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,0.655
Process101,0.8596491228070176,0.8596491228070176,0.9297777777777778,0.9855818181818182,0.635,0.8596491228070176,0.8596491228070176,0.9297777777777778,0.9855818181818182,0.63
Process101,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.6499999999999999,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.63
Process101,0.8771929824561404,0.8771929824561403,0.9402777777777778,0.9872454545454545,0.5599999999999999,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.6699999999999999
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.69,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.6649999999999999
Process101,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,0.73,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.6699999999999999
Process101,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,0.65,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.665
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.7699999999999999,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.6549999999999999
Process101,0.9473684210526316,0.9473684210526315,0.9672463768115942,0.9947318181818182,0.69,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.685
Process101,0.972972972972973,0.972972972972973,0.952922077922078,0.9895023255813954,0.6000000000000001,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,0.615
