sep=,
model,GED,CNE,Jaccard
Process101,0.9691111111111111,0.9401709401709402,0.9362771739130435
Process101,0.9691111111111111,0.9401709401709402,0.9362771739130435
Process101,0.9737777777777777,0.9655172413793104,0.9456521739130435
Process101,0.9691111111111111,0.9401709401709402,0.9362771739130435
Process101,0.9737777777777777,0.9655172413793104,0.9456521739130435
Process101,0.9731111111111111,0.9655172413793104,0.9558423913043479
Process101,0.9737777777777777,0.9655172413793104,0.9456521739130435
Process101,0.9691111111111111,0.9401709401709402,0.9362771739130435
Process101,0.6496551724137931,0.3384615384615385,0.45572072072072073
Process101,0.6364406779661017,0.3308270676691729,0.4437181663837012
Process101,0.6364406779661017,0.3283582089552239,0.4437181663837012
Process101,0.6376271186440677,0.3333333333333333,0.44377192982456143
Process101,0.6374576271186441,0.3333333333333333,0.4437181663837012
Process101,0.6374576271186441,0.3333333333333333,0.4437181663837012
Process101,0.6374576271186441,0.3333333333333333,0.4437181663837012
Process101,0.6376271186440677,0.3333333333333333,0.44377192982456143
Process101,0.6364406779661017,0.3283582089552239,0.4437181663837012
Process101,0.6374576271186441,0.3333333333333333,0.4437181663837012
Process101,0.6376271186440677,0.3333333333333333,0.44377192982456143
Process101,0.6364406779661017,0.3308270676691729,0.4437181663837012
Process101,0.6364406779661017,0.3308270676691729,0.4437181663837012
Process101,0.6364406779661017,0.3308270676691729,0.4437181663837012
Process101,0.6374576271186441,0.3333333333333333,0.4437181663837012
Process101,0.6364406779661017,0.3308270676691729,0.4437181663837012
Process101,0.6364406779661017,0.3308270676691729,0.4437181663837012
Process101,0.6376271186440677,0.3333333333333333,0.44377192982456143
Process101,0.6374576271186441,0.3333333333333333,0.4437181663837012
Process101,0.6350847457627118,0.3157894736842105,0.4421052631578948
Process101,0.6374576271186441,0.3333333333333333,0.4437181663837012
Process101,0.6374576271186441,0.3333333333333333,0.4437181663837012
Process101,0.6364406779661017,0.3283582089552239,0.4437181663837012
Process101,0.6374576271186441,0.3333333333333333,0.44377192982456143
