sep=,
model,GED,CNE,Jaccard,W-GED,LCS,GED-T,CNE-T,Jaccard-T,W-GED-T,LCS-T
Process101,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,0.695,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.74
Process101,0.8947368421052632,0.8947368421052632,0.9395,0.9894636363636363,0.635,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.7
Process101,0.991304347826087,0.991304347826087,1.0,0.9981977272727273,0.7600000000000001,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.725
Process101,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,0.6699999999999999,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.6950000000000001
Process101,0.8947368421052632,0.8947368421052632,0.9395,0.9894636363636363,0.5900000000000001,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.75
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,0.65,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.6950000000000001
Process101,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,0.715,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.7100000000000001
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.6799999999999999,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.7400000000000002
Process101,0.991304347826087,0.991304347826087,1.0,0.9981977272727273,0.7200000000000001,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.705
Process101,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,0.63,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.6849999999999998
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.7300000000000002,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.6699999999999999
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,0.685,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,0.6549999999999999
Process101,0.9911504424778761,0.9911504424778761,0.9636363636363636,0.991346511627907,0.7350000000000001,1.0,1.0,1.0,1.0,0.7
Process101,0.991304347826087,0.991304347826087,0.9966666666666667,0.9990295454545455,0.695,0.991304347826087,0.991304347826087,0.9966666666666667,0.9990295454545455,0.6949999999999998
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.78,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.735
Process101,0.9391304347826087,0.9391304347826087,0.932463768115942,0.98658,0.7100000000000001,0.9391304347826087,0.9391304347826087,0.932463768115942,0.98658,0.6599999999999999
Process101,0.991304347826087,0.991304347826087,1.0,0.9990295454545455,0.74,0.991304347826087,0.991304347826087,1.0,0.9990295454545455,0.69
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.725,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.78
Process101,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,0.7250000000000001,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,0.6799999999999999
Process101,0.972972972972973,0.972972972972973,0.952922077922078,0.9895023255813954,0.515,0.9821428571428571,0.9821428571428571,0.9892857142857143,0.9981977272727273,0.6399999999999999
Process101,0.8869565217391304,0.8869565217391304,0.9100703324808184,0.9811577777777778,0.62,0.8869565217391304,0.8869565217391304,0.9100703324808184,0.9811577777777778,0.655
Process101,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,0.6900000000000001,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,0.69
Process101,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,0.74,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,0.71
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435,0.9892911111111111,0.71,0.9655172413793104,0.9655172413793104,0.9456521739130435,0.9892911111111111,0.73
Process101,0.9107142857142857,0.9107142857142857,0.9433333333333334,0.9914045454545455,0.675,0.9107142857142857,0.9107142857142857,0.9433333333333334,0.9914045454545455,0.74
Process101,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.65,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,0.735
Process101,0.9827586206896551,0.9827586206896551,0.9652173913043478,0.9907822222222222,0.73,0.9827586206896551,0.9827586206896551,0.9652173913043478,0.9907822222222222,0.7350000000000001
Process101,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.7400000000000001,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.72
Process101,0.9166666666666666,0.9166666666666666,0.9043931159420291,0.9759978260869565,0.7,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.7150000000000001
Process101,0.907563025210084,0.907563025210084,0.8710597826086957,0.9671955555555556,0.6549999999999998,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.7250000000000001
Process101,0.9090909090909091,0.9090909090909091,0.8989583333333334,0.9752021739130434,0.31,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.675
Process101,0.9016393442622951,0.9016393442622951,0.8696250000000001,0.9678127659574468,0.365,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.7
Process101,0.8925619834710744,0.8925619834710744,0.8633750000000001,0.9670340425531915,0.32,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.71
Process101,0.8925619834710744,0.8925619834710744,0.8633750000000001,0.9670340425531915,0.30999999999999994,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.695
Process101,0.7933884297520661,0.7933884297520661,0.8192046783625732,0.9569106382978724,0.5700000000000001,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.73
Process101,0.7833333333333333,0.7833333333333333,0.8165730994152047,0.9560021276595745,0.5449999999999999,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.685
Process101,0.7413793103448276,0.7413793103448276,0.7708304093567252,0.9444369565217391,0.49,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.69
Process101,0.728813559322034,0.7288135593220338,0.7722008547008548,0.9449729166666667,0.475,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.765
Process101,0.6890756302521008,0.6890756302521008,0.7357804232804234,0.935265306122449,0.485,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.7100000000000001
Process101,0.6890756302521008,0.6890756302521008,0.7357804232804234,0.935265306122449,0.47000000000000003,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.6699999999999999
Process101,0.6611570247933884,0.6611570247933884,0.702857142857143,0.926922,0.4650000000000001,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.6499999999999999
Process101,0.65,0.65,0.697857142857143,0.9261900000000001,0.45,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.75
Process101,0.6446280991735538,0.6446280991735537,0.6761822660098523,0.9203411764705882,0.43500000000000005,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.6799999999999999
Process101,0.639344262295082,0.639344262295082,0.6744080724614652,0.9196235294117647,0.51,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.7050000000000001
Process101,0.6178861788617886,0.6178861788617886,0.6478273809523809,0.9126057692307692,0.53,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.76
Process101,0.5714285714285714,0.5714285714285714,0.6183173830542035,0.9027452830188679,0.48999999999999994,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.745
Process101,0.5354330708661417,0.5354330708661418,0.5926190476190477,0.8947185185185185,0.45499999999999996,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.685
Process101,0.53125,0.53125,0.575952380952381,0.8898672727272727,0.19,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.72
Process101,0.5271317829457365,0.5271317829457365,0.5602661064425771,0.8851892857142857,0.42,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.76
Process101,0.5116279069767442,0.5116279069767442,0.5551470588235294,0.8838821428571428,0.31499999999999995,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.6799999999999999
Process101,0.515625,0.515625,0.5559803921568628,0.8845357142857143,0.35,0.9743589743589743,0.9743589743589743,0.9652173913043478,0.98902,0.72
Process101,0.49612403100775193,0.49612403100775193,0.5361904761904762,0.8787491228070176,0.37,0.49612403100775193,0.49612403100775193,0.5361904761904762,0.8787491228070176,0.405
Process101,0.5,0.5,0.5369047619047619,0.8793912280701754,0.44500000000000006,0.5,0.5,0.5369047619047619,0.8793912280701754,0.36
Process101,0.4881889763779528,0.4881889763779528,0.5140476190476191,0.8705928571428572,0.33999999999999997,0.5,0.5,0.5369047619047619,0.8793912280701754,0.405
Process101,0.5039370078740157,0.5039370078740157,0.5516946778711485,0.8838821428571428,0.395,0.5,0.5,0.5369047619047619,0.8793912280701754,0.395
Process101,0.49612403100775193,0.49612403100775193,0.5365714285714286,0.8786421052631579,0.425,0.49612403100775193,0.49612403100775193,0.5365714285714286,0.8786421052631579,0.39
Process101,0.49612403100775193,0.49612403100775193,0.5365714285714286,0.8786421052631579,0.39,0.49612403100775193,0.49612403100775193,0.5365714285714286,0.8786421052631579,0.3799999999999999
Process101,0.49230769230769234,0.49230769230769234,0.5226031746031746,0.8743189655172414,0.37,0.49230769230769234,0.49230769230769234,0.5226031746031746,0.8743189655172414,0.375
Process101,0.48484848484848486,0.48484848484848486,0.5090822690822691,0.8694186440677967,0.32499999999999996,0.48484848484848486,0.48484848484848486,0.5090822690822691,0.8694186440677967,0.375
Process101,0.4444444444444444,0.4444444444444444,0.4887853078642553,0.8614283333333334,0.35,0.4444444444444444,0.4444444444444444,0.4887853078642553,0.8614283333333334,0.31999999999999995
Process101,0.4477611940298507,0.44776119402985076,0.488983720562668,0.86214,0.195,0.4477611940298507,0.44776119402985076,0.488983720562668,0.86214,0.275
Process101,0.417910447761194,0.417910447761194,0.48251879699248124,0.8594966666666667,0.21,0.417910447761194,0.417910447761194,0.48251879699248124,0.8594966666666667,0.21000000000000002
Process101,0.3851851851851852,0.3851851851851852,0.4645446507515474,0.8531,0.27999999999999997,0.3851851851851852,0.3851851851851852,0.4645446507515474,0.8531,0.21000000000000002
