sep=,
model,GED,CNE,Jaccard
Process101,0.985,0.9122807017543859,0.9562659846547314
Process101,0.972,0.9565217391304348,0.9449143610013175
Process101,0.9777777777777777,0.991304347826087,0.9652173913043478
Process101,0.9986363636363637,0.9911504424778761,0.9928571428571429
Process101,0.9693333333333334,0.9391304347826087,0.932463768115942
Process101,0.9777777777777777,0.991304347826087,0.9652173913043478
Process101,0.9777777777777777,0.991304347826087,0.9652173913043478
Process101,0.9984090909090909,0.9911504424778761,0.9964285714285714
Process101,0.9984090909090909,0.9911504424778761,0.9964285714285714
Process101,1.0,1.0,1.0
Process101,0.9970454545454546,0.991304347826087,1.0
Process101,0.9777777777777777,0.991304347826087,0.9652173913043478
Process101,0.9688888888888889,0.9391304347826087,0.9390810276679842
Process101,0.9972727272727273,0.9821428571428571,0.9857142857142858
Process101,0.9984090909090909,0.991304347826087,1.0
Process101,0.9777777777777777,0.991304347826087,0.9652173913043478
Process101,0.9777777777777777,0.991304347826087,0.9652173913043478
Process101,0.9986363636363637,0.9911504424778761,0.9928571428571429
Process101,0.9984090909090909,0.991304347826087,1.0
Process101,0.9986363636363637,0.9911504424778761,0.9928571428571429
Process101,0.9984090909090909,0.9911504424778761,0.9964285714285714
Process101,0.9767441860465116,0.9911504424778761,0.9636363636363636
Process101,0.9984090909090909,0.991304347826087,1.0
Process101,0.9739534883720931,0.972972972972973,0.9493506493506494
Process101,0.9777777777777777,0.991304347826087,0.9652173913043478
Process101,0.8667391304347827,0.6837606837606838,0.7486666666666667
Process101,0.8895744680851064,0.6837606837606838,0.7756666666666667
Process101,0.8722916666666667,0.6890756302521008,0.7535897435897436
Process101,0.8908510638297873,0.6949152542372882,0.7806666666666667
Process101,0.8893617021276596,0.6837606837606838,0.7782857142857144
Process101,0.8685416666666667,0.6666666666666666,0.7451522435897436
Process101,0.856875,0.5882352941176471,0.7205594405594407
Process101,0.8893617021276595,0.6890756302521008,0.7806666666666667
Process101,0.8667391304347827,0.6837606837606838,0.7486666666666667
Process101,0.8679166666666667,0.6666666666666666,0.7499665551839465
Process101,0.8672916666666667,0.6554621848739496,0.7404647435897436
Process101,0.8722916666666667,0.6890756302521008,0.7535897435897436
Process101,0.8639130434782609,0.6608695652173913,0.7412857142857143
Process101,0.8895744680851064,0.6837606837606838,0.7756666666666667
Process101,0.8672916666666667,0.6554621848739496,0.7404647435897436
Process101,0.8652173913043478,0.6724137931034483,0.7462857142857143
Process101,0.864375,0.6386554621848739,0.7374344405594406
Process101,0.856875,0.5882352941176471,0.7205594405594407
Process101,0.8923404255319148,0.7008547008547008,0.7815000000000001
Process101,0.8895744680851064,0.6837606837606838,0.7756666666666667
Process101,0.8722916666666667,0.6890756302521008,0.7535897435897436
Process101,0.8672916666666667,0.6554621848739496,0.7404647435897436
Process101,0.869375,0.6722689075630253,0.7505594405594406
Process101,0.8893617021276595,0.6890756302521008,0.7806666666666667
Process101,0.8626086956521739,0.6491228070175439,0.7362857142857143
Process101,0.7918367346938775,0.5409836065573771,0.640036231884058
Process101,0.8,0.5483870967741935,0.646932783608196
Process101,0.8004,0.45528455284552843,0.6478021978021979
Process101,0.7988235294117647,0.544,0.6461444953199077
Process101,0.7988235294117647,0.544,0.6461444953199077
Process101,0.8160000000000001,0.5528455284552846,0.6686076604554867
Process101,0.8,0.5483870967741935,0.646932783608196
Process101,0.8132,0.5365853658536586,0.6660714285714286
Process101,0.8,0.5483870967741935,0.646932783608196
Process101,0.7918367346938775,0.5409836065573771,0.640036231884058
Process101,0.8,0.5483870967741935,0.646932783608196
Process101,0.8160000000000001,0.5528455284552846,0.6686076604554867
Process101,0.7918367346938775,0.5210084033613446,0.633695652173913
Process101,0.8108,0.5203252032520326,0.6612290862290864
Process101,0.7974509803921569,0.5396825396825397,0.6456915967691831
Process101,0.8171999999999999,0.5573770491803278,0.6694409937888199
Process101,0.8,0.5483870967741935,0.646932783608196
Process101,0.8,0.5483870967741935,0.646932783608196
Process101,0.7923529411764706,0.5079365079365079,0.6385807622504538
Process101,0.8108,0.5203252032520326,0.6612290862290864
Process101,0.8,0.5483870967741935,0.646932783608196
Process101,0.8,0.5483870967741935,0.646932783608196
Process101,0.7958823529411765,0.528,0.6440632183908047
Process101,0.8160000000000001,0.5528455284552846,0.6686076604554867
Process101,0.8174,0.5573770491803278,0.6686076604554867
Process101,0.7448076923076923,0.5203252032520326,0.5792756373236532
Process101,0.7673584905660378,0.5203252032520326,0.600670324230674
Process101,0.7542592592592593,0.528,0.5873401534526854
Process101,0.7635849056603774,0.5,0.5975038402457757
Process101,0.750925925925926,0.5079365079365079,0.5817028985507247
Process101,0.7684905660377359,0.532258064516129,0.6050820889365564
Process101,0.7518518518518519,0.5196850393700787,0.5861309523809524
Process101,0.7671698113207547,0.528,0.6050820889365564
Process101,0.7520370370370371,0.512,0.5822981366459627
Process101,0.7542592592592593,0.528,0.5873401534526854
Process101,0.7671698113207547,0.5203252032520326,0.6029081758930781
Process101,0.7671698113207547,0.528,0.6046291903858317
Process101,0.7518518518518519,0.5196850393700787,0.5861309523809524
Process101,0.769811320754717,0.5365853658536586,0.6055761600828015
Process101,0.7448076923076923,0.5,0.5726899595742926
Process101,0.7671698113207547,0.528,0.6046291903858317
Process101,0.769811320754717,0.5365853658536586,0.6055761600828015
Process101,0.7520370370370371,0.512,0.5822981366459627
Process101,0.7684905660377359,0.532258064516129,0.6050820889365564
Process101,0.7542592592592593,0.528,0.5873401534526854
Process101,0.7531481481481481,0.5238095238095238,0.5865838509316771
Process101,0.7448076923076923,0.5203252032520326,0.5792756373236532
Process101,0.7660377358490567,0.528,0.6050820889365564
Process101,0.7857692307692308,0.5454545454545454,0.6253030303030302
Process101,0.7542592592592593,0.528,0.5873401534526854
