model,Jac, JacTrim
Process101,0.9217391304347826,0.991304347826087
Process101,0.991304347826087,0.991304347826087
Process101,0.9911504424778761,0.9911504424778761
Process101,0.972972972972973,1.0
Process101,0.9401709401709402,0.991304347826087
Process101,0.9401709401709402,0.991304347826087
Process101,0.991304347826087,0.991304347826087
Process101,0.9401709401709402,0.9401709401709402
Process101,0.9739130434782609,0.9911504424778761
Process101,0.9911504424778761,0.9565217391304348
Process101,0.991304347826087,0.9911504424778761
Process101,0.991304347826087,0.9655172413793104
Process101,0.9911504424778761,0.9911504424778761
Process101,1.0,0.9911504424778761
Process101,0.991304347826087,0.9217391304347826
Process101,0.991304347826087,0.991304347826087
Process101,0.991304347826087,0.991304347826087
Process101,0.9401709401709402,0.9911504424778761
Process101,0.9911504424778761,0.8869565217391304
Process101,0.9565217391304348,0.991304347826087
Process101,0.9911504424778761,0.9391304347826087
Process101,0.9655172413793104,0.991304347826087
Process101,0.9911504424778761,0.9739130434782609
Process101,0.9911504424778761,0.5037037037037038
Process101,0.9217391304347826,0.46376811594202894
Process101,0.991304347826087,0.4852941176470589
Process101,0.991304347826087,0.5190839694656488
Process101,0.9911504424778761,0.48888888888888893
Process101,0.8869565217391304,0.5112781954887218
Process101,0.991304347826087,0.5112781954887218
Process101,0.9391304347826087,0.48888888888888893
Process101,0.991304347826087,0.5112781954887218
Process101,0.9739130434782609,0.5037037037037038
Process101,0.9821428571428571,0.5037037037037038
Process101,0.9391304347826087,0.5112781954887218
Process101,0.9911504424778761,0.5037037037037038
Process101,0.991304347826087,0.5038167938931297
Process101,0.9401709401709402,0.5037037037037038
Process101,0.9911504424778761,0.49624060150375937
Process101,0.9911504424778761,0.49624060150375937
Process101,0.7563025210084033,0.5037037037037038
Process101,0.7333333333333334,0.5037037037037038
Process101,0.75,0.5112781954887218
Process101,0.7166666666666667,0.5
Process101,0.75,0.48888888888888893
Process101,0.7377049180327868,0.5037037037037038
Process101,0.65,0.0
Process101,0.7521367521367521,0.0
Process101,0.7758620689655172,0.0
Process101,0.7758620689655172,0.0
Process101,0.56,0.0
Process101,0.5511811023622047,0.0
Process101,0.5483870967741935,0.0
Process101,0.5555555555555556,0.0
Process101,0.5555555555555556,0.0
Process101,0.5555555555555556,0.0
Process101,0.5511811023622047,0.0
Process101,0.5555555555555556,0.0
Process101,0.5555555555555556,0.0
Process101,0.5079365079365079,0.0
Process101,0.5074626865671642,0.0
Process101,0.5037037037037038,0.0
Process101,0.5,0.0
Process101,0.5,0.0
Process101,0.5037037037037038,0.0
Process101,0.5038167938931297,0.0
Process101,0.5037037037037038,0.0
Process101,0.5037037037037038,0.0
Process101,0.46376811594202894,0.0
Process101,0.4852941176470589,0.0
Process101,0.5190839694656488,0.0
Process101,0.48888888888888893,0.0
Process101,0.5112781954887218,0.0
Process101,0.5112781954887218,0.0
Process101,0.48888888888888893,0.0
Process101,0.5112781954887218,0.0
Process101,0.5037037037037038,0.0
Process101,0.5037037037037038,0.0
Process101,0.5112781954887218,0.0
Process101,0.5037037037037038,0.0
Process101,0.5038167938931297,0.0
Process101,0.5037037037037038,0.0
Process101,0.49624060150375937,0.0
Process101,0.49624060150375937,0.0
Process101,0.5037037037037038,0.0
Process101,0.5037037037037038,0.0
Process101,0.5112781954887218,0.0
Process101,0.5,0.0
Process101,0.48888888888888893,0.0
Process101,0.5037037037037038,0.0
Process101,0.5037037037037038,0.0
Process101,0.5112781954887218,0.0
Process101,0.4651162790697675,0.0
Process101,0.48888888888888893,0.0
Process101,0.5037037037037038,0.0
Process101,0.5112781954887218,0.0
Process101,0.4852941176470589,0.0
Process101,0.5037037037037038,0.0
Process101,0.5037037037037038,0.0
Process101,0.5112781954887218,0.0
