model,Jac, JacTrim
Process101,0.9953333333333334,0.9588311688311688
Process101,0.9499184782608696,0.9971428571428572
Process101,0.93,0.9474025974025975
Process101,0.9383695652173913,0.9429347826086957
Process101,0.9499184782608696,0.9630434782608697
Process101,0.9577445652173914,0.9604347826086957
Process101,0.9708695652173913,0.9708695652173913
Process101,0.9479150197628459,1.0
Process101,0.8700000000000001,0.9630434782608697
Process101,0.8700000000000001,0.9499184782608696
Process101,0.9588311688311688,0.9499184782608696
Process101,0.9971428571428572,0.9708695652173913
Process101,0.9474025974025975,0.9971428571428572
Process101,0.9429347826086957,0.9708695652173913
Process101,0.9630434782608697,0.8700000000000001
Process101,0.9604347826086957,0.9383695652173913
Process101,0.9708695652173913,0.9429347826086957
Process101,1.0,0.9950000000000001
Process101,0.9630434782608697,0.9630434782608697
Process101,0.9499184782608696,0.9630434782608697
Process101,0.9499184782608696,0.9499184782608696
Process101,0.9708695652173913,0.9615362318840581
Process101,0.9971428571428572,0.7260894736842105
Process101,0.9708695652173913,0.7531314091680815
Process101,0.8700000000000001,0.7302125506072875
Process101,0.9383695652173913,0.7302125506072875
Process101,0.9429347826086957,0.7205302631578947
Process101,0.9950000000000001,0.6521250000000001
Process101,0.9630434782608697,0.6579008620689656
Process101,0.9630434782608697,0.6579008620689656
Process101,0.9499184782608696,0.6579008620689656
Process101,0.9615362318840581,0.6579008620689656
Process101,0.9577445652173914,0.6579008620689656
Process101,0.9577445652173914,0.6579008620689656
Process101,0.9383695652173913,0.6521250000000001
Process101,0.9950000000000001,0.6579008620689656
Process101,0.9499184782608696,0.6957323775388291
Process101,0.9708695652173913,0.6579008620689656
Process101,0.9499184782608696,0.6579008620689656
Process101,0.9474025974025975,0.5460535714285715
Process101,0.7094736842105264,0.6760535714285715
Process101,0.7362736842105263,0.6760535714285715
Process101,0.7403967611336033,0.651350728379126
Process101,0.7403967611336033,0.6762350230414746
Process101,0.7362736842105263,0.6534463166144201
Process101,0.7626220713073005,0.5460535714285715
Process101,0.735423076923077,0.6762350230414746
Process101,0.7403967611336033,0.6753869047619048
Process101,0.7593894736842106,0.6762350230414746
Process101,0.7362736842105263,0.6579008620689656
Process101,0.7260894736842105,0.6519122257053293
Process101,0.7531314091680815,0.6579008620689656
Process101,0.7302125506072875,0.6579008620689656
Process101,0.7302125506072875,0.6579008620689656
Process101,0.6228894736842105,0.6767904135338346
Process101,0.6228894736842105,0.6579008620689656
Process101,0.7260894736842105,0.651350728379126
Process101,0.6228894736842105,0.0
Process101,0.7302125506072875,0.0
Process101,0.7205302631578947,0.0
Process101,0.6521250000000001,0.0
Process101,0.6579008620689656,0.0
Process101,0.6579008620689656,0.0
Process101,0.6579008620689656,0.0
Process101,0.6579008620689656,0.0
Process101,0.6579008620689656,0.0
Process101,0.6579008620689656,0.0
Process101,0.6521250000000001,0.0
Process101,0.6579008620689656,0.0
Process101,0.6957323775388291,0.0
Process101,0.6579008620689656,0.0
Process101,0.6579008620689656,0.0
Process101,0.5460535714285715,0.0
Process101,0.6760535714285715,0.0
Process101,0.6760535714285715,0.0
Process101,0.651350728379126,0.0
Process101,0.6762350230414746,0.0
Process101,0.6534463166144201,0.0
Process101,0.5460535714285715,0.0
Process101,0.6762350230414746,0.0
Process101,0.6753869047619048,0.0
Process101,0.6762350230414746,0.0
Process101,0.6579008620689656,0.0
Process101,0.6519122257053293,0.0
Process101,0.6579008620689656,0.0
Process101,0.6579008620689656,0.0
Process101,0.6579008620689656,0.0
Process101,0.6767904135338346,0.0
Process101,0.6579008620689656,0.0
Process101,0.651350728379126,0.0
Process101,0.6521250000000001,0.0
Process101,0.5460535714285715,0.0
Process101,0.6579008620689656,0.0
Process101,0.675883116883117,0.0
Process101,0.64675,0.0
Process101,0.6579008620689656,0.0
Process101,0.6519122257053293,0.0
Process101,0.651350728379126,0.0
Process101,0.6762350230414746,0.0
Process101,0.6579008620689656,0.0
