maxTraces,traceSize,observed,change_detected,sigDiff,GEDWRef,GEDWTrue
5,5,5,true,0.9,0.22153846153846146,0.22153846153846146
5,5,10,false,0.9,1.0,0.22153846153846146
5,5,15,true,0.9,0.8888888888888888,0.28740740740740733
5,5,20,false,0.9,1.0,0.28740740740740733
5,5,25,false,0.9,1.0,0.28740740740740733
5,5,30,false,0.9,0.9090909090909091,0.34857142857142853
5,5,35,true,0.9,0.8333333333333334,0.4055172413793102
5,5,40,false,0.9,1.0,0.4055172413793102
5,5,45,false,0.9,0.9333333333333333,0.45866666666666656
5,5,50,true,0.9,0.8235294117647058,0.5549999999999999
5,5,55,false,0.9,1.0,0.5549999999999999
5,5,60,false,0.9,1.0,0.5549999999999999
5,5,65,false,0.9,0.9523809523809523,0.5987878787878788
5,5,70,false,0.9,0.9523809523809523,0.5987878787878788
5,5,75,false,0.9,0.9523809523809523,0.5987878787878788
5,5,80,false,0.9,0.9523809523809523,0.5987878787878788
5,5,85,false,0.9,0.9523809523809523,0.5987878787878788
5,5,90,false,0.9,0.9523809523809523,0.5987878787878788
5,5,95,false,0.9,0.9523809523809523,0.5987878787878788
5,5,100,false,0.9,0.9523809523809523,0.5987878787878788
5,5,105,false,0.9,0.9523809523809523,0.5987878787878788
5,5,110,false,0.9,0.9523809523809523,0.5987878787878788
5,5,115,false,0.9,0.9523809523809523,0.5987878787878788
5,5,120,false,0.9,0.9523809523809523,0.5987878787878788
5,5,125,false,0.9,0.9523809523809523,0.5987878787878788
5,5,130,false,0.9,0.9523809523809523,0.5987878787878788
5,5,135,false,0.9,0.9523809523809523,0.5987878787878788
5,5,140,false,0.9,0.9090909090909091,0.64
5,5,145,false,0.9,0.9090909090909091,0.64
5,5,150,false,0.9,0.9090909090909091,0.64
5,5,155,false,0.9,0.9090909090909091,0.64
5,5,160,false,0.9,0.9090909090909091,0.64
5,5,165,true,0.9,0.8695652173913043,0.6788571428571428
5,5,170,false,0.9,1.0,0.6788571428571428
5,5,175,false,0.9,1.0,0.6788571428571428
5,5,180,false,0.9,1.0,0.6788571428571428
5,5,185,false,0.9,0.962962962962963,0.7155555555555555
5,5,190,false,0.9,0.9285714285714286,0.7502702702702703
5,5,195,false,0.9,0.9285714285714286,0.7502702702702703
5,5,200,false,0.9,0.9285714285714286,0.7502702702702703
5,5,205,false,0.9,0.9285714285714286,0.7502702702702703
5,5,210,false,0.9,0.9285714285714286,0.7502702702702703
5,5,215,false,0.9,0.9285714285714286,0.7502702702702703
5,5,220,false,0.9,0.9285714285714286,0.7502702702702703
5,5,225,false,0.9,0.9285714285714286,0.7502702702702703
5,5,230,false,0.9,0.9285714285714286,0.7502702702702703
