maxTraces,traceSize,observed,change_detected,sigDiff,GEDWRef,GEDWTrue
5,5,1,true,0.9,-0.01043478260869568,-0.01043478260869568
5,5,2,true,0.9,0.6666666666666667,0.07333333333333325
5,5,3,true,0.9,0.8,0.15039999999999987
5,5,4,false,0.9,1.0,0.15039999999999987
5,5,5,false,0.9,1.0,0.15039999999999987
5,5,6,false,0.9,1.0,0.15039999999999987
5,5,7,false,0.9,1.0,0.15039999999999987
5,5,8,true,0.9,0.8571428571428572,0.22153846153846146
5,5,9,false,0.9,1.0,0.22153846153846146
5,5,10,true,0.9,0.8888888888888888,0.28740740740740733
5,5,11,false,0.9,1.0,0.28740740740740733
5,5,12,false,0.9,1.0,0.28740740740740733
5,5,13,false,0.9,1.0,0.28740740740740733
5,5,14,false,0.9,1.0,0.28740740740740733
5,5,15,false,0.9,1.0,0.28740740740740733
5,5,16,false,0.9,1.0,0.28740740740740733
5,5,17,false,0.9,1.0,0.28740740740740733
5,5,18,false,0.9,1.0,0.28740740740740733
5,5,19,false,0.9,1.0,0.28740740740740733
5,5,20,false,0.9,1.0,0.28740740740740733
5,5,21,false,0.9,1.0,0.28740740740740733
5,5,22,false,0.9,1.0,0.28740740740740733
5,5,23,false,0.9,1.0,0.28740740740740733
5,5,24,false,0.9,0.9090909090909091,0.34857142857142853
5,5,25,false,0.9,0.9090909090909091,0.34857142857142853
5,5,26,false,0.9,0.9090909090909091,0.34857142857142853
5,5,27,false,0.9,0.9090909090909091,0.34857142857142853
5,5,28,false,0.9,0.9090909090909091,0.34857142857142853
5,5,29,false,0.9,0.9090909090909091,0.34857142857142853
5,5,30,false,0.9,0.9090909090909091,0.34857142857142853
5,5,31,false,0.9,0.9090909090909091,0.34857142857142853
5,5,32,false,0.9,0.9090909090909091,0.34857142857142853
5,5,33,false,0.9,0.9090909090909091,0.34857142857142853
5,5,34,false,0.9,0.9090909090909091,0.34857142857142853
5,5,35,false,0.9,0.9090909090909091,0.34857142857142853
5,5,36,false,0.9,0.9090909090909091,0.34857142857142853
5,5,37,false,0.9,0.9090909090909091,0.34857142857142853
5,5,38,false,0.9,0.9090909090909091,0.34857142857142853
5,5,39,false,0.9,0.9090909090909091,0.34857142857142853
5,5,40,false,0.9,0.9090909090909091,0.34857142857142853
5,5,41,false,0.9,0.9090909090909091,0.34857142857142853
5,5,42,false,0.9,0.9090909090909091,0.34857142857142853
5,5,43,false,0.9,0.9090909090909091,0.34857142857142853
5,5,44,false,0.9,0.9090909090909091,0.34857142857142853
5,5,45,false,0.9,0.9090909090909091,0.34857142857142853
5,5,46,false,0.9,0.9090909090909091,0.34857142857142853
5,5,47,false,0.9,0.9090909090909091,0.34857142857142853
5,5,48,false,0.9,0.9090909090909091,0.34857142857142853
5,5,49,false,0.9,0.9090909090909091,0.34857142857142853
5,5,50,true,0.9,0.8333333333333334,0.4055172413793102
5,5,51,false,0.9,0.9333333333333333,0.45866666666666656
5,5,52,false,0.9,0.9333333333333333,0.45866666666666656
5,5,53,false,0.9,0.9333333333333333,0.45866666666666656
5,5,54,false,0.9,0.9333333333333333,0.45866666666666656
5,5,55,false,0.9,0.9333333333333333,0.45866666666666656
5,5,56,false,0.9,0.9333333333333333,0.45866666666666656
5,5,57,false,0.9,0.9333333333333333,0.45866666666666656
5,5,58,false,0.9,0.9333333333333333,0.45866666666666656
5,5,59,false,0.9,0.9333333333333333,0.45866666666666656
5,5,60,false,0.9,0.9333333333333333,0.45866666666666656
5,5,61,true,0.9,0.875,0.5083870967741935
5,5,62,false,0.9,1.0,0.5083870967741935
5,5,63,false,0.9,1.0,0.5083870967741935
5,5,64,false,0.9,0.9473684210526316,0.5549999999999999
5,5,65,false,0.9,0.9473684210526316,0.5549999999999999
5,5,66,false,0.9,0.9473684210526316,0.5549999999999999
5,5,67,false,0.9,0.9473684210526316,0.5549999999999999
5,5,68,false,0.9,0.9473684210526316,0.5549999999999999
5,5,69,false,0.9,0.9473684210526316,0.5549999999999999
5,5,70,false,0.9,0.9473684210526316,0.5549999999999999
5,5,71,false,0.9,0.9473684210526316,0.5549999999999999
5,5,72,false,0.9,0.9473684210526316,0.5549999999999999
5,5,73,false,0.9,0.9473684210526316,0.5549999999999999
5,5,74,false,0.9,0.9473684210526316,0.5549999999999999
5,5,75,false,0.9,0.9473684210526316,0.5549999999999999
5,5,76,false,0.9,0.9473684210526316,0.5549999999999999
5,5,77,false,0.9,0.9473684210526316,0.5549999999999999
5,5,78,false,0.9,0.9473684210526316,0.5549999999999999
5,5,79,false,0.9,0.9473684210526316,0.5549999999999999
5,5,80,false,0.9,0.9473684210526316,0.5549999999999999
5,5,81,false,0.9,0.9473684210526316,0.5549999999999999
5,5,82,false,0.9,0.9473684210526316,0.5549999999999999
5,5,83,false,0.9,0.9473684210526316,0.5549999999999999
5,5,84,false,0.9,0.9473684210526316,0.5549999999999999
5,5,85,false,0.9,0.9,0.5987878787878788
5,5,86,false,0.9,0.9,0.5987878787878788
5,5,87,false,0.9,0.9,0.5987878787878788
5,5,88,false,0.9,0.9,0.5987878787878788
5,5,89,false,0.9,0.9,0.5987878787878788
