sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,totalChanges,correspondence
/model7262/original,0,0,0,0,0,0,0,1.0
/model7262/original,0,0,0,0,0,1,1,0.9866666666666667
/model7262/original,0,0,0,0,0,2,2,0.972972972972973
/model7262/original,0,0,0,0,0,3,3,0.9589041095890412
/model7262/original,0,0,0,0,1,0,1,0.987012987012987
/model7262/original,0,0,0,0,1,1,2,0.9736842105263158
/model7262/original,0,0,0,0,1,2,3,0.96
/model7262/original,0,0,0,0,1,3,4,0.9459459459459459
/model7262/original,0,0,0,0,2,0,2,0.987012987012987
/model7262/original,0,0,0,0,2,1,3,0.961038961038961
/model7262/original,0,0,0,0,2,2,4,0.972972972972973
/model7262/original,0,0,0,0,2,3,5,0.9333333333333333
/model7262/original,0,0,0,0,3,0,3,0.9620253164556962
/model7262/original,0,0,0,0,3,1,4,0.9487179487179487
/model7262/original,0,0,0,0,3,2,5,0.9473684210526316
/model7262/original,0,0,0,0,3,3,6,0.9210526315789473
/model7262/original,0,0,0,1,0,0,1,0.868421052631579
/model7262/original,0,0,0,1,0,1,2,0.9333333333333333
/model7262/original,0,0,0,1,0,2,3,0.8918918918918919
/model7262/original,0,0,0,1,0,3,4,0.8767123287671232
/model7262/original,0,0,0,1,1,0,2,0.8571428571428572
/model7262/original,0,0,0,1,1,1,3,0.8947368421052632
/model7262/original,0,0,0,1,1,2,4,0.9066666666666666
/model7262/original,0,0,0,1,1,3,5,0.8378378378378378
/model7262/original,0,0,0,1,2,0,3,0.8461538461538461
/model7262/original,0,0,0,1,2,1,4,0.8831168831168831
/model7262/original,0,0,0,1,2,2,5,0.8157894736842105
/model7262/original,0,0,0,1,2,3,6,0.8533333333333333
/model7262/original,0,0,0,1,3,0,4,0.9113924050632911
/model7262/original,0,0,0,1,3,1,5,0.8311688311688312
/model7262/original,0,0,0,1,3,2,6,0.8421052631578947
/model7262/original,0,0,0,1,3,3,7,0.8533333333333333
/model7262/original,0,0,0,2,0,0,2,0.7894736842105263
/model7262/original,0,0,0,2,0,1,3,0.7733333333333333
/model7262/original,0,0,0,2,0,2,4,0.7837837837837838
/model7262/original,0,0,0,2,0,3,5,0.7671232876712328
/model7262/original,0,0,0,2,1,0,3,0.7532467532467533
/model7262/original,0,0,0,2,1,1,4,0.8157894736842105
/model7262/original,0,0,0,2,1,2,5,0.7466666666666666
/model7262/original,0,0,0,2,1,3,6,0.7297297297297297
/model7262/original,0,0,0,2,2,0,4,0.8461538461538461
/model7262/original,0,0,0,2,2,1,5,0.7894736842105263
/model7262/original,0,0,0,2,2,2,6,0.736842105263158
/model7262/original,0,0,0,2,2,3,7,0.8108108108108107
/model7262/original,0,0,0,2,3,0,5,0.717948717948718
/model7262/original,0,0,0,2,3,1,6,0.7012987012987013
/model7262/original,0,0,0,2,3,2,7,0.7012987012987013
/model7262/original,0,0,0,2,3,3,8,0.6666666666666667
/model7262/original,0,0,0,3,0,0,3,0.7631578947368421
/model7262/original,0,0,0,3,0,1,4,0.7466666666666666
/model7262/original,0,0,0,3,0,2,5,0.7567567567567568
/model7262/original,0,0,0,3,0,3,6,0.7123287671232876
/model7262/original,0,0,0,3,1,0,4,0.8311688311688312
/model7262/original,0,0,0,3,1,1,5,0.6842105263157895
/model7262/original,0,0,0,3,1,2,6,0.64
/model7262/original,0,0,0,3,1,3,7,0.6849315068493151
/model7262/original,0,0,0,3,2,0,5,0.641025641025641
/model7262/original,0,0,0,3,2,1,6,0.7105263157894737
/model7262/original,0,0,0,3,2,2,7,0.8
/model7262/original,0,0,0,3,2,3,8,0.7397260273972603
/model7262/original,0,0,0,3,3,0,6,0.6329113924050633
/model7262/original,0,0,0,3,3,1,7,0.6923076923076923
/model7262/original,0,0,0,3,3,2,8,0.7012987012987013
/model7262/original,0,0,0,3,3,3,9,0.631578947368421
/model7262/original,0,0,1,0,0,0,1,0.9589041095890412
/model7262/original,0,0,1,0,0,1,2,0.9444444444444444
/model7262/original,0,0,1,0,0,2,3,0.8985507246376812
/model7262/original,0,0,1,0,0,3,4,0.8823529411764706
/model7262/original,0,0,1,0,1,0,2,0.9459459459459459
/model7262/original,0,0,1,0,1,1,3,0.9014084507042254
/model7262/original,0,0,1,0,1,2,4,0.9295774647887324
/model7262/original,0,0,1,0,1,3,5,0.9014084507042254
/model7262/original,0,0,1,0,2,0,3,0.9166666666666666
/model7262/original,0,0,1,0,2,1,4,0.9189189189189189
/model7262/original,0,0,1,0,2,2,5,0.9315068493150684
/model7262/original,0,0,1,0,2,3,6,0.8571428571428572
/model7262/original,0,0,1,0,3,0,4,0.8918918918918919
/model7262/original,0,0,1,0,3,1,5,0.8767123287671232
/model7262/original,0,0,1,0,3,2,6,0.8450704225352113
/model7262/original,0,0,1,0,3,3,7,0.8767123287671232
/model7262/original,0,0,1,1,0,0,2,0.904109589041096
/model7262/original,0,0,1,1,0,1,3,0.821917808219178
/model7262/original,0,0,1,1,0,2,4,0.782608695652174
/model7262/original,0,0,1,1,0,3,5,0.8450704225352113
/model7262/original,0,0,1,1,1,0,3,0.75
/model7262/original,0,0,1,1,1,1,4,0.8
/model7262/original,0,0,1,1,1,2,5,0.8285714285714285
/model7262/original,0,0,1,1,1,3,6,0.8115942028985508
/model7262/original,0,0,1,1,2,0,4,0.8
/model7262/original,0,0,1,1,2,1,5,0.8169014084507042
/model7262/original,0,0,1,1,2,2,6,0.7605633802816901
/model7262/original,0,0,1,1,2,3,7,0.7647058823529411
/model7262/original,0,0,1,1,3,0,5,0.7945205479452055
/model7262/original,0,0,1,1,3,1,6,0.7397260273972603
/model7262/original,0,0,1,1,3,2,7,0.8055555555555556
/model7262/original,0,0,1,1,3,3,8,0.7536231884057971
/model7262/original,0,0,1,2,0,0,3,0.7397260273972603
/model7262/original,0,0,1,2,0,1,4,0.75
/model7262/original,0,0,1,2,0,2,5,0.6666666666666667
/model7262/original,0,0,1,2,0,3,6,0.7714285714285715
/model7262/original,0,0,1,2,1,0,4,0.6944444444444444
/model7262/original,0,0,1,2,1,1,5,0.704225352112676
/model7262/original,0,0,1,2,1,2,6,0.6666666666666667
/model7262/original,0,0,1,2,1,3,7,0.7777777777777778
/model7262/original,0,0,1,2,2,0,5,0.8169014084507042
/model7262/original,0,0,1,2,2,1,6,0.676056338028169
/model7262/original,0,0,1,2,2,2,7,0.6857142857142857
/model7262/original,0,0,1,2,2,3,8,0.6388888888888888
/model7262/original,0,0,1,2,3,0,6,0.6849315068493151
/model7262/original,0,0,1,2,3,1,7,0.6666666666666667
/model7262/original,0,0,1,2,3,2,8,0.5833333333333333
/model7262/original,0,0,1,2,3,3,9,0.676056338028169
/model7262/original,0,0,1,3,0,0,4,0.5352112676056338
/model7262/original,0,0,1,3,0,1,5,0.6944444444444444
/model7262/original,0,0,1,3,0,2,6,0.5915492957746479
/model7262/original,0,0,1,3,0,3,7,0.6176470588235294
/model7262/original,0,0,1,3,1,0,5,0.6388888888888888
/model7262/original,0,0,1,3,1,1,6,0.647887323943662
/model7262/original,0,0,1,3,1,2,7,0.6
/model7262/original,0,0,1,3,1,3,8,0.5797101449275363
/model7262/original,0,0,1,3,2,0,6,0.6666666666666667
/model7262/original,0,0,1,3,2,1,7,0.6388888888888888
/model7262/original,0,0,1,3,2,2,8,0.647887323943662
/model7262/original,0,0,1,3,2,3,9,0.5142857142857142
/model7262/original,0,0,1,3,3,0,7,0.6052631578947368
/model7262/original,0,0,1,3,3,1,8,0.6027397260273972
/model7262/original,0,0,1,3,3,2,9,0.5405405405405406
/model7262/original,0,0,1,3,3,3,10,0.5753424657534247
/model7262/original,0,0,2,0,0,0,2,0.8484848484848485
/model7262/original,0,0,2,0,0,1,3,0.8307692307692307
/model7262/original,0,0,2,0,0,2,4,0.8125
/model7262/original,0,0,2,0,0,3,5,0.8484848484848485
/model7262/original,0,0,2,0,1,0,3,0.8695652173913043
/model7262/original,0,0,2,0,1,1,4,0.8529411764705882
/model7262/original,0,0,2,0,1,2,5,0.8529411764705882
/model7262/original,0,0,2,0,1,3,6,0.7619047619047619
/model7262/original,0,0,2,0,2,0,4,0.8529411764705882
/model7262/original,0,0,2,0,2,1,5,0.8235294117647058
/model7262/original,0,0,2,0,2,2,6,0.835820895522388
/model7262/original,0,0,2,0,2,3,7,0.8
/model7262/original,0,0,2,0,3,0,5,0.8115942028985508
/model7262/original,0,0,2,0,3,1,6,0.8285714285714285
/model7262/original,0,0,2,0,3,2,7,0.8
/model7262/original,0,0,2,0,3,3,8,0.8059701492537313
/model7262/original,0,0,2,1,0,0,3,0.7164179104477613
/model7262/original,0,0,2,1,0,1,4,0.8059701492537313
/model7262/original,0,0,2,1,0,2,5,0.696969696969697
/model7262/original,0,0,2,1,0,3,6,0.7076923076923076
/model7262/original,0,0,2,1,1,0,4,0.7462686567164178
/model7262/original,0,0,2,1,1,1,5,0.7605633802816901
/model7262/original,0,0,2,1,1,2,6,0.6865671641791045
/model7262/original,0,0,2,1,1,3,7,0.7384615384615385
/model7262/original,0,0,2,1,2,0,5,0.7272727272727273
/model7262/original,0,0,2,1,2,1,6,0.7536231884057971
/model7262/original,0,0,2,1,2,2,7,0.7076923076923076
/model7262/original,0,0,2,1,2,3,8,0.7164179104477613
/model7262/original,0,0,2,1,3,0,6,0.7887323943661972
/model7262/original,0,0,2,1,3,1,7,0.7142857142857143
/model7262/original,0,0,2,1,3,2,8,0.7058823529411764
/model7262/original,0,0,2,1,3,3,9,0.6666666666666667
/model7262/original,0,0,2,2,0,0,4,0.7058823529411764
/model7262/original,0,0,2,2,0,1,5,0.5538461538461539
/model7262/original,0,0,2,2,0,2,6,0.6031746031746033
/model7262/original,0,0,2,2,0,3,7,0.5714285714285714
/model7262/original,0,0,2,2,1,0,5,0.5797101449275363
/model7262/original,0,0,2,2,1,1,6,0.6086956521739131
/model7262/original,0,0,2,2,1,2,7,0.676923076923077
/model7262/original,0,0,2,2,1,3,8,0.59375
/model7262/original,0,0,2,2,2,0,6,0.6268656716417911
/model7262/original,0,0,2,2,2,1,7,0.6060606060606061
/model7262/original,0,0,2,2,2,2,8,0.6363636363636364
/model7262/original,0,0,2,2,2,3,9,0.6153846153846154
/model7262/original,0,0,2,2,3,0,7,0.6
/model7262/original,0,0,2,2,3,1,8,0.6944444444444444
/model7262/original,0,0,2,2,3,2,9,0.6268656716417911
/model7262/original,0,0,2,2,3,3,10,0.6153846153846154
/model7262/original,0,0,2,3,0,0,5,0.6470588235294117
/model7262/original,0,0,2,3,0,1,6,0.5428571428571429
/model7262/original,0,0,2,3,0,2,7,0.5294117647058824
/model7262/original,0,0,2,3,0,3,8,0.5
/model7262/original,0,0,2,3,1,0,6,0.5142857142857142
/model7262/original,0,0,2,3,1,1,7,0.5915492957746479
/model7262/original,0,0,2,3,1,2,8,0.5074626865671642
