sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,totalChanges,correspondence
/model89/original,0,1,0,2,0,1,4,0.8916666666666666
/model89/original,0,1,0,2,0,2,5,0.9288702928870293
/model89/original,0,1,0,2,0,3,6,0.9159663865546218
/model89/original,0,1,0,2,1,0,4,0.884297520661157
/model89/original,0,1,0,2,1,1,5,0.9211618257261411
/model89/original,0,1,0,2,1,2,6,0.9166666666666666
/model89/original,0,1,0,2,1,3,7,0.8786610878661087
/model89/original,0,1,0,2,2,0,5,0.8888888888888888
/model89/original,0,1,0,2,2,1,6,0.9504132231404958
/model89/original,0,1,0,2,2,2,7,0.8630705394190872
/model89/original,0,1,0,2,2,3,8,0.9083333333333333
/model89/original,0,1,0,2,3,0,6,0.8770491803278688
/model89/original,0,1,0,2,3,1,7,0.884297520661157
/model89/original,0,1,0,2,3,2,8,0.9128630705394191
/model89/original,0,1,0,2,3,3,9,0.8833333333333333
/model89/original,0,1,0,3,0,0,4,0.9211618257261411
/model89/original,0,1,0,3,0,1,5,0.8833333333333333
/model89/original,0,1,0,3,0,2,6,0.8786610878661087
/model89/original,0,1,0,3,0,3,7,0.8991596638655462
/model89/original,0,1,0,3,1,0,5,0.9173553719008265
/model89/original,0,1,0,3,1,1,6,0.8879668049792531
/model89/original,0,1,0,3,1,2,7,0.8666666666666667
/model89/original,0,1,0,3,1,3,8,0.895397489539749
/model89/original,0,1,0,3,2,0,6,0.8724279835390947
/model89/original,0,1,0,3,2,1,7,0.9256198347107438
/model89/original,0,1,0,3,2,2,8,0.8796680497925311
/model89/original,0,1,0,3,2,3,9,0.825
/model89/original,0,1,0,3,3,0,7,0.9053497942386831
/model89/original,0,1,0,3,3,1,8,0.8724279835390947
/model89/original,0,1,0,3,3,2,9,0.8132780082987552
/model89/original,0,1,0,3,3,3,10,0.8796680497925311
/model89/original,0,1,1,0,0,0,2,0.9745762711864406
/model89/original,0,1,1,0,0,1,3,0.9831932773109243
/model89/original,0,1,1,0,0,2,4,0.9702127659574468
/model89/original,0,1,1,0,0,3,5,0.9702127659574468
/model89/original,0,1,1,0,1,0,3,0.9790794979079498
/model89/original,0,1,1,0,1,1,4,0.9613733905579399
/model89/original,0,1,1,0,1,2,5,0.9572649572649573
/model89/original,0,1,1,0,1,3,6,0.9661016949152542
/model89/original,0,1,1,0,2,0,4,0.979253112033195
/model89/original,0,1,1,0,2,1,5,0.9747899159663865
/model89/original,0,1,1,0,2,2,6,0.9663865546218487
/model89/original,0,1,1,0,2,3,7,0.9572649572649573
/model89/original,0,1,1,0,3,0,5,0.979253112033195
/model89/original,0,1,1,0,3,1,6,0.9666666666666667
/model89/original,0,1,1,0,3,2,7,0.9535864978902954
/model89/original,0,1,1,0,3,3,8,0.9661016949152542
/model89/original,0,1,1,1,0,0,3,0.9620253164556962
/model89/original,0,1,1,1,0,1,4,0.9620253164556962
/model89/original,0,1,1,1,0,2,5,0.940677966101695
/model89/original,0,1,1,1,0,3,6,0.9401709401709402
/model89/original,0,1,1,1,1,0,4,0.927038626609442
/model89/original,0,1,1,1,1,1,5,0.9282700421940928
/model89/original,0,1,1,1,1,2,6,0.9367088607594937
/model89/original,0,1,1,1,1,3,7,0.8956521739130435
/model89/original,0,1,1,1,2,0,5,0.9411764705882353
/model89/original,0,1,1,1,2,1,6,0.9322033898305084
/model89/original,0,1,1,1,2,2,7,0.9451476793248945
/model89/original,0,1,1,1,2,3,8,0.9098712446351931
/model89/original,0,1,1,1,3,0,6,0.9416666666666667
/model89/original,0,1,1,1,3,1,7,0.9288702928870293
/model89/original,0,1,1,1,3,2,8,0.923728813559322
/model89/original,0,1,1,1,3,3,9,0.9411764705882353
/model89/original,0,1,1,2,0,0,4,0.9243697478991597
/model89/original,0,1,1,2,0,1,5,0.9029535864978903
/model89/original,0,1,1,2,0,2,6,0.9322033898305084
/model89/original,0,1,1,2,0,3,7,0.9230769230769231
/model89/original,0,1,1,2,1,0,5,0.9121338912133892
/model89/original,0,1,1,2,1,1,6,0.9327731092436975
/model89/original,0,1,1,2,1,2,7,0.8448275862068966
/model89/original,0,1,1,2,1,3,8,0.9004329004329005
/model89/original,0,1,1,2,2,0,6,0.8936170212765957
/model89/original,0,1,1,2,2,1,7,0.9121338912133892
/model89/original,0,1,1,2,2,2,8,0.919831223628692
/model89/original,0,1,1,2,2,3,9,0.8425531914893617
/model89/original,0,1,1,2,3,0,7,0.9128630705394191
/model89/original,0,1,1,2,3,1,8,0.8945147679324894
/model89/original,0,1,1,2,3,2,9,0.9159663865546218
/model89/original,0,1,1,2,3,3,10,0.8983050847457628
/model89/original,0,1,1,3,0,0,5,0.8270042194092827
/model89/original,0,1,1,3,0,1,6,0.8813559322033898
/model89/original,0,1,1,3,0,2,7,0.8425531914893617
/model89/original,0,1,1,3,0,3,8,0.8851063829787233
/model89/original,0,1,1,3,1,0,6,0.864406779661017
/model89/original,0,1,1,3,1,1,7,0.8185654008438819
/model89/original,0,1,1,3,1,2,8,0.9106382978723404
/model89/original,0,1,1,3,1,3,9,0.8461538461538461
/model89/original,0,1,1,3,2,0,7,0.8945147679324894
/model89/original,0,1,1,3,2,1,8,0.919831223628692
/model89/original,0,1,1,3,2,2,9,0.8776371308016877
/model89/original,0,1,1,3,2,3,10,0.8860759493670887
/model89/original,0,1,1,3,3,0,8,0.8298755186721991
/model89/original,0,1,1,3,3,1,9,0.9121338912133892
/model89/original,0,1,1,3,3,2,10,0.8702928870292888
/model89/original,0,1,1,3,3,3,11,0.8362068965517242
/model89/original,0,1,2,0,0,0,3,0.9613733905579399
/model89/original,0,1,2,0,0,1,4,0.9658119658119658
/model89/original,0,1,2,0,0,2,5,0.9432314410480349
/model89/original,0,1,2,0,0,3,6,0.9613733905579399
/model89/original,0,1,2,0,1,0,4,0.9572649572649573
/model89/original,0,1,2,0,1,1,5,0.9527896995708155
/model89/original,0,1,2,0,1,2,6,0.9617021276595745
/model89/original,0,1,2,0,1,3,7,0.9527896995708155
/model89/original,0,1,2,0,2,0,5,0.9576271186440678
/model89/original,0,1,2,0,2,1,6,0.9576271186440678
/model89/original,0,1,2,0,2,2,7,0.9572649572649573
/model89/original,0,1,2,0,2,3,8,0.9437229437229437
/model89/original,0,1,2,0,3,0,6,0.9487179487179487
/model89/original,0,1,2,0,3,1,7,0.9620253164556962
/model89/original,0,1,2,0,3,2,8,0.9527896995708155
/model89/original,0,1,2,0,3,3,9,0.9304347826086956
/model89/original,0,1,2,1,0,0,4,0.9082969432314411
/model89/original,0,1,2,1,0,1,5,0.9316239316239316
/model89/original,0,1,2,1,0,2,6,0.9264069264069263
/model89/original,0,1,2,1,0,3,7,0.9130434782608696
/model89/original,0,1,2,1,1,0,5,0.9137931034482758
/model89/original,0,1,2,1,1,1,6,0.9224137931034483
/model89/original,0,1,2,1,1,2,7,0.9264069264069263
/model89/original,0,1,2,1,1,3,8,0.9106382978723404
/model89/original,0,1,2,1,2,0,6,0.8733624454148472
/model89/original,0,1,2,1,2,1,7,0.9191489361702128
/model89/original,0,1,2,1,2,2,8,0.9276595744680851
/model89/original,0,1,2,1,2,3,9,0.8584070796460177
/model89/original,0,1,2,1,3,0,7,0.9145299145299145
/model89/original,0,1,2,1,3,1,8,0.8695652173913043
/model89/original,0,1,2,1,3,2,9,0.9012875536480687
/model89/original,0,1,2,1,3,3,10,0.8995633187772926
/model89/original,0,1,2,2,0,0,5,0.9145299145299145
/model89/original,0,1,2,2,0,1,6,0.8803418803418803
/model89/original,0,1,2,2,0,2,7,0.905982905982906
/model89/original,0,1,2,2,0,3,8,0.8434782608695652
/model89/original,0,1,2,2,1,0,6,0.8669527896995708
/model89/original,0,1,2,2,1,1,7,0.8632478632478633
/model89/original,0,1,2,2,1,2,8,0.8782608695652174
/model89/original,0,1,2,2,1,3,9,0.8859649122807017
/model89/original,0,1,2,2,2,0,7,0.8983050847457628
/model89/original,0,1,2,2,2,1,8,0.8596491228070176
/model89/original,0,1,2,2,2,2,9,0.9012875536480687
/model89/original,0,1,2,2,2,3,10,0.8245614035087719
/model89/original,0,1,2,2,3,0,8,0.8888888888888888
/model89/original,0,1,2,2,3,1,9,0.8888888888888888
/model89/original,0,1,2,2,3,2,10,0.8765957446808511
/model89/original,0,1,2,2,3,3,11,0.8355555555555556
/model89/original,0,1,2,3,0,0,6,0.8755364806866953
/model89/original,0,1,2,3,0,1,7,0.8717948717948718
/model89/original,0,1,2,3,0,2,8,0.8193832599118943
/model89/original,0,1,2,3,0,3,9,0.8053097345132744
/model89/original,0,1,2,3,1,0,7,0.8680851063829788
/model89/original,0,1,2,3,1,1,8,0.8425531914893617
/model89/original,0,1,2,3,1,2,9,0.8706896551724138
/model89/original,0,1,2,3,1,3,10,0.8755364806866953
/model89/original,0,1,2,3,2,0,8,0.8831168831168831
/model89/original,0,1,2,3,2,1,9,0.8669527896995708
/model89/original,0,1,2,3,2,2,10,0.8051948051948052
/model89/original,0,1,2,3,2,3,11,0.8193832599118943
/model89/original,0,1,2,3,3,0,9,0.8225108225108225
/model89/original,0,1,2,3,3,1,10,0.8484848484848485
/model89/original,0,1,2,3,3,2,11,0.8571428571428572
/model89/original,0,1,2,3,3,3,12,0.8632478632478633
/model89/original,0,1,3,0,0,0,4,0.9613733905579399
/model89/original,0,1,3,0,0,1,5,0.9292035398230089
/model89/original,0,1,3,0,0,2,6,0.9432314410480349
/model89/original,0,1,3,0,0,3,7,0.9196428571428571
/model89/original,0,1,3,0,1,0,5,0.9527896995708155
/model89/original,0,1,3,0,1,1,6,0.9244444444444444
/model89/original,0,1,3,0,1,2,7,0.9298245614035088
/model89/original,0,1,3,0,1,3,8,0.9298245614035088
/model89/original,0,1,3,0,2,0,6,0.911504424778761
/model89/original,0,1,3,0,2,1,7,0.935064935064935
/model89/original,0,1,3,0,2,2,8,0.9257641921397379
/model89/original,0,1,3,0,2,3,9,0.9251101321585903
/model89/original,0,1,3,0,3,0,7,0.9344978165938864
/model89/original,0,1,3,0,3,1,8,0.9304347826086956
/model89/original,0,1,3,0,3,2,9,0.9162995594713657
/model89/original,0,1,3,0,3,3,10,0.9304347826086956
/model89/original,0,1,3,1,0,0,5,0.9210526315789473
/model89/original,0,1,3,1,0,1,6,0.8869565217391304
/model89/original,0,1,3,1,0,2,7,0.9210526315789473
/model89/original,0,1,3,1,0,3,8,0.8977777777777778
/model89/original,0,1,3,1,1,0,6,0.8711111111111112
/model89/original,0,1,3,1,1,1,7,0.9170305676855895
/model89/original,0,1,3,1,1,2,8,0.9130434782608696
/model89/original,0,1,3,1,1,3,9,0.8947368421052632
/model89/original,0,1,3,1,2,0,7,0.9184549356223176
/model89/original,0,1,3,1,2,1,8,0.9217391304347826
/model89/original,0,1,3,1,2,2,9,0.9137931034482758
/model89/original,0,1,3,1,2,3,10,0.8711111111111112
/model89/original,0,1,3,1,3,0,8,0.9051724137931034
