sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,totalChanges,correspondence
/model4013/original,0,0,0,0,0,0,0,1.0
/model4013/original,0,0,0,0,0,1,1,0.972972972972973
/model4013/original,0,0,0,0,0,2,2,0.9444444444444444
/model4013/original,0,0,0,0,0,3,3,0.9142857142857143
/model4013/original,0,0,0,0,1,0,1,0.9743589743589743
/model4013/original,0,0,0,0,1,1,2,0.9473684210526316
/model4013/original,0,0,0,0,1,2,3,0.9189189189189189
/model4013/original,0,0,0,0,1,3,4,0.9142857142857143
/model4013/original,0,0,0,0,2,0,2,0.95
/model4013/original,0,0,0,0,2,1,3,0.9230769230769231
/model4013/original,0,0,0,0,2,2,4,0.9189189189189189
/model4013/original,0,0,0,0,2,3,5,0.8648648648648649
/model4013/original,0,0,0,0,3,0,3,0.95
/model4013/original,0,0,0,0,3,1,4,0.95
/model4013/original,0,0,0,0,3,2,5,0.9230769230769231
/model4013/original,0,0,0,0,3,3,6,0.8421052631578947
/model4013/original,0,0,0,1,0,0,1,0.5263157894736843
/model4013/original,0,0,0,1,0,1,2,0.5405405405405406
/model4013/original,0,0,0,1,0,2,3,0.5555555555555556
/model4013/original,0,0,0,1,0,3,4,0.6285714285714286
/model4013/original,0,0,0,1,1,0,2,0.7692307692307692
/model4013/original,0,0,0,1,1,1,3,0.5263157894736843
/model4013/original,0,0,0,1,1,2,4,0.4864864864864865
/model4013/original,0,0,0,1,1,3,5,0.6857142857142857
/model4013/original,0,0,0,1,2,0,3,0.75
/model4013/original,0,0,0,1,2,1,4,0.5263157894736843
/model4013/original,0,0,0,1,2,2,5,0.7027027027027026
/model4013/original,0,0,0,1,2,3,6,0.3783783783783784
/model4013/original,0,0,0,1,3,0,4,0.75
/model4013/original,0,0,0,1,3,1,5,0.75
/model4013/original,0,0,0,1,3,2,6,0.6666666666666667
/model4013/original,0,0,0,1,3,3,7,0.5
/model4013/original,0,0,0,2,0,0,2,0.631578947368421
/model4013/original,0,0,0,2,0,1,3,0.5405405405405406
/model4013/original,0,0,0,2,0,2,4,0.7222222222222222
/model4013/original,0,0,0,2,0,3,5,0.34285714285714286
/model4013/original,0,0,0,2,1,0,3,0.631578947368421
/model4013/original,0,0,0,2,1,1,4,0.42105263157894735
/model4013/original,0,0,0,2,1,2,5,0.2702702702702703
/model4013/original,0,0,0,2,1,3,6,0.7777777777777778
/model4013/original,0,0,0,2,2,0,4,0.44999999999999996
/model4013/original,0,0,0,2,2,1,5,0.6842105263157895
/model4013/original,0,0,0,2,2,2,6,0.5945945945945945
/model4013/original,0,0,0,2,2,3,7,0.4571428571428572
/model4013/original,0,0,0,2,3,0,5,0.4
/model4013/original,0,0,0,2,3,1,6,0.41025641025641024
/model4013/original,0,0,0,2,3,2,7,0.3076923076923077
/model4013/original,0,0,0,2,3,3,8,0.38888888888888884
/model4013/original,0,0,0,3,0,0,3,0.21052631578947367
/model4013/original,0,0,0,3,0,1,4,0.43243243243243246
/model4013/original,0,0,0,3,0,2,5,0.4444444444444444
/model4013/original,0,0,0,3,0,3,6,0.2857142857142857
/model4013/original,0,0,0,3,1,0,4,0.26315789473684215
/model4013/original,0,0,0,3,1,1,5,0.4736842105263158
/model4013/original,0,0,0,3,1,2,6,0.2777777777777778
/model4013/original,0,0,0,3,1,3,7,0.22857142857142854
/model4013/original,0,0,0,3,2,0,5,0.46153846153846156
/model4013/original,0,0,0,3,2,1,6,0.15384615384615385
/model4013/original,0,0,0,3,2,2,7,0.2777777777777778
/model4013/original,0,0,0,3,2,3,8,0.4444444444444444
/model4013/original,0,0,0,3,3,0,6,0.3902439024390244
/model4013/original,0,0,0,3,3,1,7,0.19999999999999996
/model4013/original,0,0,0,3,3,2,8,0.21621621621621623
/model4013/original,0,0,0,3,3,3,9,0.368421052631579
/model4013/original,0,0,1,0,0,0,1,0.8484848484848485
/model4013/original,0,0,1,0,0,1,2,0.8484848484848485
/model4013/original,0,0,1,0,0,2,3,0.5925925925925926
/model4013/original,0,0,1,0,0,3,4,0.7741935483870968
/model4013/original,0,0,1,0,1,0,2,0.8571428571428572
/model4013/original,0,0,1,0,1,1,3,0.7878787878787878
/model4013/original,0,0,1,0,1,2,4,0.6666666666666667
/model4013/original,0,0,1,0,1,3,5,0.8125
/model4013/original,0,0,1,0,2,0,3,0.8333333333333334
/model4013/original,0,0,1,0,2,1,4,0.7647058823529411
/model4013/original,0,0,1,0,2,2,5,0.7647058823529411
