sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapAct,GED, CNE, Jaccard
Process101,0,0,0,0,0,0,0,0.45555555555555566,1.0,1.0
Process101,0,0,0,0,0,0,1,0.4555555555555557,0.9473684210526315,0.9738636363636364
Process101,0,0,0,0,0,0,2,0.45777777777777784,0.8245614035087719,0.9111111111111112
Process101,0,0,0,0,0,0,3,0.42333333333333345,0.7368421052631579,0.8886363636363637
Process101,0,0,0,0,0,1,0,0.4611111111111112,0.9911504424778761,0.9928571428571429
Process101,0,0,0,0,0,1,1,0.4355555555555557,0.8672566371681416,0.9211111111111112
Process101,0,0,0,0,0,1,2,0.40888888888888897,0.8495575221238938,0.9299342105263159
Process101,0,0,0,0,0,1,3,0.4222222222222224,0.7433628318584071,0.8820689655172415
Process101,0,0,0,0,0,2,0,0.4733333333333334,0.9821428571428571,0.9928571428571429
Process101,0,0,0,0,0,2,1,0.45444444444444454,0.8214285714285714,0.9145299145299146
Process101,0,0,0,0,0,2,2,0.4177777777777779,0.8571428571428571,0.9182692307692308
Process101,0,0,0,0,0,2,3,0.3922222222222224,0.7142857142857143,0.8725
Process101,0,0,0,0,0,3,0,0.47111111111111115,0.972972972972973,0.9857142857142858
Process101,0,0,0,0,0,3,1,0.3944444444444446,0.9009009009009009,0.9400000000000001
Process101,0,0,0,0,0,3,2,0.4044444444444446,0.7567567567567568,0.8916666666666667
Process101,0,0,0,0,0,3,3,0.41333333333333344,0.7522935779816514,0.8850877192982457
Process101,0,0,0,0,1,0,0,0.45888888888888896,0.991304347826087,1.0
Process101,0,0,0,0,1,0,1,0.45777777777777784,0.9557522123893806,0.9790476190476192
Process101,0,0,0,0,1,0,2,0.45777777777777784,0.7894736842105263,0.8986842105263159
Process101,0,0,0,0,1,0,3,0.41444444444444456,0.7652173913043478,0.8909255898366607
Process101,0,0,0,0,1,1,0,0.47333333333333344,0.9824561403508771,0.9964285714285714
Process101,0,0,0,0,1,1,1,0.4244444444444446,0.9380530973451328,0.95625
Process101,0,0,0,0,1,1,2,0.45555555555555566,0.8771929824561403,0.9324519230769232
Process101,0,0,0,0,1,1,3,0.4388888888888891,0.8141592920353983,0.9102226720647774
Process101,0,0,0,0,1,2,0,0.4533333333333335,0.9734513274336283,0.9827922077922078
Process101,0,0,0,0,1,2,1,0.42333333333333345,0.875,0.9275
Process101,0,0,0,0,1,2,2,0.43666666666666687,0.8468468468468469,0.9194117647058824
Process101,0,0,0,0,1,2,3,0.43777777777777793,0.7256637168141593,0.878735632183908
Process101,0,0,0,0,1,3,0,0.45777777777777795,0.972972972972973,0.9821428571428572
Process101,0,0,0,0,1,3,1,0.4622222222222223,0.9107142857142857,0.9491666666666667
Process101,0,0,0,0,1,3,2,0.4211111111111112,0.8035714285714286,0.894396551724138
Process101,0,0,0,0,1,3,3,0.41888888888888903,0.7454545454545455,0.8772556390977444
Process101,0,0,0,0,2,0,0,0.4633333333333334,0.9827586206896551,0.9966666666666667
Process101,0,0,0,0,2,0,1,0.4644444444444445,0.9298245614035088,0.9558333333333333
Process101,0,0,0,0,2,0,2,0.438888888888889,0.7758620689655172,0.8994047619047619
Process101,0,0,0,0,2,0,3,0.43777777777777793,0.7586206896551724,0.8875000000000001
Process101,0,0,0,0,2,1,0,0.4377777777777779,0.9739130434782609,0.9928571428571429
Process101,0,0,0,0,2,1,1,0.3944444444444446,0.8596491228070176,0.9183333333333333
Process101,0,0,0,0,2,1,2,0.448888888888889,0.918918918918919,0.9555194805194805
Process101,0,0,0,0,2,1,3,0.40222222222222237,0.5789473684210527,0.8423636363636364
Process101,0,0,0,0,2,2,0,0.48444444444444446,0.9649122807017544,0.986038961038961
Process101,0,0,0,0,2,2,1,0.44333333333333347,0.7894736842105263,0.9014619883040936
Process101,0,0,0,0,2,2,2,0.47222222222222227,0.8245614035087719,0.9143162393162394
Process101,0,0,0,0,2,2,3,0.4266666666666668,0.7787610619469026,0.8946428571428572
