model,mutations,GED, CNE, Jaccard, W-GED, LCS,,1,Pearson,R^2
Process101,8,0.649122807,0.649122807,0.793107594,0.948288636,0.445,,,,
Process101,8,0.731707317,0.731707317,0.722413793,0.93412,0.605,,,,
Process101,8,0.752136752,0.752136752,0.765557169,0.946558696,0.465,,,,
Process101,8,0.810344828,0.810344828,0.789708333,0.952526087,0.665,,,,
Process101,8,0.661157025,0.661157025,0.766205882,0.944191489,0.645,,,,
Process101,8,0.789473684,0.789473684,0.776285714,0.950404348,0.685,,,,
Process101,8,0.689655172,0.689655172,0.778285714,0.948604255,0.525,,,,
Process101,8,0.721311475,0.721311475,0.793047619,0.948604255,0.395,,,,
Process101,8,0.839285714,0.839285714,0.78028133,0.947133333,0.465,,,,
Process101,8,0.689655172,0.689655172,0.695906433,0.929341667,0.495,,,,
Process101,8,0.58490566,0.58490566,0.626492611,0.905804651,0.48,,,,
Process101,8,0.806722689,0.806722689,0.826315789,0.958468085,0.495,,,,
Process101,8,0.813559322,0.813559322,0.769017094,0.946268085,0.605,,,,
Process101,8,0.707964602,0.707964602,0.730320513,0.936923404,0.465,,,,
Process101,8,0.67768595,0.67768595,0.744724935,0.94014375,0.55,,,,
Process101,8,0.745762712,0.745762712,0.800052632,0.95353617,0.51,,,,
Process101,8,0.603448276,0.603448276,0.720060332,0.9351875,0.44,,,,
Process101,8,0.482758621,0.482758621,0.66819332,0.914859574,0.375,,,,
Process101,8,0.733333333,0.733333333,0.744265645,0.940369388,0.42,,,,
Process101,8,0.79338843,0.79338843,0.775698006,0.945597959,0.6,,,,
Process101,8,0.766666667,0.766666667,0.737029915,0.9351875,0.54,,,,
Process101,8,0.733944954,0.733944954,0.759719298,0.943713636,0.54,,,,
Process101,8,0.806722689,0.806722689,0.774469636,0.9451,0.49,,,,
Process101,8,0.854700855,0.854700855,0.797844667,0.950031915,0.445,,,,
Process101,8,0.739495798,0.739495798,0.724603175,0.932772917,0.475,,,,
Process101,8,0.695652174,0.695652174,0.806138976,0.955576087,0.51,,,,
Process101,8,0.80733945,0.80733945,0.769347826,0.943608889,0.47,,,,
Process101,8,0.754098361,0.754098361,0.750581434,0.941365306,0.655,,,,
Process101,8,0.84,0.84,0.821753247,0.96027561,0.405,,,,
Process101,8,0.716981132,0.716981132,0.752564103,0.942881818,0.335,,,,
Process101,8,0.837606838,0.837606838,0.807298077,0.956029167,0.585,,,,
Process101,8,0.705882353,0.705882353,0.710912698,0.928833333,0.575,,,,
Process101,8,0.830508475,0.830508475,0.781351215,0.947695745,0.615,,,,
Process101,8,0.772277228,0.772277228,0.709515152,0.934425,0.55,,,,
Process101,8,0.769230769,0.769230769,0.780888889,0.947752174,0.495,,,,
Process101,8,0.781818182,0.781818182,0.772916667,0.947734091,0.52,,,,
Process101,8,0.64,0.64,0.692318232,0.924848,0.345,,,,
Process101,8,0.733944954,0.733944954,0.760222222,0.946293478,0.615,,,,
Process101,8,0.823529412,0.823529412,0.80158371,0.955139583,0.61,,,,
Process101,8,0.666666667,0.666666667,0.7609319,0.946048889,0.595,,,,
Process101,8,0.512820513,0.512820513,0.70027027,0.92268913,0.485,,,,
Process101,8,0.900900901,0.900900901,0.889393939,0.975997826,0.525,,,,
Process101,8,0.762711864,0.762711864,0.825686275,0.962073913,0.67,,,,
Process101,8,0.766666667,0.766666667,0.788034188,0.9489125,0.505,,,,
Process101,8,0.834782609,0.834782609,0.748884615,0.940591304,0.52,,,,
Process101,8,0.792792793,0.792792793,0.785416667,0.948981818,0.495,,,,
Process101,9,0.818181818,0.818181818,0.765,0.945642222,0.415,,,,
Process101,9,0.747826087,0.747826087,0.697046034,0.926151064,0.445,,,,
Process101,9,0.862068966,0.862068966,0.812625,0.957565217,0.615,,,,
Process101,9,0.719298246,0.719298246,0.734444444,0.934797778,0.435,,,,
Process101,9,0.836065574,0.836065574,0.783653846,0.947176596,0.645,,,,
Process101,9,0.826446281,0.826446281,0.78048433,0.949208163,0.435,,,,
Process101,9,0.666666667,0.666666667,0.736003759,0.940458696,0.31,,,,
Process101,9,0.735849057,0.735849057,0.760194444,0.94708913,0.395,,,,
Process101,9,0.810344828,0.810344828,0.823777778,0.957571111,0.645,,,,
Process101,9,0.666666667,0.666666667,0.632646221,0.91261087,0.415,,,,
Process101,9,0.621848739,0.621848739,0.729195804,0.935695833,0.41,,,,
Process101,9,0.869565217,0.869565217,0.786875,0.950115556,0.63,,,,
Process101,9,0.530973451,0.530973451,0.729757576,0.934976596,0.43,,,,
Process101,9,0.704918033,0.704918033,0.762832168,0.942558333,0.425,,,,
Process101,9,0.672413793,0.672413793,0.717820513,0.9329,0.495,,,,
Process101,9,0.603174603,0.603174603,0.675375375,0.917904167,0.545,,,,
Process101,9,0.655462185,0.655462185,0.692439614,0.924766667,0.305,,,,
Process101,9,0.644067797,0.644067797,0.760818182,0.943931915,0.545,,,,
Process101,9,0.816666667,0.816666667,0.771794872,0.946268085,0.61,,,,
Process101,9,0.817391304,0.817391304,0.829603865,0.960155319,0.585,,,,
Process101,9,0.698113208,0.698113208,0.741425121,0.937547619,0.435,,,,
Process101,9,0.771929825,0.771929825,0.809052632,0.956002128,0.44,,,,
Process101,9,0.713043478,0.713043478,0.738217338,0.93666383,0.325,,,,
Process101,9,0.857142857,0.857142857,0.772670807,0.9451,0.43,,,,
Process101,9,0.728813559,0.728813559,0.770609946,0.945735417,0.415,,,,
Process101,9,0.678571429,0.678571429,0.738390805,0.936920455,0.41,,,,
Process101,9,0.694214876,0.694214876,0.725914352,0.936759184,0.52,,,,
Process101,9,0.760330579,0.760330579,0.777114648,0.947895833,0.615,,,,
Process101,9,0.603448276,0.603448276,0.720029891,0.931176087,0.515,,,,
Process101,9,0.727272727,0.727272727,0.744692807,0.935885106,0.505,,,,
Process101,9,0.656,0.656,0.723319243,0.929912245,0.54,,,,
Process101,9,0.74137931,0.74137931,0.721923077,0.930645652,0.48,,,,
Process101,9,0.690265487,0.690265487,0.773421053,0.946591111,0.37,,,,
Process101,9,0.809917355,0.809917355,0.821836257,0.959506383,0.615,,,,
Process101,9,0.637168142,0.637168142,0.786622807,0.950006522,0.425,,,,
Process101,9,0.796460177,0.796460177,0.787837104,0.951332609,0.555,,,,
Process101,9,0.806722689,0.806722689,0.822623482,0.959376596,0.55,,,,
Process101,9,0.727272727,0.727272727,0.717255639,0.934364,0.44,,,,
Process101,9,0.739495798,0.739495798,0.817713639,0.959421739,0.69,,,,
Process101,9,0.777777778,0.777777778,0.76925,0.950934783,0.33,,,,
Process101,9,0.796460177,0.796460177,0.835990338,0.964509091,0.54,,,,
Process101,9,0.725663717,0.725663717,0.783121597,0.950928889,0.52,,,,
Process101,9,0.642857143,0.642857143,0.7295,0.936347826,0.44,,,,
Process101,9,0.765217391,0.765217391,0.804,0.955353191,0.505,,,,
Process101,9,0.732142857,0.732142857,0.712038462,0.927493182,0.34,,,,
Process101,9,0.678899083,0.678899083,0.773611111,0.946184444,0.39,,,,
Process101,9,0.727272727,0.727272727,0.681691297,0.920578,0.575,,,,
Process101,9,0.774774775,0.774774775,0.72100905,0.932345455,0.43,,,,
Process101,9,0.87037037,0.87037037,0.816930171,0.95497619,0.39,,,,
Process101,9,0.773584906,0.773584906,0.686887255,0.920104878,0.425,,,,
Process101,10,0.717948718,0.717948718,0.793285714,0.950810638,0.435,,,,
Process101,10,0.661290323,0.661290323,0.678304176,0.921298039,0.6,,,,
Process101,10,0.704918033,0.704918033,0.684571603,0.920180851,0.37,,,,
Process101,10,0.75,0.75,0.750536062,0.941240816,0.575,,,,
Process101,10,0.762711864,0.762711864,0.780192308,0.948404167,0.415,,,,
Process101,10,0.727272727,0.727272727,0.730794369,0.939778723,0.315,,,,
Process101,10,0.810810811,0.810810811,0.728462158,0.932640426,0.35,,,,
Process101,10,0.813559322,0.813559322,0.82408547,0.960285106,0.42,,,,
Process101,10,0.780487805,0.780487805,0.769980507,0.943357143,0.385,,,,
Process101,10,0.760330579,0.760330579,0.755802969,0.940168085,0.63,,,,
Process101,10,0.579439252,0.579439252,0.652791667,0.914184091,0.325,,,,
Process101,10,0.666666667,0.666666667,0.717582418,0.929006383,0.48,,,,
Process101,10,0.619469027,0.619469027,0.786400692,0.946347727,0.33,,,,
Process101,10,0.67826087,0.67826087,0.721749084,0.933548936,0.595,,,,
Process101,10,0.618181818,0.618181818,0.671174089,0.920169565,0.495,,,,
Process101,10,0.56,0.56,0.650229885,0.912088235,0.5,,,,
Process101,10,0.608695652,0.608695652,0.752863636,0.94042766,0.495,,,,
Process101,10,0.700854701,0.700854701,0.754423077,0.943702083,0.485,,,,
Process101,10,0.634146341,0.634146341,0.669866982,0.919623529,0.55,,,,
Process101,10,0.731707317,0.731707317,0.746851852,0.937381633,0.6,,,,
Process101,10,0.566666667,0.566666667,0.694470899,0.924434694,0.445,,,,
Process101,10,0.504504505,0.504504505,0.668308824,0.915142222,0.335,,,,
Process101,10,0.8,0.8,0.737737557,0.936215217,0.39,,,,
Process101,10,0.633333333,0.633333333,0.736298077,0.936204167,0.595,,,,
Process101,10,0.660550459,0.660550459,0.711904762,0.926232558,0.375,,,,
Process101,10,0.724137931,0.724137931,0.781494468,0.946234884,0.425,,,,
Process101,10,0.571428571,0.571428571,0.652875,0.911238776,0.415,,,,
Process101,10,0.547008547,0.547008547,0.68668956,0.920310638,0.455,,,,
Process101,10,0.733333333,0.733333333,0.738395225,0.937961702,0.59,,,,
Process101,10,0.608,0.608,0.666896552,0.916394118,0.385,,,,
Process101,10,0.803278689,0.803278689,0.792009284,0.951454167,0.58,,,,
Process101,10,0.645669291,0.645669291,0.701508929,0.923628,0.455,,,,
Process101,10,0.733333333,0.733333333,0.714463602,0.932391667,0.365,,,,
Process101,10,0.786324786,0.786324786,0.82,0.956651064,0.53,,,,
Process101,10,0.527272727,0.527272727,0.697727273,0.923472727,0.45,,,,
Process101,10,0.728813559,0.728813559,0.710384615,0.929452174,0.38,,,,
Process101,10,0.701754386,0.701754386,0.72806391,0.932357778,0.445,,,,
Process101,10,0.790322581,0.790322581,0.752949495,0.936585417,0.675,,,,
Process101,10,0.67826087,0.67826087,0.772938531,0.942688372,0.415,,,,
Process101,10,0.696428571,0.696428571,0.807902299,0.956371739,0.4,,,,
Process101,10,0.601769912,0.601769912,0.618872054,0.903858696,0.305,,,,
Process101,10,0.638655462,0.638655462,0.733295626,0.937475,0.535,,,,
Process101,10,0.770491803,0.770491803,0.755753848,0.943730612,0.58,,,,
Process101,10,0.818181818,0.818181818,0.748909091,0.936365909,0.565,,,,
Process101,10,0.694214876,0.694214876,0.706854906,0.92794375,0.39,,,,
Process101,10,0.727272727,0.727272727,0.765593028,0.945227083,0.46,,,,
Process101,10,0.796460177,0.796460177,0.684221154,0.919036364,0.52,,,,
Process101,10,0.666666667,0.666666667,0.669444444,0.922318367,0.395,,,,
Process101,10,0.705882353,0.705882353,0.706797235,0.933022,0.635,,,,
Process101,10,0.571428571,0.571428571,0.63752381,0.907913462,0.55,,,,
Process101,11,0.556521739,0.556521739,0.708363636,0.927993478,0.315,,,,
Process101,11,0.598290598,0.598290598,0.721579832,0.930380435,0.46,,,,
Process101,11,0.694915254,0.694915254,0.730272904,0.937257143,0.545,,,,
Process101,11,0.694915254,0.694915254,0.663601533,0.918626,0.505,,,,
Process101,11,0.661290323,0.661290323,0.704518133,0.926068,0.26,,,,
Process101,11,0.7,0.7,0.68908046,0.923438776,0.47,,,,
Process101,11,0.598290598,0.598290598,0.675279287,0.9199375,0.425,,,,
Process101,11,0.706896552,0.706896552,0.663650794,0.916633333,0.525,,,,
Process101,11,0.775862069,0.775862069,0.762153846,0.942504255,0.4,,,,
Process101,11,0.615384615,0.615384615,0.701348651,0.927189362,0.535,,,,
Process101,11,0.649122807,0.649122807,0.7345,0.93701087,0.505,,,,
Process101,11,0.642201835,0.642201835,0.652534113,0.917325532,0.355,,,,
Process101,11,0.660550459,0.660550459,0.731444444,0.939928261,0.375,,,,
Process101,11,0.817391304,0.817391304,0.704285714,0.926927083,0.355,,,,
Process101,11,0.74796748,0.74796748,0.781016644,0.946625,0.43,,,,
Process101,11,0.715447154,0.715447154,0.718312808,0.93107,0.595,,,,
Process101,11,0.616666667,0.616666667,0.734667642,0.9336625,0.54,,,,
Process101,11,0.672268908,0.672268908,0.723518519,0.934020408,0.62,,,,
Process101,11,0.661290323,0.661290323,0.710600606,0.926434,0.36,,,,
Process101,11,0.61682243,0.61682243,0.67232906,0.921495652,0.355,,,,
Process101,11,0.634920635,0.634920635,0.650143678,0.90972,0.55,,,,
Process101,11,0.672566372,0.672566372,0.69467033,0.92481087,0.495,,,,
Process101,11,0.706896552,0.706896552,0.786309524,0.946997778,0.49,,,,
Process101,11,0.578512397,0.578512397,0.697007131,0.924559184,0.48,,,,
Process101,11,0.694915254,0.694915254,0.681052632,0.923812245,0.46,,,,
Process101,11,0.775862069,0.775862069,0.718125,0.931530612,0.46,,,,
Process101,11,0.757281553,0.757281553,0.70786413,0.932484091,0.445,,,,
Process101,11,0.74015748,0.74015748,0.750661376,0.939497959,0.695,,,,
Process101,11,0.745762712,0.745762712,0.65891368,0.914226531,0.535,,,,
Process101,11,0.672413793,0.672413793,0.745563218,0.938469565,0.37,,,,
Process101,11,0.869565217,0.869565217,0.830532213,0.955913636,0.605,,,,
Process101,11,0.700854701,0.700854701,0.698387097,0.930358333,0.465,,,,
Process101,11,0.754385965,0.754385965,0.695148148,0.927189362,0.595,,,,
Process101,11,0.820512821,0.820512821,0.807661765,0.950404348,0.41,,,,
Process101,11,0.638655462,0.638655462,0.68001634,0.923877083,0.49,,,,
Process101,11,0.821428571,0.821428571,0.748625,0.936504545,0.46,,,,
Process101,11,0.513761468,0.513761468,0.646634615,0.911152174,0.45,,,,
Process101,11,0.64957265,0.64957265,0.685462354,0.925275,0.45,,,,
Process101,11,0.644067797,0.644067797,0.665296053,0.918334694,0.585,,,,
Process101,11,0.644628099,0.644628099,0.647375275,0.909135417,0.41,,,,
Process101,11,0.512820513,0.512820513,0.675682832,0.915638298,0.425,,,,
Process101,11,0.526315789,0.526315789,0.657023711,0.913964583,0.4,,,,
Process101,11,0.608,0.608,0.692513736,0.921066,0.405,,,,
Process101,11,0.844827586,0.844827586,0.754120879,0.941652174,0.525,,,,
Process101,11,0.773109244,0.773109244,0.755945419,0.944477551,0.505,,,,
Process101,11,0.672268908,0.672268908,0.726438704,0.930823404,0.435,,,,
Process101,11,0.683333333,0.683333333,0.73246337,0.930044681,0.48,,,,
Process101,11,0.661016949,0.661016949,0.689656938,0.925910417,0.525,,,,
Process101,11,0.683760684,0.683760684,0.705501443,0.927816667,0.525,,,,
Process101,11,0.576271186,0.576271186,0.645168067,0.911985714,0.39,,,,
Process101,12,0.716666667,0.716666667,0.754730564,0.945227083,0.535,,,,
Process101,12,0.617886179,0.617886179,0.663043478,0.91472449,0.46,,,,
Process101,12,0.782608696,0.782608696,0.785166667,0.946209091,0.32,,,,
Process101,12,0.557377049,0.557377049,0.630294118,0.908030769,0.35,,,,
Process101,12,0.552845528,0.552845528,0.646479885,0.912207843,0.56,,,,
Process101,12,0.672268908,0.672268908,0.635218254,0.903178723,0.39,,,,
Process101,12,0.621848739,0.621848739,0.664589443,0.915471429,0.36,,,,
Process101,12,0.747826087,0.747826087,0.769222222,0.945497826,0.385,,,,
Process101,12,0.782608696,0.782608696,0.73925,0.929295455,0.365,,,,
Process101,12,0.656,0.656,0.658893678,0.912648,0.435,,,,
Process101,12,0.588235294,0.588235294,0.58051048,0.8909625,0.4,,,,
Process101,12,0.788990826,0.788990826,0.683796296,0.92268913,0.495,,,,
Process101,12,0.635514019,0.635514019,0.671218391,0.920006818,0.395,,,,
Process101,12,0.648648649,0.648648649,0.759,0.946397872,0.415,,,,
Process101,12,0.603174603,0.603174603,0.707208995,0.925181633,0.37,,,,
Process101,12,0.75,0.75,0.741821862,0.938457778,0.535,,,,
Process101,12,0.787401575,0.787401575,0.688947368,0.920341176,0.595,,,,
Process101,12,0.645669291,0.645669291,0.692775974,0.924848,0.58,,,,
Process101,12,0.683760684,0.683760684,0.724889478,0.932770213,0.59,,,,
Process101,12,0.655737705,0.655737705,0.718312937,0.927838298,0.465,,,,
Process101,12,0.672413793,0.672413793,0.741923077,0.940652083,0.465,,,,
Process101,12,0.780487805,0.780487805,0.681255061,0.920460784,0.56,,,,
Process101,12,0.660869565,0.660869565,0.79969697,0.951995652,0.34,,,,
Process101,12,0.721311475,0.721311475,0.675408348,0.919358,0.415,,,,
Process101,12,0.607142857,0.607142857,0.719166667,0.929018182,0.39,,,,
Process101,12,0.754716981,0.754716981,0.690865385,0.92558,0.36,,,,
Process101,12,0.760330579,0.760330579,0.73992674,0.936926,0.36,,,,
Process101,12,0.566666667,0.566666667,0.695062937,0.920051064,0.31,,,,
Process101,12,0.739495798,0.739495798,0.697420635,0.927795918,0.565,,,,
Process101,12,0.654867257,0.654867257,0.734053807,0.940779167,0.315,,,,
Process101,12,0.41509434,0.41509434,0.646369048,0.909177778,0.295,,,,
Process101,12,0.733333333,0.733333333,0.65484127,0.916992157,0.585,,,,
Process101,12,0.655737705,0.655737705,0.697706326,0.927044,0.63,,,,
Process101,12,0.672897196,0.672897196,0.603917343,0.901383333,0.47,,,,
Process101,12,0.690265487,0.690265487,0.720777906,0.935495745,0.265,,,,
Process101,12,0.64957265,0.64957265,0.630238095,0.909696078,0.565,,,,
Process101,12,0.696428571,0.696428571,0.771222222,0.950810638,0.445,,,,
Process101,12,0.666666667,0.666666667,0.642359515,0.908102174,0.635,,,,
Process101,12,0.862385321,0.862385321,0.784057971,0.947511628,0.605,,,,
Process101,12,0.527272727,0.527272727,0.696286232,0.921809091,0.475,,,,
Process101,12,0.71559633,0.71559633,0.698231092,0.927077273,0.34,,,,
Process101,12,0.693548387,0.693548387,0.671666667,0.920113462,0.49,,,,
Process101,12,0.678571429,0.678571429,0.778571429,0.9451,0.385,,,,
Process101,12,0.621212121,0.621212121,0.620629371,0.901722222,0.49,,,,
Process101,12,0.590163934,0.590163934,0.72275641,0.931629167,0.54,,,,
Process101,12,0.76635514,0.76635514,0.750980392,0.938006977,0.385,,,,
Process101,12,0.75862069,0.75862069,0.751923077,0.940297872,0.42,,,,
Process101,12,0.682926829,0.682926829,0.684961068,0.924407843,0.5,,,,
Process101,12,0.654205607,0.654205607,0.788601533,0.954117391,0.515,,,,
Process101,12,0.614035088,0.614035088,0.634516346,0.908372917,0.375,,,,
Process101,13,0.507936508,0.507936508,0.61774359,0.902282692,0.32,,,,
Process101,13,0.660869565,0.660869565,0.651599327,0.908234783,0.345,,,,
Process101,13,0.639344262,0.639344262,0.661363636,0.917587755,0.565,,,,
Process101,13,0.571428571,0.571428571,0.666762452,0.918920833,0.405,,,,
Process101,13,0.636363636,0.636363636,0.656043956,0.912295556,0.385,,,,
Process101,13,0.753846154,0.753846154,0.722890341,0.92847451,0.375,,,,
Process101,13,0.773109244,0.773109244,0.734795322,0.936204167,0.51,,,,
Process101,13,0.581196581,0.581196581,0.642172425,0.909797872,0.38,,,,
Process101,13,0.486956522,0.486956522,0.626727273,0.904267347,0.385,,,,
Process101,13,0.614035088,0.614035088,0.643385999,0.909855556,0.565,,,,
Process101,13,0.638655462,0.638655462,0.665217391,0.917961224,0.54,,,,
Process101,13,0.624,0.624,0.691614907,0.923018,0.455,,,,
Process101,13,0.644628099,0.644628099,0.659822767,0.912404,0.455,,,,
Process101,13,0.601769912,0.601769912,0.596006144,0.894266667,0.53,,,,
Process101,13,0.594594595,0.594594595,0.622635468,0.907864583,0.415,,,,
Process101,13,0.725663717,0.725663717,0.656281928,0.916191304,0.485,,,,
Process101,13,0.625,0.625,0.728493506,0.935021739,0.37,,,,
Process101,13,0.65625,0.65625,0.642741935,0.910916981,0.555,,,,
Process101,13,0.655462185,0.655462185,0.605804598,0.8970625,0.45,,,,
Process101,13,0.741935484,0.741935484,0.653046595,0.911784615,0.465,,,,
Process101,13,0.747826087,0.747826087,0.728,0.927215909,0.425,,,,
Process101,13,0.666666667,0.666666667,0.658954394,0.908039623,0.61,,,,
Process101,13,0.526315789,0.526315789,0.758245202,0.939928261,0.495,,,,
Process101,13,0.513274336,0.513274336,0.697838509,0.923617391,0.38,,,,
Process101,13,0.68852459,0.68852459,0.711721899,0.929972,0.445,,,,
Process101,13,0.752,0.752,0.71764214,0.92704898,0.605,,,,
Process101,13,0.583333333,0.583333333,0.722633861,0.9306125,0.5,,,,
Process101,13,0.654867257,0.654867257,0.612902299,0.899417778,0.31,,,,
Process101,13,0.495726496,0.495726496,0.674318068,0.919081633,0.395,,,,
Process101,13,0.661016949,0.661016949,0.693131313,0.92565625,0.35,,,,
Process101,13,0.628099174,0.628099174,0.690002004,0.924604,0.36,,,,
Process101,13,0.617886179,0.617886179,0.669822688,0.91794902,0.355,,,,
Process101,13,0.724409449,0.724409449,0.662586207,0.912805882,0.445,,,,
Process101,13,0.559322034,0.559322034,0.618086325,0.901383333,0.36,,,,
Process101,13,0.724137931,0.724137931,0.691865079,0.92692449,0.435,,,,
Process101,13,0.624,0.624,0.626145833,0.905031373,0.485,,,,
Process101,13,0.627118644,0.627118644,0.60270936,0.894266667,0.42,,,,
Process101,13,0.767857143,0.767857143,0.699615385,0.925444444,0.48,,,,
Process101,13,0.569105691,0.569105691,0.652190669,0.913523529,0.39,,,,
Process101,13,0.737704918,0.737704918,0.678904665,0.921188,0.55,,,,
Process101,13,0.587301587,0.587301587,0.661014199,0.914121569,0.385,,,,
Process101,13,0.539130435,0.539130435,0.633596838,0.910242857,0.35,,,,
Process101,13,0.759259259,0.759259259,0.799124396,0.951909302,0.385,,,,
Process101,13,0.612612613,0.612612613,0.703459041,0.928357447,0.36,,,,
Process101,13,0.666666667,0.666666667,0.777980978,0.944191489,0.4,,,,
Process101,13,0.643478261,0.643478261,0.643969456,0.906643478,0.395,,,,
Process101,13,0.548672566,0.548672566,0.677437269,0.922517021,0.43,,,,
Process101,13,0.698412698,0.698412698,0.679057971,0.919761538,0.45,,,,
Process101,13,0.68852459,0.68852459,0.733785031,0.930823404,0.51,,,,
Process101,13,0.631578947,0.631578947,0.67967033,0.9207,0.49,,,,
Process101,14,0.67826087,0.67826087,0.700080661,0.927308333,0.415,,,,
Process101,14,0.423728814,0.423728814,0.608138402,0.893704255,0.455,,,,
Process101,14,0.610169492,0.610169492,0.634101382,0.906085417,0.465,,,,
Process101,14,0.733944954,0.733944954,0.716088235,0.926661364,0.55,,,,
Process101,14,0.704918033,0.704918033,0.763212075,0.941795833,0.44,,,,
Process101,14,0.642201835,0.642201835,0.700598291,0.932510638,0.36,,,,
Process101,14,0.640625,0.640625,0.613924279,0.900757692,0.405,,,,
Process101,14,0.628099174,0.628099174,0.684918178,0.924482,0.52,,,,
Process101,14,0.571428571,0.571428571,0.64082608,0.910317021,0.32,,,,
Process101,14,0.67826087,0.67826087,0.631705341,0.909371429,0.445,,,,
Process101,14,0.666666667,0.666666667,0.694619816,0.928264,0.365,,,,
Process101,14,0.575757576,0.575757576,0.602292627,0.893367308,0.525,,,,
Process101,14,0.610169492,0.610169492,0.630282738,0.906339583,0.475,,,,
Process101,14,0.598290598,0.598290598,0.726923077,0.932772917,0.5,,,,
Process101,14,0.661417323,0.661417323,0.618466573,0.89874,0.53,,,,
Process101,14,0.68907563,0.68907563,0.602673926,0.895553061,0.475,,,,
Process101,14,0.45,0.45,0.577842105,0.890798039,0.375,,,,
Process101,14,0.677419355,0.677419355,0.753169411,0.93709375,0.365,,,,
Process101,14,0.631578947,0.631578947,0.726166667,0.935552174,0.46,,,,
Process101,14,0.564102564,0.564102564,0.623033289,0.906182,0.425,,,,
Process101,14,0.594594595,0.594594595,0.777025692,0.943852273,0.295,,,,
Process101,14,0.492063492,0.492063492,0.612051282,0.900171154,0.505,,,,
Process101,14,0.560747664,0.560747664,0.571637931,0.892233333,0.335,,,,
Process101,14,0.62992126,0.62992126,0.588571429,0.896760377,0.575,,,,
Process101,14,0.661016949,0.661016949,0.716652299,0.927748889,0.44,,,,
Process101,14,0.644628099,0.644628099,0.654892473,0.915655769,0.41,,,,
Process101,14,0.655172414,0.655172414,0.670979021,0.911075556,0.385,,,,
Process101,14,0.714285714,0.714285714,0.663176638,0.913804348,0.485,,,,
Process101,14,0.644067797,0.644067797,0.621163866,0.905512245,0.425,,,,
Process101,14,0.827586207,0.827586207,0.756597222,0.94205,0.62,,,,
Process101,14,0.571428571,0.571428571,0.698755005,0.922069388,0.4,,,,
Process101,14,0.785714286,0.785714286,0.687087963,0.921628261,0.435,,,,
Process101,14,0.709090909,0.709090909,0.637079365,0.909538298,0.27,,,,
Process101,14,0.52991453,0.52991453,0.579301075,0.894423077,0.43,,,,
Process101,14,0.64957265,0.64957265,0.744689194,0.938364583,0.365,,,,
Process101,14,0.504201681,0.504201681,0.625999186,0.900323404,0.515,,,,
Process101,14,0.483333333,0.483333333,0.623717949,0.903271429,0.41,,,,
Process101,14,0.752,0.752,0.69134042,0.921554,0.41,,,,
Process101,14,0.634146341,0.634146341,0.767043478,0.939389362,0.455,,,,
Process101,14,0.64,0.64,0.672113943,0.919743137,0.525,,,,
Process101,14,0.682926829,0.682926829,0.681950845,0.92045102,0.555,,,,
Process101,14,0.79338843,0.79338843,0.690555556,0.921896078,0.58,,,,
Process101,14,0.508196721,0.508196721,0.571361321,0.891373077,0.35,,,,
Process101,14,0.508474576,0.508474576,0.612030933,0.90118,0.315,,,,
Process101,14,0.55,0.55,0.643294118,0.909122449,0.39,,,,
Process101,14,0.548387097,0.548387097,0.619259259,0.8985875,0.43,,,,
Process101,14,0.566666667,0.566666667,0.604781203,0.895553061,0.445,,,,
Process101,14,0.644067797,0.644067797,0.715914352,0.932402041,0.42,,,,
Process101,14,0.661157025,0.661157025,0.651532567,0.914966,0.505,,,,
Process101,14,0.68907563,0.68907563,0.669032567,0.916674,0.31,,,,
Process101,15,0.590163934,0.590163934,0.577052786,0.894113208,0.38,,,,
Process101,15,0.601941748,0.601941748,0.604504202,0.896735714,0.355,,,,
Process101,15,0.626086957,0.626086957,0.605683564,0.895893333,0.4,,,,
Process101,15,0.53125,0.53125,0.608767577,0.898256604,0.385,,,,
Process101,15,0.548387097,0.548387097,0.617762433,0.901912,0.495,,,,
Process101,15,0.714285714,0.714285714,0.623750791,0.908278182,0.51,,,,
Process101,15,0.631578947,0.631578947,0.658318399,0.915378723,0.38,,,,
Process101,15,0.512,0.512,0.569333333,0.889867273,0.485,,,,
Process101,15,0.496,0.496,0.634040801,0.905988235,0.315,,,,
Process101,15,0.625,0.625,0.694556083,0.921432,0.39,,,,
Process101,15,0.512820513,0.512820513,0.562833583,0.884227083,0.265,,,,
Process101,15,0.644067797,0.644067797,0.698095238,0.926068,0.405,,,,
Process101,15,0.672727273,0.672727273,0.737738095,0.937613636,0.395,,,,
Process101,15,0.769230769,0.769230769,0.67594636,0.916965306,0.315,,,,
Process101,15,0.5,0.5,0.617929133,0.894537778,0.36,,,,
Process101,15,0.620689655,0.620689655,0.655,0.917587755,0.49,,,,
Process101,15,0.648648649,0.648648649,0.640799768,0.912058333,0.49,,,,
Process101,15,0.479338843,0.479338843,0.603526561,0.89752,0.395,,,,
Process101,15,0.56,0.56,0.630167488,0.902644,0.45,,,,
Process101,15,0.737704918,0.737704918,0.691618037,0.919724,0.38,,,,
Process101,15,0.571428571,0.571428571,0.6555,0.913490909,0.355,,,,
Process101,15,0.62962963,0.62962963,0.700042735,0.93147234,0.38,,,,
Process101,15,0.571428571,0.571428571,0.567344877,0.884438889,0.35,,,,
Process101,15,0.477876106,0.477876106,0.59586039,0.8963,0.47,,,,
Process101,15,0.504854369,0.504854369,0.523651349,0.873933333,0.355,,,,
