model,mutations,GED, CNE, Jaccard, W-GED, LCS,,1,Pearson,R^2
Process101,15,0.640625,0.640625,0.583522727,0.892685185,0.56,,,,
Process101,15,0.536585366,0.536585366,0.581971716,0.89325,0.38,,,,
Process101,15,0.649122807,0.649122807,0.660983397,0.917065957,0.4,,,,
Process101,15,0.654867257,0.654867257,0.671054131,0.916676596,0.42,,,,
Process101,15,0.700854701,0.700854701,0.711602282,0.932534,0.44,,,,
Process101,15,0.661016949,0.661016949,0.626765189,0.901880851,0.425,,,,
Process101,15,0.65,0.65,0.678868601,0.920939216,0.35,,,,
Process101,15,0.595041322,0.595041322,0.653956229,0.9085,0.375,,,,
Process101,15,0.540540541,0.540540541,0.567872807,0.893982,0.385,,,,
Process101,15,0.620689655,0.620689655,0.671266968,0.918180435,0.49,,,,
Process101,15,0.628099174,0.628099174,0.641497845,0.911672,0.385,,,,
Process101,15,0.762711864,0.762711864,0.751709402,0.94042766,0.57,,,,
Process101,15,0.643478261,0.643478261,0.644283122,0.914722,0.33,,,,
Process101,15,0.621848739,0.621848739,0.641333805,0.911428,0.25,,,,
Process101,15,0.71875,0.71875,0.678119869,0.91765,0.465,,,,
Process101,15,0.699186992,0.699186992,0.627447552,0.903090566,0.44,,,,
Process101,15,0.619469027,0.619469027,0.629241071,0.9092625,0.3,,,,
Process101,15,0.596774194,0.596774194,0.626545699,0.906198113,0.465,,,,
Process101,15,0.672268908,0.672268908,0.63277677,0.907006122,0.465,,,,
Process101,15,0.519083969,0.519083969,0.570897683,0.883984906,0.41,,,,
Process101,15,0.71559633,0.71559633,0.634803922,0.905517778,0.47,,,,
Process101,15,0.6,0.6,0.5921875,0.895202,0.425,,,,
Process101,15,0.596491228,0.596491228,0.671626984,0.920954167,0.47,,,,
Process101,15,0.6,0.6,0.601908867,0.899544681,0.325,,,,
Process101,15,0.504065041,0.504065041,0.636990107,0.907423529,0.345,,,,
Process101,16,0.457142857,0.457142857,0.629384615,0.907836957,0.395,,,,
Process101,16,0.684684685,0.684684685,0.647267206,0.907113636,0.45,,,,
Process101,16,0.690265487,0.690265487,0.808051378,0.954647826,0.375,,,,
Process101,16,0.706896552,0.706896552,0.734357113,0.936014894,0.32,,,,
Process101,16,0.432,0.432,0.62144359,0.899888235,0.29,,,,
Process101,16,0.472440945,0.472440945,0.609358974,0.898528846,0.41,,,,
Process101,16,0.707964602,0.707964602,0.641909774,0.907721277,0.4,,,,
Process101,16,0.626086957,0.626086957,0.614753695,0.89863617,0.295,,,,
Process101,16,0.530973451,0.530973451,0.613005997,0.904352,0.415,,,,
Process101,16,0.677419355,0.677419355,0.703307266,0.924004167,0.475,,,,
Process101,16,0.504347826,0.504347826,0.607246753,0.897697917,0.385,,,,
Process101,16,0.507936508,0.507936508,0.592916667,0.894027451,0.405,,,,
Process101,16,0.625,0.625,0.702533156,0.927968085,0.345,,,,
Process101,16,0.495867769,0.495867769,0.573400673,0.885076,0.275,,,,
Process101,16,0.625,0.625,0.651884058,0.911080769,0.48,,,,
Process101,16,0.438596491,0.438596491,0.607175926,0.896429787,0.385,,,,
Process101,16,0.556521739,0.556521739,0.596464671,0.898042857,0.435,,,,
Process101,16,0.62295082,0.62295082,0.588799283,0.892113725,0.25,,,,
Process101,16,0.516129032,0.516129032,0.600741935,0.899177358,0.425,,,,
Process101,16,0.628099174,0.628099174,0.6015625,0.898252,0.55,,,,
Process101,16,0.5,0.5,0.649494949,0.907864583,0.41,,,,
Process101,16,0.684684685,0.684684685,0.614555053,0.906182,0.335,,,,
Process101,16,0.532110092,0.532110092,0.584228111,0.892925532,0.385,,,,
Process101,16,0.523076923,0.523076923,0.626241956,0.901813462,0.435,,,,
Process101,16,0.54368932,0.54368932,0.620477454,0.907415556,0.475,,,,
Process101,16,0.512396694,0.512396694,0.56780303,0.887516,0.41,,,,
Process101,16,0.568807339,0.568807339,0.609376108,0.897409091,0.325,,,,
Process101,16,0.561983471,0.561983471,0.670323347,0.91704,0.29,,,,
Process101,16,0.571428571,0.571428571,0.628149002,0.900875,0.395,,,,
Process101,16,0.617886179,0.617886179,0.627,0.904792157,0.415,,,,
Process101,16,0.571428571,0.571428571,0.696195743,0.921944898,0.56,,,,
Process101,16,0.434782609,0.434782609,0.568224138,0.886963265,0.28,,,,
Process101,16,0.534482759,0.534482759,0.685976852,0.921820408,0.485,,,,
Process101,16,0.588235294,0.588235294,0.657388664,0.920036957,0.36,,,,
Process101,16,0.511278195,0.511278195,0.574216792,0.886872727,0.36,,,,
Process101,16,0.672268908,0.672268908,0.666969697,0.919057692,0.335,,,,
Process101,16,0.521008403,0.521008403,0.606622461,0.898333333,0.38,,,,
Process101,16,0.610169492,0.610169492,0.684970238,0.92314,0.4,,,,
Process101,16,0.433333333,0.433333333,0.615242165,0.898167347,0.3,,,,
Process101,16,0.639344262,0.639344262,0.696797235,0.924604,0.3,,,,
Process101,16,0.725806452,0.725806452,0.647704715,0.908734615,0.54,,,,
Process101,16,0.725806452,0.725806452,0.621684588,0.901443137,0.505,,,,
Process101,16,0.605042017,0.605042017,0.593548387,0.896666,0.41,,,,
Process101,16,0.672268908,0.672268908,0.650266227,0.91704,0.455,,,,
Process101,16,0.655172414,0.655172414,0.713653846,0.929655319,0.225,,,,
Process101,16,0.623853211,0.623853211,0.604801587,0.902140426,0.5,,,,
Process101,16,0.67826087,0.67826087,0.638454907,0.90825102,0.26,,,,
Process101,16,0.589147287,0.589147287,0.576145083,0.890853571,0.56,,,,
Process101,16,0.573770492,0.573770492,0.652117647,0.910616327,0.29,,,,
Process101,16,0.522522523,0.522522523,0.758712121,0.940591304,0.265,,,,
Process101,17,0.564516129,0.564516129,0.610575448,0.898213725,0.265,,,,
Process101,17,0.5,0.5,0.629880952,0.906010204,0.305,,,,
Process101,17,0.678571429,0.678571429,0.690657201,0.921670455,0.31,,,,
Process101,17,0.75862069,0.75862069,0.725188537,0.93183913,0.475,,,,
Process101,17,0.528301887,0.528301887,0.649416873,0.913141304,0.325,,,,
Process101,17,0.576576577,0.576576577,0.575100761,0.887282609,0.265,,,,
Process101,17,0.683333333,0.683333333,0.62844342,0.906623077,0.465,,,,
Process101,17,0.512,0.512,0.661693122,0.911916,0.32,,,,
Process101,17,0.483333333,0.483333333,0.588995007,0.897335849,0.325,,,,
Process101,17,0.561403509,0.561403509,0.65967225,0.913804348,0.295,,,,
Process101,17,0.495412844,0.495412844,0.607060606,0.895732558,0.255,,,,
Process101,17,0.656,0.656,0.600761716,0.894864706,0.47,,,,
Process101,17,0.809917355,0.809917355,0.680208333,0.91521,0.285,,,,
Process101,17,0.571428571,0.571428571,0.548598508,0.884619149,0.305,,,,
Process101,17,0.5,0.5,0.673404647,0.919828571,0.34,,,,
Process101,17,0.694915254,0.694915254,0.588340336,0.896417308,0.515,,,,
Process101,17,0.564516129,0.564516129,0.670238095,0.915088,0.385,,,,
Process101,17,0.61682243,0.61682243,0.667380986,0.921893478,0.485,,,,
Process101,17,0.661157025,0.661157025,0.695598846,0.92489375,0.215,,,,
Process101,17,0.483333333,0.483333333,0.650360902,0.911672,0.335,,,,
Process101,17,0.481203008,0.481203008,0.597138487,0.891696226,0.445,,,,
Process101,17,0.683333333,0.683333333,0.755747126,0.934425,0.455,,,,
Process101,17,0.516666667,0.516666667,0.58861225,0.891569388,0.5,,,,
Process101,17,0.617886179,0.617886179,0.606310484,0.900640385,0.415,,,,
Process101,17,0.62295082,0.62295082,0.661182266,0.919503922,0.49,,,,
Process101,17,0.476190476,0.476190476,0.53877512,0.878225926,0.32,,,,
Process101,17,0.553571429,0.553571429,0.612675607,0.899084783,0.435,,,,
Process101,17,0.642201835,0.642201835,0.661111111,0.921322449,0.42,,,,
Process101,17,0.611570248,0.611570248,0.600195503,0.89569,0.425,,,,
Process101,17,0.552845528,0.552845528,0.593640029,0.893484615,0.41,,,,
Process101,17,0.550458716,0.550458716,0.568535215,0.890835417,0.38,,,,
Process101,17,0.619047619,0.619047619,0.58431085,0.891396078,0.455,,,,
Process101,17,0.606557377,0.606557377,0.636627435,0.90506875,0.425,,,,
Process101,17,0.543859649,0.543859649,0.584389401,0.892925532,0.53,,,,
Process101,17,0.446601942,0.446601942,0.577640382,0.893647826,0.28,,,,
Process101,17,0.396551724,0.396551724,0.606018519,0.8963,0.29,,,,
Process101,17,0.466666667,0.466666667,0.540795699,0.879196078,0.375,,,,
Process101,17,0.636363636,0.636363636,0.67693634,0.922556522,0.305,,,,
Process101,17,0.654545455,0.654545455,0.639226271,0.903509091,0.35,,,,
Process101,17,0.555555556,0.555555556,0.619062201,0.901690698,0.43,,,,
Process101,17,0.672727273,0.672727273,0.69045614,0.921393182,0.375,,,,
Process101,17,0.481481481,0.481481481,0.581017022,0.889922727,0.385,,,,
Process101,17,0.52892562,0.52892562,0.5888125,0.896751852,0.35,,,,
Process101,17,0.6,0.6,0.581666667,0.89549434,0.44,,,,
Process101,17,0.747663551,0.747663551,0.635587206,0.908627083,0.395,,,,
Process101,17,0.426229508,0.426229508,0.557320099,0.883396154,0.365,,,,
Process101,17,0.589285714,0.589285714,0.619342273,0.902002174,0.315,,,,
Process101,17,0.587155963,0.587155963,0.659904762,0.913629545,0.365,,,,
Process101,17,0.537037037,0.537037037,0.619394777,0.89927907,0.325,,,,
Process101,17,0.629032258,0.629032258,0.611376812,0.896178,0.42,,,,
Process101,18,0.632478632,0.632478632,0.667084639,0.921178431,0.45,,,,
Process101,18,0.452830189,0.452830189,0.556521739,0.880711111,0.33,,,,
Process101,18,0.545454545,0.545454545,0.646909091,0.908002041,0.415,,,,
Process101,18,0.578947368,0.578947368,0.675023946,0.918666667,0.285,,,,
Process101,18,0.543859649,0.543859649,0.533072197,0.873425,0.275,,,,
Process101,18,0.454545455,0.454545455,0.589412761,0.8955375,0.33,,,,
Process101,18,0.578947368,0.578947368,0.6036289,0.899661224,0.32,,,,
Process101,18,0.542372881,0.542372881,0.639090909,0.90862449,0.445,,,,
Process101,18,0.547008547,0.547008547,0.620818497,0.905084,0.36,,,,
Process101,18,0.612903226,0.612903226,0.63740465,0.899747826,0.495,,,,
Process101,18,0.637931034,0.637931034,0.645099819,0.913868,0.49,,,,
Process101,18,0.649122807,0.649122807,0.589333333,0.892191837,0.41,,,,
Process101,18,0.516666667,0.516666667,0.591633907,0.897137255,0.35,,,,
Process101,18,0.566929134,0.566929134,0.586050725,0.889712,0.415,,,,
Process101,18,0.483870968,0.483870968,0.572704715,0.886915385,0.44,,,,
Process101,18,0.495726496,0.495726496,0.564934289,0.886906,0.33,,,,
Process101,18,0.492063492,0.492063492,0.530798771,0.869704,0.375,,,,
Process101,18,0.541353383,0.541353383,0.615689883,0.897335849,0.37,,,,
Process101,18,0.491803279,0.491803279,0.58827027,0.893788235,0.215,,,,
Process101,18,0.598130841,0.598130841,0.686034483,0.925715556,0.34,,,,
Process101,18,0.566037736,0.566037736,0.555530303,0.888208163,0.255,,,,
Process101,18,0.580152672,0.580152672,0.628233007,0.902169811,0.455,,,,
Process101,18,0.620689655,0.620689655,0.56030303,0.880414583,0.345,,,,
Process101,18,0.542372881,0.542372881,0.64049339,0.91292549,0.365,,,,
Process101,18,0.519230769,0.519230769,0.542065773,0.879109091,0.325,,,,
Process101,18,0.666666667,0.666666667,0.697285714,0.916679545,0.47,,,,
Process101,18,0.569105691,0.569105691,0.556818182,0.882457692,0.285,,,,
Process101,18,0.752293578,0.752293578,0.674553571,0.92260625,0.385,,,,
Process101,18,0.515625,0.515625,0.619583333,0.901696154,0.335,,,,
Process101,18,0.509090909,0.509090909,0.605974026,0.89935,0.28,,,,
Process101,18,0.588235294,0.588235294,0.562277531,0.880985106,0.295,,,,
Process101,18,0.46875,0.46875,0.574519231,0.889183333,0.355,,,,
Process101,18,0.590163934,0.590163934,0.630513553,0.907768,0.53,,,,
Process101,18,0.559322034,0.559322034,0.663091787,0.916125,0.37,,,,
Process101,18,0.672268908,0.672268908,0.574857685,0.889956,0.365,,,,
Process101,18,0.628099174,0.628099174,0.568300637,0.883856,0.35,,,,
Process101,18,0.605504587,0.605504587,0.623424942,0.90964375,0.475,,,,
Process101,18,0.557377049,0.557377049,0.649242424,0.907379592,0.305,,,,
Process101,18,0.485981308,0.485981308,0.613371813,0.904865957,0.315,,,,
Process101,18,0.660869565,0.660869565,0.643650794,0.912947917,0.38,,,,
Process101,18,0.585365854,0.585365854,0.554928559,0.879952,0.31,,,,
Process101,18,0.601626016,0.601626016,0.621430575,0.902639216,0.365,,,,
Process101,18,0.517241379,0.517241379,0.567965368,0.889712,0.28,,,,
Process101,18,0.455284553,0.455284553,0.695185118,0.911947826,0.29,,,,
Process101,18,0.724409449,0.724409449,0.661075269,0.91724717,0.52,,,,
Process101,18,0.615384615,0.615384615,0.56495098,0.885541818,0.355,,,,
Process101,18,0.581196581,0.581196581,0.667676768,0.918539583,0.42,,,,
Process101,18,0.695652174,0.695652174,0.727264957,0.93523617,0.505,,,,
Process101,18,0.576271186,0.576271186,0.62249809,0.903797917,0.51,,,,
Process101,18,0.483870968,0.483870968,0.549535626,0.878119608,0.44,,,,
Process101,19,0.469565217,0.469565217,0.546254032,0.880990196,0.335,,,,
Process101,19,0.55,0.55,0.555004263,0.882232653,0.29,,,,
Process101,19,0.682170543,0.682170543,0.656789555,0.910801887,0.515,,,,
Process101,19,0.640625,0.640625,0.590915622,0.892233333,0.43,,,,
Process101,19,0.540983607,0.540983607,0.587012987,0.895848148,0.3,,,,
Process101,19,0.448,0.448,0.503004202,0.868305357,0.38,,,,
Process101,19,0.418604651,0.418604651,0.621059113,0.895941176,0.36,,,,
Process101,19,0.576,0.576,0.633068182,0.908148077,0.36,,,,
Process101,19,0.484375,0.484375,0.555769231,0.882258491,0.295,,,,
Process101,19,0.642857143,0.642857143,0.681958531,0.925275,0.49,,,,
Process101,19,0.389380531,0.389380531,0.50141349,0.864336,0.3,,,,
Process101,19,0.541353383,0.541353383,0.577304227,0.889978182,0.45,,,,
Process101,19,0.469565217,0.469565217,0.574296537,0.883451064,0.225,,,,
Process101,19,0.4,0.4,0.541387387,0.879586,0.245,,,,
Process101,19,0.542056075,0.542056075,0.569532668,0.888929167,0.38,,,,
Process101,19,0.517241379,0.517241379,0.567319749,0.884735417,0.435,,,,
Process101,19,0.521008403,0.521008403,0.612643678,0.900936,0.435,,,,
Process101,19,0.476190476,0.476190476,0.550062966,0.876564706,0.28,,,,
Process101,19,0.519685039,0.519685039,0.6195338,0.901813462,0.515,,,,
Process101,19,0.460176991,0.460176991,0.592738095,0.894775,0.36,,,,
Process101,19,0.517241379,0.517241379,0.57012987,0.888858,0.245,,,,
Process101,19,0.612903226,0.612903226,0.610574713,0.894348,0.345,,,,
Process101,19,0.588235294,0.588235294,0.595873016,0.892529091,0.37,,,,
Process101,19,0.596774194,0.596774194,0.525648077,0.872603846,0.39,,,,
Process101,19,0.611570248,0.611570248,0.602390029,0.900757692,0.3,,,,
Process101,19,0.555555556,0.555555556,0.587844575,0.891842308,0.435,,,,
Process101,19,0.632478632,0.632478632,0.689126984,0.922225,0.355,,,,
Process101,19,0.534351145,0.534351145,0.593333333,0.893927778,0.255,,,,
Process101,19,0.62992126,0.62992126,0.616779891,0.904207407,0.52,,,,
Process101,19,0.637168142,0.637168142,0.686571429,0.914877273,0.415,,,,
Process101,19,0.655172414,0.655172414,0.61070943,0.906153846,0.485,,,,
Process101,19,0.639344262,0.639344262,0.592073203,0.89354902,0.275,,,,
Process101,19,0.524590164,0.524590164,0.56027027,0.887898113,0.54,,,,
Process101,19,0.376068376,0.376068376,0.624074074,0.897189583,0.295,,,,
Process101,19,0.606557377,0.606557377,0.550757576,0.882833962,0.33,,,,
Process101,19,0.484848485,0.484848485,0.602892311,0.891350943,0.27,,,,
Process101,19,0.427480916,0.427480916,0.564256912,0.877061538,0.3,,,,
Process101,19,0.603448276,0.603448276,0.632305737,0.910818,0.37,,,,
Process101,19,0.465517241,0.465517241,0.59898567,0.896056,0.345,,,,
Process101,19,0.517241379,0.517241379,0.569213689,0.884608333,0.27,,,,
Process101,19,0.566371681,0.566371681,0.643495712,0.906034043,0.385,,,,
Process101,19,0.507936508,0.507936508,0.577265154,0.888440385,0.445,,,,
Process101,19,0.566666667,0.566666667,0.5859375,0.892518,0.325,,,,
Process101,19,0.491525424,0.491525424,0.525488821,0.87312,0.345,,,,
Process101,19,0.619047619,0.619047619,0.607713885,0.898998077,0.3,,,,
Process101,19,0.569105691,0.569105691,0.589484503,0.895596154,0.34,,,,
Process101,19,0.575757576,0.575757576,0.557337662,0.885705263,0.48,,,,
Process101,19,0.495238095,0.495238095,0.520714286,0.872577778,0.375,,,,
Process101,19,0.522522523,0.522522523,0.561134835,0.887785417,0.385,,,,
Process101,19,0.661157025,0.661157025,0.567970082,0.888128302,0.295,,,,
Process101,20,0.512,0.512,0.577524456,0.888909615,0.35,,,,
Process101,20,0.557377049,0.557377049,0.51539075,0.869201923,0.355,,,,
Process101,20,0.577777778,0.577777778,0.608333333,0.894718519,0.255,,,,
Process101,20,0.524590164,0.524590164,0.620373693,0.900204,0.325,,,,
Process101,20,0.442307692,0.442307692,0.521428571,0.878995918,0.35,,,,
Process101,20,0.466666667,0.466666667,0.601810345,0.896422,0.3,,,,
Process101,20,0.64,0.64,0.577112135,0.889261538,0.355,,,,
Process101,20,0.446601942,0.446601942,0.599496337,0.897384444,0.345,,,,
Process101,20,0.534351145,0.534351145,0.513995859,0.870508772,0.36,,,,
Process101,20,0.566929134,0.566929134,0.496672811,0.861281481,0.365,,,,
Process101,20,0.514285714,0.514285714,0.547053457,0.877861364,0.3,,,,
Process101,20,0.581196581,0.581196581,0.602261772,0.899785714,0.345,,,,
Process101,20,0.553846154,0.553846154,0.565549157,0.8879125,0.36,,,,
Process101,20,0.558139535,0.558139535,0.523997326,0.8719,0.44,,,,
Process101,20,0.584070796,0.584070796,0.648863636,0.9146,0.49,,,,
Process101,20,0.589285714,0.589285714,0.66859319,0.920191667,0.245,,,,
Process101,20,0.43902439,0.43902439,0.531959064,0.869285714,0.33,,,,
Process101,20,0.575342466,0.575342466,0.556269841,0.875896552,0.4,,,,
Process101,20,0.605504587,0.605504587,0.652592593,0.912653191,0.325,,,,
Process101,20,0.4,0.4,0.543524775,0.879464,0.29,,,,
Process101,20,0.65,0.65,0.617530722,0.904159615,0.38,,,,
Process101,20,0.58490566,0.58490566,0.617933723,0.902797826,0.31,,,,
Process101,20,0.571428571,0.571428571,0.609126344,0.901921569,0.27,,,,
Process101,20,0.504347826,0.504347826,0.585246865,0.893187755,0.305,,,,
Process101,20,0.507692308,0.507692308,0.625357143,0.897942308,0.37,,,,
Process101,20,0.530973451,0.530973451,0.570387931,0.887022917,0.24,,,,
Process101,20,0.555555556,0.555555556,0.595390029,0.893367308,0.275,,,,
Process101,20,0.512396694,0.512396694,0.656151281,0.912648,0.255,,,,
Process101,20,0.64957265,0.64957265,0.583888889,0.892689796,0.655,,,,
Process101,20,0.603773585,0.603773585,0.558495044,0.887085106,0.345,,,,
Process101,20,0.50877193,0.50877193,0.573695652,0.897768519,0.335,,,,
Process101,20,0.594594595,0.594594595,0.746398119,0.941076596,0.335,,,,
Process101,20,0.696428571,0.696428571,0.624832375,0.901764583,0.385,,,,
Process101,20,0.504672897,0.504672897,0.676851852,0.922567347,0.275,,,,
Process101,20,0.65,0.65,0.615119048,0.899472,0.33,,,,
Process101,20,0.486486486,0.486486486,0.617592593,0.902010638,0.335,,,,
Process101,20,0.491803279,0.491803279,0.557828283,0.884790566,0.27,,,,
Process101,20,0.564102564,0.564102564,0.648333333,0.911238776,0.385,,,,
Process101,20,0.492307692,0.492307692,0.575176963,0.88044,0.23,,,,
Process101,20,0.422764228,0.422764228,0.521659919,0.869553846,0.32,,,,
Process101,20,0.672131148,0.672131148,0.65,0.909337255,0.555,,,,
Process101,20,0.495412844,0.495412844,0.55952024,0.884608333,0.28,,,,
Process101,20,0.544,0.544,0.5751875,0.886977358,0.325,,,,
Process101,20,0.406504065,0.406504065,0.5002331,0.864533962,0.235,,,,
Process101,20,0.521008403,0.521008403,0.527184794,0.875467925,0.31,,,,
Process101,20,0.448275862,0.448275862,0.619171326,0.905390196,0.275,,,,
Process101,20,0.630630631,0.630630631,0.598931624,0.90057,0.41,,,,
Process101,20,0.633333333,0.633333333,0.650087719,0.915655769,0.44,,,,
Process101,20,0.504504505,0.504504505,0.572943723,0.889940426,0.41,,,,
Process101,20,0.52238806,0.52238806,0.511010558,0.866335088,0.245,,,,
Process101,21,0.479338843,0.479338843,0.623862434,0.895910638,0.39,,,,
Process111,1,0.842105263,0.842105263,0.925684211,0.983640909,0.61,,,,
Process111,1,0.991150442,0.991150442,0.963636364,0.991346512,0.715,,,,
Process111,1,0.92173913,0.92173913,0.926630435,0.984682222,0.69,,,,
Process111,1,0.963636364,0.963636364,0.945779221,0.988651163,0.53,,,,
Process111,1,0.991150442,0.991150442,0.992857143,0.999168182,0.755,,,,
Process111,1,0.912280702,0.912280702,0.95,0.991127273,0.67,,,,
Process111,1,0.94017094,0.94017094,0.936277174,0.986444444,0.67,,,,
Process111,1,0.991304348,0.991304348,1,0.998197727,0.755,,,,
Process111,1,0.92173913,0.92173913,0.926630435,0.984682222,0.575,,,,
Process111,1,0.991150442,0.991150442,0.992857143,0.999168182,0.725,,,,
Process111,1,0.94017094,0.94017094,0.936277174,0.986444444,0.7,,,,
Process111,1,0.877192982,0.877192982,0.934352941,0.987522727,0.605,,,,
Process111,1,0.965517241,0.965517241,0.945652174,0.989291111,0.72,,,,
Process111,1,0.904347826,0.904347826,0.915217391,0.983055556,0.645,,,,
Process111,1,0.991304348,0.991304348,0.965217391,0.991731111,0.73,,,,
Process111,1,0.991304348,0.991304348,1,0.999029545,0.725,,,,
Process111,1,0.956521739,0.956521739,0.939130435,0.988477778,0.765,,,,
Process111,1,1,1,1,1,0.74,,,,
Process111,1,0.991304348,0.991304348,0.965217391,0.991731111,0.775,,,,
Process111,1,0.991150442,0.991150442,0.996428571,0.999029545,0.645,,,,
Process111,1,0.991150442,0.991150442,0.963636364,0.991346512,0.745,,,,
Process111,1,0.991150442,0.991150442,0.992857143,0.999168182,0.69,,,,
Process111,1,0.991304348,0.991304348,0.965217391,0.991731111,0.7,,,,
Process111,1,0.991150442,0.991150442,0.996428571,0.999029545,0.545,,,,
Process111,1,0.965517241,0.965517241,0.955842391,0.988884444,0.73,,,,
Process111,1,0.972972973,0.972972973,0.949350649,0.989644186,0.715,,,,
Process111,1,0.94017094,0.94017094,0.936277174,0.986444444,0.72,,,,
Process111,1,0.991304348,0.991304348,0.965217391,0.991731111,0.725,,,,
Process111,1,0.859649123,0.859649123,0.920833333,0.986136364,0.715,,,,
Process111,1,0.991304348,0.991304348,0.965217391,0.991731111,0.71,,,,
Process111,1,0.991150442,0.991150442,0.963636364,0.991346512,0.74,,,,
Process111,1,0.991304348,0.991304348,1,0.998197727,0.755,,,,
Process111,1,0.972972973,0.972972973,0.952922078,0.989502326,0.625,,,,
Process111,1,0.991304348,0.991304348,0.965217391,0.991731111,0.72,,,,
Process111,1,1,1,1,1,0.76,,,,
Process111,1,0.991150442,0.991150442,0.963636364,0.991346512,0.735,,,,
Process111,1,0.94017094,0.94017094,0.936277174,0.986444444,0.735,,,,
Process111,1,0.991304348,0.991304348,0.996666667,0.999029545,0.71,,,,
Process111,1,0.92173913,0.92173913,0.921050725,0.984953333,0.745,,,,
Process111,1,0.964285714,0.964285714,0.972727273,0.996672727,0.685,,,,
Process111,1,0.991150442,0.991150442,0.963636364,0.991346512,0.68,,,,
Process111,1,0.991150442,0.991150442,0.963636364,0.991346512,0.75,,,,
Process111,1,0.929824561,0.929824561,0.961413043,0.992790909,0.685,,,,
Process111,1,0.991150442,0.991150442,0.963636364,0.991346512,0.735,,,,
Process111,1,1,1,1,1,0.74,,,,
Process111,1,1,1,1,1,0.735,,,,
Process111,1,0.991304348,0.991304348,0.993181818,0.999168182,0.6,,,,
Process111,1,0.972972973,0.972972973,0.952922078,0.989502326,0.65,,,,
Process111,1,0.877192982,0.877192982,0.940277778,0.987245455,0.61,,,,
Process111,1,0.912280702,0.912280702,0.95,0.991127273,0.695,,,,
Process111,2,0.982758621,0.982758621,0.933333333,0.983821739,0.695,,,,
Process111,2,0.945454545,0.945454545,0.909006211,0.979481818,0.565,,,,
Process111,2,0.956521739,0.956521739,0.944914361,0.988206667,0.715,,,,
Process111,2,0.931034483,0.931034483,0.90057971,0.978782609,0.635,,,,
Process111,2,0.93220339,0.93220339,0.904393116,0.97865,0.655,,,,
Process111,2,0.884955752,0.884955752,0.945169082,0.988077273,0.585,,,,
Process111,2,0.98245614,0.98245614,0.961645963,0.990782222,0.695,,,,
Process111,2,0.972972973,0.972972973,0.952922078,0.989502326,0.565,,,,
Process111,2,0.982758621,0.982758621,0.958399209,0.990917778,0.66,,,,
Process111,2,0.852173913,0.852173913,0.894995169,0.977633333,0.595,,,,
Process111,2,0.948275862,0.948275862,0.907246377,0.98063913,0.685,,,,
Process111,2,0.972972973,0.972972973,0.923701299,0.981264286,0.66,,,,
Process111,2,0.964285714,0.964285714,0.919720497,0.981284091,0.655,,,,
Process111,2,0.898305085,0.898305085,0.887377451,0.975202174,0.745,,,,
Process111,2,0.854700855,0.854700855,0.899533181,0.977497778,0.645,,,,
Process111,2,0.896551724,0.896551724,0.915217391,0.982106667,0.65,,,,
Process111,2,0.956521739,0.956521739,0.921059783,0.980175,0.71,,,,
Process111,2,0.982142857,0.982142857,0.960064935,0.990353488,0.7,,,,
Process111,2,0.965517241,0.965517241,0.955842391,0.988884444,0.695,,,,
Process111,2,0.964285714,0.964285714,0.952922078,0.988509302,0.63,,,,
Process111,2,0.92173913,0.92173913,0.926630435,0.984682222,0.645,,,,
Process111,2,0.93220339,0.93220339,0.936277174,0.984682222,0.705,,,,
Process111,2,0.931034483,0.931034483,0.929755435,0.985631111,0.715,,,,
Process111,2,0.982758621,0.982758621,0.965217391,0.990782222,0.78,,,,
Process111,2,0.931034483,0.931034483,0.933152174,0.985495556,0.635,,,,
Process111,2,0.965517241,0.965517241,0.945652174,0.989291111,0.685,,,,
Process111,2,0.963636364,0.963636364,0.945779221,0.988651163,0.525,,,,
Process111,2,0.957264957,0.957264957,0.945652174,0.987528889,0.655,,,,
Process111,2,0.982142857,0.982142857,0.960064935,0.990353488,0.705,,,,
Process111,2,0.98245614,0.98245614,0.958074534,0.990917778,0.725,,,,
Process111,2,0.862068966,0.862068966,0.863141026,0.972152174,0.605,,,,
Process111,2,0.841121495,0.841121495,0.888043478,0.977633333,0.565,,,,
Process111,2,0.879310345,0.879310345,0.878186275,0.973478261,0.625,,,,
Process111,2,0.852173913,0.852173913,0.929777778,0.984611364,0.635,,,,
Process111,2,0.957264957,0.957264957,0.913768116,0.981434783,0.715,,,,
Process111,2,0.938053097,0.938053097,0.910791925,0.978372727,0.67,,,,
Process111,2,0.982758621,0.982758621,0.996666667,0.998059091,0.745,,,,
Process111,2,0.982758621,0.982758621,0.933333333,0.983821739,0.615,,,,
Process111,2,0.93220339,0.93220339,0.904393116,0.97865,0.7,,,,
Process111,2,0.963636364,0.963636364,0.949350649,0.988509302,0.525,,,,
Process111,2,0.945454545,0.945454545,0.939350649,0.986665116,0.65,,,,
Process111,2,0.92173913,0.92173913,0.921050725,0.984953333,0.68,,,,
Process111,2,0.982758621,0.982758621,0.933333333,0.983821739,0.74,,,,
Process111,2,0.944444444,0.944444444,0.935064935,0.986806977,0.665,,,,
Process111,2,0.867924528,0.867924528,0.885064935,0.980139535,0.635,,,,
Process111,2,0.991304348,0.991304348,0.965217391,0.991731111,0.77,,,,
Process111,2,0.98245614,0.98245614,0.930434783,0.983086364,0.705,,,,
