sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,GED
Process101,0,2,0,3,0,2,0.46799999999999975
Process101,0,2,0,3,0,3,0.45133333333333314
Process101,0,2,0,3,1,0,0.46399999999999975
Process101,0,2,0,3,1,1,0.4426666666666663
Process101,0,2,0,3,1,2,0.45466666666666644
Process101,0,2,0,3,1,3,0.4299999999999997
Process101,0,2,0,3,2,0,0.45466666666666644
Process101,0,2,0,3,2,1,0.37533333333333335
Process101,0,2,0,3,2,2,0.46466666666666645
Process101,0,2,0,3,2,3,0.45666666666666655
Process101,0,2,0,3,3,0,0.46666666666666656
Process101,0,2,0,3,3,1,0.4319999999999997
Process101,0,2,0,3,3,2,0.4566666666666662
Process101,0,2,0,3,3,3,0.4099999999999999
Process101,0,2,1,0,0,0,0.48866666666666647
Process101,0,2,1,0,0,1,0.49666666666666665
Process101,0,2,1,0,0,2,0.4986666666666664
Process101,0,2,1,0,0,3,0.45599999999999985
Process101,0,2,1,0,1,0,0.49000000000000005
Process101,0,2,1,0,1,1,0.47666666666666646
Process101,0,2,1,0,1,2,0.486
Process101,0,2,1,0,1,3,0.48799999999999993
Process101,0,2,1,0,2,0,0.4873333333333332
Process101,0,2,1,0,2,1,0.45466666666666644
Process101,0,2,1,0,2,2,0.45333333333333303
Process101,0,2,1,0,2,3,0.47533333333333333
Process101,0,2,1,0,3,0,0.4919999999999999
Process101,0,2,1,0,3,1,0.4826666666666666
Process101,0,2,1,0,3,2,0.492
Process101,0,2,1,0,3,3,0.498
Process101,0,2,1,1,0,0,0.47799999999999976
Process101,0,2,1,1,0,1,0.4826666666666666
Process101,0,2,1,1,0,2,0.4806666666666666
Process101,0,2,1,1,0,3,0.48066666666666646
Process101,0,2,1,1,1,0,0.44133333333333313
Process101,0,2,1,1,1,1,0.4839999999999999
Process101,0,2,1,1,1,2,0.47533333333333316
Process101,0,2,1,1,1,3,0.44933333333333303
Process101,0,2,1,1,2,0,0.45466666666666655
Process101,0,2,1,1,2,1,0.45333333333333303
Process101,0,2,1,1,2,2,0.4179999999999998
Process101,0,2,1,1,2,3,0.47333333333333305
Process101,0,2,1,1,3,0,0.47399999999999975
Process101,0,2,1,1,3,1,0.46399999999999963
Process101,0,2,1,1,3,2,0.48199999999999976
Process101,0,2,1,1,3,3,0.47733333333333317
Process101,0,2,1,2,0,0,0.47999999999999976
Process101,0,2,1,2,0,1,0.46466666666666656
Process101,0,2,1,2,0,2,0.44666666666666643
Process101,0,2,1,2,0,3,0.40666666666666657
Process101,0,2,1,2,1,0,0.4406666666666665
Process101,0,2,1,2,1,1,0.445333333333333
Process101,0,2,1,2,1,2,0.4926666666666666
Process101,0,2,1,2,1,3,0.4666666666666667
Process101,0,2,1,2,2,0,0.4813333333333333
Process101,0,2,1,2,2,1,0.43533333333333313
Process101,0,2,1,2,2,2,0.44133333333333313
Process101,0,2,1,2,2,3,0.4486666666666664
Process101,0,2,1,2,3,0,0.4253333333333332
Process101,0,2,1,2,3,1,0.4199999999999998
Process101,0,2,1,2,3,2,0.474
Process101,0,2,1,2,3,3,0.484
Process101,0,2,1,3,0,0,0.45999999999999985
Process101,0,2,1,3,0,1,0.45733333333333304
Process101,0,2,1,3,0,2,0.45666666666666667
Process101,0,2,1,3,0,3,0.45133333333333314
Process101,0,2,1,3,1,0,0.4193333333333331
Process101,0,2,1,3,1,1,0.43533333333333313
Process101,0,2,1,3,1,2,0.42799999999999977
Process101,0,2,1,3,1,3,0.4486666666666664
Process101,0,2,1,3,2,0,0.46533333333333315
Process101,0,2,1,3,2,1,0.40066666666666656
Process101,0,2,1,3,2,2,0.4159999999999998
Process101,0,2,1,3,2,3,0.4246666666666665
Process101,0,2,1,3,3,0,0.44199999999999984
Process101,0,2,1,3,3,1,0.46066666666666634
Process101,0,2,1,3,3,2,0.4139999999999998
Process101,0,2,1,3,3,3,0.4379999999999998
Process101,0,2,2,0,0,0,0.47199999999999986
Process101,0,2,2,0,0,1,0.4859999999999999
Process101,0,2,2,0,0,2,0.498
Process101,0,2,2,0,0,3,0.47999999999999987
Process101,0,2,2,0,1,0,0.4846666666666665
Process101,0,2,2,0,1,1,0.4526666666666664
Process101,0,2,2,0,1,2,0.4619999999999997
Process101,0,2,2,0,1,3,0.4833333333333332
Process101,0,2,2,0,2,0,0.4619999999999997
Process101,0,2,2,0,2,1,0.41266666666666646
Process101,0,2,2,0,2,2,0.4266666666666665
Process101,0,2,2,0,2,3,0.4526666666666664
Process101,0,2,2,0,3,0,0.42266666666666647
Process101,0,2,2,0,3,1,0.4953333333333334
Process101,0,2,2,0,3,2,0.4673333333333331
Process101,0,2,2,0,3,3,0.4453333333333332
Process101,0,2,2,1,0,0,0.47466666666666646
Process101,0,2,2,1,0,1,0.4653333333333331
Process101,0,2,2,1,0,2,0.41866666666666646
Process101,0,2,2,1,0,3,0.4066666666666665
Process101,0,2,2,1,1,0,0.4753333333333333
Process101,0,2,2,1,1,1,0.4426666666666664
Process101,0,2,2,1,1,2,0.4853333333333332
Process101,0,2,2,1,1,3,0.46599999999999975
Process101,0,2,2,1,2,0,0.48533333333333323
Process101,0,2,2,1,2,1,0.4846666666666664
Process101,0,2,2,1,2,2,0.45466666666666633
Process101,0,2,2,1,2,3,0.4213333333333331
Process101,0,2,2,1,3,0,0.3973333333333332
Process101,0,2,2,1,3,1,0.44799999999999984
Process101,0,2,2,1,3,2,0.4459999999999998
Process101,0,2,2,1,3,3,0.47733333333333305
Process101,0,2,2,2,0,0,0.47266666666666646
Process101,0,2,2,2,0,1,0.4466666666666663
Process101,0,2,2,2,0,2,0.44999999999999984
Process101,0,2,2,2,0,3,0.45533333333333303
Process101,0,2,2,2,1,0,0.46266666666666645
Process101,0,2,2,2,1,1,0.4880000000000001
Process101,0,2,2,2,1,2,0.4286666666666665
Process101,0,2,2,2,1,3,0.4139999999999998
Process101,0,2,2,2,2,0,0.4319999999999997
Process101,0,2,2,2,2,1,0.47466666666666646
Process101,0,2,2,2,2,2,0.4879999999999999
Process101,0,2,2,2,2,3,0.4073333333333332
Process101,0,2,2,2,3,0,0.4753333333333331
Process101,0,2,2,2,3,1,0.42733333333333323
Process101,0,2,2,2,3,2,0.46933333333333305
Process101,0,2,2,2,3,3,0.4559999999999998
Process101,0,2,2,3,0,0,0.41666666666666646
Process101,0,2,2,3,0,1,0.45533333333333315
Process101,0,2,2,3,0,2,0.45799999999999974
Process101,0,2,2,3,0,3,0.4453333333333332
Process101,0,2,2,3,1,0,0.4539999999999998
Process101,0,2,2,3,1,1,0.4406666666666664
Process101,0,2,2,3,1,2,0.4339999999999998
Process101,0,2,2,3,1,3,0.35933333333333345
Process101,0,2,2,3,2,0,0.43599999999999983
Process101,0,2,2,3,2,1,0.44933333333333303
Process101,0,2,2,3,2,2,0.4566666666666664
Process101,0,2,2,3,2,3,0.4126666666666665
Process101,0,2,2,3,3,0,0.3746666666666667
Process101,0,2,2,3,3,1,0.44333333333333313
Process101,0,2,2,3,3,2,0.3906666666666666
Process101,0,2,2,3,3,3,0.44066666666666643
Process101,0,2,3,0,0,0,0.4879999999999997
Process101,0,2,3,0,0,1,0.4346666666666664
Process101,0,2,3,0,0,2,0.48933333333333306
Process101,0,2,3,0,0,3,0.508
Process101,0,2,3,0,1,0,0.4786666666666665
Process101,0,2,3,0,1,1,0.4806666666666666
Process101,0,2,3,0,1,2,0.45333333333333303
Process101,0,2,3,0,1,3,0.4933333333333334
Process101,0,2,3,0,2,0,0.4733333333333333
Process101,0,2,3,0,2,1,0.4079999999999998
Process101,0,2,3,0,2,2,0.4333333333333331
Process101,0,2,3,0,2,3,0.4793333333333331
Process101,0,2,3,0,3,0,0.4399999999999998
Process101,0,2,3,0,3,1,0.45733333333333315
Process101,0,2,3,0,3,2,0.4866666666666667
Process101,0,2,3,0,3,3,0.5066666666666666
Process101,0,2,3,1,0,0,0.4846666666666666
Process101,0,2,3,1,0,1,0.4426666666666665
Process101,0,2,3,1,0,2,0.43733333333333313
Process101,0,2,3,1,0,3,0.45666666666666655
Process101,0,2,3,1,1,0,0.4166666666666664
Process101,0,2,3,1,1,1,0.3773333333333333
Process101,0,2,3,1,1,2,0.43133333333333324
Process101,0,2,3,1,1,3,0.4333333333333331
Process101,0,2,3,1,2,0,0.4293333333333331
Process101,0,2,3,1,2,1,0.46466666666666645
Process101,0,2,3,1,2,2,0.46666666666666645
Process101,0,2,3,1,2,3,0.4826666666666667
Process101,0,2,3,1,3,0,0.45933333333333304
Process101,0,2,3,1,3,1,0.43533333333333313
Process101,0,2,3,1,3,2,0.43333333333333307
Process101,0,2,3,1,3,3,0.43466666666666653
Process101,0,2,3,2,0,0,0.3959999999999999
Process101,0,2,3,2,0,1,0.4173333333333332
Process101,0,2,3,2,0,2,0.43533333333333313
Process101,0,2,3,2,0,3,0.445333333333333
Process101,0,2,3,2,1,0,0.4173333333333331
Process101,0,2,3,2,1,1,0.41266666666666646
Process101,0,2,3,2,1,2,0.4233333333333331
Process101,0,2,3,2,1,3,0.43866666666666637
Process101,0,2,3,2,2,0,0.3306666666666669
Process101,0,2,3,2,2,1,0.39266666666666655
Process101,0,2,3,2,2,2,0.44999999999999973
Process101,0,2,3,2,2,3,0.4153333333333331
Process101,0,2,3,2,3,0,0.4439999999999998
Process101,0,2,3,2,3,1,0.45799999999999974
Process101,0,2,3,2,3,2,0.4386666666666664
Process101,0,2,3,2,3,3,0.4259999999999997
Process101,0,2,3,3,0,0,0.45533333333333315
Process101,0,2,3,3,0,1,0.40399999999999986
Process101,0,2,3,3,0,2,0.4406666666666664
Process101,0,2,3,3,0,3,0.4206666666666664
Process101,0,2,3,3,1,0,0.4246666666666664
Process101,0,2,3,3,1,1,0.4193333333333331
Process101,0,2,3,3,1,2,0.4286666666666664
Process101,0,2,3,3,1,3,0.38933333333333325
Process101,0,2,3,3,2,0,0.4006666666666666
Process101,0,2,3,3,2,1,0.45333333333333325
Process101,0,2,3,3,2,2,0.42333333333333323
Process101,0,2,3,3,2,3,0.4299999999999997
Process101,0,2,3,3,3,0,0.3806666666666666
Process101,0,2,3,3,3,1,0.4039999999999999
Process101,0,2,3,3,3,2,0.3500000000000001
Process101,0,2,3,3,3,3,0.46066666666666634
Process101,0,3,0,0,0,0,0.4899999999999999
Process101,0,3,0,0,0,1,0.47066666666666646
Process101,0,3,0,0,0,2,0.4859999999999998
Process101,0,3,0,0,0,3,0.47533333333333316
Process101,0,3,0,0,1,0,0.48533333333333306
Process101,0,3,0,0,1,1,0.46866666666666645
Process101,0,3,0,0,1,2,0.47866666666666646
Process101,0,3,0,0,1,3,0.4813333333333331
Process101,0,3,0,0,2,0,0.48799999999999993
Process101,0,3,0,0,2,1,0.4819999999999999
Process101,0,3,0,0,2,2,0.47799999999999976
Process101,0,3,0,0,2,3,0.47933333333333333
Process101,0,3,0,0,3,0,0.4973333333333333
Process101,0,3,0,0,3,1,0.47999999999999976
Process101,0,3,0,0,3,2,0.48599999999999977
Process101,0,3,0,0,3,3,0.48199999999999976
Process101,0,3,0,1,0,0,0.47799999999999987
Process101,0,3,0,1,0,1,0.46533333333333293
Process101,0,3,0,1,0,2,0.47799999999999976
Process101,0,3,0,1,0,3,0.4833333333333333
Process101,0,3,0,1,1,0,0.4899999999999998
Process101,0,3,0,1,1,1,0.4426666666666664
Process101,0,3,0,1,1,2,0.4626666666666665
Process101,0,3,0,1,1,3,0.46799999999999975
Process101,0,3,0,1,2,0,0.4739999999999999
Process101,0,3,0,1,2,1,0.45466666666666644
Process101,0,3,0,1,2,2,0.46866666666666645
Process101,0,3,0,1,2,3,0.46066666666666645
Process101,0,3,0,1,3,0,0.48333333333333317
Process101,0,3,0,1,3,1,0.3786666666666666
Process101,0,3,0,1,3,2,0.46333333333333315
Process101,0,3,0,1,3,3,0.46533333333333315
Process101,0,3,0,2,0,0,0.471333333333333
Process101,0,3,0,2,0,1,0.4633333333333331
Process101,0,3,0,2,0,2,0.4313333333333331
Process101,0,3,0,2,0,3,0.44066666666666654
Process101,0,3,0,2,1,0,0.46333333333333315
Process101,0,3,0,2,1,1,0.4839999999999998
Process101,0,3,0,2,1,2,0.45266666666666644
Process101,0,3,0,2,1,3,0.47066666666666657
Process101,0,3,0,2,2,0,0.4706666666666665
Process101,0,3,0,2,2,1,0.4506666666666665
Process101,0,3,0,2,2,2,0.44733333333333297
Process101,0,3,0,2,2,3,0.45866666666666644
Process101,0,3,0,2,3,0,0.47666666666666657
Process101,0,3,0,2,3,1,0.48666666666666647
Process101,0,3,0,2,3,2,0.433333333333333
Process101,0,3,0,2,3,3,0.46266666666666645
Process101,0,3,0,3,0,0,0.4353333333333331
Process101,0,3,0,3,0,1,0.4499999999999998
Process101,0,3,0,3,0,2,0.4179999999999998
Process101,0,3,0,3,0,3,0.4333333333333331
Process101,0,3,0,3,1,0,0.4566666666666665
Process101,0,3,0,3,1,1,0.44266666666666643
Process101,0,3,0,3,1,2,0.4159999999999999
Process101,0,3,0,3,1,3,0.4586666666666666
Process101,0,3,0,3,2,0,0.46266666666666656
Process101,0,3,0,3,2,1,0.4139999999999998
Process101,0,3,0,3,2,2,0.4626666666666665
Process101,0,3,0,3,2,3,0.4193333333333331
Process101,0,3,0,3,3,0,0.4213333333333331
Process101,0,3,0,3,3,1,0.45733333333333326
Process101,0,3,0,3,3,2,0.44866666666666644
Process101,0,3,0,3,3,3,0.4473333333333333
Process101,0,3,1,0,0,0,0.47399999999999975
Process101,0,3,1,0,0,1,0.4939999999999999
Process101,0,3,1,0,0,2,0.49333333333333323
Process101,0,3,1,0,0,3,0.4553333333333332
Process101,0,3,1,0,1,0,0.4793333333333332
Process101,0,3,1,0,1,1,0.46399999999999975
Process101,0,3,1,0,1,2,0.47666666666666646
Process101,0,3,1,0,1,3,0.4886666666666667
Process101,0,3,1,0,2,0,0.4873333333333333
Process101,0,3,1,0,2,1,0.4739999999999997
Process101,0,3,1,0,2,2,0.46799999999999986
Process101,0,3,1,0,2,3,0.45599999999999974
Process101,0,3,1,0,3,0,0.48533333333333334
Process101,0,3,1,0,3,1,0.4579999999999998
Process101,0,3,1,0,3,2,0.43533333333333313
Process101,0,3,1,0,3,3,0.47799999999999987
Process101,0,3,1,1,0,0,0.48799999999999977
Process101,0,3,1,1,0,1,0.4653333333333331
Process101,0,3,1,1,0,2,0.46999999999999975
Process101,0,3,1,1,0,3,0.4199999999999998
Process101,0,3,1,1,1,0,0.46266666666666645
Process101,0,3,1,1,1,1,0.46666666666666656
Process101,0,3,1,1,1,2,0.427333333333333
Process101,0,3,1,1,1,3,0.45466666666666644
Process101,0,3,1,1,2,0,0.4659999999999997
Process101,0,3,1,1,2,1,0.46866666666666645
Process101,0,3,1,1,2,2,0.44199999999999984
Process101,0,3,1,1,2,3,0.4699999999999998
Process101,0,3,1,1,3,0,0.3886666666666666
Process101,0,3,1,1,3,1,0.45999999999999974
Process101,0,3,1,1,3,2,0.48266666666666663
Process101,0,3,1,1,3,3,0.45799999999999985
Process101,0,3,1,2,0,0,0.46933333333333316
Process101,0,3,1,2,0,1,0.4746666666666665
Process101,0,3,1,2,0,2,0.431333333333333
Process101,0,3,1,2,0,3,0.45333333333333314
Process101,0,3,1,2,1,0,0.45199999999999996
Process101,0,3,1,2,1,1,0.45599999999999985
Process101,0,3,1,2,1,2,0.46599999999999975
Process101,0,3,1,2,1,3,0.45999999999999985
Process101,0,3,1,2,2,0,0.46933333333333327
Process101,0,3,1,2,2,1,0.43733333333333313
Process101,0,3,1,2,2,2,0.47533333333333305
Process101,0,3,1,2,2,3,0.45866666666666644
Process101,0,3,1,2,3,0,0.46666666666666645
Process101,0,3,1,2,3,1,0.45199999999999974
Process101,0,3,1,2,3,2,0.435333333333333
Process101,0,3,1,2,3,3,0.4639999999999998
Process101,0,3,1,3,0,0,0.4473333333333332
Process101,0,3,1,3,0,1,0.46733333333333305
Process101,0,3,1,3,0,2,0.4139999999999998
Process101,0,3,1,3,0,3,0.4506666666666665
Process101,0,3,1,3,1,0,0.46799999999999964
Process101,0,3,1,3,1,1,0.4459999999999997
Process101,0,3,1,3,1,2,0.41333333333333316
Process101,0,3,1,3,1,3,0.41533333333333317
Process101,0,3,1,3,2,0,0.4246666666666666
Process101,0,3,1,3,2,1,0.45999999999999985
Process101,0,3,1,3,2,2,0.46066666666666645
Process101,0,3,1,3,2,3,0.4133333333333332
Process101,0,3,1,3,3,0,0.4446666666666664
Process101,0,3,1,3,3,1,0.45466666666666644
Process101,0,3,1,3,3,2,0.4399999999999998
Process101,0,3,1,3,3,3,0.44333333333333313
Process101,0,3,2,0,0,0,0.4493333333333331
Process101,0,3,2,0,0,1,0.4793333333333333
Process101,0,3,2,0,0,2,0.44799999999999973
Process101,0,3,2,0,0,3,0.4266666666666665
Process101,0,3,2,0,1,0,0.4206666666666664
Process101,0,3,2,0,1,1,0.46533333333333304
Process101,0,3,2,0,1,2,0.47333333333333333
Process101,0,3,2,0,1,3,0.45599999999999974
Process101,0,3,2,0,2,0,0.4146666666666665
Process101,0,3,2,0,2,1,0.4646666666666666
Process101,0,3,2,0,2,2,0.49066666666666664
Process101,0,3,2,0,2,3,0.47199999999999975
Process101,0,3,2,0,3,0,0.46666666666666645
Process101,0,3,2,0,3,1,0.45266666666666644
Process101,0,3,2,0,3,2,0.3986666666666666
Process101,0,3,2,0,3,3,0.47466666666666646
Process101,0,3,2,1,0,0,0.46266666666666645
Process101,0,3,2,1,0,1,0.45466666666666644
Process101,0,3,2,1,0,2,0.4506666666666665
Process101,0,3,2,1,0,3,0.45933333333333304
Process101,0,3,2,1,1,0,0.44799999999999973
Process101,0,3,2,1,1,1,0.46733333333333316
Process101,0,3,2,1,1,2,0.46399999999999975
Process101,0,3,2,1,1,3,0.4193333333333331
Process101,0,3,2,1,2,0,0.392
Process101,0,3,2,1,2,1,0.4439999999999998
Process101,0,3,2,1,2,2,0.45933333333333315
Process101,0,3,2,1,2,3,0.3773333333333333
Process101,0,3,2,1,3,0,0.4199999999999998
Process101,0,3,2,1,3,1,0.38399999999999995
Process101,0,3,2,1,3,2,0.4353333333333332
Process101,0,3,2,1,3,3,0.4379999999999997
Process101,0,3,2,2,0,0,0.4306666666666664
Process101,0,3,2,2,0,1,0.4266666666666664
Process101,0,3,2,2,0,2,0.447333333333333
Process101,0,3,2,2,0,3,0.37400000000000005
Process101,0,3,2,2,1,0,0.46666666666666634
Process101,0,3,2,2,1,1,0.46333333333333304
Process101,0,3,2,2,1,2,0.4126666666666666
Process101,0,3,2,2,1,3,0.4353333333333332
Process101,0,3,2,2,2,0,0.4506666666666664
Process101,0,3,2,2,2,1,0.45199999999999985
Process101,0,3,2,2,2,2,0.4126666666666665
Process101,0,3,2,2,2,3,0.3933333333333332
Process101,0,3,2,2,3,0,0.4159999999999998
Process101,0,3,2,2,3,1,0.4486666666666663
Process101,0,3,2,2,3,2,0.4086666666666665
Process101,0,3,2,2,3,3,0.4199999999999998
Process101,0,3,2,3,0,0,0.47399999999999975
Process101,0,3,2,3,0,1,0.4186666666666664
Process101,0,3,2,3,0,2,0.46666666666666656
Process101,0,3,2,3,0,3,0.4186666666666665
Process101,0,3,2,3,1,0,0.4773333333333331
Process101,0,3,2,3,1,1,0.3973333333333332
Process101,0,3,2,3,1,2,0.3766666666666667
Process101,0,3,2,3,1,3,0.42866666666666664
Process101,0,3,2,3,2,0,0.4006666666666665
Process101,0,3,2,3,2,1,0.4479999999999998
Process101,0,3,2,3,2,2,0.43666666666666654
Process101,0,3,2,3,2,3,0.4406666666666663
Process101,0,3,2,3,3,0,0.4073333333333332
Process101,0,3,2,3,3,1,0.46799999999999986
Process101,0,3,2,3,3,2,0.40733333333333316
Process101,0,3,2,3,3,3,0.3939999999999999
Process101,0,3,3,0,0,0,0.47399999999999975
Process101,0,3,3,0,0,1,0.45599999999999985
Process101,0,3,3,0,0,2,0.46599999999999986
Process101,0,3,3,0,0,3,0.4806666666666666
Process101,0,3,3,0,1,0,0.4206666666666665
Process101,0,3,3,0,1,1,0.47933333333333317
Process101,0,3,3,0,1,2,0.4813333333333331
Process101,0,3,3,0,1,3,0.45599999999999985
Process101,0,3,3,0,2,0,0.47466666666666646
Process101,0,3,3,0,2,1,0.4093333333333331
Process101,0,3,3,0,2,2,0.42666666666666647
Process101,0,3,3,0,2,3,0.44866666666666644
Process101,0,3,3,0,3,0,0.46999999999999986
Process101,0,3,3,0,3,1,0.4626666666666664
Process101,0,3,3,0,3,2,0.47466666666666646
Process101,0,3,3,0,3,3,0.4873333333333333
Process101,0,3,3,1,0,0,0.44133333333333313
Process101,0,3,3,1,0,1,0.4173333333333331
Process101,0,3,3,1,0,2,0.4366666666666665
Process101,0,3,3,1,0,3,0.42399999999999977
Process101,0,3,3,1,1,0,0.45733333333333315
Process101,0,3,3,1,1,1,0.4386666666666664
Process101,0,3,3,1,1,2,0.47333333333333316
Process101,0,3,3,1,1,3,0.3993333333333332
Process101,0,3,3,1,2,0,0.45599999999999974
Process101,0,3,3,1,2,1,0.3833333333333333
Process101,0,3,3,1,2,2,0.47666666666666646
Process101,0,3,3,1,2,3,0.4073333333333332
Process101,0,3,3,1,3,0,0.45733333333333326
Process101,0,3,3,1,3,1,0.43199999999999983
Process101,0,3,3,1,3,2,0.4306666666666666
Process101,0,3,3,1,3,3,0.4399999999999998
Process101,0,3,3,2,0,0,0.4153333333333332
Process101,0,3,3,2,0,1,0.4539999999999997
Process101,0,3,3,2,0,2,0.40666666666666657
Process101,0,3,3,2,0,3,0.4173333333333331
Process101,0,3,3,2,1,0,0.3979999999999999
Process101,0,3,3,2,1,1,0.4359999999999997
Process101,0,3,3,2,1,2,0.4386666666666663
Process101,0,3,3,2,1,3,0.38866666666666655
Process101,0,3,3,2,2,0,0.43466666666666665
Process101,0,3,3,2,2,1,0.44333333333333313
Process101,0,3,3,2,2,2,0.4093333333333332
Process101,0,3,3,2,2,3,0.4166666666666665
Process101,0,3,3,2,3,0,0.46266666666666645
Process101,0,3,3,2,3,1,0.4326666666666664
Process101,0,3,3,2,3,2,0.3560000000000001
Process101,0,3,3,2,3,3,0.4273333333333331
Process101,0,3,3,3,0,0,0.4233333333333331
Process101,0,3,3,3,0,1,0.4066666666666665
Process101,0,3,3,3,0,2,0.4359999999999997
Process101,0,3,3,3,0,3,0.4539999999999997
Process101,0,3,3,3,1,0,0.41599999999999987
Process101,0,3,3,3,1,1,0.42599999999999977
Process101,0,3,3,3,1,2,0.3906666666666666
Process101,0,3,3,3,1,3,0.4133333333333331
Process101,0,3,3,3,2,0,0.4219999999999998
Process101,0,3,3,3,2,1,0.44066666666666643
Process101,0,3,3,3,2,2,0.4246666666666665
Process101,0,3,3,3,2,3,0.43533333333333313
Process101,0,3,3,3,3,0,0.3993333333333332
Process101,0,3,3,3,3,1,0.4533333333333329
Process101,0,3,3,3,3,2,0.2986666666666669
Process101,0,3,3,3,3,3,0.4206666666666665
Process101,1,0,0,0,0,0,0.5220000000000002
Process101,1,0,0,0,0,1,0.48333333333333317
Process101,1,0,0,0,0,2,0.5340000000000003
Process101,1,0,0,0,0,3,0.506
Process101,1,0,0,0,1,0,0.4953333333333333
Process101,1,0,0,0,1,1,0.4933333333333333
Process101,1,0,0,0,1,2,0.4979999999999999
Process101,1,0,0,0,1,3,0.5173333333333334
Process101,1,0,0,0,2,0,0.5113333333333334
Process101,1,0,0,0,2,1,0.5200000000000002
Process101,1,0,0,0,2,2,0.4906666666666666
Process101,1,0,0,0,2,3,0.48199999999999976
Process101,1,0,0,0,3,0,0.508
Process101,1,0,0,0,3,1,0.5200000000000002
Process101,1,0,0,0,3,2,0.48799999999999993
Process101,1,0,0,0,3,3,0.5106666666666666
Process101,1,0,0,1,0,0,0.5040000000000001
Process101,1,0,0,1,0,1,0.48333333333333317
Process101,1,0,0,1,0,2,0.4853333333333332
Process101,1,0,0,1,0,3,0.46533333333333315
Process101,1,0,0,1,1,0,0.5000000000000001
Process101,1,0,0,1,1,1,0.46399999999999963
Process101,1,0,0,1,1,2,0.4919999999999997
Process101,1,0,0,1,1,3,0.5166666666666667
Process101,1,0,0,1,2,0,0.5153333333333334
Process101,1,0,0,1,2,1,0.506
Process101,1,0,0,1,2,2,0.482
Process101,1,0,0,1,2,3,0.49133333333333307
Process101,1,0,0,1,3,0,0.4986666666666666
Process101,1,0,0,1,3,1,0.5146666666666668
Process101,1,0,0,1,3,2,0.4753333333333333
Process101,1,0,0,1,3,3,0.5180000000000002
Process101,1,0,0,2,0,0,0.45599999999999963
Process101,1,0,0,2,0,1,0.47399999999999964
Process101,1,0,0,2,0,2,0.45199999999999974
Process101,1,0,0,2,0,3,0.47599999999999965
Process101,1,0,0,2,1,0,0.47199999999999986
Process101,1,0,0,2,1,1,0.512
Process101,1,0,0,2,1,2,0.45799999999999974
Process101,1,0,0,2,1,3,0.4579999999999997
Process101,1,0,0,2,2,0,0.4980000000000001
Process101,1,0,0,2,2,1,0.4893333333333334
Process101,1,0,0,2,2,2,0.45199999999999974
Process101,1,0,0,2,2,3,0.4899999999999999
Process101,1,0,0,2,3,0,0.49666666666666665
Process101,1,0,0,2,3,1,0.4599999999999998
Process101,1,0,0,2,3,2,0.441333333333333
Process101,1,0,0,2,3,3,0.4826666666666666
Process101,1,0,0,3,0,0,0.4399999999999997
Process101,1,0,0,3,0,1,0.47666666666666646
Process101,1,0,0,3,0,2,0.43066666666666653
Process101,1,0,0,3,0,3,0.47533333333333316
Process101,1,0,0,3,1,0,0.48533333333333323
Process101,1,0,0,3,1,1,0.4606666666666664
Process101,1,0,0,3,1,2,0.4806666666666666
Process101,1,0,0,3,1,3,0.46666666666666645
Process101,1,0,0,3,2,0,0.43066666666666653
Process101,1,0,0,3,2,1,0.4506666666666664
Process101,1,0,0,3,2,2,0.4379999999999997
Process101,1,0,0,3,2,3,0.44933333333333303
Process101,1,0,0,3,3,0,0.4799999999999999
Process101,1,0,0,3,3,1,0.4833333333333333
Process101,1,0,0,3,3,2,0.4646666666666664
Process101,1,0,0,3,3,3,0.4286666666666664
Process101,1,0,1,0,0,0,0.4946666666666666
Process101,1,0,1,0,0,1,0.5006666666666668
Process101,1,0,1,0,0,2,0.4946666666666665
Process101,1,0,1,0,0,3,0.4873333333333333
Process101,1,0,1,0,1,0,0.4966666666666667
Process101,1,0,1,0,1,1,0.51
Process101,1,0,1,0,1,2,0.5153333333333335
Process101,1,0,1,0,1,3,0.5080000000000001
Process101,1,0,1,0,2,0,0.5266666666666668
Process101,1,0,1,0,2,1,0.5186666666666668
Process101,1,0,1,0,2,2,0.4933333333333333
Process101,1,0,1,0,2,3,0.5046666666666667
Process101,1,0,1,0,3,0,0.5086666666666666
Process101,1,0,1,0,3,1,0.5026666666666667
Process101,1,0,1,0,3,2,0.5153333333333336
Process101,1,0,1,0,3,3,0.48399999999999976
Process101,1,0,1,1,0,0,0.5133333333333334
Process101,1,0,1,1,0,1,0.45799999999999974
Process101,1,0,1,1,0,2,0.4986666666666667
Process101,1,0,1,1,0,3,0.45733333333333304
Process101,1,0,1,1,1,0,0.4986666666666664
Process101,1,0,1,1,1,1,0.5093333333333334
Process101,1,0,1,1,1,2,0.4826666666666666
Process101,1,0,1,1,1,3,0.4719999999999998
Process101,1,0,1,1,2,0,0.4773333333333333
Process101,1,0,1,1,2,1,0.5073333333333334
Process101,1,0,1,1,2,2,0.45799999999999974
Process101,1,0,1,1,2,3,0.4859999999999999
Process101,1,0,1,1,3,0,0.47933333333333306
Process101,1,0,1,1,3,1,0.486
Process101,1,0,1,1,3,2,0.47066666666666657
Process101,1,0,1,1,3,3,0.46333333333333315
Process101,1,0,1,2,0,0,0.44933333333333303
Process101,1,0,1,2,0,1,0.4153333333333332
Process101,1,0,1,2,0,2,0.45799999999999974
