model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS
Process25,3,2,0,1,0,1,1,8,0.586206897,0.586206897,0.525961039,0.705660377,0.4875
Process25,3,2,0,1,0,1,2,9,0.539130435,0.539130435,0.509314815,0.683206107,0.5325
Process25,3,2,0,1,0,1,3,10,0.714285714,0.714285714,0.580181818,0.771217712,0.31
Process25,3,2,0,1,0,2,0,8,0.621848739,0.621848739,0.543152187,0.720149254,0.535
Process25,3,2,0,1,0,2,1,9,0.869565217,0.869565217,0.679333333,0.839857651,0.4525
Process25,3,2,0,1,0,2,2,10,0.730434783,0.730434783,0.587416667,0.776556777,0.4825
Process25,3,2,0,1,0,2,3,11,0.27027027,0.27027027,0.430191721,0.548780488,0.2375
Process25,3,2,0,1,0,3,0,9,0.827586207,0.827586207,0.654333333,0.82078853,0.4825
Process25,3,2,0,1,0,3,1,10,0.614035088,0.614035088,0.536058442,0.721804511,0.475
Process25,3,2,0,1,0,3,2,11,0.620689655,0.620689655,0.539307692,0.722846442,0.3925
Process25,3,2,0,1,0,3,3,12,0.460176991,0.460176991,0.480119048,0.645914397,0.51
Process25,3,2,0,1,1,0,0,7,0.735042735,0.735042735,0.592141026,0.777372263,0.4125
Process25,3,2,0,1,1,0,1,8,0.605042017,0.605042017,0.532419414,0.711610487,0.445
Process25,3,2,0,1,1,0,2,9,0.504347826,0.504347826,0.495035567,0.665384615,0.495
Process25,3,2,0,1,1,0,3,10,0.280991736,0.280991736,0.43345098,0.528225806,0.37
Process25,3,2,0,1,1,1,0,8,0.796610169,0.796610169,0.626559441,0.805755396,0.4825
Process25,3,2,0,1,1,1,1,9,0.694915254,0.694915254,0.573917249,0.757352941,0.4475
Process25,3,2,0,1,1,1,2,10,0.765217391,0.765217391,0.609690909,0.792727273,0.495
Process25,3,2,0,1,1,1,3,11,0.342342342,0.342342342,0.447300752,0.588,0.3225
Process25,3,2,0,1,1,2,0,9,0.820512821,0.820512821,0.646980237,0.817204301,0.4275
Process25,3,2,0,1,1,2,1,10,0.852173913,0.852173913,0.67125,0.832142857,0.52
Process25,3,2,0,1,1,2,2,11,0.396551724,0.396551724,0.464193461,0.606299213,0.345
Process25,3,2,0,1,1,2,3,12,0.508474576,0.508474576,0.499494216,0.662835249,0.3325
Process25,3,2,0,1,1,3,0,10,0.628099174,0.628099174,0.554135198,0.721189591,0.36
Process25,3,2,0,1,1,3,1,11,0.50877193,0.50877193,0.495962963,0.669230769,0.4925
Process25,3,2,0,1,1,3,2,12,0.365217391,0.365217391,0.452021552,0.591269841,0.3525
Process25,3,2,0,1,1,3,3,13,0.513274336,0.513274336,0.49745584,0.673076923,0.12
Process25,3,2,0,1,2,0,0,8,0.611570248,0.611570248,0.539371795,0.712686567,0.2175
Process25,3,2,0,1,2,0,1,9,0.487804878,0.487804878,0.497988095,0.643678161,0.355
Process25,3,2,0,1,2,0,2,10,0.444444444,0.444444444,0.475266667,0.647058824,0.265
Process25,3,2,0,1,2,0,3,11,0.407079646,0.407079646,0.468368359,0.618110236,0.33
Process25,3,2,0,1,2,1,0,9,0.7,0.7,0.575080952,0.758241758,0.4675
Process25,3,2,0,1,2,1,1,10,0.453781513,0.453781513,0.480965054,0.631782946,0.525
Process25,3,2,0,1,2,1,2,11,0.588235294,0.588235294,0.528234848,0.703007519,0.5125
Process25,3,2,0,1,2,1,3,12,0.434782609,0.434782609,0.473119048,0.62890625,0.445
Process25,3,2,0,1,2,2,0,10,0.571428571,0.571428571,0.52,0.694339623,0.4875
Process25,3,2,0,1,2,2,1,11,0.716666667,0.716666667,0.586033267,0.766423358,0.45
Process25,3,2,0,1,2,2,2,12,0.551724138,0.551724138,0.512333333,0.688212928,0.3725
Process25,3,2,0,1,2,2,3,13,0.434782609,0.434782609,0.47337931,0.62890625,0.4025
Process25,3,2,0,1,2,3,0,11,0.615384615,0.615384615,0.539666667,0.719101124,0.425
Process25,3,2,0,1,2,3,1,12,0.556521739,0.556521739,0.521752933,0.692015209,0.4
Process25,3,2,0,1,2,3,2,13,0.414414414,0.414414414,0.465625272,0.625984252,0.3075
Process25,3,2,0,1,2,3,3,14,0.288461538,0.288461538,0.427149194,0.577235772,0.3375
Process25,3,2,0,1,3,0,0,9,0.583333333,0.583333333,0.525189103,0.69924812,0.5025
Process25,3,2,0,1,3,0,1,10,0.457627119,0.457627119,0.478859583,0.635658915,0.46
Process25,3,2,0,1,3,0,2,11,0.862068966,0.862068966,0.670090909,0.836298932,0.5175
Process25,3,2,0,1,3,0,3,12,0.566666667,0.566666667,0.520248701,0.690566038,0.42
Process25,3,2,0,1,3,1,0,10,0.826446281,0.826446281,0.645545455,0.818505338,0.2675
Process25,3,2,0,1,3,1,1,11,0.717948718,0.717948718,0.583125874,0.769230769,0.4025
Process25,3,2,0,1,3,1,2,12,0.469565217,0.469565217,0.485960864,0.647286822,0.415
Process25,3,2,0,1,3,1,3,13,0.576271186,0.576271186,0.523039857,0.698113208,0.4275
Process25,3,2,0,1,3,2,0,11,0.585365854,0.585365854,0.528224548,0.696629213,0.46
Process25,3,2,0,1,3,2,1,12,0.666666667,0.666666667,0.558168831,0.747211896,0.4025
Process25,3,2,0,1,3,2,2,13,0.322033898,0.322033898,0.442375,0.56,0.43
Process25,3,2,0,1,3,2,3,14,0.605504587,0.605504587,0.533805195,0.723484848,0.485
Process25,3,2,0,1,3,3,0,12,0.655172414,0.655172414,0.557303593,0.739776952,0.55
Process25,3,2,0,1,3,3,1,13,0.41025641,0.41025641,0.466718609,0.611764706,0.3525
Process25,3,2,0,1,3,3,2,14,0.438596491,0.438596491,0.477649123,0.6328125,0.39
Process25,3,2,0,1,3,3,3,15,0.330434783,0.330434783,0.442909091,0.572,0.43
Process25,3,2,0,2,0,0,0,7,0.796610169,0.796610169,0.609854798,0.795138889,0.45
Process25,3,2,0,2,0,0,1,8,0.533333333,0.533333333,0.484072064,0.666666667,0.41
Process25,3,2,0,2,0,0,2,9,0.371681416,0.371681416,0.428463235,0.595419847,0.3575
Process25,3,2,0,2,0,0,3,10,0.20754717,0.20754717,0.385604167,0.527777778,0.3575
Process25,3,2,0,2,0,1,0,8,0.722689076,0.722689076,0.563685581,0.76056338,0.4025
Process25,3,2,0,2,0,1,1,9,0.576271186,0.576271186,0.501967738,0.690909091,0.4125
Process25,3,2,0,2,0,1,2,10,0.230088496,0.230088496,0.394122312,0.519685039,0.2825
Process25,3,2,0,2,0,1,3,11,0.407079646,0.407079646,0.439875,0.613636364,0.3825
Process25,3,2,0,2,0,2,0,9,0.752136752,0.752136752,0.578675,0.775438596,0.405
Process25,3,2,0,2,0,2,1,10,0.551724138,0.551724138,0.487018678,0.681318681,0.3675
Process25,3,2,0,2,0,2,2,11,0.5,0.5,0.469104437,0.655555556,0.4325
Process25,3,2,0,2,0,2,3,12,0.517241379,0.517241379,0.478588963,0.664206642,0.38
Process25,3,2,0,2,0,3,0,10,0.52173913,0.52173913,0.478894859,0.667896679,0.335
Process25,3,2,0,2,0,3,1,11,0.452173913,0.452173913,0.452659382,0.632958801,0.3325
Process25,3,2,0,2,0,3,2,12,0.353982301,0.353982301,0.423875,0.586206897,0.35
Process25,3,2,0,2,0,3,3,13,0.188034188,0.188034188,0.385,0.484126984,0.3425
Process25,3,2,0,2,1,0,0,8,0.789915966,0.789915966,0.60707702,0.791666667,0.48
Process25,3,2,0,2,1,0,1,9,0.455284553,0.455284553,0.457443627,0.620817844,0.3675
Process25,3,2,0,2,1,0,2,10,0.350877193,0.350877193,0.424387733,0.582375479,0.355
Process25,3,2,0,2,1,0,3,11,0.260869565,0.260869565,0.400759615,0.53125,0.3
Process25,3,2,0,2,1,1,0,9,0.638655462,0.638655462,0.525603956,0.720430108,0.0675
Process25,3,2,0,2,1,1,1,10,0.454545455,0.454545455,0.453028846,0.642857143,0.4525
Process25,3,2,0,2,1,1,2,11,0.386554622,0.386554622,0.438559729,0.590909091,0.3175
Process25,3,2,0,2,1,1,3,12,0.355932203,0.355932203,0.424955495,0.576335878,0.4425
Process25,3,2,0,2,1,2,0,10,0.547008547,0.547008547,0.48996433,0.677655678,0.34
Process25,3,2,0,2,1,2,1,11,0.474576271,0.474576271,0.464344956,0.639405204,0.4675
Process25,3,2,0,2,1,2,2,12,0.310344828,0.310344828,0.414438218,0.555984556,0.38
Process25,3,2,0,2,1,2,3,13,0.239316239,0.239316239,0.396068182,0.51372549,0.3375
Process25,3,2,0,2,1,3,0,11,0.711864407,0.711864407,0.561575855,0.756183746,0.51
Process25,3,2,0,2,1,3,1,12,0.327868852,0.327868852,0.418869048,0.551724138,0.3775
Process25,3,2,0,2,1,3,2,13,0.490909091,0.490909091,0.464028846,0.660447761,0.41
Process25,3,2,0,2,1,3,3,14,0.52173913,0.52173913,0.481574902,0.667896679,0.355
Process25,3,2,0,2,2,0,0,9,0.694214876,0.694214876,0.550223485,0.745583039,0.3925
Process25,3,2,0,2,2,0,1,10,0.474576271,0.474576271,0.46181316,0.639405204,0.3075
Process25,3,2,0,2,2,0,2,11,0.455284553,0.455284553,0.464860294,0.620817844,0.3925
Process25,3,2,0,2,2,0,3,12,0.457627119,0.457627119,0.455800339,0.630597015,0.38
Process25,3,2,0,2,2,1,0,10,0.733333333,0.733333333,0.571723485,0.764912281,0.3275
Process25,3,2,0,2,2,1,1,11,0.743801653,0.743801653,0.574065853,0.769230769,0.3725
Process25,3,2,0,2,2,1,2,12,0.431034483,0.431034483,0.445528846,0.620300752,0.3975
Process25,3,2,0,2,2,1,3,13,0.422018349,0.422018349,0.445103054,0.628787879,0.3525
Process25,3,2,0,2,2,2,0,11,0.694915254,0.694915254,0.548798077,0.74822695,0.3775
Process25,3,2,0,2,2,2,1,12,0.444444444,0.444444444,0.452923387,0.625468165,0.2925
Process25,3,2,0,2,2,2,2,13,0.545454545,0.545454545,0.48459145,0.686346863,0.4725
Process25,3,2,0,2,2,2,3,14,0.472727273,0.472727273,0.459017857,0.651685393,0.445
Process25,3,2,0,2,2,3,0,12,0.717948718,0.717948718,0.563379895,0.759717314,0.45
Process25,3,2,0,2,2,3,1,13,0.64957265,0.64957265,0.529986111,0.727598566,0.3525
Process25,3,2,0,2,2,3,2,14,0.342342342,0.342342342,0.419289918,0.584615385,0.425
Process25,3,2,0,2,2,3,3,15,0.542372881,0.542372881,0.488541667,0.673992674,0.3425
Process25,3,2,0,2,3,0,0,10,0.715447154,0.715447154,0.573408467,0.754385965,0.4125
Process25,3,2,0,2,3,0,1,11,0.733333333,0.733333333,0.568875,0.764912281,0.36
Process25,3,2,0,2,3,0,2,12,0.357723577,0.357723577,0.430288814,0.566539924,0.395
Process25,3,2,0,2,3,0,3,13,0.536585366,0.536585366,0.488173246,0.664233577,0.2325
Process25,3,2,0,2,3,1,0,11,0.710743802,0.710743802,0.555964744,0.753521127,0.4425
Process25,3,2,0,2,3,1,1,12,0.548387097,0.548387097,0.495348684,0.669090909,0.38
Process25,3,2,0,2,3,1,2,13,0.638655462,0.638655462,0.527329545,0.720430108,0.335
Process25,3,2,0,2,3,1,3,14,0.434782609,0.434782609,0.447192678,0.62406015,0.3025
Process25,3,2,0,2,3,2,0,12,0.776859504,0.776859504,0.594869505,0.784722222,0.4425
Process25,3,2,0,2,3,2,1,13,0.470588235,0.470588235,0.462303571,0.635687732,0.415
Process25,3,2,0,2,3,2,2,14,0.324786325,0.324786325,0.418322964,0.561538462,0.36
Process25,3,2,0,2,3,2,3,15,0.644628099,0.644628099,0.525964744,0.721428571,0.35
Process25,3,2,0,2,3,3,0,13,0.533333333,0.533333333,0.48082195,0.666666667,0.42
Process25,3,2,0,2,3,3,1,14,0.389830508,0.389830508,0.434538504,0.59469697,0.3275
Process25,3,2,0,2,3,3,2,15,0.347107438,0.347107438,0.42673151,0.564885496,0.3675
Process25,3,2,0,2,3,3,3,16,0.442477876,0.442477876,0.449708333,0.631578947,0.445
Process25,3,2,0,3,0,0,0,8,0.638655462,0.638655462,0.506110644,0.712802768,0.3
Process25,3,2,0,3,0,0,1,9,0.31147541,0.31147541,0.392455495,0.540740741,0.3125
Process25,3,2,0,3,0,0,2,10,0.426229508,0.426229508,0.428866802,0.602888087,0.3625
Process25,3,2,0,3,0,0,3,11,0.307692308,0.307692308,0.390896359,0.550185874,0.305
Process25,3,2,0,3,0,1,0,9,0.672268908,0.672268908,0.520039216,0.728522337,0.4
Process25,3,2,0,3,0,1,1,10,0.302521008,0.302521008,0.390383913,0.542750929,0.33
Process25,3,2,0,3,0,1,2,11,0.431034483,0.431034483,0.425765582,0.615942029,0.3775
Process25,3,2,0,3,0,1,3,12,0.239316239,0.239316239,0.373515406,0.513207547,0.33
Process25,3,2,0,3,0,2,0,10,0.547008547,0.547008547,0.466949982,0.671378092,0.3825
Process25,3,2,0,3,0,2,1,11,0.504504505,0.504504505,0.450005882,0.659498208,0.4975
Process25,3,2,0,3,0,2,2,12,0.598290598,0.598290598,0.48839819,0.695804196,0.405
Process25,3,2,0,3,0,2,3,13,0.444444444,0.444444444,0.432349328,0.620938628,0.365
Process25,3,2,0,3,0,3,0,11,0.694915254,0.694915254,0.529813575,0.739726027,0.46
Process25,3,2,0,3,0,3,1,12,0.338983051,0.338983051,0.401435721,0.564575646,0.3875
Process25,3,2,0,3,0,3,2,13,0.495726496,0.495726496,0.446841161,0.646428571,0.4525
Process25,3,2,0,3,0,3,3,14,0.347826087,0.347826087,0.401685049,0.575645756,0.4175
Process25,3,2,0,3,1,0,0,9,0.731707317,0.731707317,0.558957552,0.753378378,0.3575
Process25,3,2,0,3,1,0,1,10,0.606557377,0.606557377,0.495990731,0.694444444,0.3525
Process25,3,2,0,3,1,0,2,11,0.3,0.3,0.389801603,0.539033457,0.3325
Process25,3,2,0,3,1,0,3,12,0.545454545,0.545454545,0.466772122,0.665492958,0.35
Process25,3,2,0,3,1,1,0,10,0.524590164,0.524590164,0.460682894,0.653710247,0.31
Process25,3,2,0,3,1,1,1,11,0.483333333,0.483333333,0.446668845,0.635714286,0.38
Process25,3,2,0,3,1,1,2,12,0.227642276,0.227642276,0.374402852,0.490566038,0.345
Process25,3,2,0,3,1,1,3,13,0.237288136,0.237288136,0.373938025,0.509433962,0.3125
Process25,3,2,0,3,1,2,0,11,0.610169492,0.610169492,0.493468509,0.700348432,0.4725
Process25,3,2,0,3,1,2,1,12,0.469565217,0.469565217,0.438067951,0.636690647,0.51
Process25,3,2,0,3,1,2,2,13,0.508474576,0.508474576,0.453872549,0.651245552,0.425
Process25,3,2,0,3,1,2,3,14,0.327586207,0.327586207,0.397156863,0.562962963,0.3875
Process25,3,2,0,3,1,3,0,12,0.677419355,0.677419355,0.520980241,0.726962457,0.4275
Process25,3,2,0,3,1,3,1,13,0.43697479,0.43697479,0.429475113,0.613718412,0.3125
Process25,3,2,0,3,1,3,2,14,0.644067797,0.644067797,0.510422549,0.716262976,0.4375
Process25,3,2,0,3,1,3,3,15,0.339285714,0.339285714,0.398128342,0.577777778,0.3425
Process25,3,2,0,3,2,0,0,10,0.578512397,0.578512397,0.480455882,0.681818182,0.375
Process25,3,2,0,3,2,0,1,11,0.433333333,0.433333333,0.426708213,0.610108303,0.465
Process25,3,2,0,3,2,0,2,12,0.487804878,0.487804878,0.44698556,0.633451957,0.265
Process25,3,2,0,3,2,0,3,13,0.482758621,0.482758621,0.443387201,0.641577061,0.355
Process25,3,2,0,3,2,1,0,11,0.416666667,0.416666667,0.42237488,0.601449275,0.4
Process25,3,2,0,3,2,1,1,12,0.6,0.6,0.487039216,0.693379791,0.4275
Process25,3,2,0,3,2,1,2,13,0.5,0.5,0.45116225,0.644128114,0.37
Process25,3,2,0,3,2,1,3,14,0.52892562,0.52892562,0.461372549,0.657243816,0.305
Process25,3,2,0,3,2,2,0,12,0.457627119,0.457627119,0.433924008,0.625899281,0.49
Process25,3,2,0,3,2,2,1,13,0.396694215,0.396694215,0.421286004,0.589090909,0.3575
Process25,3,2,0,3,2,2,2,14,0.533333333,0.533333333,0.465294118,0.660777385,0.4
Process25,3,2,0,3,2,2,3,15,0.516666667,0.516666667,0.456352941,0.65248227,0.3675
Process25,3,2,0,3,2,3,0,13,0.610169492,0.610169492,0.49364819,0.700348432,0.345
Process25,3,2,0,3,2,3,1,14,0.469565217,0.469565217,0.446731856,0.636690647,0.365
Process25,3,2,0,3,2,3,2,15,0.508474576,0.508474576,0.461005654,0.651245552,0.3625
Process25,3,2,0,3,2,3,3,16,0.264150943,0.264150943,0.376842979,0.554716981,0.3825
Process25,3,2,0,3,3,0,0,11,0.380952381,0.380952381,0.413207344,0.570909091,0.445
Process25,3,2,0,3,3,0,1,12,0.383333333,0.383333333,0.413771672,0.583941606,0.31
Process25,3,2,0,3,3,0,2,13,0.4,0.4,0.418800905,0.592727273,0.3325
Process25,3,2,0,3,3,0,3,14,0.338983051,0.338983051,0.403224401,0.564575646,0.325
Process25,3,2,0,3,3,1,0,12,0.561983471,0.561983471,0.473471355,0.673684211,0.47
Process25,3,2,0,3,3,1,1,13,0.347107438,0.347107438,0.40201634,0.5625,0.4075
Process25,3,2,0,3,3,1,2,14,0.305084746,0.305084746,0.390060049,0.546468401,0.4125
Process25,3,2,0,3,3,1,3,15,0.453781513,0.453781513,0.434294118,0.622302158,0.265
Process25,3,2,0,3,3,2,0,13,0.426229508,0.426229508,0.428599258,0.602888087,0.35
Process25,3,2,0,3,3,2,1,14,0.41322314,0.41322314,0.421414216,0.597826087,0.4575
Process25,3,2,0,3,3,2,2,15,0.469565217,0.469565217,0.439850113,0.636690647,0.3975
Process25,3,2,0,3,3,2,3,16,0.25210084,0.25210084,0.376525327,0.515037594,0.3325
Process25,3,2,0,3,3,3,0,14,0.666666667,0.666666667,0.516767654,0.727586207,0.415
Process25,3,2,0,3,3,3,1,15,0.280991736,0.280991736,0.387261112,0.526119403,0.315
Process25,3,2,0,3,3,3,2,16,0.47706422,0.47706422,0.438028959,0.649819495,0.3825
Process25,3,2,0,3,3,3,3,17,0.605042017,0.605042017,0.492205882,0.696864111,0.3925
Process25,3,2,1,0,0,0,0,6,0.877192982,0.877192982,0.727937063,0.869731801,0.5825
Process25,3,2,1,0,0,0,1,7,0.576576577,0.576576577,0.503344644,0.68442623,0.5
Process25,3,2,1,0,0,0,2,8,0.527272727,0.527272727,0.532714286,0.692,0.425
Process25,3,2,1,0,0,0,3,9,0.558558559,0.558558559,0.543180616,0.706349206,0.3425
Process25,3,2,1,0,0,1,0,7,0.824561404,0.824561404,0.624095238,0.806949807,0.575
Process25,3,2,1,0,0,1,1,8,0.524271845,0.524271845,0.486333333,0.669456067,0.3475
Process25,3,2,1,0,0,1,2,9,0.418181818,0.418181818,0.494784799,0.635245902,0.3925
Process25,3,2,1,0,0,1,3,10,0.429906542,0.429906542,0.496964286,0.647540984,0.4725
Process25,3,2,1,0,0,2,0,8,0.849557522,0.849557522,0.717846154,0.857142857,0.46
Process25,3,2,1,0,0,2,1,9,0.532110092,0.532110092,0.489909091,0.663900415,0.235
Process25,3,2,1,0,0,2,2,10,0.424778761,0.424778761,0.496632331,0.632653061,0.3875
Process25,3,2,1,0,0,2,3,11,0.288461538,0.288461538,0.460714286,0.580508475,0.295
Process25,3,2,1,0,0,3,0,9,0.849557522,0.849557522,0.713435897,0.857142857,0.6225
Process25,3,2,1,0,0,3,1,10,0.672897196,0.672897196,0.588324675,0.766536965,0.4825
Process25,3,2,1,0,0,3,2,11,0.509090909,0.509090909,0.480549451,0.65,0.5175
Process25,3,2,1,0,0,3,3,12,0.283018868,0.283018868,0.455795871,0.572033898,0.36
Process25,3,2,1,0,1,0,0,7,0.842105263,0.842105263,0.635847042,0.815384615,0.435
Process25,3,2,1,0,1,0,1,8,0.730434783,0.730434783,0.579446886,0.75984252,0.395
Process25,3,2,1,0,1,0,2,9,0.454545455,0.454545455,0.505964286,0.654471545,0.395
Process25,3,2,1,0,1,0,3,10,0.444444444,0.444444444,0.501232804,0.653061224,0.28
Process25,3,2,1,0,1,1,0,8,0.849557522,0.849557522,0.655657143,0.819230769,0.4975
Process25,3,2,1,0,1,1,1,9,0.745454545,0.745454545,0.625133866,0.797709924,0.4325
Process25,3,2,1,0,1,1,2,10,0.26,0.26,0.449265422,0.576923077,0.2675
Process25,3,2,1,0,1,1,3,11,0.403508772,0.403508772,0.491697789,0.618852459,0.3775
Process25,3,2,1,0,1,2,0,9,0.818181818,0.818181818,0.623662698,0.805447471,0.39
Process25,3,2,1,0,1,2,1,10,0.421052632,0.421052632,0.496498034,0.628571429,0.405
Process25,3,2,1,0,1,2,2,11,0.678899083,0.678899083,0.590934643,0.76744186,0.43
Process25,3,2,1,0,1,2,3,12,0.442307692,0.442307692,0.500019841,0.659836066,0.3525
Process25,3,2,1,0,1,3,0,10,0.780952381,0.780952381,0.610190476,0.790513834,0.5075
Process25,3,2,1,0,1,3,1,11,0.592592593,0.592592593,0.584895937,0.736625514,0.45
Process25,3,2,1,0,1,3,2,12,0.641509434,0.641509434,0.569768831,0.752941176,0.4775
Process25,3,2,1,0,1,3,3,13,0.377358491,0.377358491,0.482464286,0.622406639,0.4025
Process25,3,2,1,0,2,0,0,8,0.886956522,0.886956522,0.738846154,0.874045802,0.5425
Process25,3,2,1,0,2,0,1,9,0.571428571,0.571428571,0.544644522,0.721115538,0.4475
Process25,3,2,1,0,2,0,2,10,0.508474576,0.508474576,0.52779786,0.669322709,0.485
Process25,3,2,1,0,2,0,3,11,0.320754717,0.320754717,0.469365266,0.592436975,0.33
Process25,3,2,1,0,2,1,0,9,0.732142857,0.732142857,0.61725974,0.790076336,0.4125
Process25,3,2,1,0,2,1,1,10,0.601769912,0.601769912,0.559714286,0.725490196,0.5625
Process25,3,2,1,0,2,1,2,11,0.504347826,0.504347826,0.523714286,0.672,0.3775
Process25,3,2,1,0,2,1,3,12,0.293577982,0.293577982,0.46324718,0.569620253,0.2975
Process25,3,2,1,0,2,2,0,10,0.859649123,0.859649123,0.719115995,0.861538462,0.5425
Process25,3,2,1,0,2,2,1,11,0.719298246,0.719298246,0.618652413,0.782442748,0.5
Process25,3,2,1,0,2,2,2,12,0.660714286,0.660714286,0.547840049,0.726907631,0.4375
Process25,3,2,1,0,2,2,3,13,0.614035088,0.614035088,0.562828764,0.73046875,0.505
Process25,3,2,1,0,2,3,0,11,0.771929825,0.771929825,0.596372294,0.78125,0.415
Process25,3,2,1,0,2,3,1,12,0.672727273,0.672727273,0.58832326,0.763565891,0.475
Process25,3,2,1,0,2,3,2,13,0.566037736,0.566037736,0.498415547,0.685950413,0.38
Process25,3,2,1,0,2,3,3,14,0.303571429,0.303571429,0.463942163,0.567226891,0.3425
Process25,3,2,1,0,3,0,0,9,0.849557522,0.849557522,0.639665224,0.819230769,0.4975
Process25,3,2,1,0,3,0,1,10,0.810344828,0.810344828,0.630645604,0.799227799,0.52
Process25,3,2,1,0,3,0,2,11,0.52173913,0.52173913,0.531272894,0.6812749,0.385
Process25,3,2,1,0,3,0,3,12,0.382608696,0.382608696,0.486492719,0.604938272,0.2575
Process25,3,2,1,0,3,1,0,10,0.854700855,0.854700855,0.717390387,0.858237548,0.6325
Process25,3,2,1,0,3,1,1,11,0.522522523,0.522522523,0.527418132,0.688,0.2175
Process25,3,2,1,0,3,1,2,12,0.303571429,0.303571429,0.466211243,0.567226891,0.4175
Process25,3,2,1,0,3,1,3,13,0.406779661,0.406779661,0.524651973,0.617021277,0.4925
Process25,3,2,1,0,3,2,0,11,0.796296296,0.796296296,0.655988095,0.821969697,0.47
Process25,3,2,1,0,3,2,1,12,0.530973451,0.530973451,0.497780388,0.657024793,0.4625
Process25,3,2,1,0,3,2,2,13,0.725663717,0.725663717,0.614688645,0.786259542,0.4875
Process25,3,2,1,0,3,2,3,14,0.469565217,0.469565217,0.512328505,0.653225806,0.3825
Process25,3,2,1,0,3,3,0,12,0.810344828,0.810344828,0.686118881,0.837209302,0.5875
Process25,3,2,1,0,3,3,1,13,0.660869565,0.660869565,0.53787619,0.724,0.4825
Process25,3,2,1,0,3,3,2,14,0.358490566,0.358490566,0.475110837,0.6125,0.32
Process25,3,2,1,0,3,3,3,15,0.45045045,0.45045045,0.505967218,0.650406504,0.295
Process25,3,2,1,1,0,0,0,7,0.736842105,0.736842105,0.557523077,0.753787879,0.6025
Process25,3,2,1,1,0,0,1,8,0.695652174,0.695652174,0.601633258,0.770114943,0.34
Process25,3,2,1,1,0,0,2,9,0.434782609,0.434782609,0.472508562,0.62890625,0.395
Process25,3,2,1,1,0,0,3,10,0.362068966,0.362068966,0.456117647,0.587301587,0.2425
Process25,3,2,1,1,0,1,0,8,0.747826087,0.747826087,0.565801587,0.758490566,0.6525
Process25,3,2,1,1,0,1,1,9,0.470588235,0.470588235,0.440245421,0.638211382,0.4025
Process25,3,2,1,1,0,1,2,10,0.561403509,0.561403509,0.544047619,0.703557312,0.4425
Process25,3,2,1,1,0,1,3,11,0.50877193,0.50877193,0.500353846,0.669230769,0.365
Process25,3,2,1,1,0,2,0,9,0.727272727,0.727272727,0.54865368,0.751908397,0.42
Process25,3,2,1,1,0,2,1,10,0.719298246,0.719298246,0.615456349,0.782442748,0.445
Process25,3,2,1,1,0,2,2,11,0.288461538,0.288461538,0.4332,0.577235772,0.3775
Process25,3,2,1,1,0,2,3,12,0.612612613,0.612612613,0.536126453,0.724528302,0.3175
Process25,3,2,1,1,0,3,0,10,0.702702703,0.702702703,0.539,0.739463602,0.465
Process25,3,2,1,1,0,3,1,11,0.527272727,0.527272727,0.501393569,0.684615385,0.36
Process25,3,2,1,1,0,3,2,12,0.6,0.6,0.530741838,0.71969697,0.3425
Process25,3,2,1,1,0,3,3,13,0.4,0.4,0.489529493,0.625514403,0.38
Process25,3,2,1,1,1,0,0,8,0.844827586,0.844827586,0.680690131,0.840740741,0.4675
Process25,3,2,1,1,1,0,1,9,0.75,0.75,0.600831169,0.782608696,0.4975
Process25,3,2,1,1,1,0,2,10,0.432432432,0.432432432,0.469857143,0.635294118,0.435
Process25,3,2,1,1,1,0,3,11,0.336134454,0.336134454,0.447930556,0.565737052,0.3875
Process25,3,2,1,1,1,1,0,9,0.564102564,0.564102564,0.482822775,0.662745098,0.3775
Process25,3,2,1,1,1,1,1,10,0.678571429,0.678571429,0.568893939,0.75464684,0.3875
Process25,3,2,1,1,1,1,2,11,0.452173913,0.452173913,0.477923077,0.638132296,0.3775
Process25,3,2,1,1,1,1,3,12,0.630630631,0.630630631,0.503383117,0.704280156,0.355
Process25,3,2,1,1,1,2,0,10,0.720720721,0.720720721,0.585608974,0.774907749,0.395
Process25,3,2,1,1,1,2,1,11,0.473684211,0.473684211,0.485527796,0.651162791,0.31
Process25,3,2,1,1,1,2,2,12,0.5,0.5,0.456583333,0.642570281,0.345
Process25,3,2,1,1,1,2,3,13,0.352941176,0.352941176,0.407,0.579166667,0.36
Process25,3,2,1,1,1,3,0,11,0.842105263,0.842105263,0.654914863,0.827956989,0.445
Process25,3,2,1,1,1,3,1,12,0.495238095,0.495238095,0.459355541,0.64516129,0.3875
Process25,3,2,1,1,1,3,2,13,0.377358491,0.377358491,0.413418214,0.582644628,0.4325
Process25,3,2,1,1,1,3,3,14,0.458715596,0.458715596,0.477357143,0.65234375,0.36
Process25,3,2,1,1,2,0,0,9,0.8,0.8,0.59425,0.785714286,0.4825
Process25,3,2,1,1,2,0,1,10,0.540540541,0.540540541,0.507238095,0.689655172,0.5025
Process25,3,2,1,1,2,0,2,11,0.612612613,0.612612613,0.499562771,0.6953125,0.4725
Process25,3,2,1,1,2,0,3,12,0.50877193,0.50877193,0.524669414,0.676,0.495
Process25,3,2,1,1,2,1,0,10,0.684210526,0.684210526,0.527380471,0.727969349,0.4825
