model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS
Process25,2,1,3,0,3,0,1,10,0.647058824,0.647058824,0.630943723,0.762790698,0.43
Process25,2,1,3,0,3,0,2,11,0.32,0.32,0.536267507,0.617511521,0.4425
Process25,2,1,3,0,3,0,3,12,0.258064516,0.258064516,0.466862745,0.56372549,0.365
Process25,2,1,3,0,3,1,0,10,0.707070707,0.707070707,0.521108974,0.717703349,0.175
Process25,2,1,3,0,3,1,1,11,0.568181818,0.568181818,0.510248918,0.697115385,0.4175
Process25,2,1,3,0,3,1,2,12,0.361904762,0.361904762,0.54702381,0.627272727,0.4425
Process25,2,1,3,0,3,1,3,13,0.382978723,0.382978723,0.549508547,0.666666667,0.3475
Process25,2,1,3,0,3,2,0,11,0.701030928,0.701030928,0.521192002,0.716346154,0.3725
Process25,2,1,3,0,3,2,1,12,0.617021277,0.617021277,0.580330225,0.746606335,0.44
Process25,2,1,3,0,3,2,2,13,0.387755102,0.387755102,0.506652661,0.620853081,0.24
Process25,2,1,3,0,3,2,3,14,0.3125,0.3125,0.532014027,0.625,0.3625
Process25,2,1,3,0,3,3,0,12,0.811881188,0.811881188,0.655285354,0.817757009,0.545
Process25,2,1,3,0,3,3,1,13,0.698113208,0.698113208,0.664090909,0.802521008,0.5625
Process25,2,1,3,0,3,3,2,14,0.485436893,0.485436893,0.53502381,0.66359447,0.4025
Process25,2,1,3,0,3,3,3,15,0.265306122,0.265306122,0.470238095,0.551219512,0.2925
Process25,2,1,3,1,0,0,0,7,0.707070707,0.707070707,0.61934563,0.784140969,0.4725
Process25,2,1,3,1,0,0,1,8,0.626262626,0.626262626,0.581833333,0.744394619,0.5
Process25,2,1,3,1,0,0,2,9,0.450980392,0.450980392,0.487438811,0.64,0.3425
Process25,2,1,3,1,0,0,3,10,0.446601942,0.446601942,0.571467283,0.678571429,0.5425
Process25,2,1,3,1,0,1,0,8,0.607843137,0.607843137,0.624549784,0.762931034,0.4275
Process25,2,1,3,1,0,1,1,9,0.530612245,0.530612245,0.512284382,0.688596491,0.35
Process25,2,1,3,1,0,1,2,10,0.505494505,0.505494505,0.501625874,0.688888889,0.345
Process25,2,1,3,1,0,1,3,11,0.528301887,0.528301887,0.598459472,0.716157205,0.4775
Process25,2,1,3,1,0,2,0,9,0.823529412,0.823529412,0.685234848,0.837606838,0.645
Process25,2,1,3,1,0,2,1,10,0.612244898,0.612244898,0.576,0.738738739,0.5775
Process25,2,1,3,1,0,2,2,11,0.247191011,0.247191011,0.429264214,0.568075117,0.2075
Process25,2,1,3,1,0,2,3,12,0.541666667,0.541666667,0.513731935,0.697368421,0.37
Process25,2,1,3,1,0,3,0,10,0.511627907,0.511627907,0.412643468,0.626213592,0.2375
Process25,2,1,3,1,0,3,1,11,0.490566038,0.490566038,0.506033183,0.653508772,0.41
Process25,2,1,3,1,0,3,2,12,0.378947368,0.378947368,0.460863248,0.618181818,0.37
Process25,2,1,3,1,0,3,3,13,0.294736842,0.294736842,0.525714286,0.618604651,0.39
Process25,2,1,3,1,1,0,0,8,0.66,0.66,0.473167967,0.68202765,0.3825
Process25,2,1,3,1,1,0,1,9,0.74,0.74,0.511079254,0.7239819,0.4525
Process25,2,1,3,1,1,0,2,10,0.407407407,0.407407407,0.524734432,0.639484979,0.35
Process25,2,1,3,1,1,0,3,11,0.316831683,0.316831683,0.495571644,0.607929515,0.4075
Process25,2,1,3,1,1,1,0,9,0.529411765,0.529411765,0.467171578,0.645454545,0.4125
Process25,2,1,3,1,1,1,1,10,0.264150943,0.264150943,0.484941584,0.564444444,0.445
Process25,2,1,3,1,1,1,2,11,0.395833333,0.395833333,0.42216317,0.58490566,0.4825
Process25,2,1,3,1,1,1,3,12,0.326086957,0.326086957,0.450401895,0.599078341,0.2575
Process25,2,1,3,1,1,2,0,10,0.585858586,0.585858586,0.443146853,0.643192488,0.4875
Process25,2,1,3,1,1,2,1,11,0.469387755,0.469387755,0.54103663,0.692307692,0.3775
Process25,2,1,3,1,1,2,2,12,0.421052632,0.421052632,0.509679487,0.646226415,0.3525
Process25,2,1,3,1,1,2,3,13,0.392156863,0.392156863,0.469331502,0.608108108,0.3925
Process25,2,1,3,1,1,3,0,11,0.515463918,0.515463918,0.504034965,0.682819383,0.4325
Process25,2,1,3,1,1,3,1,12,0.448979592,0.448979592,0.441425357,0.609302326,0.4325
Process25,2,1,3,1,1,3,2,13,0.371134021,0.371134021,0.463557692,0.609090909,0.2775
Process25,2,1,3,1,1,3,3,14,0.461538462,0.461538462,0.471378788,0.637254902,0.2975
Process25,2,1,3,1,2,0,0,9,0.880733945,0.880733945,0.713868687,0.8625,0.505
Process25,2,1,3,1,2,0,1,10,0.448979592,0.448979592,0.442472129,0.609302326,0.46
Process25,2,1,3,1,2,0,2,11,0.563106796,0.563106796,0.525603147,0.696969697,0.2725
Process25,2,1,3,1,2,0,3,12,0.37254902,0.37254902,0.496900183,0.601895735,0.5275
Process25,2,1,3,1,2,1,0,10,0.560747664,0.560747664,0.525001295,0.689655172,0.3675
Process25,2,1,3,1,2,1,1,11,0.485981308,0.485981308,0.583877803,0.691629956,0.5075
Process25,2,1,3,1,2,1,2,12,0.351648352,0.351648352,0.501521368,0.651982379,0.3575
Process25,2,1,3,1,2,1,3,13,0.309278351,0.309278351,0.532102122,0.62037037,0.3675
Process25,2,1,3,1,2,2,0,11,0.54368932,0.54368932,0.603943473,0.729257642,0.49
Process25,2,1,3,1,2,2,1,12,0.557692308,0.557692308,0.432935897,0.61971831,0.4125
Process25,2,1,3,1,2,2,2,13,0.404040404,0.404040404,0.470574359,0.621621622,0.3175
Process25,2,1,3,1,2,2,3,14,0.369565217,0.369565217,0.458205128,0.621004566,0.32
Process25,2,1,3,1,2,3,0,12,0.780952381,0.780952381,0.709330808,0.842975207,0.65
Process25,2,1,3,1,2,3,1,13,0.545454545,0.545454545,0.520395726,0.694323144,0.48
Process25,2,1,3,1,2,3,2,14,0.383838384,0.383838384,0.55171267,0.654545455,0.47
Process25,2,1,3,1,2,3,3,15,0.365384615,0.365384615,0.54566129,0.631818182,0.41
Process25,2,1,3,1,3,0,0,10,0.718446602,0.718446602,0.676388889,0.81512605,0.5475
Process25,2,1,3,1,3,0,1,11,0.537037037,0.537037037,0.552121212,0.683257919,0.335
Process25,2,1,3,1,3,0,2,12,0.505263158,0.505263158,0.458024476,0.64516129,0.3075
Process25,2,1,3,1,3,0,3,13,0.367346939,0.367346939,0.415435897,0.563981043,0.2875
Process25,2,1,3,1,3,1,0,11,0.653465347,0.653465347,0.468412587,0.677419355,0.4
Process25,2,1,3,1,3,1,1,12,0.4,0.4,0.473041026,0.617117117,0.3975
Process25,2,1,3,1,3,1,2,13,0.387096774,0.387096774,0.417384615,0.587677725,0.33
Process25,2,1,3,1,3,1,3,14,0.422018349,0.422018349,0.484074738,0.608888889,0.4625
Process25,2,1,3,1,3,2,0,12,0.68,0.68,0.667,0.8,0.5725
Process25,2,1,3,1,3,2,1,13,0.596153846,0.596153846,0.623518519,0.754310345,0.445
Process25,2,1,3,1,3,2,2,14,0.444444444,0.444444444,0.488355311,0.642857143,0.4025
Process25,2,1,3,1,3,2,3,15,0.303030303,0.303030303,0.446303771,0.566820276,0.32
Process25,2,1,3,1,3,3,0,13,0.68627451,0.68627451,0.490202991,0.694063927,0.4
Process25,2,1,3,1,3,3,1,14,0.442105263,0.442105263,0.440501115,0.612149533,0.38
Process25,2,1,3,1,3,3,2,15,0.270833333,0.270833333,0.387983516,0.514563107,0.385
Process25,2,1,3,1,3,3,3,16,0.509803922,0.509803922,0.506885781,0.671052632,0.2125
Process25,2,1,3,2,0,0,0,8,0.704761905,0.704761905,0.51858547,0.725,0.44
Process25,2,1,3,2,0,0,1,9,0.54368932,0.54368932,0.521131803,0.686956522,0.5225
Process25,2,1,3,2,0,0,2,10,0.4,0.4,0.44678022,0.58974359,0.4325
Process25,2,1,3,2,0,0,3,11,0.301886792,0.301886792,0.46166734,0.582278481,0.375
Process25,2,1,3,2,0,1,0,9,0.613861386,0.613861386,0.501821179,0.691964286,0.4075
Process25,2,1,3,2,0,1,1,10,0.534653465,0.534653465,0.488833333,0.677824268,0.4975
Process25,2,1,3,2,0,1,2,11,0.36,0.36,0.431330077,0.591304348,0.335
Process25,2,1,3,2,0,1,3,12,0.455445545,0.455445545,0.416096503,0.601769912,0.3725
Process25,2,1,3,2,0,2,0,10,0.532110092,0.532110092,0.565026405,0.704166667,0.3675
Process25,2,1,3,2,0,2,1,11,0.58,0.58,0.533081831,0.70995671,0.4325
Process25,2,1,3,2,0,2,2,12,0.416666667,0.416666667,0.475131502,0.635135135,0.4
Process25,2,1,3,2,0,2,3,13,0.444444444,0.444444444,0.456098901,0.636752137,0.335
Process25,2,1,3,2,0,3,0,11,0.666666667,0.666666667,0.522111222,0.718061674,0.3825
Process25,2,1,3,2,0,3,1,12,0.417582418,0.417582418,0.519182593,0.682608696,0.4425
Process25,2,1,3,2,0,3,2,13,0.383838384,0.383838384,0.47987013,0.641666667,0.33
Process25,2,1,3,2,0,3,3,14,0.255319149,0.255319149,0.445714286,0.592274678,0.365
Process25,2,1,3,2,1,0,0,9,0.505050505,0.505050505,0.477190476,0.666666667,0.305
Process25,2,1,3,2,1,0,1,10,0.3,0.3,0.491429487,0.601769912,0.3475
Process25,2,1,3,2,1,0,2,11,0.427184466,0.427184466,0.452432234,0.61965812,0.3575
Process25,2,1,3,2,1,0,3,12,0.666666667,0.666666667,0.569201632,0.753191489,0.42
Process25,2,1,3,2,1,1,0,10,0.666666667,0.666666667,0.616941392,0.78600823,0.4325
Process25,2,1,3,2,1,1,1,11,0.52,0.52,0.439418544,0.637554585,0.335
Process25,2,1,3,2,1,1,2,12,0.524271845,0.524271845,0.558567366,0.710084034,0.4875
Process25,2,1,3,2,1,1,3,13,0.222222222,0.222222222,0.353413978,0.476635514,0.335
Process25,2,1,3,2,1,2,0,11,0.448598131,0.448598131,0.486730769,0.628318584,0.525
Process25,2,1,3,2,1,2,1,12,0.464646465,0.464646465,0.493886367,0.653333333,0.3875
Process25,2,1,3,2,1,2,2,13,0.336448598,0.336448598,0.502575736,0.602620087,0.31
Process25,2,1,3,2,1,2,3,14,0.22,0.22,0.44,0.556034483,0.3775
Process25,2,1,3,2,1,3,0,12,0.425531915,0.425531915,0.407920228,0.600896861,0.365
Process25,2,1,3,2,1,3,1,13,0.4,0.4,0.486441558,0.647302905,0.3875
Process25,2,1,3,2,1,3,2,14,0.291262136,0.291262136,0.442307692,0.548387097,0.3625
Process25,2,1,3,2,1,3,3,15,0.425531915,0.425531915,0.491098701,0.67219917,0.49
Process25,2,1,3,2,2,0,0,10,0.635514019,0.635514019,0.601888691,0.759183673,0.55
Process25,2,1,3,2,2,0,1,11,0.438095238,0.438095238,0.456244029,0.621276596,0.1225
Process25,2,1,3,2,2,0,2,12,0.19047619,0.19047619,0.390982143,0.481981982,0.2575
Process25,2,1,3,2,2,0,3,13,0.32,0.32,0.451011396,0.573394495,0.38
Process25,2,1,3,2,2,1,0,11,0.625,0.625,0.55128749,0.737068966,0.4075
Process25,2,1,3,2,2,1,1,12,0.519230769,0.519230769,0.514807692,0.672489083,0.525
Process25,2,1,3,2,2,1,2,13,0.356435644,0.356435644,0.43277381,0.586956522,0.375
Process25,2,1,3,2,2,1,3,14,0.388349515,0.388349515,0.518473209,0.640692641,0.405
Process25,2,1,3,2,2,2,0,12,0.525252525,0.525252525,0.487445527,0.676470588,0.3725
Process25,2,1,3,2,2,2,1,13,0.457142857,0.457142857,0.536615385,0.672340426,0.3625
Process25,2,1,3,2,2,2,2,14,0.330097087,0.330097087,0.452442308,0.570776256,0.35
Process25,2,1,3,2,2,2,3,15,0.213592233,0.213592233,0.396785714,0.502242152,0.3875
Process25,2,1,3,2,2,3,0,13,0.585858586,0.585858586,0.579261174,0.745833333,0.4425
Process25,2,1,3,2,2,3,1,14,0.266666667,0.266666667,0.434648829,0.574766355,0.2625
Process25,2,1,3,2,2,3,2,15,0.408602151,0.408602151,0.402456522,0.594594595,0.3425
Process25,2,1,3,2,2,3,3,16,0.299065421,0.299065421,0.415883708,0.539473684,0.3275
Process25,2,1,3,2,3,0,0,11,0.557692308,0.557692308,0.525847902,0.692640693,0.305
Process25,2,1,3,2,3,0,1,12,0.540540541,0.540540541,0.518936233,0.672413793,0.3975
Process25,2,1,3,2,3,0,2,13,0.621359223,0.621359223,0.524154059,0.717213115,0.3025
Process25,2,1,3,2,3,0,3,14,0.18556701,0.18556701,0.3875,0.50678733,0.2475
Process25,2,1,3,2,3,1,0,12,0.571428571,0.571428571,0.544314286,0.711462451,0.56
Process25,2,1,3,2,3,1,1,13,0.423076923,0.423076923,0.408590909,0.577777778,0.3925
Process25,2,1,3,2,3,1,2,14,0.354166667,0.354166667,0.428512155,0.598253275,0.3175
Process25,2,1,3,2,3,1,3,15,0.222222222,0.222222222,0.472811671,0.563063063,0.4025
Process25,2,1,3,2,3,2,0,13,0.723809524,0.723809524,0.54974359,0.744588745,0.5425
Process25,2,1,3,2,3,2,1,14,0.46728972,0.46728972,0.494379186,0.63876652,0.4225
Process25,2,1,3,2,3,2,2,15,0.444444444,0.444444444,0.45694617,0.636752137,0.5025
Process25,2,1,3,2,3,2,3,16,0.299065421,0.299065421,0.375074074,0.497716895,0.065
Process25,2,1,3,2,3,3,0,14,0.461538462,0.461538462,0.450693473,0.603686636,0.445
Process25,2,1,3,2,3,3,1,15,0.340425532,0.340425532,0.383376623,0.557077626,0.2675
Process25,2,1,3,2,3,3,2,16,0.346153846,0.346153846,0.503900492,0.615720524,0.43
Process25,2,1,3,2,3,3,3,17,0.262626263,0.262626263,0.408857143,0.542222222,0.3625
Process25,2,1,3,3,0,0,0,9,0.311926606,0.311926606,0.396537205,0.539748954,0.33
Process25,2,1,3,3,0,0,1,10,0.363636364,0.363636364,0.409357466,0.566115702,0.385
Process25,2,1,3,3,0,0,2,11,0.352941176,0.352941176,0.446654768,0.614457831,0.34
Process25,2,1,3,3,0,0,3,12,0.262626263,0.262626263,0.379104167,0.540425532,0.265
Process25,2,1,3,3,0,1,0,10,0.453608247,0.453608247,0.461441558,0.645299145,0.45
Process25,2,1,3,3,0,1,1,11,0.510204082,0.510204082,0.453627706,0.663967611,0.38
Process25,2,1,3,3,0,1,2,12,0.5,0.5,0.498312805,0.674418605,0.3425
Process25,2,1,3,3,0,1,3,13,0.263736264,0.263736264,0.446314286,0.605150215,0.32
Process25,2,1,3,3,0,2,0,11,0.61682243,0.61682243,0.460121212,0.670731707,0.4675
Process25,2,1,3,3,0,2,1,12,0.598130841,0.598130841,0.519418498,0.700819672,0.5675
Process25,2,1,3,3,0,2,2,13,0.354166667,0.354166667,0.365495137,0.556521739,0.29
Process25,2,1,3,3,0,2,3,14,0.18,0.18,0.361526882,0.493506494,0.385
Process25,2,1,3,3,0,3,0,12,0.347826087,0.347826087,0.321791375,0.522727273,0.225
Process25,2,1,3,3,0,3,1,13,0.524271845,0.524271845,0.4225,0.629166667,0.315
Process25,2,1,3,3,0,3,2,14,0.231578947,0.231578947,0.353285714,0.495327103,0.3175
Process25,2,1,3,3,0,3,3,15,0.449438202,0.449438202,0.431878788,0.652892562,0.3375
Process25,2,1,3,3,1,0,0,10,0.466019417,0.466019417,0.484136355,0.666666667,0.3975
Process25,2,1,3,3,1,0,1,11,0.611111111,0.611111111,0.476512401,0.673728814,0.4425
Process25,2,1,3,3,1,0,2,12,0.408163265,0.408163265,0.420787879,0.615702479,0.275
Process25,2,1,3,3,1,0,3,13,0.269230769,0.269230769,0.407825092,0.530973451,0.2825
Process25,2,1,3,3,1,1,0,11,0.718446602,0.718446602,0.522020202,0.733333333,0.385
Process25,2,1,3,3,1,1,1,12,0.4375,0.4375,0.431071429,0.633744856,0.3475
Process25,2,1,3,3,1,1,2,13,0.252631579,0.252631579,0.445744589,0.587982833,0.3575
Process25,2,1,3,3,1,1,3,14,0.31372549,0.31372549,0.495639725,0.603524229,0.3375
Process25,2,1,3,3,1,2,0,12,0.463157895,0.463157895,0.43740676,0.647540984,0.405
Process25,2,1,3,3,1,2,1,13,0.285714286,0.285714286,0.306615385,0.493087558,0.165
Process25,2,1,3,3,1,2,2,14,0.371134021,0.371134021,0.37247619,0.562770563,0.315
Process25,2,1,3,3,1,2,3,15,0.24,0.24,0.415928571,0.563786008,0.365
Process25,2,1,3,3,1,3,0,13,0.466019417,0.466019417,0.507184505,0.673469388,0.5325
Process25,2,1,3,3,1,3,1,14,0.505050505,0.505050505,0.519669913,0.699186992,0.465
Process25,2,1,3,3,1,3,2,15,0.354166667,0.354166667,0.328298701,0.515837104,0.4075
Process25,2,1,3,3,1,3,3,16,0.352941176,0.352941176,0.446166667,0.614457831,0.38
Process25,2,1,3,3,2,0,0,11,0.587155963,0.587155963,0.51012987,0.692622951,0.44
Process25,2,1,3,3,2,0,1,12,0.482142857,0.482142857,0.516203052,0.665322581,0.35
Process25,2,1,3,3,2,0,2,13,0.283018868,0.283018868,0.427862745,0.569105691,0.27
Process25,2,1,3,3,2,0,3,14,0.260869565,0.260869565,0.298817949,0.476851852,0.3125
Process25,2,1,3,3,2,1,0,12,0.395833333,0.395833333,0.377097193,0.577586207,0.315
Process25,2,1,3,3,2,1,1,13,0.59047619,0.59047619,0.512674603,0.699588477,0.3525
Process25,2,1,3,3,2,1,2,14,0.294736842,0.294736842,0.412533966,0.57079646,0.385
Process25,2,1,3,3,2,1,3,15,0.380952381,0.380952381,0.482071813,0.626556017,0.415
Process25,2,1,3,3,2,2,0,13,0.47826087,0.47826087,0.444284848,0.659836066,0.3225
Process25,2,1,3,3,2,2,1,14,0.358490566,0.358490566,0.446333333,0.608,0.2825
Process25,2,1,3,3,2,2,2,15,0.291262136,0.291262136,0.389695636,0.544303797,0.27
Process25,2,1,3,3,2,2,3,16,0.423076923,0.423076923,0.451881359,0.615384615,0.34
Process25,2,1,3,3,2,3,0,14,0.647058824,0.647058824,0.472643939,0.691056911,0.3875
Process25,2,1,3,3,2,3,1,15,0.32967033,0.32967033,0.355595043,0.557017544,0.3025
Process25,2,1,3,3,2,3,2,16,0.351851852,0.351851852,0.475944171,0.604166667,0.34
Process25,2,1,3,3,2,3,3,17,0.354166667,0.354166667,0.4044662,0.594142259,0.3275
Process25,2,1,3,3,3,0,0,12,0.361904762,0.361904762,0.449097701,0.612,0.3375
Process25,2,1,3,3,3,0,1,13,0.523364486,0.523364486,0.46432634,0.656,0.4275
Process25,2,1,3,3,3,0,2,14,0.565656566,0.565656566,0.475293808,0.688,0.4375
Process25,2,1,3,3,3,0,3,15,0.28,0.28,0.38544697,0.546610169,0.2325
Process25,2,1,3,3,3,1,0,13,0.480769231,0.480769231,0.469448052,0.64556962,0.37
Process25,2,1,3,3,3,1,1,14,0.476190476,0.476190476,0.470357143,0.641350211,0.495
Process25,2,1,3,3,3,1,2,15,0.299065421,0.299065421,0.43072549,0.574898785,0.2925
Process25,2,1,3,3,3,1,3,16,0.196078431,0.196078431,0.406193548,0.53526971,0.41
Process25,2,1,3,3,3,2,0,14,0.336842105,0.336842105,0.360247419,0.550218341,0.2475
Process25,2,1,3,3,3,2,1,15,0.244897959,0.244897959,0.376166667,0.534188034,0.33
Process25,2,1,3,3,3,2,2,16,0.261682243,0.261682243,0.407857143,0.517699115,0.3675
Process25,2,1,3,3,3,2,3,17,0.288461538,0.288461538,0.428460446,0.577235772,0.3025
Process25,2,1,3,3,3,3,0,15,0.442307692,0.442307692,0.45757381,0.625531915,0.405
Process25,2,1,3,3,3,3,1,16,0.363636364,0.363636364,0.406802198,0.591666667,0.2925
Process25,2,1,3,3,3,3,2,17,0.346153846,0.346153846,0.365790189,0.532467532,0.365
Process25,2,1,3,3,3,3,3,18,0.388888889,0.388888889,0.442373058,0.587982833,0.3425
Process25,2,2,0,0,0,0,0,4,0.912280702,0.912280702,0.754274725,0.885931559,0.545
Process25,2,2,0,0,0,0,1,5,0.631578947,0.631578947,0.601590262,0.748987854,0.38
Process25,2,2,0,0,0,0,2,6,0.472727273,0.472727273,0.543558798,0.670886076,0.3875
Process25,2,2,0,0,0,0,3,7,0.630630631,0.630630631,0.603813187,0.75203252,0.57
Process25,2,2,0,0,0,1,0,5,0.894736842,0.894736842,0.744846154,0.877862595,0.525
Process25,2,2,0,0,0,1,1,6,0.576576577,0.576576577,0.58799794,0.724279835,0.4225
Process25,2,2,0,0,0,1,2,7,0.469565217,0.469565217,0.542179487,0.659663866,0.455
Process25,2,2,0,0,0,1,3,8,0.690909091,0.690909091,0.625429371,0.78313253,0.425
Process25,2,2,0,0,0,2,0,6,0.867256637,0.867256637,0.721774725,0.865384615,0.5325
Process25,2,2,0,0,0,2,1,7,0.767857143,0.767857143,0.666090598,0.818897638,0.535
Process25,2,2,0,0,0,2,2,8,0.527272727,0.527272727,0.562,0.7,0.5125
Process25,2,2,0,0,0,2,3,9,0.297029703,0.297029703,0.494585533,0.597345133,0.295
Process25,2,2,0,0,0,3,0,7,0.882882883,0.882882883,0.735084249,0.873076923,0.5475
Process25,2,2,0,0,0,3,1,8,0.530973451,0.530973451,0.564179487,0.697095436,0.405
Process25,2,2,0,0,0,3,2,9,0.304761905,0.304761905,0.493158508,0.59030837,0.325
Process25,2,2,0,0,0,3,3,10,0.542056075,0.542056075,0.565764103,0.7125,0.3275
Process25,2,2,0,0,1,0,0,5,0.92173913,0.92173913,0.762937063,0.890151515,0
Process25,2,2,0,0,1,0,1,6,0.74137931,0.74137931,0.657967366,0.803149606,0.43
Process25,2,2,0,0,1,0,2,7,0.473684211,0.473684211,0.5486083,0.663865546,0.465
Process25,2,2,0,0,1,0,3,8,0.424778761,0.424778761,0.530448006,0.638297872,0.35
Process25,2,2,0,0,1,1,0,6,0.920353982,0.920353982,0.759846154,0.88973384,0.535
Process25,2,2,0,0,1,1,1,7,0.530973451,0.530973451,0.562417582,0.697095436,0.325
Process25,2,2,0,0,1,1,2,8,0.311926606,0.311926606,0.499704542,0.583333333,0.3875
Process25,2,2,0,0,1,1,3,9,0.424242424,0.424242424,0.524579487,0.668103448,0.43
Process25,2,2,0,0,1,2,0,7,0.902654867,0.902654867,0.750522922,0.881679389,0.455
Process25,2,2,0,0,1,2,1,8,0.672566372,0.672566372,0.620727106,0.771084337,0.5475
Process25,2,2,0,0,1,2,2,9,0.578947368,0.578947368,0.578598901,0.721311475,0.395
Process25,2,2,0,0,1,2,3,10,0.696428571,0.696428571,0.632217042,0.784,0.44
Process25,2,2,0,0,1,3,0,8,0.892857143,0.892857143,0.745530936,0.877394636,0.5575
Process25,2,2,0,0,1,3,1,9,0.592592593,0.592592593,0.586474612,0.736625514,0.585
Process25,2,2,0,0,1,3,2,10,0.452830189,0.452830189,0.537979487,0.668085106,0.44
Process25,2,2,0,0,1,3,3,11,0.472727273,0.472727273,0.543777473,0.670886076,0.34
Process25,2,2,0,0,2,0,0,6,0.871794872,0.871794872,0.725274725,0.866412214,0.525
Process25,2,2,0,0,2,0,1,7,0.61682243,0.61682243,0.594260036,0.75,0.4825
Process25,2,2,0,0,2,0,2,8,0.495575221,0.495575221,0.551205128,0.677824268,0.295
Process25,2,2,0,0,2,0,3,9,0.339622642,0.339622642,0.503409372,0.6069869,0.2375
Process25,2,2,0,0,2,1,0,7,0.854700855,0.854700855,0.714813187,0.858237548,0.51
Process25,2,2,0,0,2,1,1,8,0.695652174,0.695652174,0.631153846,0.780876494,0.4825
Process25,2,2,0,0,2,1,2,9,0.660714286,0.660714286,0.613482906,0.766129032,0.545
Process25,2,2,0,0,2,1,3,10,0.327272727,0.327272727,0.504709833,0.589519651,0.4225
Process25,2,2,0,0,2,2,0,8,0.869565217,0.869565217,0.72920979,0.865900383,0.48
Process25,2,2,0,0,2,2,1,9,0.543859649,0.543859649,0.568225783,0.702479339,0.605
Process25,2,2,0,0,2,2,2,10,0.576576577,0.576576577,0.578660969,0.724279835,0.48
Process25,2,2,0,0,2,2,3,11,0.375,0.375,0.51570979,0.612068966,0.2725
Process25,2,2,0,0,2,3,0,9,0.8,0.8,0.690170715,0.832684825,0.5775
Process25,2,2,0,0,2,3,1,10,0.628571429,0.628571429,0.598781972,0.758196721,0.485
Process25,2,2,0,0,2,3,2,11,0.381818182,0.381818182,0.518438134,0.620689655,0.335
Process25,2,2,0,0,2,3,3,12,0.392523364,0.392523364,0.519076039,0.63362069,0.395
Process25,2,2,0,0,3,0,0,7,0.904347826,0.904347826,0.752155333,0.882129278,0.56
Process25,2,2,0,0,3,0,1,8,0.775862069,0.775862069,0.671395493,0.8203125,0.5625
Process25,2,2,0,0,3,0,2,9,0.771929825,0.771929825,0.666820513,0.819607843,0.195
Process25,2,2,0,0,3,0,3,10,0.472727273,0.472727273,0.547808824,0.670886076,0.34
Process25,2,2,0,0,3,1,0,8,0.896551724,0.896551724,0.741421911,0.878326996,0.4725
Process25,2,2,0,0,3,1,1,9,0.817391304,0.817391304,0.696937063,0.841085271,0.4825
Process25,2,2,0,0,3,1,2,10,0.587155963,0.587155963,0.583812484,0.732510288,0.3975
Process25,2,2,0,0,3,1,3,11,0.555555556,0.555555556,0.568596404,0.717842324,0.4375
Process25,2,2,0,0,3,2,0,9,0.877192982,0.877192982,0.736735043,0.869731801,0.5575
Process25,2,2,0,0,3,2,1,10,0.625,0.625,0.598379853,0.74796748,0.55
Process25,2,2,0,0,3,2,2,11,0.535714286,0.535714286,0.569903195,0.701244813,0.46
Process25,2,2,0,0,3,2,3,12,0.396396396,0.396396396,0.519948718,0.626609442,0.3975
Process25,2,2,0,0,3,3,0,10,0.867256637,0.867256637,0.726207265,0.865384615,0.53
Process25,2,2,0,0,3,3,1,11,0.754385965,0.754385965,0.659455128,0.811023622,0.19
Process25,2,2,0,0,3,3,2,12,0.601769912,0.601769912,0.590010037,0.734693878,0.535
Process25,2,2,0,0,3,3,3,13,0.4,0.4,0.520238095,0.642241379,0.3925
Process25,2,2,0,1,0,0,0,5,0.810344828,0.810344828,0.665146104,0.824626866,0.5875
Process25,2,2,0,1,0,0,1,6,0.660869565,0.660869565,0.585961039,0.752895753,0.4325
Process25,2,2,0,1,0,0,2,7,0.690265487,0.690265487,0.59684016,0.769230769,0.48
Process25,2,2,0,1,0,0,3,8,0.626086957,0.626086957,0.568458393,0.73540856,0.46
Process25,2,2,0,1,0,1,0,6,0.603448276,0.603448276,0.560169414,0.72265625,0.365
Process25,2,2,0,1,0,1,1,7,0.827586207,0.827586207,0.671714286,0.832713755,0.465
Process25,2,2,0,1,0,1,2,8,0.366972477,0.366972477,0.479928571,0.609958506,0.38
Process25,2,2,0,1,0,1,3,9,0.446428571,0.446428571,0.502093596,0.646341463,0.3925
Process25,2,2,0,1,0,2,0,7,0.884955752,0.884955752,0.714801242,0.859778598,0.56
Process25,2,2,0,1,0,2,1,8,0.637168142,0.637168142,0.573556999,0.743190661,0.4575
Process25,2,2,0,1,0,2,2,9,0.477876106,0.477876106,0.511964286,0.661290323,0.51
Process25,2,2,0,1,0,2,3,10,0.342857143,0.342857143,0.472302521,0.606694561,0.3675
Process25,2,2,0,1,0,3,0,8,0.842105263,0.842105263,0.679214286,0.840148699,0.5275
Process25,2,2,0,1,0,3,1,9,0.696428571,0.696428571,0.597914286,0.773076923,0.5275
Process25,2,2,0,1,0,3,2,10,0.45045045,0.45045045,0.504714286,0.650406504,0.4975
Process25,2,2,0,1,0,3,3,11,0.381818182,0.381818182,0.483153483,0.615702479,0.2775
Process25,2,2,0,1,1,0,0,6,0.689655172,0.689655172,0.596428571,0.766283525,0.5075
Process25,2,2,0,1,1,0,1,7,0.50877193,0.50877193,0.523642857,0.676,0.345
