model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,GED,,
Process101,3,1,3,1,0,2,1,11,0.438
Process101,3,1,3,1,0,2,2,12,0.344
Process101,3,1,3,1,0,2,3,13,0.365
Process101,3,1,3,1,0,3,0,11,0.441
Process101,3,1,3,1,0,3,1,12,0.477
Process101,3,1,3,1,0,3,2,13,0.454
Process101,3,1,3,1,0,3,3,14,0.367
Process101,3,1,3,1,1,0,0,9,0.413
Process101,3,1,3,1,1,0,1,10,0.494
Process101,3,1,3,1,1,0,2,11,0.398
Process101,3,1,3,1,1,0,3,12,0.439
Process101,3,1,3,1,1,1,0,10,0.468
Process101,3,1,3,1,1,1,1,11,0.484
Process101,3,1,3,1,1,1,2,12,0.444
Process101,3,1,3,1,1,1,3,13,0.449
Process101,3,1,3,1,1,2,0,11,0.371
Process101,3,1,3,1,1,2,1,12,0.574
Process101,3,1,3,1,1,2,2,13,0.34
Process101,3,1,3,1,1,2,3,14,0.346
Process101,3,1,3,1,1,3,0,12,0.489
Process101,3,1,3,1,1,3,1,13,0.435
Process101,3,1,3,1,1,3,2,14,0.511
Process101,3,1,3,1,1,3,3,15,0.308
Process101,3,1,3,1,2,0,0,10,0.621
Process101,3,1,3,1,2,0,1,11,0.614
Process101,3,1,3,1,2,0,2,12,0.427
Process101,3,1,3,1,2,0,3,13,0.446
Process101,3,1,3,1,2,1,0,11,0.393
Process101,3,1,3,1,2,1,1,12,0.442
Process101,3,1,3,1,2,1,2,13,0.438
Process101,3,1,3,1,2,1,3,14,0.337
Process101,3,1,3,1,2,2,0,12,0.525
Process101,3,1,3,1,2,2,1,13,0.374
Process101,3,1,3,1,2,2,2,14,0.361
Process101,3,1,3,1,2,2,3,15,0.395
Process101,3,1,3,1,2,3,0,13,0.262
Process101,3,1,3,1,2,3,1,14,0.449
Process101,3,1,3,1,2,3,2,15,0.433
Process101,3,1,3,1,2,3,3,16,0.406
Process101,3,1,3,1,3,0,0,11,0.253
Process101,3,1,3,1,3,0,1,12,0.493
Process101,3,1,3,1,3,0,2,13,0.236
Process101,3,1,3,1,3,0,3,14,0.54
Process101,3,1,3,1,3,1,0,12,0.495
Process101,3,1,3,1,3,1,1,13,0.543
Process101,3,1,3,1,3,1,2,14,0.335
Process101,3,1,3,1,3,1,3,15,0.436
Process101,3,1,3,1,3,2,0,13,0.397
Process101,3,1,3,1,3,2,1,14,0.42
Process101,3,1,3,1,3,2,2,15,0.391
Process101,3,1,3,1,3,2,3,16,0.494
Process101,3,1,3,1,3,3,0,14,0.35
Process101,3,1,3,1,3,3,1,15,0.396
Process101,3,1,3,1,3,3,2,16,0.455
Process101,3,1,3,1,3,3,3,17,0.337
Process101,3,1,3,2,0,0,0,9,0.418
Process101,3,1,3,2,0,0,1,10,0.49
Process101,3,1,3,2,0,0,2,11,0.401
Process101,3,1,3,2,0,0,3,12,0.432
Process101,3,1,3,2,0,1,0,10,0.378
Process101,3,1,3,2,0,1,1,11,0.396
Process101,3,1,3,2,0,1,2,12,0.389
Process101,3,1,3,2,0,1,3,13,0.339
Process101,3,1,3,2,0,2,0,11,0.39
Process101,3,1,3,2,0,2,1,12,0.362
Process101,3,1,3,2,0,2,2,13,0.418
Process101,3,1,3,2,0,2,3,14,0.363
Process101,3,1,3,2,0,3,0,12,0.393
Process101,3,1,3,2,0,3,1,13,0.404
Process101,3,1,3,2,0,3,2,14,0.517
Process101,3,1,3,2,0,3,3,15,0.406
Process101,3,1,3,2,1,0,0,10,0.499
Process101,3,1,3,2,1,0,1,11,0.507
Process101,3,1,3,2,1,0,2,12,0.468
Process101,3,1,3,2,1,0,3,13,0.342
Process101,3,1,3,2,1,1,0,11,0.326
Process101,3,1,3,2,1,1,1,12,0.39
Process101,3,1,3,2,1,1,2,13,0.429
Process101,3,1,3,2,1,1,3,14,0.421
Process101,3,1,3,2,1,2,0,12,0.397
Process101,3,1,3,2,1,2,1,13,0.497
Process101,3,1,3,2,1,2,2,14,0.397
Process101,3,1,3,2,1,2,3,15,0.243
Process101,3,1,3,2,1,3,0,13,0.422
Process101,3,1,3,2,1,3,1,14,0.401
Process101,3,1,3,2,1,3,2,15,0.316
Process101,3,1,3,2,1,3,3,16,0.311
Process101,3,1,3,2,2,0,0,11,0.356
Process101,3,1,3,2,2,0,1,12,0.435
Process101,3,1,3,2,2,0,2,13,0.356
Process101,3,1,3,2,2,0,3,14,0.444
Process101,3,1,3,2,2,1,0,12,0.432
Process101,3,1,3,2,2,1,1,13,0.561
Process101,3,1,3,2,2,1,2,14,0.27
Process101,3,1,3,2,2,1,3,15,0.448
Process101,3,1,3,2,2,2,0,13,0.556
Process101,3,1,3,2,2,2,1,14,0.47
Process101,3,1,3,2,2,2,2,15,0.379
Process101,3,1,3,2,2,2,3,16,0.572
Process101,3,1,3,2,2,3,0,14,0.551
Process101,3,1,3,2,2,3,1,15,0.355
Process101,3,1,3,2,2,3,2,16,0.407
Process101,3,1,3,2,2,3,3,17,0.312
Process101,3,1,3,2,3,0,0,12,0.44
Process101,3,1,3,2,3,0,1,13,0.465
Process101,3,1,3,2,3,0,2,14,0.539
Process101,3,1,3,2,3,0,3,15,0.373
Process101,3,1,3,2,3,1,0,13,0.457
Process101,3,1,3,2,3,1,1,14,0.348
Process101,3,1,3,2,3,1,2,15,0.304
Process101,3,1,3,2,3,1,3,16,0.238
Process101,3,1,3,2,3,2,0,14,0.233
Process101,3,1,3,2,3,2,1,15,0.361
Process101,3,1,3,2,3,2,2,16,0.273
Process101,3,1,3,2,3,2,3,17,0.432
Process101,3,1,3,2,3,3,0,15,0.398
Process101,3,1,3,2,3,3,1,16,0.447
Process101,3,1,3,2,3,3,2,17,0.324
Process101,3,1,3,2,3,3,3,18,0.35
Process101,3,1,3,3,0,0,0,10,0.444
Process101,3,1,3,3,0,0,1,11,0.41
Process101,3,1,3,3,0,0,2,12,0.344
Process101,3,1,3,3,0,0,3,13,0.495
Process101,3,1,3,3,0,1,0,11,0.375
Process101,3,1,3,3,0,1,1,12,0.409
Process101,3,1,3,3,0,1,2,13,0.443
Process101,3,1,3,3,0,1,3,14,0.386
Process101,3,1,3,3,0,2,0,12,0.489
Process101,3,1,3,3,0,2,1,13,0.366
Process101,3,1,3,3,0,2,2,14,0.418
Process101,3,1,3,3,0,2,3,15,0.45
Process101,3,1,3,3,0,3,0,13,0.409
Process101,3,1,3,3,0,3,1,14,0.382
Process101,3,1,3,3,0,3,2,15,0.397
Process101,3,1,3,3,0,3,3,16,0.332
Process101,3,1,3,3,1,0,0,11,0.415
Process101,3,1,3,3,1,0,1,12,0.475
Process101,3,1,3,3,1,0,2,13,0.406
Process101,3,1,3,3,1,0,3,14,0.398
Process101,3,1,3,3,1,1,0,12,0.36
Process101,3,1,3,3,1,1,1,13,0.592
Process101,3,1,3,3,1,1,2,14,0.398
Process101,3,1,3,3,1,1,3,15,0.448
Process101,3,1,3,3,1,2,0,13,0.313
Process101,3,1,3,3,1,2,1,14,0.423
Process101,3,1,3,3,1,2,2,15,0.484
Process101,3,1,3,3,1,2,3,16,0.497
Process101,3,1,3,3,1,3,0,14,0.299
Process101,3,1,3,3,1,3,1,15,0.382
Process101,3,1,3,3,1,3,2,16,0.403
Process101,3,1,3,3,1,3,3,17,0.288
Process101,3,1,3,3,2,0,0,12,0.604
Process101,3,1,3,3,2,0,1,13,0.477
Process101,3,1,3,3,2,0,2,14,0.425
Process101,3,1,3,3,2,0,3,15,0.362
Process101,3,1,3,3,2,1,0,13,0.355
Process101,3,1,3,3,2,1,1,14,0.379
Process101,3,1,3,3,2,1,2,15,0.313
Process101,3,1,3,3,2,1,3,16,0.289
Process101,3,1,3,3,2,2,0,14,0.374
Process101,3,1,3,3,2,2,1,15,0.459
Process101,3,1,3,3,2,2,2,16,0.361
Process101,3,1,3,3,2,2,3,17,0.29
Process101,3,1,3,3,2,3,0,15,0.408
Process101,3,1,3,3,2,3,1,16,0.453
Process101,3,1,3,3,2,3,2,17,0.373
Process101,3,1,3,3,2,3,3,18,0.251
Process101,3,1,3,3,3,0,0,13,0.456
Process101,3,1,3,3,3,0,1,14,0.39
Process101,3,1,3,3,3,0,2,15,0.405
Process101,3,1,3,3,3,0,3,16,0.413
Process101,3,1,3,3,3,1,0,14,0.406
Process101,3,1,3,3,3,1,1,15,0.219
Process101,3,1,3,3,3,1,2,16,0.423
Process101,3,1,3,3,3,1,3,17,0.369
Process101,3,1,3,3,3,2,0,15,0.604
Process101,3,1,3,3,3,2,1,16,0.386
Process101,3,1,3,3,3,2,2,17,0.375
Process101,3,1,3,3,3,2,3,18,0.368
Process101,3,1,3,3,3,3,0,16,0.384
Process101,3,1,3,3,3,3,1,17,0.389
Process101,3,1,3,3,3,3,2,18,0.437
Process101,3,1,3,3,3,3,3,19,0.322
Process101,3,2,0,0,0,0,0,5,0.556
Process101,3,2,0,0,0,0,1,6,0.588
Process101,3,2,0,0,0,0,2,7,0.417
Process101,3,2,0,0,0,0,3,8,0.433
Process101,3,2,0,0,0,1,0,6,0.473
Process101,3,2,0,0,0,1,1,7,0.547
Process101,3,2,0,0,0,1,2,8,0.504
Process101,3,2,0,0,0,1,3,9,0.36
Process101,3,2,0,0,0,2,0,7,0.47
Process101,3,2,0,0,0,2,1,8,0.567
Process101,3,2,0,0,0,2,2,9,0.597
Process101,3,2,0,0,0,2,3,10,0.575
Process101,3,2,0,0,0,3,0,8,0.583
Process101,3,2,0,0,0,3,1,9,0.542
Process101,3,2,0,0,0,3,2,10,0.608
Process101,3,2,0,0,0,3,3,11,0.421
Process101,3,2,0,0,1,0,0,6,0.627
Process101,3,2,0,0,1,0,1,7,0.607
Process101,3,2,0,0,1,0,2,8,0.504
Process101,3,2,0,0,1,0,3,9,0.515
Process101,3,2,0,0,1,1,0,7,0.488
Process101,3,2,0,0,1,1,1,8,0.57
Process101,3,2,0,0,1,1,2,9,0.578
Process101,3,2,0,0,1,1,3,10,0.555
Process101,3,2,0,0,1,2,0,8,0.486
Process101,3,2,0,0,1,2,1,9,0.429
Process101,3,2,0,0,1,2,2,10,0.641
Process101,3,2,0,0,1,2,3,11,0.433
Process101,3,2,0,0,1,3,0,9,0.506
Process101,3,2,0,0,1,3,1,10,0.502
Process101,3,2,0,0,1,3,2,11,0.413
Process101,3,2,0,0,1,3,3,12,0.536
Process101,3,2,0,0,2,0,0,7,0.538
Process101,3,2,0,0,2,0,1,8,0.5
Process101,3,2,0,0,2,0,2,9,0.536
Process101,3,2,0,0,2,0,3,10,0.53
Process101,3,2,0,0,2,1,0,8,0.623
Process101,3,2,0,0,2,1,1,9,0.495
Process101,3,2,0,0,2,1,2,10,0.606
Process101,3,2,0,0,2,1,3,11,0.528
Process101,3,2,0,0,2,2,0,9,0.514
Process101,3,2,0,0,2,2,1,10,0.607
Process101,3,2,0,0,2,2,2,11,0.56
Process101,3,2,0,0,2,2,3,12,0.403
Process101,3,2,0,0,2,3,0,10,0.367
Process101,3,2,0,0,2,3,1,11,0.414
Process101,3,2,0,0,2,3,2,12,0.58
Process101,3,2,0,0,2,3,3,13,0.525
Process101,3,2,0,0,3,0,0,8,0.628
Process101,3,2,0,0,3,0,1,9,0.565
Process101,3,2,0,0,3,0,2,10,0.425
Process101,3,2,0,0,3,0,3,11,0.503
Process101,3,2,0,0,3,1,0,9,0.572
Process101,3,2,0,0,3,1,1,10,0.576
Process101,3,2,0,0,3,1,2,11,0.502
Process101,3,2,0,0,3,1,3,12,0.518
Process101,3,2,0,0,3,2,0,10,0.515
Process101,3,2,0,0,3,2,1,11,0.598
Process101,3,2,0,0,3,2,2,12,0.369
Process101,3,2,0,0,3,2,3,13,0.623
Process101,3,2,0,0,3,3,0,11,0.618
Process101,3,2,0,0,3,3,1,12,0.338
Process101,3,2,0,0,3,3,2,13,0.386
Process101,3,2,0,0,3,3,3,14,0.551
Process101,3,2,0,1,0,0,0,6,0.548
Process101,3,2,0,1,0,0,1,7,0.55
Process101,3,2,0,1,0,0,2,8,0.555
Process101,3,2,0,1,0,0,3,9,0.436
Process101,3,2,0,1,0,1,0,7,0.599
Process101,3,2,0,1,0,1,1,8,0.561
Process101,3,2,0,1,0,1,2,9,0.493
Process101,3,2,0,1,0,1,3,10,0.442
Process101,3,2,0,1,0,2,0,8,0.687
Process101,3,2,0,1,0,2,1,9,0.59
Process101,3,2,0,1,0,2,2,10,0.424
Process101,3,2,0,1,0,2,3,11,0.556
Process101,3,2,0,1,0,3,0,9,0.657
Process101,3,2,0,1,0,3,1,10,0.418
Process101,3,2,0,1,0,3,2,11,0.4
Process101,3,2,0,1,0,3,3,12,0.4
Process101,3,2,0,1,1,0,0,7,0.408
Process101,3,2,0,1,1,0,1,8,0.567
Process101,3,2,0,1,1,0,2,9,0.471
Process101,3,2,0,1,1,0,3,10,0.514
Process101,3,2,0,1,1,1,0,8,0.445
Process101,3,2,0,1,1,1,1,9,0.495
Process101,3,2,0,1,1,1,2,10,0.495
Process101,3,2,0,1,1,1,3,11,0.376
Process101,3,2,0,1,1,2,0,9,0.609
Process101,3,2,0,1,1,2,1,10,0.367
Process101,3,2,0,1,1,2,2,11,0.433
Process101,3,2,0,1,1,2,3,12,0.419
Process101,3,2,0,1,1,3,0,10,0.427
Process101,3,2,0,1,1,3,1,11,0.447
Process101,3,2,0,1,1,3,2,12,0.402
Process101,3,2,0,1,1,3,3,13,0.449
Process101,3,2,0,1,2,0,0,8,0.586
Process101,3,2,0,1,2,0,1,9,0.599
Process101,3,2,0,1,2,0,2,10,0.555
Process101,3,2,0,1,2,0,3,11,0.425
Process101,3,2,0,1,2,1,0,9,0.645
Process101,3,2,0,1,2,1,1,10,0.468
Process101,3,2,0,1,2,1,2,11,0.571
Process101,3,2,0,1,2,1,3,12,0.532
Process101,3,2,0,1,2,2,0,10,0.65
Process101,3,2,0,1,2,2,1,11,0.556
Process101,3,2,0,1,2,2,2,12,0.421
Process101,3,2,0,1,2,2,3,13,0.402
Process101,3,2,0,1,2,3,0,11,0.516
Process101,3,2,0,1,2,3,1,12,0.405
Process101,3,2,0,1,2,3,2,13,0.518
Process101,3,2,0,1,2,3,3,14,0.605
Process101,3,2,0,1,3,0,0,9,0.352
Process101,3,2,0,1,3,0,1,10,0.593
Process101,3,2,0,1,3,0,2,11,0.485
Process101,3,2,0,1,3,0,3,12,0.202
Process101,3,2,0,1,3,1,0,10,0.485
Process101,3,2,0,1,3,1,1,11,0.539
Process101,3,2,0,1,3,1,2,12,0.483
Process101,3,2,0,1,3,1,3,13,0.385
Process101,3,2,0,1,3,2,0,11,0.571
Process101,3,2,0,1,3,2,1,12,0.509
Process101,3,2,0,1,3,2,2,13,0.454
Process101,3,2,0,1,3,2,3,14,0.18
Process101,3,2,0,1,3,3,0,12,0.408
Process101,3,2,0,1,3,3,1,13,0.487
Process101,3,2,0,1,3,3,2,14,0.496
Process101,3,2,0,1,3,3,3,15,0.534
Process101,3,2,0,2,0,0,0,7,0.538
Process101,3,2,0,2,0,0,1,8,0.53
Process101,3,2,0,2,0,0,2,9,0.463
Process101,3,2,0,2,0,0,3,10,0.41
Process101,3,2,0,2,0,1,0,8,0.568
Process101,3,2,0,2,0,1,1,9,0.577
Process101,3,2,0,2,0,1,2,10,0.501
Process101,3,2,0,2,0,1,3,11,0.327
Process101,3,2,0,2,0,2,0,9,0.597
Process101,3,2,0,2,0,2,1,10,0.393
Process101,3,2,0,2,0,2,2,11,0.338
Process101,3,2,0,2,0,2,3,12,0.523
Process101,3,2,0,2,0,3,0,10,0.603
Process101,3,2,0,2,0,3,1,11,0.504
Process101,3,2,0,2,0,3,2,12,0.417
Process101,3,2,0,2,0,3,3,13,0.481
Process101,3,2,0,2,1,0,0,8,0.596
Process101,3,2,0,2,1,0,1,9,0.526
Process101,3,2,0,2,1,0,2,10,0.249
Process101,3,2,0,2,1,0,3,11,0.536
Process101,3,2,0,2,1,1,0,9,0.506
Process101,3,2,0,2,1,1,1,10,0.538
Process101,3,2,0,2,1,1,2,11,0.361
Process101,3,2,0,2,1,1,3,12,0.445
Process101,3,2,0,2,1,2,0,10,0.51
Process101,3,2,0,2,1,2,1,11,0.578
Process101,3,2,0,2,1,2,2,12,0.37
Process101,3,2,0,2,1,2,3,13,0.587
Process101,3,2,0,2,1,3,0,11,0.41
Process101,3,2,0,2,1,3,1,12,0.407
Process101,3,2,0,2,1,3,2,13,0.427
Process101,3,2,0,2,1,3,3,14,0.507
Process101,3,2,0,2,2,0,0,9,0.596
Process101,3,2,0,2,2,0,1,10,0.539
Process101,3,2,0,2,2,0,2,11,0.48
Process101,3,2,0,2,2,0,3,12,0.589
Process101,3,2,0,2,2,1,0,10,0.571
Process101,3,2,0,2,2,1,1,11,0.404
Process101,3,2,0,2,2,1,2,12,0.381
Process101,3,2,0,2,2,1,3,13,0.369
Process101,3,2,0,2,2,2,0,11,0.45
Process101,3,2,0,2,2,2,1,12,0.489
Process101,3,2,0,2,2,2,2,13,0.432
Process101,3,2,0,2,2,2,3,14,0.428
Process101,3,2,0,2,2,3,0,12,0.577
Process101,3,2,0,2,2,3,1,13,0.453
Process101,3,2,0,2,2,3,2,14,0.397
Process101,3,2,0,2,2,3,3,15,0.458
Process101,3,2,0,2,3,0,0,10,0.405
Process101,3,2,0,2,3,0,1,11,0.613
Process101,3,2,0,2,3,0,2,12,0.555
Process101,3,2,0,2,3,0,3,13,0.529
Process101,3,2,0,2,3,1,0,11,0.584
Process101,3,2,0,2,3,1,1,12,0.382
Process101,3,2,0,2,3,1,2,13,0.473
Process101,3,2,0,2,3,1,3,14,0.315
Process101,3,2,0,2,3,2,0,12,0.273
Process101,3,2,0,2,3,2,1,13,0.431
Process101,3,2,0,2,3,2,2,14,0.351
Process101,3,2,0,2,3,2,3,15,0.452
Process101,3,2,0,2,3,3,0,13,0.356
Process101,3,2,0,2,3,3,1,14,0.507
Process101,3,2,0,2,3,3,2,15,0.434
Process101,3,2,0,2,3,3,3,16,0.272
Process101,3,2,0,3,0,0,0,8,0.654
Process101,3,2,0,3,0,0,1,9,0.527
Process101,3,2,0,3,0,0,2,10,0.352
Process101,3,2,0,3,0,0,3,11,0.575
Process101,3,2,0,3,0,1,0,9,0.546
Process101,3,2,0,3,0,1,1,10,0.605
Process101,3,2,0,3,0,1,2,11,0.365
Process101,3,2,0,3,0,1,3,12,0.444
Process101,3,2,0,3,0,2,0,10,0.451
Process101,3,2,0,3,0,2,1,11,0.373
Process101,3,2,0,3,0,2,2,12,0.249
Process101,3,2,0,3,0,2,3,13,0.548
Process101,3,2,0,3,0,3,0,11,0.384
Process101,3,2,0,3,0,3,1,12,0.592
Process101,3,2,0,3,0,3,2,13,0.536
Process101,3,2,0,3,0,3,3,14,0.507
Process101,3,2,0,3,1,0,0,9,0.446
Process101,3,2,0,3,1,0,1,10,0.447
Process101,3,2,0,3,1,0,2,11,0.434
Process101,3,2,0,3,1,0,3,12,0.346
Process101,3,2,0,3,1,1,0,10,0.605
Process101,3,2,0,3,1,1,1,11,0.465
Process101,3,2,0,3,1,1,2,12,0.427
Process101,3,2,0,3,1,1,3,13,0.541
Process101,3,2,0,3,1,2,0,11,0.542
Process101,3,2,0,3,1,2,1,12,0.527
Process101,3,2,0,3,1,2,2,13,0.508
Process101,3,2,0,3,1,2,3,14,0.381
Process101,3,2,0,3,1,3,0,12,0.492
Process101,3,2,0,3,1,3,1,13,0.438
Process101,3,2,0,3,1,3,2,14,0.512
Process101,3,2,0,3,1,3,3,15,0.418
Process101,3,2,0,3,2,0,0,10,0.517
Process101,3,2,0,3,2,0,1,11,0.415
Process101,3,2,0,3,2,0,2,12,0.408
Process101,3,2,0,3,2,0,3,13,0.365
Process101,3,2,0,3,2,1,0,11,0.57
Process101,3,2,0,3,2,1,1,12,0.415
Process101,3,2,0,3,2,1,2,13,0.364
Process101,3,2,0,3,2,1,3,14,0.473
Process101,3,2,0,3,2,2,0,12,0.542
Process101,3,2,0,3,2,2,1,13,0.586
Process101,3,2,0,3,2,2,2,14,0.437
Process101,3,2,0,3,2,2,3,15,0.408
Process101,3,2,0,3,2,3,0,13,0.401
Process101,3,2,0,3,2,3,1,14,0.431
Process101,3,2,0,3,2,3,2,15,0.436
Process101,3,2,0,3,2,3,3,16,0.55
Process101,3,2,0,3,3,0,0,11,0.465
Process101,3,2,0,3,3,0,1,12,0.385
Process101,3,2,0,3,3,0,2,13,0.379
Process101,3,2,0,3,3,0,3,14,0.413
Process101,3,2,0,3,3,1,0,12,0.49
Process101,3,2,0,3,3,1,1,13,0.39
Process101,3,2,0,3,3,1,2,14,0.452
Process101,3,2,0,3,3,1,3,15,0.489
Process101,3,2,0,3,3,2,0,13,0.25
Process101,3,2,0,3,3,2,1,14,0.517
Process101,3,2,0,3,3,2,2,15,0.416
Process101,3,2,0,3,3,2,3,16,0.419
Process101,3,2,0,3,3,3,0,14,0.399
Process101,3,2,0,3,3,3,1,15,0.412
Process101,3,2,0,3,3,3,2,16,0.452
Process101,3,2,0,3,3,3,3,17,0.348
Process101,3,2,1,0,0,0,0,6,0.589
Process101,3,2,1,0,0,0,1,7,0.577
Process101,3,2,1,0,0,0,2,8,0.327
Process101,3,2,1,0,0,0,3,9,0.455
Process101,3,2,1,0,0,1,0,7,0.564
Process101,3,2,1,0,0,1,1,8,0.468
Process101,3,2,1,0,0,1,2,9,0.377
Process101,3,2,1,0,0,1,3,10,0.412
Process101,3,2,1,0,0,2,0,8,0.442
Process101,3,2,1,0,0,2,1,9,0.425
Process101,3,2,1,0,0,2,2,10,0.495
Process101,3,2,1,0,0,2,3,11,0.575
Process101,3,2,1,0,0,3,0,9,0.459
Process101,3,2,1,0,0,3,1,10,0.353
Process101,3,2,1,0,0,3,2,11,0.378
Process101,3,2,1,0,0,3,3,12,0.46
Process101,3,2,1,0,1,0,0,7,0.642
Process101,3,2,1,0,1,0,1,8,0.521
Process101,3,2,1,0,1,0,2,9,0.555
Process101,3,2,1,0,1,0,3,10,0.396
Process101,3,2,1,0,1,1,0,8,0.614
Process101,3,2,1,0,1,1,1,9,0.604
Process101,3,2,1,0,1,1,2,10,0.487
Process101,3,2,1,0,1,1,3,11,0.456
Process101,3,2,1,0,1,2,0,9,0.629
Process101,3,2,1,0,1,2,1,10,0.48
Process101,3,2,1,0,1,2,2,11,0.409
Process101,3,2,1,0,1,2,3,12,0.388
Process101,3,2,1,0,1,3,0,10,0.372
Process101,3,2,1,0,1,3,1,11,0.46
Process101,3,2,1,0,1,3,2,12,0.517
Process101,3,2,1,0,1,3,3,13,0.46
Process101,3,2,1,0,2,0,0,8,0.654
Process101,3,2,1,0,2,0,1,9,0.567
Process101,3,2,1,0,2,0,2,10,0.522
Process101,3,2,1,0,2,0,3,11,0.496
Process101,3,2,1,0,2,1,0,9,0.422
Process101,3,2,1,0,2,1,1,10,0.328
Process101,3,2,1,0,2,1,2,11,0.466
Process101,3,2,1,0,2,1,3,12,0.531
Process101,3,2,1,0,2,2,0,10,0.509
Process101,3,2,1,0,2,2,1,11,0.293
Process101,3,2,1,0,2,2,2,12,0.549
Process101,3,2,1,0,2,2,3,13,0.375
Process101,3,2,1,0,2,3,0,11,0.522
Process101,3,2,1,0,2,3,1,12,0.597
Process101,3,2,1,0,2,3,2,13,0.443
Process101,3,2,1,0,2,3,3,14,0.411
Process101,3,2,1,0,3,0,0,9,0.569
Process101,3,2,1,0,3,0,1,10,0.614
Process101,3,2,1,0,3,0,2,11,0.581
Process101,3,2,1,0,3,0,3,12,0.424
Process101,3,2,1,0,3,1,0,10,0.261
Process101,3,2,1,0,3,1,1,11,0.504
Process101,3,2,1,0,3,1,2,12,0.508
Process101,3,2,1,0,3,1,3,13,0.5
Process101,3,2,1,0,3,2,0,11,0.41
Process101,3,2,1,0,3,2,1,12,0.404
Process101,3,2,1,0,3,2,2,13,0.496
Process101,3,2,1,0,3,2,3,14,0.448
Process101,3,2,1,0,3,3,0,12,0.397
Process101,3,2,1,0,3,3,1,13,0.456
Process101,3,2,1,0,3,3,2,14,0.471
Process101,3,2,1,0,3,3,3,15,0.39
Process101,3,2,1,1,0,0,0,7,0.568
Process101,3,2,1,1,0,0,1,8,0.413
Process101,3,2,1,1,0,0,2,9,0.427
Process101,3,2,1,1,0,0,3,10,0.549
Process101,3,2,1,1,0,1,0,8,0.49
Process101,3,2,1,1,0,1,1,9,0.423
Process101,3,2,1,1,0,1,2,10,0.565
Process101,3,2,1,1,0,1,3,11,0.424
Process101,3,2,1,1,0,2,0,9,0.512
Process101,3,2,1,1,0,2,1,10,0.558
Process101,3,2,1,1,0,2,2,11,0.404
Process101,3,2,1,1,0,2,3,12,0.429
Process101,3,2,1,1,0,3,0,10,0.507
Process101,3,2,1,1,0,3,1,11,0.493
Process101,3,2,1,1,0,3,2,12,0.402
Process101,3,2,1,1,0,3,3,13,0.398
Process101,3,2,1,1,1,0,0,8,0.556
Process101,3,2,1,1,1,0,1,9,0.508
Process101,3,2,1,1,1,0,2,10,0.604
Process101,3,2,1,1,1,0,3,11,0.532
Process101,3,2,1,1,1,1,0,9,0.512
Process101,3,2,1,1,1,1,1,10,0.397
Process101,3,2,1,1,1,1,2,11,0.488
Process101,3,2,1,1,1,1,3,12,0.44
Process101,3,2,1,1,1,2,0,10,0.485
Process101,3,2,1,1,1,2,1,11,0.368
Process101,3,2,1,1,1,2,2,12,0.343
Process101,3,2,1,1,1,2,3,13,0.391
Process101,3,2,1,1,1,3,0,11,0.47
Process101,3,2,1,1,1,3,1,12,0.441
Process101,3,2,1,1,1,3,2,13,0.519
Process101,3,2,1,1,1,3,3,14,0.396
Process101,3,2,1,1,2,0,0,9,0.544
Process101,3,2,1,1,2,0,1,10,0.352
Process101,3,2,1,1,2,0,2,11,0.449
Process101,3,2,1,1,2,0,3,12,0.565
Process101,3,2,1,1,2,1,0,10,0.627
Process101,3,2,1,1,2,1,1,11,0.523
Process101,3,2,1,1,2,1,2,12,0.416
Process101,3,2,1,1,2,1,3,13,0.344
Process101,3,2,1,1,2,2,0,11,0.452
Process101,3,2,1,1,2,2,1,12,0.523
Process101,3,2,1,1,2,2,2,13,0.519
Process101,3,2,1,1,2,2,3,14,0.495
Process101,3,2,1,1,2,3,0,12,0.417
Process101,3,2,1,1,2,3,1,13,0.467
Process101,3,2,1,1,2,3,2,14,0.505
Process101,3,2,1,1,2,3,3,15,0.494
Process101,3,2,1,1,3,0,0,10,0.422
Process101,3,2,1,1,3,0,1,11,0.442
Process101,3,2,1,1,3,0,2,12,0.311
Process101,3,2,1,1,3,0,3,13,0.316
Process101,3,2,1,1,3,1,0,11,0.581
Process101,3,2,1,1,3,1,1,12,0.557
Process101,3,2,1,1,3,1,2,13,0.421
Process101,3,2,1,1,3,1,3,14,0.437
Process101,3,2,1,1,3,2,0,12,0.634
Process101,3,2,1,1,3,2,1,13,0.419
Process101,3,2,1,1,3,2,2,14,0.376
Process101,3,2,1,1,3,2,3,15,0.394
Process101,3,2,1,1,3,3,0,13,0.469
Process101,3,2,1,1,3,3,1,14,0.298
Process101,3,2,1,1,3,3,2,15,0.341
Process101,3,2,1,1,3,3,3,16,0.362
Process101,3,2,1,2,0,0,0,8,0.453
Process101,3,2,1,2,0,0,1,9,0.471
Process101,3,2,1,2,0,0,2,10,0.581
Process101,3,2,1,2,0,0,3,11,0.433
Process101,3,2,1,2,0,1,0,9,0.629
Process101,3,2,1,2,0,1,1,10,0.6
Process101,3,2,1,2,0,1,2,11,0.524
Process101,3,2,1,2,0,1,3,12,0.425
Process101,3,2,1,2,0,2,0,10,0.571
Process101,3,2,1,2,0,2,1,11,0.485
Process101,3,2,1,2,0,2,2,12,0.427
Process101,3,2,1,2,0,2,3,13,0.363
Process101,3,2,1,2,0,3,0,11,0.485
Process101,3,2,1,2,0,3,1,12,0.478
