model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,GED,,
Process101,1,0,2,2,0,1,2,8,0.546
Process101,1,0,2,2,0,1,3,9,0.35
Process101,1,0,2,2,0,2,0,7,0.514
Process101,1,0,2,2,0,2,1,8,0.432
Process101,1,0,2,2,0,2,2,9,0.42
Process101,1,0,2,2,0,2,3,10,0.329
Process101,1,0,2,2,0,3,0,8,0.414
Process101,1,0,2,2,0,3,1,9,0.381
Process101,1,0,2,2,0,3,2,10,0.439
Process101,1,0,2,2,0,3,3,11,0.404
Process101,1,0,2,2,1,0,0,6,0.395
Process101,1,0,2,2,1,0,1,7,0.395
Process101,1,0,2,2,1,0,2,8,0.409
Process101,1,0,2,2,1,0,3,9,0.499
Process101,1,0,2,2,1,1,0,7,0.406
Process101,1,0,2,2,1,1,1,8,0.348
Process101,1,0,2,2,1,1,2,9,0.426
Process101,1,0,2,2,1,1,3,10,0.475
Process101,1,0,2,2,1,2,0,8,0.416
Process101,1,0,2,2,1,2,1,9,0.391
Process101,1,0,2,2,1,2,2,10,0.353
Process101,1,0,2,2,1,2,3,11,0.349
Process101,1,0,2,2,1,3,0,9,0.524
Process101,1,0,2,2,1,3,1,10,0.432
Process101,1,0,2,2,1,3,2,11,0.507
Process101,1,0,2,2,1,3,3,12,0.366
Process101,1,0,2,2,2,0,0,7,0.369
Process101,1,0,2,2,2,0,1,8,0.497
Process101,1,0,2,2,2,0,2,9,0.476
Process101,1,0,2,2,2,0,3,10,0.432
Process101,1,0,2,2,2,1,0,8,0.538
Process101,1,0,2,2,2,1,1,9,0.624
Process101,1,0,2,2,2,1,2,10,0.427
Process101,1,0,2,2,2,1,3,11,0.419
Process101,1,0,2,2,2,2,0,9,0.641
Process101,1,0,2,2,2,2,1,10,0.312
Process101,1,0,2,2,2,2,2,11,0.437
Process101,1,0,2,2,2,2,3,12,0.535
Process101,1,0,2,2,2,3,0,10,0.33
Process101,1,0,2,2,2,3,1,11,0.581
Process101,1,0,2,2,2,3,2,12,0.351
Process101,1,0,2,2,2,3,3,13,0.431
Process101,1,0,2,2,3,0,0,8,0.424
Process101,1,0,2,2,3,0,1,9,0.462
Process101,1,0,2,2,3,0,2,10,0.478
Process101,1,0,2,2,3,0,3,11,0.448
Process101,1,0,2,2,3,1,0,9,0.509
Process101,1,0,2,2,3,1,1,10,0.459
Process101,1,0,2,2,3,1,2,11,0.359
Process101,1,0,2,2,3,1,3,12,0.443
Process101,1,0,2,2,3,2,0,10,0.357
Process101,1,0,2,2,3,2,1,11,0.41
Process101,1,0,2,2,3,2,2,12,0.324
Process101,1,0,2,2,3,2,3,13,0.3
Process101,1,0,2,2,3,3,0,11,0.514
Process101,1,0,2,2,3,3,1,12,0.256
Process101,1,0,2,2,3,3,2,13,0.241
Process101,1,0,2,2,3,3,3,14,0.434
Process101,1,0,2,3,0,0,0,6,0.331
Process101,1,0,2,3,0,0,1,7,0.411
Process101,1,0,2,3,0,0,2,8,0.437
Process101,1,0,2,3,0,0,3,9,0.397
Process101,1,0,2,3,0,1,0,7,0.437
Process101,1,0,2,3,0,1,1,8,0.409
Process101,1,0,2,3,0,1,2,9,0.397
Process101,1,0,2,3,0,1,3,10,0.355
Process101,1,0,2,3,0,2,0,8,0.448
Process101,1,0,2,3,0,2,1,9,0.514
Process101,1,0,2,3,0,2,2,10,0.467
Process101,1,0,2,3,0,2,3,11,0.423
Process101,1,0,2,3,0,3,0,9,0.422
Process101,1,0,2,3,0,3,1,10,0.396
Process101,1,0,2,3,0,3,2,11,0.514
Process101,1,0,2,3,0,3,3,12,0.37
Process101,1,0,2,3,1,0,0,7,0.391
Process101,1,0,2,3,1,0,1,8,0.406
Process101,1,0,2,3,1,0,2,9,0.469
Process101,1,0,2,3,1,0,3,10,0.45
Process101,1,0,2,3,1,1,0,8,0.353
Process101,1,0,2,3,1,1,1,9,0.463
Process101,1,0,2,3,1,1,2,10,0.39
Process101,1,0,2,3,1,1,3,11,0.468
Process101,1,0,2,3,1,2,0,9,0.457
Process101,1,0,2,3,1,2,1,10,0.464
Process101,1,0,2,3,1,2,2,11,0.247
Process101,1,0,2,3,1,2,3,12,0.423
Process101,1,0,2,3,1,3,0,10,0.486
Process101,1,0,2,3,1,3,1,11,0.424
Process101,1,0,2,3,1,3,2,12,0.368
Process101,1,0,2,3,1,3,3,13,0.311
Process101,1,0,2,3,2,0,0,8,0.419
Process101,1,0,2,3,2,0,1,9,0.505
Process101,1,0,2,3,2,0,2,10,0.387
Process101,1,0,2,3,2,0,3,11,0.34
Process101,1,0,2,3,2,1,0,9,0.65
Process101,1,0,2,3,2,1,1,10,0.466
Process101,1,0,2,3,2,1,2,11,0.376
Process101,1,0,2,3,2,1,3,12,0.392
Process101,1,0,2,3,2,2,0,10,0.521
Process101,1,0,2,3,2,2,1,11,0.194
Process101,1,0,2,3,2,2,2,12,0.411
Process101,1,0,2,3,2,2,3,13,0.329
Process101,1,0,2,3,2,3,0,11,0.539
Process101,1,0,2,3,2,3,1,12,0.327
Process101,1,0,2,3,2,3,2,13,0.375
Process101,1,0,2,3,2,3,3,14,0.359
Process101,1,0,2,3,3,0,0,9,0.548
Process101,1,0,2,3,3,0,1,10,0.541
Process101,1,0,2,3,3,0,2,11,0.36
Process101,1,0,2,3,3,0,3,12,0.471
Process101,1,0,2,3,3,1,0,10,0.514
Process101,1,0,2,3,3,1,1,11,0.223
Process101,1,0,2,3,3,1,2,12,0.317
Process101,1,0,2,3,3,1,3,13,0.465
Process101,1,0,2,3,3,2,0,11,0.576
Process101,1,0,2,3,3,2,1,12,0.245
Process101,1,0,2,3,3,2,2,13,0.34
Process101,1,0,2,3,3,2,3,14,0.376
Process101,1,0,2,3,3,3,0,12,0.306
Process101,1,0,2,3,3,3,1,13,0.237
Process101,1,0,2,3,3,3,2,14,0.484
Process101,1,0,2,3,3,3,3,15,0.353
Process101,1,0,3,0,0,0,0,4,0.611
Process101,1,0,3,0,0,0,1,5,0.53
Process101,1,0,3,0,0,0,2,6,0.429
Process101,1,0,3,0,0,0,3,7,0.397
Process101,1,0,3,0,0,1,0,5,0.472
Process101,1,0,3,0,0,1,1,6,0.56
Process101,1,0,3,0,0,1,2,7,0.476
Process101,1,0,3,0,0,1,3,8,0.533
Process101,1,0,3,0,0,2,0,6,0.487
Process101,1,0,3,0,0,2,1,7,0.516
Process101,1,0,3,0,0,2,2,8,0.383
Process101,1,0,3,0,0,2,3,9,0.487
Process101,1,0,3,0,0,3,0,7,0.413
Process101,1,0,3,0,0,3,1,8,0.432
Process101,1,0,3,0,0,3,2,9,0.469
Process101,1,0,3,0,0,3,3,10,0.388
Process101,1,0,3,0,1,0,0,5,0.658
Process101,1,0,3,0,1,0,1,6,0.571
Process101,1,0,3,0,1,0,2,7,0.424
Process101,1,0,3,0,1,0,3,8,0.486
Process101,1,0,3,0,1,1,0,6,0.431
Process101,1,0,3,0,1,1,1,7,0.648
Process101,1,0,3,0,1,1,2,8,0.401
Process101,1,0,3,0,1,1,3,9,0.49
Process101,1,0,3,0,1,2,0,7,0.51
Process101,1,0,3,0,1,2,1,8,0.394
Process101,1,0,3,0,1,2,2,9,0.424
Process101,1,0,3,0,1,2,3,10,0.477
Process101,1,0,3,0,1,3,0,8,0.604
Process101,1,0,3,0,1,3,1,9,0.392
Process101,1,0,3,0,1,3,2,10,0.295
Process101,1,0,3,0,1,3,3,11,0.306
Process101,1,0,3,0,2,0,0,6,0.603
Process101,1,0,3,0,2,0,1,7,0.375
Process101,1,0,3,0,2,0,2,8,0.431
Process101,1,0,3,0,2,0,3,9,0.453
Process101,1,0,3,0,2,1,0,7,0.39
Process101,1,0,3,0,2,1,1,8,0.277
Process101,1,0,3,0,2,1,2,9,0.315
Process101,1,0,3,0,2,1,3,10,0.382
Process101,1,0,3,0,2,2,0,8,0.494
Process101,1,0,3,0,2,2,1,9,0.486
Process101,1,0,3,0,2,2,2,10,0.41
Process101,1,0,3,0,2,2,3,11,0.438
Process101,1,0,3,0,2,3,0,9,0.449
Process101,1,0,3,0,2,3,1,10,0.503
Process101,1,0,3,0,2,3,2,11,0.401
Process101,1,0,3,0,2,3,3,12,0.458
Process101,1,0,3,0,3,0,0,7,0.425
Process101,1,0,3,0,3,0,1,8,0.479
Process101,1,0,3,0,3,0,2,9,0.462
Process101,1,0,3,0,3,0,3,10,0.413
Process101,1,0,3,0,3,1,0,8,0.505
Process101,1,0,3,0,3,1,1,9,0.507
Process101,1,0,3,0,3,1,2,10,0.399
Process101,1,0,3,0,3,1,3,11,0.436
Process101,1,0,3,0,3,2,0,9,0.505
Process101,1,0,3,0,3,2,1,10,0.459
Process101,1,0,3,0,3,2,2,11,0.557
Process101,1,0,3,0,3,2,3,12,0.376
Process101,1,0,3,0,3,3,0,10,0.45
Process101,1,0,3,0,3,3,1,11,0.543
Process101,1,0,3,0,3,3,2,12,0.396
Process101,1,0,3,0,3,3,3,13,0.407
Process101,1,0,3,1,0,0,0,5,0.561
Process101,1,0,3,1,0,0,1,6,0.52
Process101,1,0,3,1,0,0,2,7,0.421
Process101,1,0,3,1,0,0,3,8,0.399
Process101,1,0,3,1,0,1,0,6,0.419
Process101,1,0,3,1,0,1,1,7,0.466
Process101,1,0,3,1,0,1,2,8,0.465
Process101,1,0,3,1,0,1,3,9,0.638
Process101,1,0,3,1,0,2,0,7,0.483
Process101,1,0,3,1,0,2,1,8,0.483
Process101,1,0,3,1,0,2,2,9,0.436
Process101,1,0,3,1,0,2,3,10,0.328
Process101,1,0,3,1,0,3,0,8,0.602
Process101,1,0,3,1,0,3,1,9,0.334
Process101,1,0,3,1,0,3,2,10,0.429
Process101,1,0,3,1,0,3,3,11,0.38
Process101,1,0,3,1,1,0,0,6,0.528
Process101,1,0,3,1,1,0,1,7,0.407
Process101,1,0,3,1,1,0,2,8,0.328
Process101,1,0,3,1,1,0,3,9,0.46
Process101,1,0,3,1,1,1,0,7,0.514
Process101,1,0,3,1,1,1,1,8,0.458
Process101,1,0,3,1,1,1,2,9,0.469
Process101,1,0,3,1,1,1,3,10,0.459
Process101,1,0,3,1,1,2,0,8,0.46
Process101,1,0,3,1,1,2,1,9,0.441
Process101,1,0,3,1,1,2,2,10,0.388
Process101,1,0,3,1,1,2,3,11,0.445
Process101,1,0,3,1,1,3,0,9,0.499
Process101,1,0,3,1,1,3,1,10,0.406
Process101,1,0,3,1,1,3,2,11,0.398
Process101,1,0,3,1,1,3,3,12,0.337
Process101,1,0,3,1,2,0,0,7,0.321
Process101,1,0,3,1,2,0,1,8,0.485
Process101,1,0,3,1,2,0,2,9,0.384
Process101,1,0,3,1,2,0,3,10,0.465
Process101,1,0,3,1,2,1,0,8,0.561
Process101,1,0,3,1,2,1,1,9,0.446
Process101,1,0,3,1,2,1,2,10,0.377
Process101,1,0,3,1,2,1,3,11,0.418
Process101,1,0,3,1,2,2,0,9,0.412
Process101,1,0,3,1,2,2,1,10,0.213
Process101,1,0,3,1,2,2,2,11,0.53
Process101,1,0,3,1,2,2,3,12,0.546
Process101,1,0,3,1,2,3,0,10,0.427
Process101,1,0,3,1,2,3,1,11,0.482
Process101,1,0,3,1,2,3,2,12,0.436
Process101,1,0,3,1,2,3,3,13,0.341
Process101,1,0,3,1,3,0,0,8,0.607
Process101,1,0,3,1,3,0,1,9,0.596
Process101,1,0,3,1,3,0,2,10,0.404
Process101,1,0,3,1,3,0,3,11,0.187
Process101,1,0,3,1,3,1,0,9,0.571
Process101,1,0,3,1,3,1,1,10,0.596
Process101,1,0,3,1,3,1,2,11,0.416
Process101,1,0,3,1,3,1,3,12,0.416
Process101,1,0,3,1,3,2,0,10,0.6
Process101,1,0,3,1,3,2,1,11,0.584
Process101,1,0,3,1,3,2,2,12,0.377
Process101,1,0,3,1,3,2,3,13,0.365
Process101,1,0,3,1,3,3,0,11,0.394
Process101,1,0,3,1,3,3,1,12,0.567
Process101,1,0,3,1,3,3,2,13,0.392
Process101,1,0,3,1,3,3,3,14,0.446
Process101,1,0,3,2,0,0,0,6,0.558
Process101,1,0,3,2,0,0,1,7,0.375
Process101,1,0,3,2,0,0,2,8,0.434
Process101,1,0,3,2,0,0,3,9,0.37
Process101,1,0,3,2,0,1,0,7,0.565
Process101,1,0,3,2,0,1,1,8,0.386
Process101,1,0,3,2,0,1,2,9,0.311
Process101,1,0,3,2,0,1,3,10,0.383
Process101,1,0,3,2,0,2,0,8,0.422
Process101,1,0,3,2,0,2,1,9,0.433
Process101,1,0,3,2,0,2,2,10,0.345
Process101,1,0,3,2,0,2,3,11,0.345
Process101,1,0,3,2,0,3,0,9,0.507
Process101,1,0,3,2,0,3,1,10,0.366
Process101,1,0,3,2,0,3,2,11,0.333
Process101,1,0,3,2,0,3,3,12,0.462
Process101,1,0,3,2,1,0,0,7,0.427
Process101,1,0,3,2,1,0,1,8,0.451
Process101,1,0,3,2,1,0,2,9,0.506
Process101,1,0,3,2,1,0,3,10,0.468
Process101,1,0,3,2,1,1,0,8,0.378
Process101,1,0,3,2,1,1,1,9,0.438
Process101,1,0,3,2,1,1,2,10,0.479
Process101,1,0,3,2,1,1,3,11,0.396
Process101,1,0,3,2,1,2,0,9,0.467
Process101,1,0,3,2,1,2,1,10,0.524
Process101,1,0,3,2,1,2,2,11,0.452
Process101,1,0,3,2,1,2,3,12,0.455
Process101,1,0,3,2,1,3,0,10,0.342
Process101,1,0,3,2,1,3,1,11,0.386
Process101,1,0,3,2,1,3,2,12,0.529
Process101,1,0,3,2,1,3,3,13,0.348
Process101,1,0,3,2,2,0,0,8,0.451
Process101,1,0,3,2,2,0,1,9,0.373
Process101,1,0,3,2,2,0,2,10,0.483
Process101,1,0,3,2,2,0,3,11,0.307
Process101,1,0,3,2,2,1,0,9,0.408
Process101,1,0,3,2,2,1,1,10,0.41
Process101,1,0,3,2,2,1,2,11,0.622
Process101,1,0,3,2,2,1,3,12,0.29
Process101,1,0,3,2,2,2,0,10,0.591
Process101,1,0,3,2,2,2,1,11,0.334
Process101,1,0,3,2,2,2,2,12,0.369
Process101,1,0,3,2,2,2,3,13,0.349
Process101,1,0,3,2,2,3,0,11,0.387
Process101,1,0,3,2,2,3,1,12,0.436
Process101,1,0,3,2,2,3,2,13,0.359
Process101,1,0,3,2,2,3,3,14,0.482
Process101,1,0,3,2,3,0,0,9,0.614
Process101,1,0,3,2,3,0,1,10,0.375
Process101,1,0,3,2,3,0,2,11,0.455
Process101,1,0,3,2,3,0,3,12,0.393
Process101,1,0,3,2,3,1,0,10,0.5
Process101,1,0,3,2,3,1,1,11,0.351
Process101,1,0,3,2,3,1,2,12,0.408
Process101,1,0,3,2,3,1,3,13,0.401
Process101,1,0,3,2,3,2,0,11,0.583
Process101,1,0,3,2,3,2,1,12,0.35
Process101,1,0,3,2,3,2,2,13,0.431
Process101,1,0,3,2,3,2,3,14,0.4
Process101,1,0,3,2,3,3,0,12,0.429
Process101,1,0,3,2,3,3,1,13,0.411
Process101,1,0,3,2,3,3,2,14,0.357
Process101,1,0,3,2,3,3,3,15,0.163
Process101,1,0,3,3,0,0,0,7,0.514
Process101,1,0,3,3,0,0,1,8,0.413
Process101,1,0,3,3,0,0,2,9,0.529
Process101,1,0,3,3,0,0,3,10,0.445
Process101,1,0,3,3,0,1,0,8,0.428
Process101,1,0,3,3,0,1,1,9,0.435
Process101,1,0,3,3,0,1,2,10,0.308
Process101,1,0,3,3,0,1,3,11,0.318
Process101,1,0,3,3,0,2,0,9,0.348
Process101,1,0,3,3,0,2,1,10,0.378
Process101,1,0,3,3,0,2,2,11,0.355
Process101,1,0,3,3,0,2,3,12,0.422
Process101,1,0,3,3,0,3,0,10,0.516
Process101,1,0,3,3,0,3,1,11,0.381
Process101,1,0,3,3,0,3,2,12,0.331
Process101,1,0,3,3,0,3,3,13,0.428
Process101,1,0,3,3,1,0,0,8,0.428
Process101,1,0,3,3,1,0,1,9,0.495
Process101,1,0,3,3,1,0,2,10,0.482
Process101,1,0,3,3,1,0,3,11,0.31
Process101,1,0,3,3,1,1,0,9,0.558
Process101,1,0,3,3,1,1,1,10,0.347
Process101,1,0,3,3,1,1,2,11,0.284
Process101,1,0,3,3,1,1,3,12,0.419
Process101,1,0,3,3,1,2,0,10,0.337
Process101,1,0,3,3,1,2,1,11,0.515
Process101,1,0,3,3,1,2,2,12,0.437
Process101,1,0,3,3,1,2,3,13,0.473
Process101,1,0,3,3,1,3,0,11,0.531
Process101,1,0,3,3,1,3,1,12,0.458
Process101,1,0,3,3,1,3,2,13,0.433
Process101,1,0,3,3,1,3,3,14,0.373
Process101,1,0,3,3,2,0,0,9,0.385
Process101,1,0,3,3,2,0,1,10,0.493
Process101,1,0,3,3,2,0,2,11,0.338
Process101,1,0,3,3,2,0,3,12,0.475
Process101,1,0,3,3,2,1,0,10,0.401
Process101,1,0,3,3,2,1,1,11,0.364
Process101,1,0,3,3,2,1,2,12,0.2
Process101,1,0,3,3,2,1,3,13,0.441
Process101,1,0,3,3,2,2,0,11,0.375
Process101,1,0,3,3,2,2,1,12,0.452
Process101,1,0,3,3,2,2,2,13,0.448
Process101,1,0,3,3,2,2,3,14,0.439
Process101,1,0,3,3,2,3,0,12,0.565
Process101,1,0,3,3,2,3,1,13,0.362
Process101,1,0,3,3,2,3,2,14,0.375
Process101,1,0,3,3,2,3,3,15,0.281
Process101,1,0,3,3,3,0,0,10,0.195
Process101,1,0,3,3,3,0,1,11,0.444
Process101,1,0,3,3,3,0,2,12,0.482
Process101,1,0,3,3,3,0,3,13,0.405
Process101,1,0,3,3,3,1,0,11,0.338
Process101,1,0,3,3,3,1,1,12,0.419
Process101,1,0,3,3,3,1,2,13,0.362
Process101,1,0,3,3,3,1,3,14,0.323
Process101,1,0,3,3,3,2,0,12,0.426
Process101,1,0,3,3,3,2,1,13,0.326
Process101,1,0,3,3,3,2,2,14,0.375
Process101,1,0,3,3,3,2,3,15,0.293
Process101,1,0,3,3,3,3,0,13,0.518
Process101,1,0,3,3,3,3,1,14,0.493
Process101,1,0,3,3,3,3,2,15,0.43
Process101,1,0,3,3,3,3,3,16,0.296
Process101,1,1,0,0,0,0,0,2,0.623
Process101,1,1,0,0,0,0,1,3,0.639
Process101,1,1,0,0,0,0,2,4,0.517
Process101,1,1,0,0,0,0,3,5,0.523
Process101,1,1,0,0,0,1,0,3,0.653
Process101,1,1,0,0,0,1,1,4,0.655
Process101,1,1,0,0,0,1,2,5,0.609
Process101,1,1,0,0,0,1,3,6,0.455
Process101,1,1,0,0,0,2,0,4,0.599
Process101,1,1,0,0,0,2,1,5,0.564
Process101,1,1,0,0,0,2,2,6,0.671
Process101,1,1,0,0,0,2,3,7,0.4
Process101,1,1,0,0,0,3,0,5,0.562
Process101,1,1,0,0,0,3,1,6,0.599
Process101,1,1,0,0,0,3,2,7,0.51
Process101,1,1,0,0,0,3,3,8,0.498
Process101,1,1,0,0,1,0,0,3,0.637
Process101,1,1,0,0,1,0,1,4,0.597
Process101,1,1,0,0,1,0,2,5,0.571
Process101,1,1,0,0,1,0,3,6,0.445
Process101,1,1,0,0,1,1,0,4,0.59
Process101,1,1,0,0,1,1,1,5,0.566
Process101,1,1,0,0,1,1,2,6,0.634
Process101,1,1,0,0,1,1,3,7,0.253
Process101,1,1,0,0,1,2,0,5,0.63
Process101,1,1,0,0,1,2,1,6,0.595
Process101,1,1,0,0,1,2,2,7,0.567
Process101,1,1,0,0,1,2,3,8,0.517
Process101,1,1,0,0,1,3,0,6,0.496
Process101,1,1,0,0,1,3,1,7,0.571
Process101,1,1,0,0,1,3,2,8,0.438
Process101,1,1,0,0,1,3,3,9,0.429
Process101,1,1,0,0,2,0,0,4,0.616
Process101,1,1,0,0,2,0,1,5,0.604
Process101,1,1,0,0,2,0,2,6,0.61
Process101,1,1,0,0,2,0,3,7,0.556
Process101,1,1,0,0,2,1,0,5,0.63
Process101,1,1,0,0,2,1,1,6,0.444
Process101,1,1,0,0,2,1,2,7,0.581
Process101,1,1,0,0,2,1,3,8,0.563
Process101,1,1,0,0,2,2,0,6,0.68
Process101,1,1,0,0,2,2,1,7,0.582
Process101,1,1,0,0,2,2,2,8,0.225
Process101,1,1,0,0,2,2,3,9,0.464
Process101,1,1,0,0,2,3,0,7,0.651
Process101,1,1,0,0,2,3,1,8,0.573
Process101,1,1,0,0,2,3,2,9,0.243
Process101,1,1,0,0,2,3,3,10,0.306
Process101,1,1,0,0,3,0,0,5,0.655
Process101,1,1,0,0,3,0,1,6,0.521
Process101,1,1,0,0,3,0,2,7,0.38
Process101,1,1,0,0,3,0,3,8,0.522
Process101,1,1,0,0,3,1,0,6,0.658
Process101,1,1,0,0,3,1,1,7,0.589
Process101,1,1,0,0,3,1,2,8,0.541
Process101,1,1,0,0,3,1,3,9,0.6
Process101,1,1,0,0,3,2,0,7,0.655
Process101,1,1,0,0,3,2,1,8,0.537
Process101,1,1,0,0,3,2,2,9,0.523
Process101,1,1,0,0,3,2,3,10,0.5
Process101,1,1,0,0,3,3,0,8,0.592
Process101,1,1,0,0,3,3,1,9,0.657
Process101,1,1,0,0,3,3,2,10,0.426
Process101,1,1,0,0,3,3,3,11,0.606
Process101,1,1,0,1,0,0,0,3,0.677
Process101,1,1,0,1,0,0,1,4,0.519
Process101,1,1,0,1,0,0,2,5,0.604
Process101,1,1,0,1,0,0,3,6,0.533
Process101,1,1,0,1,0,1,0,4,0.624
Process101,1,1,0,1,0,1,1,5,0.582
Process101,1,1,0,1,0,1,2,6,0.514
Process101,1,1,0,1,0,1,3,7,0.533
Process101,1,1,0,1,0,2,0,5,0.599
Process101,1,1,0,1,0,2,1,6,0.507
Process101,1,1,0,1,0,2,2,7,0.433
Process101,1,1,0,1,0,2,3,8,0.468
Process101,1,1,0,1,0,3,0,6,0.623
Process101,1,1,0,1,0,3,1,7,0.418
Process101,1,1,0,1,0,3,2,8,0.559
Process101,1,1,0,1,0,3,3,9,0.552
Process101,1,1,0,1,1,0,0,4,0.488
Process101,1,1,0,1,1,0,1,5,0.551
Process101,1,1,0,1,1,0,2,6,0.538
Process101,1,1,0,1,1,0,3,7,0.542
Process101,1,1,0,1,1,1,0,5,0.612
Process101,1,1,0,1,1,1,1,6,0.587
Process101,1,1,0,1,1,1,2,7,0.405
Process101,1,1,0,1,1,1,3,8,0.462
Process101,1,1,0,1,1,2,0,6,0.452
Process101,1,1,0,1,1,2,1,7,0.539
Process101,1,1,0,1,1,2,2,8,0.519
Process101,1,1,0,1,1,2,3,9,0.438
Process101,1,1,0,1,1,3,0,7,0.537
Process101,1,1,0,1,1,3,1,8,0.379
Process101,1,1,0,1,1,3,2,9,0.451
Process101,1,1,0,1,1,3,3,10,0.447
Process101,1,1,0,1,2,0,0,5,0.621
Process101,1,1,0,1,2,0,1,6,0.622
Process101,1,1,0,1,2,0,2,7,0.432
Process101,1,1,0,1,2,0,3,8,0.427
Process101,1,1,0,1,2,1,0,6,0.532
Process101,1,1,0,1,2,1,1,7,0.605
Process101,1,1,0,1,2,1,2,8,0.383
Process101,1,1,0,1,2,1,3,9,0.42
Process101,1,1,0,1,2,2,0,7,0.398
Process101,1,1,0,1,2,2,1,8,0.38
Process101,1,1,0,1,2,2,2,9,0.496
Process101,1,1,0,1,2,2,3,10,0.455
Process101,1,1,0,1,2,3,0,8,0.489
Process101,1,1,0,1,2,3,1,9,0.558
Process101,1,1,0,1,2,3,2,10,0.41
Process101,1,1,0,1,2,3,3,11,0.445
Process101,1,1,0,1,3,0,0,6,0.65
Process101,1,1,0,1,3,0,1,7,0.672
Process101,1,1,0,1,3,0,2,8,0.527
Process101,1,1,0,1,3,0,3,9,0.566
Process101,1,1,0,1,3,1,0,7,0.53
Process101,1,1,0,1,3,1,1,8,0.618
Process101,1,1,0,1,3,1,2,9,0.59
Process101,1,1,0,1,3,1,3,10,0.452
Process101,1,1,0,1,3,2,0,8,0.577
Process101,1,1,0,1,3,2,1,9,0.543
Process101,1,1,0,1,3,2,2,10,0.471
Process101,1,1,0,1,3,2,3,11,0.496
Process101,1,1,0,1,3,3,0,9,0.522
Process101,1,1,0,1,3,3,1,10,0.559
Process101,1,1,0,1,3,3,2,11,0.283
Process101,1,1,0,1,3,3,3,12,0.4
Process101,1,1,0,2,0,0,0,4,0.634
Process101,1,1,0,2,0,0,1,5,0.5
Process101,1,1,0,2,0,0,2,6,0.491
Process101,1,1,0,2,0,0,3,7,0.335
Process101,1,1,0,2,0,1,0,5,0.47
Process101,1,1,0,2,0,1,1,6,0.621
Process101,1,1,0,2,0,1,2,7,0.432
Process101,1,1,0,2,0,1,3,8,0.557
Process101,1,1,0,2,0,2,0,6,0.53
Process101,1,1,0,2,0,2,1,7,0.565
Process101,1,1,0,2,0,2,2,8,0.462
Process101,1,1,0,2,0,2,3,9,0.492
Process101,1,1,0,2,0,3,0,7,0.558
Process101,1,1,0,2,0,3,1,8,0.327
Process101,1,1,0,2,0,3,2,9,0.539
Process101,1,1,0,2,0,3,3,10,0.502
Process101,1,1,0,2,1,0,0,5,0.663
Process101,1,1,0,2,1,0,1,6,0.31
Process101,1,1,0,2,1,0,2,7,0.625
Process101,1,1,0,2,1,0,3,8,0.521
Process101,1,1,0,2,1,1,0,6,0.507
Process101,1,1,0,2,1,1,1,7,0.51
Process101,1,1,0,2,1,1,2,8,0.392
Process101,1,1,0,2,1,1,3,9,0.402
Process101,1,1,0,2,1,2,0,7,0.581
Process101,1,1,0,2,1,2,1,8,0.319
Process101,1,1,0,2,1,2,2,9,0.487
Process101,1,1,0,2,1,2,3,10,0.479
Process101,1,1,0,2,1,3,0,8,0.521
Process101,1,1,0,2,1,3,1,9,0.617
Process101,1,1,0,2,1,3,2,10,0.488
Process101,1,1,0,2,1,3,3,11,0.457
Process101,1,1,0,2,2,0,0,6,0.559
Process101,1,1,0,2,2,0,1,7,0.606
Process101,1,1,0,2,2,0,2,8,0.393
Process101,1,1,0,2,2,0,3,9,0.441
Process101,1,1,0,2,2,1,0,7,0.653
Process101,1,1,0,2,2,1,1,8,0.64
Process101,1,1,0,2,2,1,2,9,0.609
Process101,1,1,0,2,2,1,3,10,0.485
Process101,1,1,0,2,2,2,0,8,0.35
Process101,1,1,0,2,2,2,1,9,0.356
Process101,1,1,0,2,2,2,2,10,0.398
Process101,1,1,0,2,2,2,3,11,0.319
Process101,1,1,0,2,2,3,0,9,0.447
Process101,1,1,0,2,2,3,1,10,0.517
Process101,1,1,0,2,2,3,2,11,0.492
Process101,1,1,0,2,2,3,3,12,0.444
Process101,1,1,0,2,3,0,0,7,0.471
Process101,1,1,0,2,3,0,1,8,0.582
Process101,1,1,0,2,3,0,2,9,0.486
Process101,1,1,0,2,3,0,3,10,0.427
Process101,1,1,0,2,3,1,0,8,0.576
Process101,1,1,0,2,3,1,1,9,0.519
Process101,1,1,0,2,3,1,2,10,0.588
Process101,1,1,0,2,3,1,3,11,0.383
Process101,1,1,0,2,3,2,0,9,0.617
Process101,1,1,0,2,3,2,1,10,0.599
Process101,1,1,0,2,3,2,2,11,0.496
Process101,1,1,0,2,3,2,3,12,0.32
Process101,1,1,0,2,3,3,0,10,0.493
Process101,1,1,0,2,3,3,1,11,0.532
Process101,1,1,0,2,3,3,2,12,0.455
Process101,1,1,0,2,3,3,3,13,0.322
Process101,1,1,0,3,0,0,0,5,0.587
Process101,1,1,0,3,0,0,1,6,0.512
Process101,1,1,0,3,0,0,2,7,0.583
Process101,1,1,0,3,0,0,3,8,0.462
Process101,1,1,0,3,0,1,0,6,0.495
Process101,1,1,0,3,0,1,1,7,0.565
Process101,1,1,0,3,0,1,2,8,0.483
Process101,1,1,0,3,0,1,3,9,0.486
Process101,1,1,0,3,0,2,0,7,0.431
Process101,1,1,0,3,0,2,1,8,0.572
Process101,1,1,0,3,0,2,2,9,0.545
