sep=,
model,mutations,GED, CNE, Jaccard, W-GED, LCS
Process101,1,0.9911504424778761,0.9911504424778761,0.9636363636363636,0.991346511627907,7.680000000000002E-4
Process101,1,0.991304347826087,0.991304347826087,0.9931818181818182,0.9991681818181818,6.560000000000002E-4
Process101,1,0.9739130434782609,0.9739130434782609,0.9515810276679841,0.9901044444444445,7.669999999999997E-4
Process101,1,0.8771929824561404,0.8771929824561403,0.9343529411764706,0.9875227272727273,7.270000000000003E-4
Process101,1,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,6.900000000000003E-4
Process101,1,0.9655172413793104,0.9655172413793104,0.9558423913043479,0.9888844444444445,7.340000000000001E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.729999999999999E-4
Process101,1,0.9298245614035088,0.9298245614035088,0.961413043478261,0.9927909090909091,7.509999999999997E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.889999999999997E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.659999999999998E-4
Process101,1,0.9655172413793104,0.9655172413793104,0.9558423913043479,0.9888844444444445,7.49E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9990295454545455,7.819999999999999E-4
Process101,1,0.9245283018867925,0.9245283018867925,0.9172077922077922,0.985246511627907,7.559999999999998E-4
Process101,1,0.9636363636363636,0.9636363636363636,0.9457792207792208,0.9886511627906976,6.250000000000002E-4
Process101,1,0.9636363636363636,0.9636363636363636,0.9457792207792208,0.9886511627906976,7.619999999999998E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,7.220000000000002E-4
Process101,1,0.9473684210526316,0.9473684210526315,0.9625,0.995009090909091,7.889999999999998E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9981977272727273,7.829999999999998E-4
Process101,1,0.9739130434782609,0.9739130434782609,0.9585507246376812,0.9898333333333333,7.659999999999998E-4
Process101,1,0.7894736842105263,0.7894736842105263,0.9033333333333333,0.9783727272727273,7.100000000000002E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,7.869999999999998E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,7.829999999999997E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.74E-4
Process101,1,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,7.130000000000001E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9981977272727273,7.74E-4
Process101,1,0.9541284403669725,0.9541284403669725,0.9422077922077923,0.9876581395348837,6.640000000000001E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.799999999999998E-4
Process101,1,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,6.98E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,7.779999999999998E-4
Process101,1,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,7.330000000000001E-4
Process101,1,0.9565217391304348,0.9565217391304348,0.9391304347826087,0.9884777777777778,7.809999999999999E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.740000000000001E-4
Process101,1,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,7.71E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.700000000000001E-4
Process101,1,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,7.519999999999997E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9981977272727273,7.979999999999998E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9990295454545455,7.879999999999999E-4
Process101,1,0.9391304347826087,0.9391304347826087,0.9390810276679842,0.9863088888888889,6.879999999999999E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9981977272727273,7.869999999999998E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9636363636363636,0.991346511627907,7.72E-4
Process101,1,0.972972972972973,0.972972972972973,0.952922077922078,0.9895023255813954,7.569999999999999E-4
Process101,1,0.9739130434782609,0.9739130434782609,0.9515810276679841,0.9901044444444445,7.629999999999997E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9990295454545455,7.729999999999999E-4
Process101,1,0.8596491228070176,0.8596491228070176,0.9246606334841629,0.985859090909091,7.19E-4
Process101,1,0.9043478260869565,0.9043478260869565,0.9152173913043479,0.9830555555555556,6.779999999999999E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.679999999999998E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.759999999999998E-4
