sep=,
model,mutations,GED, CNE, Jaccard, W-GED, LCS
Process101,1,0.9090909090909091,0.9090909090909091,0.947536231884058,0.9911272727272727,7.605E-4
Process101,1,0.9391304347826087,0.9391304347826087,0.932463768115942,0.98658,7.929999999999997E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9981977272727273,8.049999999999999E-4
Process101,1,0.972972972972973,0.972972972972973,0.952922077922078,0.9895023255813954,7.764999999999995E-4
Process101,1,0.9122807017543859,0.9122807017543859,0.9500000000000001,0.9911272727272727,7.349999999999999E-4
Process101,1,0.9739130434782609,0.9739130434782609,0.9515810276679841,0.9901044444444445,7.875000000000001E-4
Process101,1,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,7.165000000000003E-4
Process101,1,0.8771929824561404,0.8771929824561403,0.9266666666666667,0.9880772727272727,8.014999999999998E-4
Process101,1,0.9655172413793104,0.9655172413793104,0.9456521739130435,0.9892911111111111,7.984999999999997E-4
Process101,1,0.9122807017543859,0.9122807017543859,0.9562659846547314,0.99085,6.989999999999998E-4
Process101,1,0.972972972972973,0.972972972972973,0.952922077922078,0.9895023255813954,6.655000000000004E-4
Process101,1,0.972972972972973,0.972972972972973,0.9493506493506494,0.9896441860465116,7.864999999999998E-4
Process101,1,0.9043478260869565,0.9043478260869565,0.9152173913043479,0.9830555555555556,6.97E-4
Process101,1,0.9043478260869565,0.9043478260869565,0.9152173913043479,0.9830555555555556,7.11E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.95E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,7.885000000000002E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9636363636363636,0.991346511627907,7.880000000000001E-4
Process101,1,0.9636363636363636,0.9636363636363636,0.9457792207792208,0.9886511627906976,6.575000000000004E-4
Process101,1,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,7.504999999999995E-4
Process101,1,0.8421052631578947,0.8421052631578947,0.9200854700854701,0.9839181818181818,7.369999999999997E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9990295454545455,8.039999999999998E-4
Process101,1,1.0,1.0,1.0,1.0,8.049999999999997E-4
Process101,1,0.9739130434782609,0.9739130434782609,0.9515810276679841,0.9901044444444445,7.960000000000002E-4
Process101,1,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,7.504999999999993E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9636363636363636,0.991346511627907,8.070000000000001E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,7.164999999999999E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,6.974999999999998E-4
Process101,1,0.9649122807017544,0.9649122807017544,0.9739130434782609,0.9966727272727273,8.07E-4
