sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapAct,GED, CNE, Jaccard
Process101,0,0,0,0,0,0,0,1.0,1.0,1.0
Process101,0,0,0,0,0,0,1,0.9763636363636363,0.8596491228070176,0.9297777777777778
Process101,0,0,0,0,0,0,2,0.9645454545454546,0.7894736842105263,0.9033333333333333
Process101,0,0,0,0,0,0,3,0.9559090909090909,0.7368421052631579,0.8839080459770116
Process101,0,0,0,0,0,1,0,0.9986363636363637,0.9911504424778761,0.9928571428571429
Process101,0,0,0,0,0,1,1,0.9843181818181819,0.9009009009009009,0.9400000000000001
Process101,0,0,0,0,0,1,2,0.9815909090909091,0.8828828828828829,0.93
Process101,0,0,0,0,0,1,3,0.955,0.7256637168141593,0.875
Process101,0,0,0,0,0,2,0,0.9972727272727273,0.9821428571428571,0.9857142857142858
Process101,0,0,0,0,0,2,1,0.9829545454545454,0.8909090909090909,0.9337500000000001
Process101,0,0,0,0,0,2,2,0.9738636363636364,0.8363636363636363,0.9134117647058824
Process101,0,0,0,0,0,2,3,0.9477272727272728,0.6785714285714286,0.8618750000000001
Process101,0,0,0,0,0,3,0,0.9956818181818182,0.972972972972973,0.9821428571428572
Process101,0,0,0,0,0,3,1,0.9834090909090909,0.9009009009009009,0.9520380434782609
Process101,0,0,0,0,0,3,2,0.9609090909090909,0.7567567567567568,0.8842911877394637
Process101,0,0,0,0,0,3,3,0.9618181818181818,0.7567567567567568,0.8796370967741935
Process101,0,0,0,0,1,0,0,0.9984090909090909,0.991304347826087,0.9966666666666667
Process101,0,0,0,0,1,0,1,0.9686363636363636,0.8070175438596491,0.8995943204868154
Process101,0,0,0,0,1,0,2,0.9813636363636363,0.8869565217391304,0.9355769230769231
Process101,0,0,0,0,1,0,3,0.9479545454545455,0.6956521739130435,0.8668750000000001
Process101,0,0,0,0,1,1,0,0.9956818181818182,0.9824561403508771,0.9928571428571429
Process101,0,0,0,0,1,1,1,0.9790909090909091,0.8771929824561403,0.9419117647058823
Process101,0,0,0,0,1,1,2,0.96,0.7543859649122807,0.8826375711574953
Process101,0,0,0,0,1,1,3,0.9529545454545455,0.7142857142857143,0.8755952380952381
Process101,0,0,0,0,1,2,0,0.9956818181818182,0.9734513274336283,0.9857142857142858
Process101,0,0,0,0,1,2,1,0.9763636363636363,0.8672566371681416,0.9356617647058824
Process101,0,0,0,0,1,2,2,0.9684090909090909,0.8035714285714286,0.8990546218487395
Process101,0,0,0,0,1,2,3,0.9454545454545454,0.672566371681416,0.8663636363636364
Process101,0,0,0,0,1,3,0,0.9940909090909091,0.9642857142857143,0.9821428571428572
Process101,0,0,0,0,1,3,1,0.9779545454545454,0.8648648648648649,0.9294117647058824
Process101,0,0,0,0,1,3,2,0.9670454545454545,0.8035714285714286,0.9137500000000001
Process101,0,0,0,0,1,3,3,0.9531818181818181,0.7142857142857143,0.874396551724138
Process101,0,0,0,0,2,0,0,0.9970454545454546,0.9827586206896551,0.9931818181818182
Process101,0,0,0,0,2,0,1,0.9722727272727273,0.8347826086956521,0.9166666666666667
Process101,0,0,0,0,2,0,2,0.9543181818181818,0.7304347826086957,0.8839080459770116
Process101,0,0,0,0,2,0,3,0.9554545454545454,0.7413793103448276,0.8795415959252971
Process101,0,0,0,0,2,1,0,0.9938636363636364,0.9739130434782609,0.9933333333333334
Process101,0,0,0,0,2,1,1,0.9752272727272727,0.8596491228070176,0.9283529411764706
Process101,0,0,0,0,2,1,2,0.9629545454545455,0.7787610619469026,0.9018218623481782
Process101,0,0,0,0,2,1,3,0.9420454545454545,0.6608695652173913,0.868
Process101,0,0,0,0,2,2,0,0.9940909090909091,0.9649122807017544,0.9794642857142858
Process101,0,0,0,0,2,2,1,0.9779545454545454,0.8771929824561403,0.9386029411764707
Process101,0,0,0,0,2,2,2,0.9588636363636364,0.7610619469026548,0.893421052631579
Process101,0,0,0,0,2,2,3,0.9445454545454546,0.6607142857142857,0.8578341013824885
Process101,0,0,0,0,2,3,0,0.9897727272727272,0.9557522123893806,0.9821428571428572
Process101,0,0,0,0,2,3,1,0.9675,0.8035714285714286,0.9075910931174089
Process101,0,0,0,0,2,3,2,0.9486363636363636,0.6964285714285714,0.8711822660098523
Process101,0,0,0,0,2,3,3,0.9625,0.7678571428571429,0.8852443609022557
Process101,0,0,0,0,3,0,0,0.9968181818181818,0.9827586206896551,1.0
Process101,0,0,0,0,3,0,1,0.9702272727272727,0.8376068376068376,0.9297777777777778
Process101,0,0,0,0,3,0,2,0.9686363636363636,0.8205128205128205,0.9205769230769232
Process101,0,0,0,0,3,0,3,0.9440909090909091,0.6724137931034483,0.8668621700879766
Process101,0,0,0,0,3,1,0,0.9925,0.9655172413793104,0.9866071428571429
Process101,0,0,0,0,3,1,1,0.9831818181818182,0.9043478260869565,0.9601010101010101
Process101,0,0,0,0,3,1,2,0.9595454545454546,0.7652173913043478,0.8898467432950192
Process101,0,0,0,0,3,1,3,0.9502272727272727,0.6909090909090909,0.8667241379310345
Process101,0,0,0,0,3,2,0,0.9940909090909091,0.9649122807017544,0.9827922077922078
Process101,0,0,0,0,3,2,1,0.9754545454545455,0.8672566371681416,0.9337500000000001
Process101,0,0,0,0,3,2,2,0.9677272727272728,0.8173913043478261,0.915950226244344
Process101,0,0,0,0,3,2,3,0.9654545454545455,0.7964601769911505,0.8990196078431373
Process101,0,0,0,0,3,3,0,0.9913636363636363,0.9473684210526315,0.9672463768115942
Process101,0,0,0,0,3,3,1,0.9795454545454545,0.8771929824561403,0.9363750000000001
Process101,0,0,0,0,3,3,2,0.9520454545454545,0.7079646017699115,0.8710526315789474
Process101,0,0,0,0,3,3,3,0.9529545454545455,0.7142857142857143,0.8686580882352941
Process101,0,0,0,1,0,0,0,0.972,0.9565217391304348,0.9449143610013175
Process101,0,0,0,1,0,0,1,0.9551111111111111,0.8521739130434782,0.8898780247885107
Process101,0,0,0,1,0,0,2,0.9488888888888889,0.8173913043478261,0.8812092941383559
Process101,0,0,0,1,0,0,3,0.9124444444444444,0.591304347826087,0.8060869565217391
Process101,0,0,0,1,0,1,0,0.9708888888888889,0.9473684210526315,0.9355590062111802
Process101,0,0,0,1,0,1,1,0.9424444444444444,0.7719298245614035,0.8574587706146927
Process101,0,0,0,1,0,1,2,0.9535555555555556,0.8392857142857143,0.8846291560102302
Process101,0,0,0,1,0,1,3,0.9255555555555556,0.6666666666666666,0.8236264822134387
Process101,0,0,0,1,0,2,0,0.9666666666666667,0.9203539823008849,0.9194202898550725
Process101,0,0,0,1,0,2,1,0.94,0.7610619469026548,0.8626532887402453
Process101,0,0,0,1,0,2,2,0.9411111111111111,0.7567567567567568,0.8491459627329193
Process101,0,0,0,1,0,2,3,0.9406666666666667,0.7610619469026548,0.8559128800261524
Process101,0,0,0,1,0,3,0,0.9673333333333334,0.9285714285714286,0.9353066770186336
Process101,0,0,0,1,0,3,1,0.9444444444444444,0.7857142857142857,0.8701769054743883
Process101,0,0,0,1,0,3,2,0.9333333333333333,0.7142857142857143,0.8422863568215893
Process101,0,0,0,1,0,3,3,0.922,0.6428571428571429,0.8201294147647584
Process101,0,0,0,1,1,0,0,0.9653333333333334,0.9137931034482759,0.9165507246376812
Process101,0,0,0,1,1,0,1,0.9562222222222222,0.8620689655172413,0.8977729468599034
Process101,0,0,0,1,1,0,2,0.9377777777777778,0.7478260869565218,0.8524587706146927
Process101,0,0,0,1,1,0,3,0.9175555555555556,0.6379310344827587,0.8229619565217392
Process101,0,0,0,1,1,1,0,0.9708888888888889,0.9473684210526315,0.9355590062111802
Process101,0,0,0,1,1,1,1,0.9551111111111111,0.8495575221238938,0.8875703324808184
Process101,0,0,0,1,1,1,2,0.9466666666666667,0.8,0.8679951690821256
Process101,0,0,0,1,1,1,3,0.93,0.6902654867256637,0.8284575228832952
Process101,0,0,0,1,1,2,0,0.9717777777777777,0.9557522123893806,0.9480745341614907
Process101,0,0,0,1,1,2,1,0.9408888888888889,0.7610619469026548,0.8531873161163779
Process101,0,0,0,1,1,2,2,0.9424444444444444,0.7719298245614035,0.8558188950637463
Process101,0,0,0,1,1,2,3,0.9366666666666666,0.7368421052631579,0.8462700228832952
Process101,0,0,0,1,1,3,0,0.962,0.9026548672566371,0.9192753623188405
Process101,0,0,0,1,1,3,1,0.9524444444444444,0.831858407079646,0.8803616220735786
Process101,0,0,0,1,1,3,2,0.9324444444444444,0.7079646017699115,0.8362700228832952
Process101,0,0,0,1,1,3,3,0.924,0.6548672566371682,0.8202173913043479
Process101,0,0,0,1,2,0,0,0.9706666666666667,0.9572649572649573,0.9515810276679841
Process101,0,0,0,1,2,0,1,0.9531111111111111,0.8448275862068966,0.8949951690821256
Process101,0,0,0,1,2,0,2,0.9333333333333333,0.7350427350427351,0.8515063896623117
Process101,0,0,0,1,2,0,3,0.9333333333333333,0.7256637168141593,0.847924158221641
Process101,0,0,0,1,2,1,0,0.9562222222222222,0.8695652173913043,0.9038203324808185
Process101,0,0,0,1,2,1,1,0.9446666666666667,0.8,0.8754400633691252
Process101,0,0,0,1,2,1,2,0.9391111111111111,0.7652173913043478,0.8612700228832952
Process101,0,0,0,1,2,1,3,0.9246666666666666,0.6724137931034483,0.8320795613923244
Process101,0,0,0,1,2,2,0,0.9673333333333334,0.9298245614035088,0.9359560276679841
Process101,0,0,0,1,2,2,1,0.9582222222222222,0.8869565217391304,0.9085507246376812
Process101,0,0,0,1,2,2,2,0.9417777777777778,0.7719298245614035,0.8639955867930696
Process101,0,0,0,1,2,2,3,0.9157777777777778,0.6140350877192983,0.8183423913043478
Process101,0,0,0,1,2,3,0,0.9546666666666667,0.8596491228070176,0.9019181585677749
