sep=,
model,mutations,GED, CNE, Jaccard, W-GED, LCS
Process101,1,0.9821428571428571,0.9821428571428571,0.9600649350649351,0.990353488372093,5.949999999999999E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9964285714285714,0.9990295454545455,5.549999999999999E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9636363636363636,0.991346511627907,7.3E-4
Process101,1,0.9298245614035088,0.9298245614035088,0.961413043478261,0.9927909090909091,6.649999999999999E-4
Process101,1,0.9122807017543859,0.9122807017543859,0.9500000000000001,0.9911272727272727,6.05E-4
Process101,1,0.8947368421052632,0.8947368421052632,0.9448529411764706,0.9891863636363636,6.6E-4
Process101,1,0.9401709401709402,0.9401709401709402,0.9362771739130435,0.9864444444444445,6.699999999999999E-4
Process101,1,0.991304347826087,0.991304347826087,0.9652173913043478,0.9917311111111111,7.5E-4
Process101,1,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,6.399999999999999E-4
Process101,1,0.9636363636363636,0.9636363636363636,0.9457792207792208,0.9886511627906976,7.25E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,7.050000000000001E-4
Process101,1,0.991304347826087,0.991304347826087,1.0,0.9990295454545455,7.300000000000002E-4
Process101,1,0.9655172413793104,0.9655172413793104,0.9456521739130435,0.9892911111111111,7.700000000000003E-4
Process101,1,0.9565217391304348,0.9565217391304348,0.9391304347826087,0.9884777777777778,7.3E-4
Process101,1,0.9217391304347826,0.9217391304347826,0.9210507246376811,0.9849533333333333,6.950000000000001E-4
Process101,1,0.9217391304347826,0.9217391304347826,0.9266304347826088,0.9846822222222222,6.499999999999999E-4
Process101,1,0.9298245614035088,0.9298245614035088,0.961413043478261,0.9927909090909091,7.149999999999999E-4
Process101,1,0.9911504424778761,0.9911504424778761,0.9928571428571429,0.9991681818181818,7.099999999999999E-4
Process101,1,0.991304347826087,0.991304347826087,0.9966666666666667,0.9990295454545455,6.45E-4
Process101,1,0.8245614035087719,0.8245614035087719,0.9159919028340081,0.9819772727272728,5.600000000000001E-4
