maxTraces,traceSize,observed,model_jaccard,model_precision,model_recall,log_fitness,log_precision,illegal_traces
5,5,5,0.19902777777777778,1.0,0.044444444444444446,0.2666666666666667,0.8888888888888888,trace 1trace 2trace 3trace 4trace 5trace 6trace 7trace 8
5,5,10,0.3939393939393939,0.6666666666666666,0.08888888888888889,0.4444444444444444,0.8,trace 1trace 2trace 3trace 4trace 5trace 6trace 7trace 8
5,5,15,0.6133333333333334,0.8,0.17777777777777778,0.7111111111111111,0.7183098591549296,trace 1trace 2trace 3trace 4trace 5trace 6trace 7trace 8
5,5,20,0.8111111111111111,0.8333333333333334,0.2222222222222222,0.8666666666666667,0.6353383458646616,trace 1trace 2trace 4trace 6trace 7
5,5,25,0.767020202020202,0.6666666666666666,0.13333333333333333,0.8888888888888888,0.5633333333333334,trace 2trace 4trace 5trace 6trace 7trace 8
5,5,30,0.88,0.8,0.17777777777777778,1.0,0.5013850415512465,
5,5,35,0.88,0.8,0.17777777777777778,1.0,0.5013850415512465,
5,5,40,0.865,0.7777777777777778,0.15555555555555556,1.0,0.49318801089918257,
5,5,45,0.8316666666666667,0.8,0.08888888888888889,1.0,0.4652956298200514,
