Step,GED,BehavioralProfile
1,0.909090909,1
2,0.909090909,1
3,0.833333333,1
4,0.833333333,1
5,0.769230769,0.5
6,0.769230769,0.5
7,0.769230769,0.5
8,0.769230769,0.5
9,0.769230769,0.5
10,0.769230769,0.5
11,0.769230769,0.5
12,0.769230769,0.5
13,0.769230769,0.5
14,0.769230769,0.5
