Step,GED,BehavioralProfile
1,0.0,NaN
2,0.0,NaN
3,0.2222222222222222,NaN
4,0.4,1.0
5,0.5454545454545454,1.0
6,0.6666666666666667,1.0
7,0.7692307692307692,1.0
8,0.8571428571428572,1.0
9,0.9333333333333333,1.0
10,1.0,1.0
11,0.9411764705882353,1.0
12,1.0,1.0
13,0.9411764705882353,1.0
14,0.8888888888888888,1.0
15,0.8421052631578947,1.0
16,0.7619047619047619,1.0
17,0.7272727272727273,1.0
18,0.7619047619047619,1.0
19,0.7272727272727273,1.0
20,0.6956521739130435,1.0
21,0.6666666666666667,1.0
22,0.6666666666666667,1.0
23,0.6666666666666667,1.0
24,0.6666666666666667,1.0
25,0.6666666666666667,1.0
26,0.6666666666666667,1.0
27,0.6666666666666667,1.0
28,0.6666666666666667,1.0
29,0.6666666666666667,1.0
30,0.6666666666666667,1.0
31,0.64,0.9821428571428571
32,0.6666666666666667,1.0
33,0.64,0.9821428571428571
34,0.64,0.9821428571428571
35,0.64,0.9821428571428571
36,0.64,0.9821428571428571
37,0.6153846153846154,0.9821428571428571
38,0.6153846153846154,0.9821428571428571
39,0.6153846153846154,0.9821428571428571
40,0.5925925925925926,0.9821428571428571
41,0.5925925925925926,0.9821428571428571
42,0.5925925925925926,0.9821428571428571
43,0.5925925925925926,0.9821428571428571
44,0.6153846153846154,1.0
45,0.5925925925925926,0.9821428571428571
46,0.6153846153846154,1.0
47,0.5925925925925926,0.9821428571428571
48,0.5925925925925926,0.9821428571428571
49,0.5925925925925926,0.9821428571428571
50,0.5714285714285714,0.9821428571428571
51,0.5714285714285714,0.9821428571428571
52,0.5714285714285714,0.9821428571428571
53,0.5714285714285714,0.9821428571428571
54,0.5714285714285714,0.9821428571428571
55,0.5517241379310345,0.9821428571428571
56,0.5517241379310345,0.9821428571428571
57,0.5517241379310345,0.9821428571428571
58,0.5333333333333333,0.9821428571428571
59,0.5333333333333333,0.9821428571428571
60,0.5161290322580645,0.9821428571428571
61,0.5161290322580645,0.9821428571428571
62,0.5161290322580645,0.9821428571428571
63,0.5161290322580645,0.9821428571428571
64,0.5161290322580645,0.9821428571428571
65,0.5161290322580645,0.9821428571428571
66,0.5161290322580645,0.9821428571428571
67,0.5161290322580645,0.9821428571428571
68,0.5161290322580645,0.9821428571428571
69,0.5161290322580645,0.9821428571428571
70,0.5161290322580645,0.9821428571428571
71,0.5161290322580645,0.9821428571428571
72,0.5161290322580645,0.9821428571428571
73,0.5161290322580645,0.9821428571428571
74,0.5161290322580645,0.9821428571428571
75,0.5161290322580645,0.9821428571428571
76,0.5161290322580645,0.9821428571428571
77,0.5161290322580645,0.9821428571428571
78,0.5161290322580645,0.9821428571428571
79,0.5161290322580645,0.9821428571428571
80,0.5161290322580645,0.9821428571428571
81,0.5161290322580645,0.9821428571428571
82,0.5161290322580645,0.9821428571428571
83,0.5161290322580645,0.9821428571428571
84,0.5,0.9821428571428571
85,0.5,0.9821428571428571
86,0.5,0.9821428571428571
87,0.5,0.9821428571428571
88,0.5,0.9821428571428571
89,0.5,0.9821428571428571
90,0.5,0.9821428571428571
91,0.5,0.9821428571428571
92,0.5,0.9821428571428571
93,0.5,0.9821428571428571
94,0.5,0.9821428571428571
95,0.5,0.9821428571428571
96,0.5,0.9821428571428571
97,0.5,0.9821428571428571
98,0.5,0.9821428571428571
99,0.5,0.9821428571428571
100,0.5,0.9821428571428571
101,0.5,0.9821428571428571
102,0.5,0.9821428571428571
103,0.48484848484848486,0.9821428571428571
104,0.48484848484848486,0.9821428571428571
105,0.48484848484848486,0.9821428571428571
106,0.48484848484848486,0.9821428571428571
107,0.48484848484848486,0.9821428571428571
108,0.48484848484848486,0.9821428571428571
109,0.48484848484848486,0.9821428571428571
110,0.47058823529411764,0.9821428571428571
111,0.48484848484848486,0.9821428571428571
112,0.47058823529411764,0.9821428571428571
113,0.4571428571428572,0.9821428571428571
114,0.4444444444444444,0.9464285714285714
115,0.43243243243243246,0.8928571428571429
116,0.4444444444444444,0.9464285714285714
