Step,GED,BehavioralProfile
1,1.0,1.0
2,0.9734513274336283,1.0
3,0.9401709401709402,1.0
4,0.9166666666666666,1.0
5,0.9016393442622951,1.0
6,0.8661417322834646,1.0
7,0.8661417322834646,1.0
8,0.8461538461538461,1.0
9,0.8372093023255813,1.0
10,0.8059701492537313,0.0457516339869281
11,0.7883211678832117,0.032679738562091505
12,0.7883211678832117,0.032679738562091505
