model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapAct,GED, CNE, Jaccard
Process101,0,0,0,3,0,2,2,0.6725663716814159,0.672566371681416,0.7728013136288999
Process101,0,0,0,3,0,2,3,0.5391304347826087,0.5391304347826087,0.7355217391304348
Process101,0,0,0,3,0,3,0,0.7894736842105263,0.7894736842105263,0.8150526315789475
Process101,0,0,0,3,0,3,1,0.7142857142857143,0.7142857142857143,0.7813496240601504
Process101,0,0,0,3,0,3,2,0.7192982456140351,0.7192982456140351,0.7829285714285715
Process101,0,0,0,3,0,3,3,0.6491228070175439,0.6491228070175439,0.7611875000000001
Process101,0,0,0,3,1,0,0,0.847457627118644,0.847457627118644,0.8442777777777779
Process101,0,0,0,3,1,0,1,0.8034188034188035,0.8034188034188035,0.8151111111111111
Process101,0,0,0,3,1,0,2,0.5423728813559322,0.5423728813559322,0.7373333333333334
Process101,0,0,0,3,1,0,3,0.7457627118644068,0.7457627118644068,0.804
Process101,0,0,0,3,1,1,0,0.7863247863247863,0.7863247863247863,0.8084117647058824
Process101,0,0,0,3,1,1,1,0.6495726495726496,0.6495726495726496,0.7660234604105572
Process101,0,0,0,3,1,1,2,0.7304347826086957,0.7304347826086957,0.7893383458646617
Process101,0,0,0,3,1,1,3,0.5641025641025641,0.5641025641025641,0.7396879606879607
Process101,0,0,0,3,1,2,0,0.7413793103448276,0.7413793103448276,0.7992777777777779
Process101,0,0,0,3,1,2,1,0.7241379310344828,0.7241379310344828,0.7903095238095239
Process101,0,0,0,3,1,2,2,0.6724137931034483,0.6724137931034483,0.7665960061443933
Process101,0,0,0,3,1,2,3,0.6379310344827587,0.6379310344827587,0.7627797619047619
Process101,0,0,0,3,1,3,0,0.7543859649122807,0.7543859649122807,0.8022692307692308
Process101,0,0,0,3,1,3,1,0.6956521739130435,0.6956521739130435,0.778396551724138
Process101,0,0,0,3,1,3,2,0.7747747747747747,0.7747747747747747,0.8074722222222223
Process101,0,0,0,3,1,3,3,0.5565217391304348,0.5565217391304348,0.7367922077922079
Process101,0,0,0,3,2,0,0,0.7563025210084033,0.7563025210084033,0.8073333333333335
Process101,0,0,0,3,2,0,1,0.7627118644067796,0.7627118644067796,0.7990191570881227
Process101,0,0,0,3,2,0,2,0.773109243697479,0.773109243697479,0.8110175438596492
Process101,0,0,0,3,2,0,3,0.6440677966101696,0.6440677966101694,0.7680953716690042
Process101,0,0,0,3,2,1,0,0.8305084745762712,0.8305084745762712,0.8314886877828055
Process101,0,0,0,3,2,1,1,0.7863247863247863,0.7863247863247863,0.8059957983193278
Process101,0,0,0,3,2,1,2,0.6779661016949152,0.6779661016949152,0.7730625000000001
Process101,0,0,0,3,2,1,3,0.6379310344827587,0.6379310344827587,0.757030303030303
Process101,0,0,0,3,2,2,0,0.7521367521367521,0.7521367521367521,0.7932494929006086
Process101,0,0,0,3,2,2,1,0.8448275862068966,0.8448275862068966,0.83725
Process101,0,0,0,3,2,2,2,0.7692307692307692,0.7692307692307693,0.8067777777777778
Process101,0,0,0,3,2,2,3,0.5641025641025641,0.5641025641025641,0.7391190476190477
Process101,0,0,0,3,2,3,0,0.896551724137931,0.896551724137931,0.8642272727272728
Process101,0,0,0,3,2,3,1,0.7586206896551724,0.7586206896551724,0.7986428571428572
Process101,0,0,0,3,2,3,2,0.5517241379310345,0.5517241379310345,0.7367922077922079
Process101,0,0,0,3,2,3,3,0.6371681415929203,0.6371681415929203,0.7619153605015675
Process101,0,0,0,3,3,0,0,0.8067226890756303,0.8067226890756303,0.8240854700854702
Process101,0,0,0,3,3,0,1,0.8,0.8,0.8240854700854702
Process101,0,0,0,3,3,0,2,0.6153846153846154,0.6153846153846154,0.7592083333333334
Process101,0,0,0,3,3,0,3,0.6271186440677966,0.6271186440677966,0.7611847507331378
Process101,0,0,0,3,3,1,0,0.8135593220338984,0.8135593220338984,0.8257194570135747
Process101,0,0,0,3,3,1,1,0.8067226890756303,0.8067226890756303,0.819686274509804
Process101,0,0,0,3,3,1,2,0.5932203389830508,0.5932203389830508,0.7465
Process101,0,0,0,3,3,1,3,0.5932203389830508,0.5932203389830508,0.7568750000000001
Process101,0,0,0,3,3,2,0,0.728813559322034,0.7288135593220338,0.7910689655172415
Process101,0,0,0,3,3,2,1,0.7627118644067796,0.7627118644067796,0.811591093117409
Process101,0,0,0,3,3,2,2,0.6206896551724138,0.6206896551724138,0.7655217391304349
Process101,0,0,0,3,3,2,3,0.6440677966101696,0.6440677966101694,0.7670434782608696
Process101,0,0,0,3,3,3,0,0.8376068376068376,0.8376068376068376,0.8396617647058824
Process101,0,0,0,3,3,3,1,0.6724137931034483,0.6724137931034483,0.7732857142857144
Process101,0,0,0,3,3,3,2,0.7863247863247863,0.7863247863247863,0.8190000000000001
Process101,0,0,0,3,3,3,3,0.5811965811965811,0.5811965811965812,0.7501956521739132
Process101,0,0,1,0,0,0,0,0.9911504424778761,0.9911504424778761,0.9636363636363636
Process101,0,0,1,0,0,0,1,0.8672566371681416,0.8672566371681416,0.9039141414141414
Process101,0,0,1,0,0,0,2,0.7358490566037736,0.7358490566037735,0.8471363636363637
Process101,0,0,1,0,0,0,3,0.6486486486486487,0.6486486486486487,0.8155713481564875
Process101,0,0,1,0,0,1,0,0.9636363636363636,0.9636363636363636,0.9493506493506494
Process101,0,0,1,0,0,1,1,0.7428571428571429,0.7428571428571429,0.8405594405594405
Process101,0,0,1,0,0,1,2,0.7787610619469026,0.7787610619469026,0.9032051282051282
Process101,0,0,1,0,0,1,3,0.6846846846846847,0.6846846846846847,0.8682601880877743
Process101,0,0,1,0,0,2,0,0.9636363636363636,0.9636363636363636,0.9457792207792208
Process101,0,0,1,0,0,2,1,0.8623853211009174,0.8623853211009175,0.8917613636363637
Process101,0,0,1,0,0,2,2,0.7747747747747747,0.7747747747747747,0.8918650793650794
Process101,0,0,1,0,0,2,3,0.8113207547169812,0.8113207547169812,0.8981617647058824
Process101,0,0,1,0,0,3,0,0.9345794392523364,0.9345794392523364,0.9243506493506494
Process101,0,0,1,0,0,3,1,0.8545454545454545,0.8545454545454545,0.8880113636363637
Process101,0,0,1,0,0,3,2,0.6909090909090909,0.6909090909090909,0.8311363636363637
Process101,0,0,1,0,0,3,3,0.822429906542056,0.822429906542056,0.8776069518716578
Process101,0,0,1,0,1,0,0,0.9642857142857143,0.9642857142857143,0.9493506493506494
Process101,0,0,1,0,1,0,1,0.875,0.875,0.9042613636363637
Process101,0,0,1,0,1,0,2,0.8521739130434782,0.8521739130434782,0.9246606334841629
Process101,0,0,1,0,1,0,3,0.6964285714285714,0.6964285714285714,0.8330760919895046
Process101,0,0,1,0,1,1,0,0.9821428571428571,0.9821428571428571,0.9600649350649351
Process101,0,0,1,0,1,1,1,0.8828828828828829,0.8828828828828829,0.9088809288537549
Process101,0,0,1,0,1,1,2,0.6491228070175439,0.6491228070175439,0.853030303030303
Process101,0,0,1,0,1,1,3,0.6126126126126126,0.6126126126126126,0.8119047619047619
Process101,0,0,1,0,1,2,0,0.9642857142857143,0.9642857142857143,0.9493506493506494
Process101,0,0,1,0,1,2,1,0.8,0.8,0.8708761826408886
Process101,0,0,1,0,1,2,2,0.8,0.8,0.8708761826408886
Process101,0,0,1,0,1,2,3,0.7567567567567568,0.7567567567567568,0.8877192982456141
Process101,0,0,1,0,1,3,0,0.9541284403669725,0.9541284403669725,0.9422077922077923
Process101,0,0,1,0,1,3,1,0.7747747747747747,0.7747747747747747,0.8623205741626795
Process101,0,0,1,0,1,3,2,0.7818181818181819,0.7818181818181819,0.86232917409388
Process101,0,0,1,0,1,3,3,0.7027027027027026,0.7027027027027027,0.8344081206150172
Process101,0,0,1,0,2,0,0,0.9074074074074074,0.9074074074074074,0.9172077922077922
Process101,0,0,1,0,2,0,1,0.8214285714285714,0.8214285714285714,0.8732792207792208
Process101,0,0,1,0,2,0,2,0.7184466019417476,0.7184466019417476,0.8333196215549157
Process101,0,0,1,0,2,0,3,0.6548672566371682,0.6548672566371682,0.8211363636363637
Process101,0,0,1,0,2,1,0,0.9649122807017544,0.9649122807017544,0.9564935064935065
Process101,0,0,1,0,2,1,1,0.8648648648648649,0.8648648648648649,0.9023591897233202
Process101,0,0,1,0,2,1,2,0.7706422018348624,0.7706422018348624,0.8621657754010695
Process101,0,0,1,0,2,1,3,0.7079646017699115,0.7079646017699115,0.8390843923101988
Process101,0,0,1,0,2,2,0,0.9272727272727272,0.9272727272727272,0.9292207792207793
Process101,0,0,1,0,2,2,1,0.8214285714285714,0.8214285714285714,0.8795865898807076
Process101,0,0,1,0,2,2,2,0.7567567567567568,0.7567567567567568,0.8686363636363637
Process101,0,0,1,0,2,2,3,0.7747747747747747,0.7747747747747747,0.8916666666666667
Process101,0,0,1,0,2,3,0,0.9464285714285714,0.9464285714285714,0.9428571428571428
Process101,0,0,1,0,2,3,1,0.8571428571428572,0.8571428571428571,0.8940113636363637
Process101,0,0,1,0,2,3,2,0.6972477064220184,0.6972477064220184,0.8693609022556391
Process101,0,0,1,0,2,3,3,0.7592592592592593,0.7592592592592593,0.8578585858585859
Process101,0,0,1,0,3,0,0,0.9739130434782609,0.9739130434782609,0.9636363636363636
Process101,0,0,1,0,3,0,1,0.8108108108108107,0.8108108108108109,0.8766454134101194
Process101,0,0,1,0,3,0,2,0.8620689655172413,0.8620689655172413,0.9031363636363636
Process101,0,0,1,0,3,0,3,0.6788990825688073,0.6788990825688074,0.8275461380724539
Process101,0,0,1,0,3,1,0,0.9380530973451328,0.9380530973451328,0.9785714285714286
Process101,0,0,1,0,3,1,1,0.7777777777777778,0.7777777777777778,0.859048128342246
Process101,0,0,1,0,3,1,2,0.8070175438596492,0.8070175438596491,0.9130090497737557
