model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapAct,GED, CNE, Jaccard
Process101,0,0,0,1,2,3,2,0.7192982456140351,0.7192982456140351,0.8447863568215892
Process101,0,0,0,1,2,3,3,0.7433628318584071,0.7433628318584071,0.852360248447205
Process101,0,0,0,1,3,0,0,0.8717948717948718,0.8717948717948718,0.9082729468599033
Process101,0,0,0,1,3,0,1,0.7457627118644068,0.7457627118644068,0.8489987533115163
Process101,0,0,0,1,3,0,2,0.847457627118644,0.847457627118644,0.892819201259099
Process101,0,0,0,1,3,0,3,0.6379310344827587,0.6379310344827587,0.8171781756180734
Process101,0,0,0,1,3,1,0,0.9137931034482758,0.9137931034482759,0.9266304347826088
Process101,0,0,0,1,3,1,1,0.8717948717948718,0.8717948717948718,0.9089673913043479
Process101,0,0,0,1,3,1,2,0.7350427350427351,0.7350427350427351,0.8535114021936401
Process101,0,0,0,1,3,1,3,0.6495726495726496,0.6495726495726496,0.8281435276679843
Process101,0,0,0,1,3,2,0,0.9137931034482758,0.9137931034482759,0.9322628458498023
Process101,0,0,0,1,3,2,1,0.7931034482758621,0.7931034482758621,0.8737643998513565
Process101,0,0,0,1,3,2,2,0.7478260869565218,0.7478260869565218,0.8559128800261524
Process101,0,0,0,1,3,2,3,0.6724137931034483,0.6724137931034483,0.8302711547452081
Process101,0,0,0,1,3,3,0,0.9217391304347826,0.9217391304347826,0.9311264822134387
Process101,0,0,0,1,3,3,1,0.9043478260869565,0.9043478260869565,0.9279446640316206
Process101,0,0,0,1,3,3,2,0.8,0.8,0.8725703324808185
Process101,0,0,0,1,3,3,3,0.6842105263157895,0.6842105263157895,0.8327173913043479
Process101,0,0,0,2,0,0,0,0.8793103448275862,0.8793103448275862,0.8781862745098039
Process101,0,0,0,2,0,0,1,0.7413793103448276,0.7413793103448276,0.8205747126436782
Process101,0,0,0,2,0,0,2,0.6896551724137931,0.6896551724137931,0.8032258064516129
Process101,0,0,0,2,0,0,3,0.6896551724137931,0.6896551724137931,0.8032258064516129
Process101,0,0,0,2,0,1,0,0.8869565217391304,0.8869565217391304,0.88307757885763
Process101,0,0,0,2,0,1,1,0.817391304347826,0.8173913043478261,0.8530175438596492
Process101,0,0,0,2,0,1,2,0.7130434782608696,0.7130434782608696,0.8108333333333334
Process101,0,0,0,2,0,1,3,0.6782608695652175,0.6782608695652174,0.8008448540706605
Process101,0,0,0,2,0,2,0,0.8771929824561404,0.8771929824561403,0.8708333333333333
Process101,0,0,0,2,0,2,1,0.7894736842105263,0.7894736842105263,0.8361111111111111
Process101,0,0,0,2,0,2,2,0.6666666666666667,0.6666666666666666,0.7930208333333334
Process101,0,0,0,2,0,2,3,0.5535714285714286,0.5535714285714286,0.7668560606060607
Process101,0,0,0,2,0,3,0,0.8495575221238938,0.8495575221238938,0.8577083333333334
Process101,0,0,0,2,0,3,1,0.7256637168141593,0.7256637168141593,0.8105555555555556
Process101,0,0,0,2,0,3,2,0.7610619469026548,0.7610619469026548,0.8226190476190477
Process101,0,0,0,2,0,3,3,0.7387387387387387,0.7387387387387387,0.8170634920634922
Process101,0,0,0,2,1,0,0,0.9310344827586207,0.9310344827586207,0.9005797101449275
Process101,0,0,0,2,1,0,1,0.7692307692307692,0.7692307692307693,0.8366666666666667
Process101,0,0,0,2,1,0,2,0.5811965811965811,0.5811965811965812,0.7802424242424243
Process101,0,0,0,2,1,0,3,0.6837606837606838,0.6837606837606838,0.8032258064516129
Process101,0,0,0,2,1,1,0,0.896551724137931,0.896551724137931,0.8833333333333334
Process101,0,0,0,2,1,1,1,0.8448275862068966,0.8448275862068966,0.8600160256410256
Process101,0,0,0,2,1,1,2,0.6551724137931034,0.6551724137931034,0.7917424242424242
Process101,0,0,0,2,1,1,3,0.8807339449541285,0.8807339449541285,0.8708333333333333
Process101,0,0,0,2,1,2,0,0.8869565217391304,0.8869565217391304,0.8739583333333334
Process101,0,0,0,2,1,2,1,0.7304347826086957,0.7304347826086957,0.8176190476190477
Process101,0,0,0,2,1,2,2,0.8347826086956522,0.8347826086956521,0.8542467948717949
Process101,0,0,0,2,1,2,3,0.4869565217391304,0.48695652173913045,0.7514254385964912
Process101,0,0,0,2,1,3,0,0.8947368421052632,0.8947368421052632,0.8842028985507246
Process101,0,0,0,2,1,3,1,0.8141592920353982,0.8141592920353983,0.8515555555555556
Process101,0,0,0,2,1,3,2,0.7192982456140351,0.7192982456140351,0.8112825166364187
Process101,0,0,0,2,1,3,3,0.7321428571428572,0.7321428571428571,0.8144841269841271
Process101,0,0,0,2,2,0,0,0.864406779661017,0.864406779661017,0.8728333333333333
Process101,0,0,0,2,2,0,1,0.7796610169491526,0.7796610169491526,0.8403508771929825
Process101,0,0,0,2,2,0,2,0.7350427350427351,0.7350427350427351,0.8205747126436782
Process101,0,0,0,2,2,0,3,0.6271186440677966,0.6271186440677966,0.7852941176470589
Process101,0,0,0,2,2,1,0,0.8376068376068376,0.8376068376068376,0.8598888888888889
Process101,0,0,0,2,2,1,1,0.8547008547008547,0.8547008547008547,0.8752450980392157
Process101,0,0,0,2,2,1,2,0.7350427350427351,0.7350427350427351,0.8258333333333334
Process101,0,0,0,2,2,1,3,0.6725663716814159,0.672566371681416,0.8025252525252526
Process101,0,0,0,2,2,2,0,0.8620689655172413,0.8620689655172413,0.871936274509804
Process101,0,0,0,2,2,2,1,0.8448275862068966,0.8448275862068966,0.8637083333333334
Process101,0,0,0,2,2,2,2,0.8070175438596492,0.8070175438596491,0.8427083333333334
Process101,0,0,0,2,2,2,3,0.603448275862069,0.603448275862069,0.7838541666666667
Process101,0,0,0,2,2,3,0,0.8245614035087719,0.8245614035087719,0.851121794871795
Process101,0,0,0,2,2,3,1,0.7652173913043478,0.7652173913043478,0.8292397660818714
Process101,0,0,0,2,2,3,2,0.6434782608695653,0.6434782608695652,0.7883333333333334
Process101,0,0,0,2,2,3,3,0.7192982456140351,0.7192982456140351,0.8151190476190476
Process101,0,0,0,2,3,0,0,0.8907563025210083,0.8907563025210085,0.8864583333333333
Process101,0,0,0,2,3,0,1,0.8983050847457628,0.8983050847457628,0.8895833333333334
Process101,0,0,0,2,3,0,2,0.6050420168067228,0.6050420168067226,0.7851119894598156
Process101,0,0,0,2,3,0,3,0.5210084033613445,0.5210084033613446,0.7599923722349352
Process101,0,0,0,2,3,1,0,0.9137931034482758,0.9137931034482759,0.8895833333333334
Process101,0,0,0,2,3,1,1,0.8034188034188035,0.8034188034188035,0.8476495726495727
Process101,0,0,0,2,3,1,2,0.8070175438596492,0.8070175438596491,0.8435143288084466
Process101,0,0,0,2,3,1,3,0.6153846153846154,0.6153846153846154,0.7829131652661065
Process101,0,0,0,2,3,2,0,0.8793103448275862,0.8793103448275862,0.8884963768115943
Process101,0,0,0,2,3,2,1,0.7350427350427351,0.7350427350427351,0.8204022988505748
Process101,0,0,0,2,3,2,2,0.7008547008547008,0.7008547008547008,0.8108333333333334
Process101,0,0,0,2,3,2,3,0.5982905982905983,0.5982905982905983,0.7799910873440286
Process101,0,0,0,2,3,3,0,0.896551724137931,0.896551724137931,0.8906314699792961
Process101,0,0,0,2,3,3,1,0.7931034482758621,0.7931034482758621,0.8463423831070891
Process101,0,0,0,2,3,3,2,0.6260869565217391,0.6260869565217392,0.7851190476190477
Process101,0,0,0,2,3,3,3,0.6724137931034483,0.6724137931034483,0.8045155993431856
Process101,0,0,0,3,0,0,0,0.8547008547008547,0.8547008547008547,0.8383529411764706
Process101,0,0,0,3,0,0,1,0.8888888888888888,0.8888888888888888,0.8540000000000001
Process101,0,0,0,3,0,0,2,0.6153846153846154,0.6153846153846154,0.7557786561264823
Process101,0,0,0,3,0,0,3,0.6324786324786325,0.6324786324786325,0.7617445652173914
Process101,0,0,0,3,0,1,0,0.7068965517241379,0.7068965517241379,0.7782784380305603
Process101,0,0,0,3,0,1,1,0.7758620689655172,0.7758620689655172,0.804
Process101,0,0,0,3,0,1,2,0.7068965517241379,0.7068965517241379,0.7872792207792209
Process101,0,0,0,3,0,1,3,0.6071428571428572,0.6071428571428571,0.7537126436781609
Process101,0,0,0,3,0,2,0,0.782608695652174,0.782608695652174,0.8030546218487395
Process101,0,0,0,3,0,2,1,0.7130434782608696,0.7130434782608696,0.7835689655172414
Process101,0,0,0,3,0,2,2,0.6608695652173913,0.6608695652173913,0.7691305683563748
Process101,0,0,0,3,0,2,3,0.5913043478260869,0.591304347826087,0.7524375000000001
Process101,0,0,0,3,0,3,0,0.7894736842105263,0.7894736842105263,0.8030196078431373
Process101,0,0,0,3,0,3,1,0.6842105263157895,0.6842105263157895,0.7686010186757216
Process101,0,0,0,3,0,3,2,0.6842105263157895,0.6842105263157895,0.7690000000000001
Process101,0,0,0,3,0,3,3,0.49122807017543857,0.49122807017543857,0.7224121621621622
Process101,0,0,0,3,1,0,0,0.7796610169491526,0.7796610169491526,0.8110175438596492
Process101,0,0,0,3,1,0,1,0.728813559322034,0.7288135593220338,0.7912413793103449
Process101,0,0,0,3,1,0,2,0.7627118644067796,0.7627118644067796,0.7990191570881227
Process101,0,0,0,3,1,0,3,0.6551724137931034,0.6551724137931034,0.7636875000000001
Process101,0,0,0,3,1,1,0,0.8547008547008547,0.8547008547008547,0.8375000000000001
Process101,0,0,0,3,1,1,1,0.7692307692307692,0.7692307692307693,0.801420634920635
Process101,0,0,0,3,1,1,2,0.6837606837606838,0.6837606837606838,0.7756666666666667
Process101,0,0,0,3,1,1,3,0.6086956521739131,0.6086956521739131,0.7501038961038962
Process101,0,0,0,3,1,2,0,0.8521739130434782,0.8521739130434782,0.8463913043478262
Process101,0,0,0,3,1,2,1,0.7758620689655172,0.7758620689655172,0.8067777777777778
Process101,0,0,0,3,1,2,2,0.603448275862069,0.603448275862069,0.7491680672268908
Process101,0,0,0,3,1,2,3,0.6206896551724138,0.6206896551724138,0.7524848484848485
Process101,0,0,0,3,1,3,0,0.8521739130434782,0.8521739130434782,0.8366666666666667
Process101,0,0,0,3,1,3,1,0.7130434782608696,0.7130434782608696,0.7776842105263159
Process101,0,0,0,3,1,3,2,0.6782608695652175,0.6782608695652174,0.7715000000000001
Process101,0,0,0,3,1,3,3,0.6194690265486726,0.6194690265486725,0.7546144393241168
Process101,0,0,0,3,2,0,0,0.8305084745762712,0.8305084745762712,0.8337777777777778
Process101,0,0,0,3,2,0,1,0.5714285714285714,0.5714285714285714,0.7440362318840581
Process101,0,0,0,3,2,0,2,0.5546218487394958,0.5546218487394958,0.7452941176470589
Process101,0,0,0,3,2,0,3,0.5378151260504201,0.5378151260504201,0.7373333333333334
Process101,0,0,0,3,2,1,0,0.847457627118644,0.847457627118644,0.8428157894736843
Process101,0,0,0,3,2,1,1,0.7796610169491526,0.7796610169491526,0.8130384615384616
Process101,0,0,0,3,2,1,2,0.7692307692307692,0.7692307692307693,0.801420634920635
Process101,0,0,0,3,2,1,3,0.6271186440677966,0.6271186440677966,0.7598238636363637
Process101,0,0,0,3,2,2,0,0.8793103448275862,0.8793103448275862,0.8531666666666667
Process101,0,0,0,3,2,2,1,0.8070175438596492,0.8070175438596491,0.8174117647058824
Process101,0,0,0,3,2,2,2,0.6324786324786325,0.6324786324786325,0.7648695652173914
Process101,0,0,0,3,2,2,3,0.6956521739130435,0.6956521739130435,0.7725483870967742
Process101,0,0,0,3,2,3,0,0.7586206896551724,0.7586206896551724,0.7932494929006086
Process101,0,0,0,3,2,3,1,0.7413793103448276,0.7413793103448276,0.7958650793650794
Process101,0,0,0,3,2,3,2,0.603448275862069,0.603448275862069,0.7498823529411766
Process101,0,0,0,3,2,3,3,0.6260869565217391,0.6260869565217392,0.7614780058651027
Process101,0,0,0,3,3,0,0,0.8739495798319328,0.8739495798319328,0.8540000000000001
Process101,0,0,0,3,3,0,1,0.6722689075630253,0.6722689075630253,0.7685933014354067
Process101,0,0,0,3,3,0,2,0.5666666666666667,0.5666666666666667,0.7444166666666667
Process101,0,0,0,3,3,0,3,0.6,0.6,0.7553257575757576
Process101,0,0,0,3,3,1,0,0.8067226890756303,0.8067226890756303,0.8210940170940172
Process101,0,0,0,3,3,1,1,0.7894736842105263,0.7894736842105263,0.8097777777777778
Process101,0,0,0,3,3,1,2,0.7226890756302521,0.7226890756302521,0.789
Process101,0,0,0,3,3,1,3,0.5882352941176471,0.5882352941176471,0.7512332015810277
Process101,0,0,0,3,3,2,0,0.8448275862068966,0.8448275862068966,0.8315000000000001
Process101,0,0,0,3,3,2,1,0.6610169491525424,0.6610169491525424,0.7671313131313132
Process101,0,0,0,3,3,2,2,0.6949152542372881,0.6949152542372882,0.7849523809523811
Process101,0,0,0,3,3,2,3,0.7068965517241379,0.7068965517241379,0.7794083484573503
Process101,0,0,0,3,3,3,0,0.8547008547008547,0.8547008547008547,0.8400000000000001
Process101,0,0,0,3,3,3,1,0.7692307692307692,0.7692307692307693,0.8004439655172415
Process101,0,0,0,3,3,3,2,0.6153846153846154,0.6153846153846154,0.7614780058651027
Process101,0,0,0,3,3,3,3,0.736842105263158,0.7368421052631579,0.7887953216374269
Process101,0,0,1,0,0,0,0,0.9911504424778761,0.9911504424778761,0.9636363636363636
Process101,0,0,1,0,0,0,1,0.8,0.8,0.8746889952153111
Process101,0,0,1,0,0,0,2,0.7142857142857143,0.7142857142857143,0.8379148016669239
Process101,0,0,1,0,0,0,3,0.7207207207207207,0.7207207207207207,0.8710526315789474
Process101,0,0,1,0,0,1,0,0.9821428571428571,0.9821428571428571,0.9600649350649351
Process101,0,0,1,0,0,1,1,0.875,0.875,0.8959440559440559
Process101,0,0,1,0,0,1,2,0.7636363636363637,0.7636363636363637,0.8619055944055944
Process101,0,0,1,0,0,1,3,0.7358490566037736,0.7358490566037735,0.8441919191919192
Process101,0,0,1,0,0,2,0,0.9345794392523364,0.9345794392523364,0.9279220779220779
Process101,0,0,1,0,0,2,1,0.9174311926605505,0.9174311926605505,0.9230303030303031
Process101,0,0,1,0,0,2,2,0.8,0.8,0.8933035714285715
Process101,0,0,1,0,0,2,3,0.6666666666666667,0.6666666666666666,0.8287669319927384
Process101,0,0,1,0,0,3,0,0.9444444444444444,0.9444444444444444,0.9386363636363637
Process101,0,0,1,0,0,3,1,0.8363636363636364,0.8363636363636363,0.883048128342246
Process101,0,0,1,0,0,3,2,0.8363636363636364,0.8363636363636363,0.8861069518716578
Process101,0,0,1,0,0,3,3,0.7289719626168225,0.7289719626168224,0.873015873015873
Process101,0,0,1,0,1,0,0,0.9158878504672897,0.9158878504672897,0.9172077922077922
Process101,0,0,1,0,1,0,1,0.8849557522123894,0.8849557522123894,0.940625
Process101,0,0,1,0,1,0,2,0.8521739130434782,0.8521739130434782,0.9297777777777778
Process101,0,0,1,0,1,0,3,0.8521739130434782,0.8521739130434782,0.9183333333333333
Process101,0,0,1,0,1,1,0,0.954954954954955,0.954954954954955,0.9457792207792208
Process101,0,0,1,0,1,1,1,0.875,0.875,0.9273333333333333
Process101,0,0,1,0,1,1,2,0.7027027027027026,0.7027027027027027,0.8321847507331379
Process101,0,0,1,0,1,1,3,0.8181818181818181,0.8181818181818182,0.877048128342246
Process101,0,0,1,0,1,2,0,0.9454545454545454,0.9454545454545454,0.9393506493506494
Process101,0,0,1,0,1,2,1,0.8,0.8,0.8726363636363637
Process101,0,0,1,0,1,2,2,0.6363636363636364,0.6363636363636364,0.8161363636363637
Process101,0,0,1,0,1,2,3,0.7222222222222222,0.7222222222222222,0.8678571428571429
Process101,0,0,1,0,1,3,0,0.9158878504672897,0.9158878504672897,0.9243506493506494
Process101,0,0,1,0,1,3,1,0.8518518518518519,0.8518518518518519,0.8927124505928854
Process101,0,0,1,0,1,3,2,0.780952380952381,0.780952380952381,0.8577613636363637
Process101,0,0,1,0,1,3,3,0.6909090909090909,0.6909090909090909,0.8328605015673982
Process101,0,0,1,0,2,0,0,0.9824561403508771,0.9824561403508771,0.9636363636363636
Process101,0,0,1,0,2,0,1,0.9056603773584906,0.9056603773584906,0.9207792207792208
Process101,0,0,1,0,2,0,2,0.7339449541284404,0.7339449541284404,0.8508585858585859
Process101,0,0,1,0,2,0,3,0.7678571428571428,0.7678571428571429,0.8960526315789474
Process101,0,0,1,0,2,1,0,0.9734513274336283,0.9734513274336283,0.95
Process101,0,0,1,0,2,1,1,0.8141592920353982,0.8141592920353983,0.886688995215311
Process101,0,0,1,0,2,1,2,0.7894736842105263,0.7894736842105263,0.9027777777777778
Process101,0,0,1,0,2,1,3,0.7090909090909091,0.7090909090909091,0.8445887445887447
Process101,0,0,1,0,2,2,0,0.9272727272727272,0.9272727272727272,0.9386363636363637
Process101,0,0,1,0,2,2,1,0.8288288288288288,0.8288288288288288,0.9265700483091788
Process101,0,0,1,0,2,2,2,0.8,0.8,0.8796085858585859
Process101,0,0,1,0,2,2,3,0.8035714285714286,0.8035714285714286,0.8708259061200239
Process101,0,0,1,0,2,3,0,0.9272727272727272,0.9272727272727272,0.9678571428571429
Process101,0,0,1,0,2,3,1,0.8648648648648649,0.8648648648648649,0.9091526679841897
Process101,0,0,1,0,2,3,2,0.7387387387387387,0.7387387387387387,0.8799812030075188
Process101,0,0,1,0,2,3,3,0.6607142857142857,0.6607142857142857,0.8263091746962715
Process101,0,0,1,0,3,0,0,0.9473684210526316,0.9473684210526315,0.9464285714285714
Process101,0,0,1,0,3,0,1,0.8596491228070176,0.8596491228070176,0.9042613636363637
Process101,0,0,1,0,3,0,2,0.7964601769911505,0.7964601769911505,0.9148026315789474
Process101,0,0,1,0,3,0,3,0.7350427350427351,0.7350427350427351,0.8810035842293907
Process101,0,0,1,0,3,1,0,0.9285714285714286,0.9285714285714286,0.9355411255411256
Process101,0,0,1,0,3,1,1,0.8672566371681416,0.8672566371681416,0.9036363636363637
Process101,0,0,1,0,3,1,2,0.7586206896551724,0.7586206896551724,0.8897413793103448
Process101,0,0,1,0,3,1,3,0.7241379310344828,0.7241379310344828,0.8810526315789474
