model,GED,CNE,Jaccard
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9655172413793104,0.9655172413793104,0.9558423913043479
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9655172413793104,0.9655172413793104,0.9558423913043479
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.26356589147286824,0.26356589147286824,0.26339840283939664
Process101,0.25757575757575757,0.25757575757575757,0.25808333333333333
Process101,0.25757575757575757,0.25757575757575757,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2556390977443609,0.2556390977443609,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2556390977443609,0.2556390977443609,0.25808333333333333
Process101,0.25757575757575757,0.25757575757575757,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25808333333333333
Process101,0.2442748091603053,0.24427480916030533,0.256
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2442748091603053,0.24427480916030533,0.256
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.25757575757575757,0.25757575757575757,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25808333333333333
Process101,0.25757575757575757,0.25757575757575757,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25808333333333333
Process101,0.25757575757575757,0.25757575757575757,0.25808333333333333
Process101,0.25757575757575757,0.25757575757575757,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25808333333333333
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.2595419847328244,0.2595419847328244,0.25817391304347825
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9558423913043479
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9558423913043479
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
Process101,0.9401709401709402,0.9401709401709402,0.9362771739130435
Process101,0.9655172413793104,0.9655172413793104,0.9456521739130435
