model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapAct,,GED-Similarity
Process25,3,0,2,3,0,2,2,12,0.265306122
Process25,3,0,2,3,0,2,3,13,0.395833333
Process25,3,0,2,3,0,3,0,11,0.46728972
Process25,3,0,2,3,0,3,1,12,0.440366972
Process25,3,0,2,3,0,3,2,13,0.411214953
Process25,3,0,2,3,0,3,3,14,0.37254902
Process25,3,0,2,3,1,0,0,9,0.433962264
Process25,3,0,2,3,1,0,1,10,0.358490566
Process25,3,0,2,3,1,0,2,11,0.342857143
Process25,3,0,2,3,1,0,3,12,0.573913043
Process25,3,0,2,3,1,1,0,10,0.480769231
Process25,3,0,2,3,1,1,1,11,0.67961165
Process25,3,0,2,3,1,1,2,12,0.518518519
Process25,3,0,2,3,1,1,3,13,0.368932039
Process25,3,0,2,3,1,2,0,11,0.527272727
Process25,3,0,2,3,1,2,1,12,0.5
Process25,3,0,2,3,1,2,2,13,0.196078431
Process25,3,0,2,3,1,2,3,14,0.346153846
Process25,3,0,2,3,1,3,0,12,0.371681416
Process25,3,0,2,3,1,3,1,13,0.485981308
Process25,3,0,2,3,1,3,2,14,0.637168142
Process25,3,0,2,3,1,3,3,15,0.356435644
Process25,3,0,2,3,2,0,0,10,0.594594595
Process25,3,0,2,3,2,0,1,11,0.545454545
Process25,3,0,2,3,2,0,2,12,0.247787611
Process25,3,0,2,3,2,0,3,13,0.490566038
Process25,3,0,2,3,2,1,0,11,0.842105263
Process25,3,0,2,3,2,1,1,12,0.4
Process25,3,0,2,3,2,1,2,13,0.407407407
Process25,3,0,2,3,2,1,3,14,0.230769231
Process25,3,0,2,3,2,2,0,12,0.653846154
Process25,3,0,2,3,2,2,1,13,0.448598131
Process25,3,0,2,3,2,2,2,14,0.333333333
Process25,3,0,2,3,2,2,3,15,0.440366972
Process25,3,0,2,3,2,3,0,13,0.342857143
Process25,3,0,2,3,2,3,1,14,0.574257426
Process25,3,0,2,3,2,3,2,15,0.422018349
Process25,3,0,2,3,2,3,3,16,0.314814815
Process25,3,0,2,3,3,0,0,11,0.482142857
Process25,3,0,2,3,3,0,1,12,0.707964602
Process25,3,0,2,3,3,0,2,13,0.504672897
Process25,3,0,2,3,3,0,3,14,0.333333333
Process25,3,0,2,3,3,1,0,12,0.472727273
Process25,3,0,2,3,3,1,1,13,0.526315789
Process25,3,0,2,3,3,1,2,14,0.442477876
Process25,3,0,2,3,3,1,3,15,0.371681416
Process25,3,0,2,3,3,2,0,13,0.41509434
Process25,3,0,2,3,3,2,1,14,0.311926606
Process25,3,0,2,3,3,2,2,15,0.552380952
Process25,3,0,2,3,3,2,3,16,0.264150943
Process25,3,0,2,3,3,3,0,14,0.5
Process25,3,0,2,3,3,3,1,15,0.348623853
Process25,3,0,2,3,3,3,2,16,0.211538462
Process25,3,0,2,3,3,3,3,17,0.257425743
Process25,3,0,3,0,0,0,0,6,0.640776699
Process25,3,0,3,0,0,0,1,7,0.666666667
Process25,3,0,3,0,0,0,2,8,0.485436893
Process25,3,0,3,0,0,0,3,9,0.536082474
Process25,3,0,3,0,0,1,0,7,0.731182796
Process25,3,0,3,0,0,1,1,8,0.530612245
Process25,3,0,3,0,0,1,2,9,0.435643564
Process25,3,0,3,0,0,1,3,10,0.368932039
Process25,3,0,3,0,0,2,0,8,0.659340659
Process25,3,0,3,0,0,2,1,9,0.602150538
Process25,3,0,3,0,0,2,2,10,0.47826087
Process25,3,0,3,0,0,2,3,11,0.376237624
Process25,3,0,3,0,0,3,0,9,0.694736842
Process25,3,0,3,0,0,3,1,10,0.504854369
Process25,3,0,3,0,0,3,2,11,0.673267327
Process25,3,0,3,0,0,3,3,12,0.417582418
Process25,3,0,3,0,1,0,0,7,0.8
Process25,3,0,3,0,1,0,1,8,0.538461538
Process25,3,0,3,0,1,0,2,9,0.427184466
Process25,3,0,3,0,1,0,3,10,0.396226415
Process25,3,0,3,0,1,1,0,8,0.844036697
Process25,3,0,3,0,1,1,1,9,0.4375
Process25,3,0,3,0,1,1,2,10,0.454545455
Process25,3,0,3,0,1,1,3,11,0.537037037
Process25,3,0,3,0,1,2,0,9,0.734693878
Process25,3,0,3,0,1,2,1,10,0.634615385
Process25,3,0,3,0,1,2,2,11,0.594059406
Process25,3,0,3,0,1,2,3,12,0.474226804
Process25,3,0,3,0,1,3,0,10,0.622222222
Process25,3,0,3,0,1,3,1,11,0.56
Process25,3,0,3,0,1,3,2,12,0.411214953
Process25,3,0,3,0,1,3,3,13,0.431818182
Process25,3,0,3,0,2,0,0,8,0.688172043
Process25,3,0,3,0,2,0,1,9,0.757281553
Process25,3,0,3,0,2,0,2,10,0.356435644
Process25,3,0,3,0,2,0,3,11,0.641509434
Process25,3,0,3,0,2,1,0,9,0.834951456
Process25,3,0,3,0,2,1,1,10,0.514851485
Process25,3,0,3,0,2,1,2,11,0.424242424
Process25,3,0,3,0,2,1,3,12,0.672897196
Process25,3,0,3,0,2,2,0,10,0.680412371
Process25,3,0,3,0,2,2,1,11,0.559139785
Process25,3,0,3,0,2,2,2,12,0.455445545
Process25,3,0,3,0,2,2,3,13,0.403669725
Process25,3,0,3,0,2,3,0,11,0.653846154
Process25,3,0,3,0,2,3,1,12,0.510204082
Process25,3,0,3,0,2,3,2,13,0.525252525
Process25,3,0,3,0,2,3,3,14,0.484210526
Process25,3,0,3,0,3,0,0,9,0.761904762
Process25,3,0,3,0,3,0,1,10,0.444444444
Process25,3,0,3,0,3,0,2,11,0.37254902
Process25,3,0,3,0,3,0,3,12,0.336842105
Process25,3,0,3,0,3,1,0,10,0.7
Process25,3,0,3,0,3,1,1,11,0.455445545
Process25,3,0,3,0,3,1,2,12,0.568627451
Process25,3,0,3,0,3,1,3,13,0.461538462
Process25,3,0,3,0,3,2,0,11,0.735849057
Process25,3,0,3,0,3,2,1,12,0.622641509
Process25,3,0,3,0,3,2,2,13,0.525252525
Process25,3,0,3,0,3,2,3,14,0.414414414
Process25,3,0,3,0,3,3,0,12,0.763636364
Process25,3,0,3,0,3,3,1,13,0.568421053
Process25,3,0,3,0,3,3,2,14,0.639175258
Process25,3,0,3,0,3,3,3,15,0.235294118
Process25,3,0,3,1,0,0,0,7,0.485436893
Process25,3,0,3,1,0,0,1,8,0.617021277
Process25,3,0,3,1,0,0,2,9,0.46728972
Process25,3,0,3,1,0,0,3,10,0.495049505
Process25,3,0,3,1,0,1,0,8,0.519230769
Process25,3,0,3,1,0,1,1,9,0.444444444
Process25,3,0,3,1,0,1,2,10,0.442105263
Process25,3,0,3,1,0,1,3,11,0.346153846
Process25,3,0,3,1,0,2,0,9,0.483516484
Process25,3,0,3,1,0,2,1,10,0.37254902
Process25,3,0,3,1,0,2,2,11,0.283018868
Process25,3,0,3,1,0,2,3,12,0.392156863
Process25,3,0,3,1,0,3,0,10,0.714285714
Process25,3,0,3,1,0,3,1,11,0.533333333
Process25,3,0,3,1,0,3,2,12,0.396226415
Process25,3,0,3,1,0,3,3,13,0.326086957
Process25,3,0,3,1,1,0,0,8,0.435643564
Process25,3,0,3,1,1,0,1,9,0.547169811
Process25,3,0,3,1,1,0,2,10,0.317757009
Process25,3,0,3,1,1,0,3,11,0.392156863
Process25,3,0,3,1,1,1,0,9,0.5625
Process25,3,0,3,1,1,1,1,10,0.728971963
Process25,3,0,3,1,1,1,2,11,0.315789474
Process25,3,0,3,1,1,1,3,12,0.435643564
Process25,3,0,3,1,1,2,0,10,0.716981132
Process25,3,0,3,1,1,2,1,11,0.738738739
Process25,3,0,3,1,1,2,2,12,0.285714286
Process25,3,0,3,1,1,2,3,13,0.442307692
Process25,3,0,3,1,1,3,0,11,0.769230769
Process25,3,0,3,1,1,3,1,12,0.431372549
Process25,3,0,3,1,1,3,2,13,0.329896907
Process25,3,0,3,1,1,3,3,14,0.46
Process25,3,0,3,1,2,0,0,9,0.814814815
Process25,3,0,3,1,2,0,1,10,0.604166667
Process25,3,0,3,1,2,0,2,11,0.728971963
Process25,3,0,3,1,2,0,3,12,0.518518519
Process25,3,0,3,1,2,1,0,10,0.833333333
Process25,3,0,3,1,2,1,1,11,0.549019608
Process25,3,0,3,1,2,1,2,12,0.64
Process25,3,0,3,1,2,1,3,13,0.558558559
Process25,3,0,3,1,2,2,0,11,0.526315789
Process25,3,0,3,1,2,2,1,12,0.44
Process25,3,0,3,1,2,2,2,13,0.432432432
Process25,3,0,3,1,2,2,3,14,0.355140187
Process25,3,0,3,1,2,3,0,12,0.585858586
Process25,3,0,3,1,2,3,1,13,0.633663366
Process25,3,0,3,1,2,3,2,14,0.552380952
Process25,3,0,3,1,2,3,3,15,0.553571429
Process25,3,0,3,1,3,0,0,10,0.603773585
Process25,3,0,3,1,3,0,1,11,0.486486486
Process25,3,0,3,1,3,0,2,12,0.660550459
Process25,3,0,3,1,3,0,3,13,0.37254902
Process25,3,0,3,1,3,1,0,11,0.622641509
Process25,3,0,3,1,3,1,1,12,0.424242424
Process25,3,0,3,1,3,1,2,13,0.563636364
Process25,3,0,3,1,3,1,3,14,0.504672897
Process25,3,0,3,1,3,2,0,12,0.519230769
Process25,3,0,3,1,3,2,1,13,0.480769231
Process25,3,0,3,1,3,2,2,14,0.212765957
Process25,3,0,3,1,3,2,3,15,0.230769231
Process25,3,0,3,1,3,3,0,13,0.653846154
Process25,3,0,3,1,3,3,1,14,0.549019608
Process25,3,0,3,1,3,3,2,15,0.46
Process25,3,0,3,1,3,3,3,16,0.530612245
Process25,3,0,3,2,0,0,0,8,0.6875
Process25,3,0,3,2,0,0,1,9,0.429906542
Process25,3,0,3,2,0,0,2,10,0.603773585
Process25,3,0,3,2,0,0,3,11,0.171428571
Process25,3,0,3,2,0,1,0,9,0.428571429
Process25,3,0,3,2,0,1,1,10,0.296296296
Process25,3,0,3,2,0,1,2,11,0.356435644
Process25,3,0,3,2,0,1,3,12,0.233009709
Process25,3,0,3,2,0,2,0,10,0.582524272
Process25,3,0,3,2,0,2,1,11,0.336633663
Process25,3,0,3,2,0,2,2,12,0.282828283
Process25,3,0,3,2,0,2,3,13,0.195652174
Process25,3,0,3,2,0,3,0,11,0.604166667
Process25,3,0,3,2,0,3,1,12,0.333333333
Process25,3,0,3,2,0,3,2,13,0.387755102
Process25,3,0,3,2,0,3,3,14,0.309278351
Process25,3,0,3,2,1,0,0,9,0.660377358
Process25,3,0,3,2,1,0,1,10,0.654205607
Process25,3,0,3,2,1,0,2,11,0.358490566
Process25,3,0,3,2,1,0,3,12,0.333333333
Process25,3,0,3,2,1,1,0,10,0.458715596
Process25,3,0,3,2,1,1,1,11,0.351851852
Process25,3,0,3,2,1,1,2,12,0.280373832
Process25,3,0,3,2,1,1,3,13,0.384615385
Process25,3,0,3,2,1,2,0,11,0.716981132
Process25,3,0,3,2,1,2,1,12,0.329896907
Process25,3,0,3,2,1,2,2,13,0.339622642
Process25,3,0,3,2,1,2,3,14,0.342857143
Process25,3,0,3,2,1,3,0,12,0.490566038
Process25,3,0,3,2,1,3,1,13,0.633663366
Process25,3,0,3,2,1,3,2,14,0.356435644
Process25,3,0,3,2,1,3,3,15,0.4
Process25,3,0,3,2,2,0,0,10,0.642201835
Process25,3,0,3,2,2,0,1,11,0.598130841
Process25,3,0,3,2,2,0,2,12,0.361904762
Process25,3,0,3,2,2,0,3,13,0.578947368
Process25,3,0,3,2,2,1,0,11,0.678571429
Process25,3,0,3,2,2,1,1,12,0.529411765
Process25,3,0,3,2,2,1,2,13,0.480769231
Process25,3,0,3,2,2,1,3,14,0.373831776
Process25,3,0,3,2,2,2,0,12,0.8
Process25,3,0,3,2,2,2,1,13,0.550458716
Process25,3,0,3,2,2,2,2,14,0.414414414
Process25,3,0,3,2,2,2,3,15,0.358490566
Process25,3,0,3,2,2,3,0,13,0.563106796
Process25,3,0,3,2,2,3,1,14,0.5625
Process25,3,0,3,2,2,3,2,15,0.547368421
Process25,3,0,3,2,2,3,3,16,0.314606742
Process25,3,0,3,2,3,0,0,11,0.672727273
Process25,3,0,3,2,3,0,1,12,0.461538462
Process25,3,0,3,2,3,0,2,13,0.534653465
Process25,3,0,3,2,3,0,3,14,0.291666667
Process25,3,0,3,2,3,1,0,12,0.388349515
Process25,3,0,3,2,3,1,1,13,0.52
Process25,3,0,3,2,3,1,2,14,0.464285714
Process25,3,0,3,2,3,1,3,15,0.3
Process25,3,0,3,2,3,2,0,13,0.429906542
Process25,3,0,3,2,3,2,1,14,0.336633663
Process25,3,0,3,2,3,2,2,15,0.321428571
Process25,3,0,3,2,3,2,3,16,0.218181818
Process25,3,0,3,2,3,3,0,14,0.471698113
Process25,3,0,3,2,3,3,1,15,0.294736842
Process25,3,0,3,2,3,3,2,16,0.408602151
Process25,3,0,3,2,3,3,3,17,0.357894737
Process25,3,0,3,3,0,0,0,9,0.283018868
Process25,3,0,3,3,0,0,1,10,0.377358491
Process25,3,0,3,3,0,0,2,11,0.377358491
Process25,3,0,3,3,0,0,3,12,0.333333333
Process25,3,0,3,3,0,1,0,10,0.442307692
Process25,3,0,3,3,0,1,1,11,0.275229358
Process25,3,0,3,3,0,1,2,12,0.716981132
Process25,3,0,3,3,0,1,3,13,0.36036036
Process25,3,0,3,3,0,2,0,11,0.384615385
Process25,3,0,3,3,0,2,1,12,0.480769231
Process25,3,0,3,3,0,2,2,13,0.429906542
Process25,3,0,3,3,0,2,3,14,0.222222222
Process25,3,0,3,3,0,3,0,12,0.415841584
Process25,3,0,3,3,0,3,1,13,0.484210526
Process25,3,0,3,3,0,3,2,14,0.252427184
Process25,3,0,3,3,0,3,3,15,0.150537634
Process25,3,0,3,3,1,0,0,10,0.574074074
Process25,3,0,3,3,1,0,1,11,0.47706422
Process25,3,0,3,3,1,0,2,12,0.267857143
Process25,3,0,3,3,1,0,3,13,0.222222222
Process25,3,0,3,3,1,1,0,11,0.202020202
Process25,3,0,3,3,1,1,1,12,0.270833333
Process25,3,0,3,3,1,1,2,13,0.361904762
Process25,3,0,3,3,1,1,3,14,0.392156863
Process25,3,0,3,3,1,2,0,12,0.336842105
Process25,3,0,3,3,1,2,1,13,0.461538462
Process25,3,0,3,3,1,2,2,14,0.576923077
Process25,3,0,3,3,1,2,3,15,0.169811321
Process25,3,0,3,3,1,3,0,13,0.435643564
Process25,3,0,3,3,1,3,1,14,0.343434343
Process25,3,0,3,3,1,3,2,15,0.356435644
Process25,3,0,3,3,1,3,3,16,0.1875
Process25,3,0,3,3,2,0,0,11,0.380952381
Process25,3,0,3,3,2,0,1,12,0.294736842
Process25,3,0,3,3,2,0,2,13,0.552380952
Process25,3,0,3,3,2,0,3,14,0.235294118
Process25,3,0,3,3,2,1,0,12,0.552380952
Process25,3,0,3,3,2,1,1,13,0.504504505
Process25,3,0,3,3,2,1,2,14,0.206185567
Process25,3,0,3,3,2,1,3,15,0.247787611
Process25,3,0,3,3,2,2,0,13,0.436363636
Process25,3,0,3,3,2,2,1,14,0.285714286
Process25,3,0,3,3,2,2,2,15,0.376237624
Process25,3,0,3,3,2,2,3,16,0.418181818
Process25,3,0,3,3,2,3,0,14,0.574257426
Process25,3,0,3,3,2,3,1,15,0.423076923
Process25,3,0,3,3,2,3,2,16,0.351851852
Process25,3,0,3,3,2,3,3,17,0.32
Process25,3,0,3,3,3,0,0,12,0.625
Process25,3,0,3,3,3,0,1,13,0.242424242
Process25,3,0,3,3,3,0,2,14,0.283185841
Process25,3,0,3,3,3,0,3,15,0.23853211
Process25,3,0,3,3,3,1,0,13,0.4
Process25,3,0,3,3,3,1,1,14,0.480769231
Process25,3,0,3,3,3,1,2,15,0.210526316
Process25,3,0,3,3,3,1,3,16,0.448598131
Process25,3,0,3,3,3,2,0,14,0.701754386
Process25,3,0,3,3,3,2,1,15,0.347826087
Process25,3,0,3,3,3,2,2,16,0.316831683
Process25,3,0,3,3,3,2,3,17,0.191489362
Process25,3,0,3,3,3,3,0,15,0.491525424
Process25,3,0,3,3,3,3,1,16,0.247619048
Process25,3,0,3,3,3,3,2,17,0.24742268
Process25,3,0,3,3,3,3,3,18,0.392523364
Process25,3,1,0,0,0,0,0,4,0.837606838
Process25,3,1,0,0,0,0,1,5,0.706896552
Process25,3,1,0,0,0,0,2,6,0.775862069
Process25,3,1,0,0,0,0,3,7,0.448598131
Process25,3,1,0,0,0,1,0,5,0.852173913
Process25,3,1,0,0,0,1,1,6,0.700854701
Process25,3,1,0,0,0,1,2,7,0.558558559
Process25,3,1,0,0,0,1,3,8,0.41509434
Process25,3,1,0,0,0,2,0,6,0.902654867
Process25,3,1,0,0,0,2,1,7,0.561403509
Process25,3,1,0,0,0,2,2,8,0.460176991
Process25,3,1,0,0,0,2,3,9,0.485436893
Process25,3,1,0,0,0,3,0,7,0.875
Process25,3,1,0,0,0,3,1,8,0.761061947
Process25,3,1,0,0,0,3,2,9,0.421052632
Process25,3,1,0,0,0,3,3,10,0.392523364
Process25,3,1,0,0,1,0,0,5,0.830508475
Process25,3,1,0,0,1,0,1,6,0.540540541
Process25,3,1,0,0,1,0,2,7,0.517241379
Process25,3,1,0,0,1,0,3,8,0.385321101
Process25,3,1,0,0,1,1,0,6,0.862068966
Process25,3,1,0,0,1,1,1,7,0.707964602
Process25,3,1,0,0,1,1,2,8,0.551724138
Process25,3,1,0,0,1,1,3,9,0.490909091
Process25,3,1,0,0,1,2,0,7,0.837606838
Process25,3,1,0,0,1,2,1,8,0.578947368
Process25,3,1,0,0,1,2,2,9,0.551724138
Process25,3,1,0,0,1,2,3,10,0.407079646
Process25,3,1,0,0,1,3,0,8,0.786324786
Process25,3,1,0,0,1,3,1,9,0.725663717
Process25,3,1,0,0,1,3,2,10,0.626086957
Process25,3,1,0,0,1,3,3,11,0.495575221
Process25,3,1,0,0,2,0,0,6,0.871794872
Process25,3,1,0,0,2,0,1,7,0.769230769
Process25,3,1,0,0,2,0,2,8,0.407079646
Process25,3,1,0,0,2,0,3,9,0.666666667
Process25,3,1,0,0,2,1,0,7,0.837606838
Process25,3,1,0,0,2,1,1,8,0.735042735
Process25,3,1,0,0,2,1,2,9,0.661016949
Process25,3,1,0,0,2,1,3,10,0.346153846
Process25,3,1,0,0,2,2,0,8,0.852173913
Process25,3,1,0,0,2,2,1,9,0.637168142
Process25,3,1,0,0,2,2,2,10,0.584070796
Process25,3,1,0,0,2,2,3,11,0.363636364
Process25,3,1,0,0,2,3,0,9,0.824561404
Process25,3,1,0,0,2,3,1,10,0.793103448
Process25,3,1,0,0,2,3,2,11,0.495412844
Process25,3,1,0,0,2,3,3,12,0.252252252
Process25,3,1,0,0,3,0,0,7,0.86440678
Process25,3,1,0,0,3,0,1,8,0.593220339
Process25,3,1,0,0,3,0,2,9,0.735042735
Process25,3,1,0,0,3,0,3,10,0.416666667
Process25,3,1,0,0,3,1,0,8,0.854700855
Process25,3,1,0,0,3,1,1,9,0.637931034
Process25,3,1,0,0,3,1,2,10,0.574074074
Process25,3,1,0,0,3,1,3,11,0.735042735
Process25,3,1,0,0,3,2,0,9,0.844827586
Process25,3,1,0,0,3,2,1,10,0.706896552
Process25,3,1,0,0,3,2,2,11,0.50877193
Process25,3,1,0,0,3,2,3,12,0.373831776
Process25,3,1,0,0,3,3,0,10,0.769230769
Process25,3,1,0,0,3,3,1,11,0.626086957
Process25,3,1,0,0,3,3,2,12,0.265486726
Process25,3,1,0,0,3,3,3,13,0.648648649
Process25,3,1,0,1,0,0,0,5,0.813559322
Process25,3,1,0,1,0,0,1,6,0.632478632
Process25,3,1,0,1,0,0,2,7,0.666666667
Process25,3,1,0,1,0,0,3,8,0.315789474
Process25,3,1,0,1,0,1,0,6,0.765217391
Process25,3,1,0,1,0,1,1,7,0.571428571
Process25,3,1,0,1,0,1,2,8,0.407079646
Process25,3,1,0,1,0,1,3,9,0.341880342
Process25,3,1,0,1,0,2,0,7,0.717948718
Process25,3,1,0,1,0,2,1,8,0.689655172
Process25,3,1,0,1,0,2,2,9,0.534482759
Process25,3,1,0,1,0,2,3,10,0.320754717
Process25,3,1,0,1,0,3,0,8,0.719298246
Process25,3,1,0,1,0,3,1,9,0.47706422
Process25,3,1,0,1,0,3,2,10,0.654867257
Process25,3,1,0,1,0,3,3,11,0.477876106
Process25,3,1,0,1,1,0,0,6,0.779661017
Process25,3,1,0,1,1,0,1,7,0.547008547
Process25,3,1,0,1,1,0,2,8,0.434782609
Process25,3,1,0,1,1,0,3,9,0.273504274
Process25,3,1,0,1,1,1,0,7,0.830508475
Process25,3,1,0,1,1,1,1,8,0.706896552
Process25,3,1,0,1,1,1,2,9,0.372881356
Process25,3,1,0,1,1,1,3,10,0.526315789
Process25,3,1,0,1,1,2,0,8,0.827586207
Process25,3,1,0,1,1,2,1,9,0.410714286
Process25,3,1,0,1,1,2,2,10,0.438596491
Process25,3,1,0,1,1,2,3,11,0.280701754
Process25,3,1,0,1,1,3,0,9,0.573913043
Process25,3,1,0,1,1,3,1,10,0.796460177
Process25,3,1,0,1,1,3,2,11,0.469565217
Process25,3,1,0,1,1,3,3,12,0.27826087
Process25,3,1,0,1,2,0,0,7,0.733333333
Process25,3,1,0,1,2,0,1,8,0.429752066
Process25,3,1,0,1,2,0,2,9,0.6
Process25,3,1,0,1,2,0,3,10,0.392523364
Process25,3,1,0,1,2,1,0,8,0.739495798
Process25,3,1,0,1,2,1,1,9,0.478632479
Process25,3,1,0,1,2,1,2,10,0.586206897
Process25,3,1,0,1,2,1,3,11,0.427350427
Process25,3,1,0,1,2,2,0,9,0.581196581
Process25,3,1,0,1,2,2,1,10,0.728813559
Process25,3,1,0,1,2,2,2,11,0.465517241
Process25,3,1,0,1,2,2,3,12,0.386554622
Process25,3,1,0,1,2,3,0,10,0.747826087
Process25,3,1,0,1,2,3,1,11,0.654867257
Process25,3,1,0,1,2,3,2,12,0.452173913
Process25,3,1,0,1,2,3,3,13,0.660869565
Process25,3,1,0,1,3,0,0,8,0.655462185
Process25,3,1,0,1,3,0,1,9,0.756302521
Process25,3,1,0,1,3,0,2,10,0.504504505
Process25,3,1,0,1,3,0,3,11,0.45
Process25,3,1,0,1,3,1,0,9,0.776859504
Process25,3,1,0,1,3,1,1,10,0.47706422
Process25,3,1,0,1,3,1,2,11,0.568965517
Process25,3,1,0,1,3,1,3,12,0.547008547
Process25,3,1,0,1,3,2,0,10,0.837606838
Process25,3,1,0,1,3,2,1,11,0.559322034
Process25,3,1,0,1,3,2,2,12,0.465517241
Process25,3,1,0,1,3,2,3,13,0.344827586
Process25,3,1,0,1,3,3,0,11,0.661016949
Process25,3,1,0,1,3,3,1,12,0.643478261
Process25,3,1,0,1,3,3,2,13,0.568965517
Process25,3,1,0,1,3,3,3,14,0.512820513
Process25,3,1,0,2,0,0,0,6,0.461538462
Process25,3,1,0,2,0,0,1,7,0.739495798
Process25,3,1,0,2,0,0,2,8,0.525423729
Process25,3,1,0,2,0,0,3,9,0.453781513
Process25,3,1,0,2,0,1,0,7,0.752136752
Process25,3,1,0,2,0,1,1,8,0.632478632
Process25,3,1,0,2,0,1,2,9,0.620689655
Process25,3,1,0,2,0,1,3,10,0.172413793
Process25,3,1,0,2,0,2,0,8,0.643478261
Process25,3,1,0,2,0,2,1,9,0.711864407
Process25,3,1,0,2,0,2,2,10,0.333333333
Process25,3,1,0,2,0,2,3,11,0.566371681
Process25,3,1,0,2,0,3,0,9,0.719298246
Process25,3,1,0,2,0,3,1,10,0.603448276
Process25,3,1,0,2,0,3,2,11,0.293577982
Process25,3,1,0,2,0,3,3,12,0.396396396
Process25,3,1,0,2,1,0,0,7,0.666666667
Process25,3,1,0,2,1,0,1,8,0.542372881
Process25,3,1,0,2,1,0,2,9,0.423728814
Process25,3,1,0,2,1,0,3,10,0.508474576
Process25,3,1,0,2,1,1,0,8,0.547008547
Process25,3,1,0,2,1,1,1,9,0.461538462
Process25,3,1,0,2,1,1,2,10,0.504347826
Process25,3,1,0,2,1,1,3,11,0.330434783
Process25,3,1,0,2,1,2,0,9,0.735042735
Process25,3,1,0,2,1,2,1,10,0.534482759
Process25,3,1,0,2,1,2,2,11,0.254237288
Process25,3,1,0,2,1,2,3,12,0.344827586
Process25,3,1,0,2,1,3,0,10,0.586206897
Process25,3,1,0,2,1,3,1,11,0.591304348
Process25,3,1,0,2,1,3,2,12,0.324324324
Process25,3,1,0,2,1,3,3,13,0.456140351
Process25,3,1,0,2,2,0,0,8,0.566666667
Process25,3,1,0,2,2,0,1,9,0.593220339
Process25,3,1,0,2,2,0,2,10,0.4
Process25,3,1,0,2,2,0,3,11,0.313043478
Process25,3,1,0,2,2,1,0,9,0.525423729
Process25,3,1,0,2,2,1,1,10,0.632478632
Process25,3,1,0,2,2,1,2,11,0.403508772
Process25,3,1,0,2,2,1,3,12,0.457627119
Process25,3,1,0,2,2,2,0,10,0.547008547
Process25,3,1,0,2,2,2,1,11,0.512820513
Process25,3,1,0,2,2,2,2,12,0.311926606
Process25,3,1,0,2,2,2,3,13,0.444444444
Process25,3,1,0,2,2,3,0,11,0.588235294
Process25,3,1,0,2,2,3,1,12,0.453781513
Process25,3,1,0,2,2,3,2,13,0.462809917
Process25,3,1,0,2,2,3,3,14,0.36036036
Process25,3,1,0,2,3,0,0,9,0.442622951
Process25,3,1,0,2,3,0,1,10,0.52892562
Process25,3,1,0,2,3,0,2,11,0.35
Process25,3,1,0,2,3,0,3,12,0.517857143
Process25,3,1,0,2,3,1,0,10,0.588235294
Process25,3,1,0,2,3,1,1,11,0.512396694
Process25,3,1,0,2,3,1,2,12,0.41322314
Process25,3,1,0,2,3,1,3,13,0.352941176
Process25,3,1,0,2,3,2,0,11,0.672268908
Process25,3,1,0,2,3,2,1,12,0.508474576
Process25,3,1,0,2,3,2,2,13,0.434782609
Process25,3,1,0,2,3,2,3,14,0.363636364
Process25,3,1,0,2,3,3,0,12,0.683760684
Process25,3,1,0,2,3,3,1,13,0.64957265
Process25,3,1,0,2,3,3,2,14,0.440677966
Process25,3,1,0,2,3,3,3,15,0.23853211
Process25,3,1,0,3,0,0,0,7,0.474576271
Process25,3,1,0,3,0,0,1,8,0.573770492
Process25,3,1,0,3,0,0,2,9,0.383333333
Process25,3,1,0,3,0,0,3,10,0.380165289
Process25,3,1,0,3,0,1,0,8,0.779661017
Process25,3,1,0,3,0,1,1,9,0.571428571
Process25,3,1,0,3,0,1,2,10,0.52991453
Process25,3,1,0,3,0,1,3,11,0.376068376
Process25,3,1,0,3,0,2,0,9,0.610169492
Process25,3,1,0,3,0,2,1,10,0.509090909
Process25,3,1,0,3,0,2,2,11,0.52991453
Process25,3,1,0,3,0,2,3,12,0.283333333
Process25,3,1,0,3,0,3,0,10,0.765217391
Process25,3,1,0,3,0,3,1,11,0.341880342
Process25,3,1,0,3,0,3,2,12,0.460176991
Process25,3,1,0,3,0,3,3,13,0.36036036
Process25,3,1,0,3,1,0,0,8,0.722689076
Process25,3,1,0,3,1,0,1,9,0.389380531
Process25,3,1,0,3,1,0,2,10,0.383333333
Process25,3,1,0,3,1,0,3,11,0.598290598
Process25,3,1,0,3,1,1,0,9,0.576271186
Process25,3,1,0,3,1,1,1,10,0.427350427
Process25,3,1,0,3,1,1,2,11,0.474576271
Process25,3,1,0,3,1,1,3,12,0.273504274
Process25,3,1,0,3,1,2,0,10,0.581196581
Process25,3,1,0,3,1,2,1,11,0.290598291
Process25,3,1,0,3,1,2,2,12,0.716666667
Process25,3,1,0,3,1,2,3,13,0.341880342
Process25,3,1,0,3,1,3,0,11,0.383333333
Process25,3,1,0,3,1,3,1,12,0.568965517
Process25,3,1,0,3,1,3,2,13,0.593220339
Process25,3,1,0,3,1,3,3,14,0.433333333
Process25,3,1,0,3,2,0,0,9,0.566666667
Process25,3,1,0,3,2,0,1,10,0.433333333
Process25,3,1,0,3,2,0,2,11,0.605042017
Process25,3,1,0,3,2,0,3,12,0.293103448
