model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapAct,,GED-Similarity
Process25,0,3,0,0,1,3,1,8,0.678899083
Process25,0,3,0,0,1,3,2,9,0.419047619
Process25,0,3,0,0,1,3,3,10,0.277227723
Process25,0,3,0,0,2,0,0,5,0.964285714
Process25,0,3,0,0,2,0,1,6,0.558558559
Process25,0,3,0,0,2,0,2,7,0.619469027
Process25,0,3,0,0,2,0,3,8,0.297029703
Process25,0,3,0,0,2,1,0,6,0.954954955
Process25,0,3,0,0,2,1,1,7,0.622641509
Process25,0,3,0,0,2,1,2,8,0.513761468
Process25,0,3,0,0,2,1,3,9,0.796296296
Process25,0,3,0,0,2,2,0,7,0.954954955
Process25,0,3,0,0,2,2,1,8,0.660377358
Process25,0,3,0,0,2,2,2,9,0.311926606
Process25,0,3,0,0,2,2,3,10,0.349514563
Process25,0,3,0,0,2,3,0,8,0.935779817
Process25,0,3,0,0,2,3,1,9,0.581818182
Process25,0,3,0,0,2,3,2,10,0.613861386
Process25,0,3,0,0,2,3,3,11,0.25
Process25,0,3,0,0,3,0,0,6,0.947368421
Process25,0,3,0,0,3,0,1,7,0.754385965
Process25,0,3,0,0,3,0,2,8,0.440366972
Process25,0,3,0,0,3,0,3,9,0.41509434
Process25,0,3,0,0,3,1,0,7,0.946428571
Process25,0,3,0,0,3,1,1,8,0.530973451
Process25,0,3,0,0,3,1,2,9,0.742857143
Process25,0,3,0,0,3,1,3,10,0.388888889
Process25,0,3,0,0,3,2,0,8,0.928571429
Process25,0,3,0,0,3,2,1,9,0.727272727
Process25,0,3,0,0,3,2,2,10,0.433962264
Process25,0,3,0,0,3,2,3,11,0.269230769
Process25,0,3,0,0,3,3,0,9,0.918918919
Process25,0,3,0,0,3,3,1,10,0.630630631
Process25,0,3,0,0,3,3,2,11,0.565656566
Process25,0,3,0,0,3,3,3,12,0.411764706
Process25,0,3,0,1,0,0,0,4,0.839285714
Process25,0,3,0,1,0,0,1,5,0.696428571
Process25,0,3,0,1,0,0,2,6,0.444444444
Process25,0,3,0,1,0,0,3,7,0.485436893
Process25,0,3,0,1,0,1,0,5,0.738738739
Process25,0,3,0,1,0,1,1,6,0.648648649
Process25,0,3,0,1,0,1,2,7,0.654205607
Process25,0,3,0,1,0,1,3,8,0.368932039
Process25,0,3,0,1,0,2,0,6,0.872727273
Process25,0,3,0,1,0,2,1,7,0.648148148
Process25,0,3,0,1,0,2,2,8,0.444444444
Process25,0,3,0,1,0,2,3,9,0.380952381
Process25,0,3,0,1,0,3,0,7,0.733944954
Process25,0,3,0,1,0,3,1,8,0.495049505
Process25,0,3,0,1,0,3,2,9,0.385321101
Process25,0,3,0,1,0,3,3,10,0.412371134
Process25,0,3,0,1,1,0,0,5,0.672566372
Process25,0,3,0,1,1,0,1,6,0.553571429
Process25,0,3,0,1,1,0,2,7,0.36036036
Process25,0,3,0,1,1,0,3,8,0.486486486
Process25,0,3,0,1,1,1,0,6,0.857142857
Process25,0,3,0,1,1,1,1,7,0.392857143
Process25,0,3,0,1,1,1,2,8,0.733944954
Process25,0,3,0,1,1,1,3,9,0.418181818
Process25,0,3,0,1,1,2,0,7,0.666666667
Process25,0,3,0,1,1,2,1,8,0.378378378
Process25,0,3,0,1,1,2,2,9,0.495238095
Process25,0,3,0,1,1,2,3,10,0.311926606
Process25,0,3,0,1,1,3,0,8,0.8
Process25,0,3,0,1,1,3,1,9,0.6
Process25,0,3,0,1,1,3,2,10,0.309090909
Process25,0,3,0,1,1,3,3,11,0.358490566
Process25,0,3,0,1,2,0,0,6,0.807017544
Process25,0,3,0,1,2,0,1,7,0.642857143
Process25,0,3,0,1,2,0,2,8,0.49122807
Process25,0,3,0,1,2,0,3,9,0.464285714
Process25,0,3,0,1,2,1,0,7,0.821428571
Process25,0,3,0,1,2,1,1,8,0.389380531
Process25,0,3,0,1,2,1,2,9,0.442477876
Process25,0,3,0,1,2,1,3,10,0.45045045
Process25,0,3,0,1,2,2,0,8,0.818181818
Process25,0,3,0,1,2,2,1,9,0.918918919
Process25,0,3,0,1,2,2,2,10,0.257425743
Process25,0,3,0,1,2,2,3,11,0.455445545
Process25,0,3,0,1,2,3,0,9,0.8
Process25,0,3,0,1,2,3,1,10,0.594594595
Process25,0,3,0,1,2,3,2,11,0.60952381
Process25,0,3,0,1,2,3,3,12,0.285714286
Process25,0,3,0,1,3,0,0,7,0.869565217
Process25,0,3,0,1,3,0,1,8,0.592592593
Process25,0,3,0,1,3,0,2,9,0.509090909
Process25,0,3,0,1,3,0,3,10,0.407079646
Process25,0,3,0,1,3,1,0,8,0.684210526
Process25,0,3,0,1,3,1,1,9,0.504504505
Process25,0,3,0,1,3,1,2,10,0.490566038
Process25,0,3,0,1,3,1,3,11,0.419047619
Process25,0,3,0,1,3,2,0,9,0.867256637
Process25,0,3,0,1,3,2,1,10,0.522522523
Process25,0,3,0,1,3,2,2,11,0.45045045
Process25,0,3,0,1,3,2,3,12,0.407407407
Process25,0,3,0,1,3,3,0,10,0.803571429
Process25,0,3,0,1,3,3,1,11,0.481481481
Process25,0,3,0,1,3,3,2,12,0.288288288
Process25,0,3,0,1,3,3,3,13,0.310679612
Process25,0,3,0,2,0,0,0,5,0.654867257
Process25,0,3,0,2,0,0,1,6,0.495575221
Process25,0,3,0,2,0,0,2,7,0.296296296
Process25,0,3,0,2,0,0,3,8,0.403846154
Process25,0,3,0,2,0,1,0,6,0.625
Process25,0,3,0,2,0,1,1,7,0.446428571
Process25,0,3,0,2,0,1,2,8,0.436363636
Process25,0,3,0,2,0,1,3,9,0.62745098
Process25,0,3,0,2,0,2,0,7,0.630630631
Process25,0,3,0,2,0,2,1,8,0.522522523
Process25,0,3,0,2,0,2,2,9,0.330097087
Process25,0,3,0,2,0,2,3,10,0.457142857
Process25,0,3,0,2,0,3,0,8,0.636363636
Process25,0,3,0,2,0,3,1,9,0.4
Process25,0,3,0,2,0,3,2,10,0.618181818
Process25,0,3,0,2,0,3,3,11,0.444444444
Process25,0,3,0,2,1,0,0,6,0.473684211
Process25,0,3,0,2,1,0,1,7,0.672566372
Process25,0,3,0,2,1,0,2,8,0.349514563
Process25,0,3,0,2,1,0,3,9,0.25
Process25,0,3,0,2,1,1,0,7,0.571428571
Process25,0,3,0,2,1,1,1,8,0.352941176
Process25,0,3,0,2,1,1,2,9,0.309090909
Process25,0,3,0,2,1,1,3,10,0.452830189
Process25,0,3,0,2,1,2,0,8,0.720720721
Process25,0,3,0,2,1,2,1,9,0.454545455
Process25,0,3,0,2,1,2,2,10,0.60952381
Process25,0,3,0,2,1,2,3,11,0.309090909
Process25,0,3,0,2,1,3,0,9,0.594594595
Process25,0,3,0,2,1,3,1,10,0.486486486
Process25,0,3,0,2,1,3,2,11,0.342342342
Process25,0,3,0,2,1,3,3,12,0.299065421
Process25,0,3,0,2,2,0,0,7,0.842105263
Process25,0,3,0,2,2,0,1,8,0.477876106
Process25,0,3,0,2,2,0,2,9,0.381818182
Process25,0,3,0,2,2,0,3,10,0.265486726
Process25,0,3,0,2,2,1,0,8,0.684210526
Process25,0,3,0,2,2,1,1,9,0.642857143
Process25,0,3,0,2,2,1,2,10,0.288461538
Process25,0,3,0,2,2,1,3,11,0.257425743
Process25,0,3,0,2,2,2,0,9,0.690265487
Process25,0,3,0,2,2,2,1,10,0.4
Process25,0,3,0,2,2,2,2,11,0.504504505
Process25,0,3,0,2,2,2,3,12,0.342342342
Process25,0,3,0,2,2,3,0,10,0.818181818
Process25,0,3,0,2,2,3,1,11,0.571428571
Process25,0,3,0,2,2,3,2,12,0.425925926
Process25,0,3,0,2,2,3,3,13,0.446428571
Process25,0,3,0,2,3,0,0,8,0.724137931
Process25,0,3,0,2,3,0,1,9,0.608695652
Process25,0,3,0,2,3,0,2,10,0.317757009
Process25,0,3,0,2,3,0,3,11,0.245283019
Process25,0,3,0,2,3,1,0,9,0.730434783
Process25,0,3,0,2,3,1,1,10,0.556521739
Process25,0,3,0,2,3,1,2,11,0.365217391
Process25,0,3,0,2,3,1,3,12,0.265486726
Process25,0,3,0,2,3,2,0,10,0.596491228
Process25,0,3,0,2,3,2,1,11,0.578947368
Process25,0,3,0,2,3,2,2,12,0.460176991
Process25,0,3,0,2,3,2,3,13,0.285714286
Process25,0,3,0,2,3,3,0,11,0.495575221
Process25,0,3,0,2,3,3,1,12,0.424778761
Process25,0,3,0,2,3,3,2,13,0.25
Process25,0,3,0,2,3,3,3,14,0.288288288
Process25,0,3,0,3,0,0,0,6,0.684210526
Process25,0,3,0,3,0,0,1,7,0.315789474
Process25,0,3,0,3,0,0,2,8,0.392857143
Process25,0,3,0,3,0,0,3,9,0.421052632
Process25,0,3,0,3,0,1,0,7,0.548672566
Process25,0,3,0,3,0,1,1,8,0.480769231
Process25,0,3,0,3,0,1,2,9,0.460176991
Process25,0,3,0,3,0,1,3,10,0.265486726
Process25,0,3,0,3,0,2,0,8,0.625
Process25,0,3,0,3,0,2,1,9,0.462962963
Process25,0,3,0,3,0,2,2,10,0.425925926
Process25,0,3,0,3,0,2,3,11,0.444444444
Process25,0,3,0,3,0,3,0,9,0.540540541
Process25,0,3,0,3,0,3,1,10,0.558558559
Process25,0,3,0,3,0,3,2,11,0.522522523
Process25,0,3,0,3,0,3,3,12,0.285714286
Process25,0,3,0,3,1,0,0,7,0.504347826
Process25,0,3,0,3,1,0,1,8,0.67826087
Process25,0,3,0,3,1,0,2,9,0.469565217
Process25,0,3,0,3,1,0,3,10,0.256880734
Process25,0,3,0,3,1,1,0,8,0.614035088
Process25,0,3,0,3,1,1,1,9,0.438596491
Process25,0,3,0,3,1,1,2,10,0.318584071
Process25,0,3,0,3,1,1,3,11,0.385964912
Process25,0,3,0,3,1,2,0,9,0.460176991
Process25,0,3,0,3,1,2,1,10,0.490909091
Process25,0,3,0,3,1,2,2,11,0.371681416
Process25,0,3,0,3,1,2,3,12,0.342342342
Process25,0,3,0,3,1,3,0,10,0.553571429
Process25,0,3,0,3,1,3,1,11,0.464285714
Process25,0,3,0,3,1,3,2,12,0.230769231
Process25,0,3,0,3,1,3,3,13,0.357142857
Process25,0,3,0,3,2,0,0,8,0.551724138
Process25,0,3,0,3,2,0,1,9,0.431034483
Process25,0,3,0,3,2,0,2,10,0.5
Process25,0,3,0,3,2,0,3,11,0.348623853
Process25,0,3,0,3,2,1,0,9,0.626086957
Process25,0,3,0,3,2,1,1,10,0.336283186
Process25,0,3,0,3,2,1,2,11,0.336448598
Process25,0,3,0,3,2,1,3,12,0.373831776
Process25,0,3,0,3,2,2,0,10,0.666666667
Process25,0,3,0,3,2,2,1,11,0.333333333
Process25,0,3,0,3,2,2,2,12,0.578947368
Process25,0,3,0,3,2,2,3,13,0.421052632
Process25,0,3,0,3,2,3,0,11,0.375
Process25,0,3,0,3,2,3,1,12,0.458715596
Process25,0,3,0,3,2,3,2,13,0.495238095
Process25,0,3,0,3,2,3,3,14,0.336283186
Process25,0,3,0,3,3,0,0,9,0.495726496
Process25,0,3,0,3,3,0,1,10,0.495726496
Process25,0,3,0,3,3,0,2,11,0.347826087
Process25,0,3,0,3,3,0,3,12,0.313043478
Process25,0,3,0,3,3,1,0,10,0.330434783
Process25,0,3,0,3,3,1,1,11,0.330434783
Process25,0,3,0,3,3,1,2,12,0.495238095
Process25,0,3,0,3,3,1,3,13,0.403508772
Process25,0,3,0,3,3,2,0,11,0.713043478
Process25,0,3,0,3,3,2,1,12,0.517857143
Process25,0,3,0,3,3,2,2,13,0.256880734
Process25,0,3,0,3,3,2,3,14,0.313043478
Process25,0,3,0,3,3,3,0,12,0.353982301
Process25,0,3,0,3,3,3,1,13,0.353982301
Process25,0,3,0,3,3,3,2,14,0.373831776
Process25,0,3,0,3,3,3,3,15,0.438095238
Process25,0,3,1,0,0,0,0,4,0.914285714
Process25,0,3,1,0,0,0,1,5,0.633663366
Process25,0,3,1,0,0,0,2,6,0.471698113
Process25,0,3,1,0,0,0,3,7,0.530612245
Process25,0,3,1,0,0,1,0,5,0.824742268
Process25,0,3,1,0,0,1,1,6,0.536082474
Process25,0,3,1,0,0,1,2,7,0.46728972
Process25,0,3,1,0,0,1,3,8,0.375
Process25,0,3,1,0,0,2,0,6,0.8125
Process25,0,3,1,0,0,2,1,7,0.673267327
Process25,0,3,1,0,0,2,2,8,0.523364486
Process25,0,3,1,0,0,2,3,9,0.323809524
Process25,0,3,1,0,0,3,0,7,0.882352941
Process25,0,3,1,0,0,3,1,8,0.727272727
Process25,0,3,1,0,0,3,2,9,0.86
Process25,0,3,1,0,0,3,3,10,0.309278351
Process25,0,3,1,0,1,0,0,5,0.828282828
Process25,0,3,1,0,1,0,1,6,0.635514019
Process25,0,3,1,0,1,0,2,7,0.4
Process25,0,3,1,0,1,0,3,8,0.446601942
Process25,0,3,1,0,1,1,0,6,0.91588785
Process25,0,3,1,0,1,1,1,7,0.648148148
Process25,0,3,1,0,1,1,2,8,0.524271845
Process25,0,3,1,0,1,1,3,9,0.411764706
Process25,0,3,1,0,1,2,0,7,0.884615385
Process25,0,3,1,0,1,2,1,8,0.61682243
Process25,0,3,1,0,1,2,2,9,0.457142857
Process25,0,3,1,0,1,2,3,10,0.38
Process25,0,3,1,0,1,3,0,8,0.873786408
Process25,0,3,1,0,1,3,1,9,0.549019608
Process25,0,3,1,0,1,3,2,10,0.438095238
Process25,0,3,1,0,1,3,3,11,0.444444444
Process25,0,3,1,0,2,0,0,6,0.876190476
Process25,0,3,1,0,2,0,1,7,0.46
Process25,0,3,1,0,2,0,2,8,0.574257426
Process25,0,3,1,0,2,0,3,9,0.407407407
Process25,0,3,1,0,2,1,0,7,0.905660377
Process25,0,3,1,0,2,1,1,8,0.571428571
Process25,0,3,1,0,2,1,2,9,0.504854369
Process25,0,3,1,0,2,1,3,10,0.453608247
Process25,0,3,1,0,2,2,0,8,0.925925926
Process25,0,3,1,0,2,2,1,9,0.607843137
Process25,0,3,1,0,2,2,2,10,0.475247525
Process25,0,3,1,0,2,2,3,11,0.384615385
Process25,0,3,1,0,2,3,0,9,0.925925926
Process25,0,3,1,0,2,3,1,10,0.653061224
Process25,0,3,1,0,2,3,2,11,0.876190476
Process25,0,3,1,0,2,3,3,12,0.301886792
Process25,0,3,1,0,3,0,0,7,0.935779817
Process25,0,3,1,0,3,0,1,8,0.554455446
Process25,0,3,1,0,3,0,2,9,0.297029703
Process25,0,3,1,0,3,0,3,10,0.392523364
Process25,0,3,1,0,3,1,0,8,0.886792453
Process25,0,3,1,0,3,1,1,9,0.582524272
Process25,0,3,1,0,3,1,2,10,0.282828283
Process25,0,3,1,0,3,1,3,11,0.396226415
Process25,0,3,1,0,3,2,0,9,0.905660377
Process25,0,3,1,0,3,2,1,10,0.666666667
Process25,0,3,1,0,3,2,2,11,0.395604396
Process25,0,3,1,0,3,2,3,12,0.387755102
Process25,0,3,1,0,3,3,0,10,0.865384615
Process25,0,3,1,0,3,3,1,11,0.763636364
Process25,0,3,1,0,3,3,2,12,0.625
Process25,0,3,1,0,3,3,3,13,0.330097087
Process25,0,3,1,1,0,0,0,5,0.72
Process25,0,3,1,1,0,0,1,6,0.518518519
Process25,0,3,1,1,0,0,2,7,0.368932039
Process25,0,3,1,1,0,0,3,8,0.392523364
Process25,0,3,1,1,0,1,0,6,0.830188679
Process25,0,3,1,1,0,1,1,7,0.481481481
Process25,0,3,1,1,0,1,2,8,0.485436893
Process25,0,3,1,1,0,1,3,9,0.352941176
Process25,0,3,1,1,0,2,0,7,0.76635514
Process25,0,3,1,1,0,2,1,8,0.463157895
Process25,0,3,1,1,0,2,2,9,0.326923077
Process25,0,3,1,1,0,2,3,10,0.634615385
Process25,0,3,1,1,0,3,0,8,0.680412371
Process25,0,3,1,1,0,3,1,9,0.494845361
Process25,0,3,1,1,0,3,2,10,0.336842105
Process25,0,3,1,1,0,3,3,11,0.442307692
Process25,0,3,1,1,1,0,0,6,0.660550459
Process25,0,3,1,1,1,0,1,7,0.442307692
Process25,0,3,1,1,1,0,2,8,0.523364486
Process25,0,3,1,1,1,0,3,9,0.27184466
Process25,0,3,1,1,1,1,0,7,0.846153846
Process25,0,3,1,1,1,1,1,8,0.466019417
Process25,0,3,1,1,1,1,2,9,0.641509434
Process25,0,3,1,1,1,1,3,10,0.28
Process25,0,3,1,1,1,2,0,8,0.628571429
Process25,0,3,1,1,1,2,1,9,0.653061224
Process25,0,3,1,1,1,2,2,10,0.458333333
Process25,0,3,1,1,1,2,3,11,0.391752577
Process25,0,3,1,1,1,3,0,9,0.764705882
Process25,0,3,1,1,1,3,1,10,0.408163265
Process25,0,3,1,1,1,3,2,11,0.408163265
Process25,0,3,1,1,1,3,3,12,0.315789474
Process25,0,3,1,1,2,0,0,7,0.854545455
Process25,0,3,1,1,2,0,1,8,0.745454545
Process25,0,3,1,1,2,0,2,9,0.304761905
Process25,0,3,1,1,2,0,3,10,0.528301887
Process25,0,3,1,1,2,1,0,8,0.8
Process25,0,3,1,1,2,1,1,9,0.61682243
Process25,0,3,1,1,2,1,2,10,0.537037037
Process25,0,3,1,1,2,1,3,11,0.326923077
Process25,0,3,1,1,2,2,0,9,0.66
Process25,0,3,1,1,2,2,1,10,0.557692308
Process25,0,3,1,1,2,2,2,11,0.528301887
Process25,0,3,1,1,2,2,3,12,0.490909091
Process25,0,3,1,1,2,3,0,10,0.58490566
Process25,0,3,1,1,2,3,1,11,0.574074074
Process25,0,3,1,1,2,3,2,12,0.560747664
Process25,0,3,1,1,2,3,3,13,0.442307692
Process25,0,3,1,1,3,0,0,8,0.648648649
Process25,0,3,1,1,3,0,1,9,0.553571429
Process25,0,3,1,1,3,0,2,10,0.392523364
Process25,0,3,1,1,3,0,3,11,0.245283019
Process25,0,3,1,1,3,1,0,9,0.697247706
Process25,0,3,1,1,3,1,1,10,0.471698113
Process25,0,3,1,1,3,1,2,11,0.529411765
Process25,0,3,1,1,3,1,3,12,0.547169811
Process25,0,3,1,1,3,2,0,10,0.770642202
Process25,0,3,1,1,3,2,1,11,0.490566038
Process25,0,3,1,1,3,2,2,12,0.348623853
Process25,0,3,1,1,3,2,3,13,0.46728972
Process25,0,3,1,1,3,3,0,11,0.623853211
Process25,0,3,1,1,3,3,1,12,0.579439252
Process25,0,3,1,1,3,3,2,13,0.42
Process25,0,3,1,1,3,3,3,14,0.31372549
Process25,0,3,1,2,0,0,0,6,0.509090909
Process25,0,3,1,2,0,0,1,7,0.66
Process25,0,3,1,2,0,0,2,8,0.411214953
Process25,0,3,1,2,0,0,3,9,0.480769231
Process25,0,3,1,2,0,1,0,7,0.788990826
Process25,0,3,1,2,0,1,1,8,0.523364486
Process25,0,3,1,2,0,1,2,9,0.377358491
Process25,0,3,1,2,0,1,3,10,0.723809524
Process25,0,3,1,2,0,2,0,8,0.673076923
Process25,0,3,1,2,0,2,1,9,0.361904762
Process25,0,3,1,2,0,2,2,10,0.363636364
Process25,0,3,1,2,0,2,3,11,0.280373832
Process25,0,3,1,2,0,3,0,9,0.524271845
Process25,0,3,1,2,0,3,1,10,0.427184466
Process25,0,3,1,2,0,3,2,11,0.429906542
Process25,0,3,1,2,0,3,3,12,0.433962264
Process25,0,3,1,2,1,0,0,7,0.581818182
Process25,0,3,1,2,1,0,1,8,0.707964602
Process25,0,3,1,2,1,0,2,9,0.342857143
Process25,0,3,1,2,1,0,3,10,0.388888889
Process25,0,3,1,2,1,1,0,8,0.482142857
Process25,0,3,1,2,1,1,1,9,0.444444444
Process25,0,3,1,2,1,1,2,10,0.339622642
Process25,0,3,1,2,1,1,3,11,0.333333333
Process25,0,3,1,2,1,2,0,9,0.486486486
Process25,0,3,1,2,1,2,1,10,0.320754717
Process25,0,3,1,2,1,2,2,11,0.217821782
Process25,0,3,1,2,1,2,3,12,0.343434343
Process25,0,3,1,2,1,3,0,10,0.666666667
Process25,0,3,1,2,1,3,1,11,0.42
Process25,0,3,1,2,1,3,2,12,0.533333333
Process25,0,3,1,2,1,3,3,13,0.371134021
Process25,0,3,1,2,2,0,0,8,0.623853211
Process25,0,3,1,2,2,0,1,9,0.530973451
Process25,0,3,1,2,2,0,2,10,0.31372549
Process25,0,3,1,2,2,0,3,11,0.392857143
Process25,0,3,1,2,2,1,0,9,0.584070796
Process25,0,3,1,2,2,1,1,10,0.358490566
Process25,0,3,1,2,2,1,2,11,0.368932039
Process25,0,3,1,2,2,1,3,12,0.288659794
Process25,0,3,1,2,2,2,0,10,0.727272727
Process25,0,3,1,2,2,2,1,11,0.648148148
Process25,0,3,1,2,2,2,2,12,0.458715596
Process25,0,3,1,2,2,2,3,13,0.515463918
Process25,0,3,1,2,2,3,0,11,0.818181818
Process25,0,3,1,2,2,3,1,12,0.495049505
Process25,0,3,1,2,2,3,2,13,0.268041237
Process25,0,3,1,2,2,3,3,14,0.418181818
Process25,0,3,1,2,3,0,0,9,0.672727273
Process25,0,3,1,2,3,0,1,10,0.558558559
Process25,0,3,1,2,3,0,2,11,0.509433962
Process25,0,3,1,2,3,0,3,12,0.378378378
Process25,0,3,1,2,3,1,0,10,0.756756757
Process25,0,3,1,2,3,1,1,11,0.540540541
Process25,0,3,1,2,3,1,2,12,0.333333333
Process25,0,3,1,2,3,1,3,13,0.283018868
Process25,0,3,1,2,3,2,0,11,0.542056075
Process25,0,3,1,2,3,2,1,12,0.381818182
Process25,0,3,1,2,3,2,2,13,0.320754717
Process25,0,3,1,2,3,2,3,14,0.31372549
Process25,0,3,1,2,3,3,0,12,0.528301887
Process25,0,3,1,2,3,3,1,13,0.545454545
Process25,0,3,1,2,3,3,2,14,0.392156863
Process25,0,3,1,2,3,3,3,15,0.38
Process25,0,3,1,3,0,0,0,7,0.482142857
Process25,0,3,1,3,0,0,1,8,0.291262136
Process25,0,3,1,3,0,0,2,9,0.391752577
Process25,0,3,1,3,0,0,3,10,0.378947368
Process25,0,3,1,3,0,1,0,8,0.74
Process25,0,3,1,3,0,1,1,9,0.266666667
Process25,0,3,1,3,0,1,2,10,0.373831776
Process25,0,3,1,3,0,1,3,11,0.288659794
Process25,0,3,1,3,0,2,0,9,0.628571429
Process25,0,3,1,3,0,2,1,10,0.532110092
Process25,0,3,1,3,0,2,2,11,0.438095238
Process25,0,3,1,3,0,2,3,12,0.303030303
Process25,0,3,1,3,0,3,0,10,0.380952381
Process25,0,3,1,3,0,3,1,11,0.383838384
Process25,0,3,1,3,0,3,2,12,0.392156863
Process25,0,3,1,3,0,3,3,13,0.309278351
Process25,0,3,1,3,1,0,0,8,0.61682243
Process25,0,3,1,3,1,0,1,9,0.509090909
Process25,0,3,1,3,1,0,2,10,0.324324324
Process25,0,3,1,3,1,0,3,11,0.291262136
Process25,0,3,1,3,1,1,0,9,0.486486486
Process25,0,3,1,3,1,1,1,10,0.363636364
Process25,0,3,1,3,1,1,2,11,0.288461538
Process25,0,3,1,3,1,1,3,12,0.261682243
Process25,0,3,1,3,1,2,0,10,0.446428571
Process25,0,3,1,3,1,2,1,11,0.5
Process25,0,3,1,3,1,2,2,12,0.239130435
Process25,0,3,1,3,1,2,3,13,0.385321101
Process25,0,3,1,3,1,3,0,11,0.523364486
Process25,0,3,1,3,1,3,1,12,0.419047619
Process25,0,3,1,3,1,3,2,13,0.476190476
Process25,0,3,1,3,1,3,3,14,0.24
Process25,0,3,1,3,2,0,0,9,0.418181818
Process25,0,3,1,3,2,0,1,10,0.469565217
Process25,0,3,1,3,2,0,2,11,0.283018868
Process25,0,3,1,3,2,0,3,12,0.366972477
Process25,0,3,1,3,2,1,0,10,0.545454545
Process25,0,3,1,3,2,1,1,11,0.763636364
Process25,0,3,1,3,2,1,2,12,0.678571429
Process25,0,3,1,3,2,1,3,13,0.349514563
Process25,0,3,1,3,2,2,0,11,0.422018349
Process25,0,3,1,3,2,2,1,12,0.425925926
Process25,0,3,1,3,2,2,2,13,0.415841584
Process25,0,3,1,3,2,2,3,14,0.173076923
Process25,0,3,1,3,2,3,0,12,0.703703704
Process25,0,3,1,3,2,3,1,13,0.301886792
Process25,0,3,1,3,2,3,2,14,0.245283019
Process25,0,3,1,3,2,3,3,15,0.307692308
Process25,0,3,1,3,3,0,0,10,0.456140351
Process25,0,3,1,3,3,0,1,11,0.342857143
Process25,0,3,1,3,3,0,2,12,0.303571429
Process25,0,3,1,3,3,0,3,13,0.288659794
Process25,0,3,1,3,3,1,0,11,0.584070796
Process25,0,3,1,3,3,1,1,12,0.392156863
Process25,0,3,1,3,3,1,2,13,0.523364486
Process25,0,3,1,3,3,1,3,14,0.418181818
Process25,0,3,1,3,3,2,0,12,0.648148148
Process25,0,3,1,3,3,2,1,13,0.548672566
Process25,0,3,1,3,3,2,2,14,0.345454545
Process25,0,3,1,3,3,2,3,15,0.376237624
Process25,0,3,1,3,3,3,0,13,0.607142857
Process25,0,3,1,3,3,3,1,14,0.407407407
Process25,0,3,1,3,3,3,2,15,0.330097087
Process25,0,3,1,3,3,3,3,16,0.269230769
Process25,0,3,2,0,0,0,0,5,0.914285714
Process25,0,3,2,0,0,0,1,6,0.694736842
Process25,0,3,2,0,0,0,2,7,0.551020408
Process25,0,3,2,0,0,0,3,8,0.425531915
Process25,0,3,2,0,0,1,0,6,0.882352941
Process25,0,3,2,0,0,1,1,7,0.639175258
Process25,0,3,2,0,0,1,2,8,0.47311828
Process25,0,3,2,0,0,1,3,9,0.304347826
Process25,0,3,2,0,0,2,0,7,0.86
Process25,0,3,2,0,0,2,1,8,0.646464646
Process25,0,3,2,0,0,2,2,9,0.415841584
Process25,0,3,2,0,0,2,3,10,0.459770115
Process25,0,3,2,0,0,3,0,8,0.86
Process25,0,3,2,0,0,3,1,9,0.796116505
Process25,0,3,2,0,0,3,2,10,0.427184466
Process25,0,3,2,0,0,3,3,11,0.428571429
Process25,0,3,2,0,1,0,0,6,0.84
Process25,0,3,2,0,1,0,1,7,0.747474747
Process25,0,3,2,0,1,0,2,8,0.458715596
Process25,0,3,2,0,1,0,3,9,0.387096774
Process25,0,3,2,0,1,1,0,7,0.851485149
Process25,0,3,2,0,1,1,1,8,0.534653465
Process25,0,3,2,0,1,1,2,9,0.294736842
Process25,0,3,2,0,1,1,3,10,0.404040404
Process25,0,3,2,0,1,2,0,8,0.862745098
Process25,0,3,2,0,1,2,1,9,0.541666667
Process25,0,3,2,0,1,2,2,10,0.52173913
Process25,0,3,2,0,1,2,3,11,0.408163265
Process25,0,3,2,0,1,3,0,9,0.689655172
Process25,0,3,2,0,1,3,1,10,0.618556701
Process25,0,3,2,0,1,3,2,11,0.47826087
Process25,0,3,2,0,1,3,3,12,0.354166667
Process25,0,3,2,0,2,0,0,7,0.884615385
Process25,0,3,2,0,2,0,1,8,0.559139785
Process25,0,3,2,0,2,0,2,9,0.422222222
Process25,0,3,2,0,2,0,3,10,0.561797753
Process25,0,3,2,0,2,1,0,8,0.865384615
Process25,0,3,2,0,2,1,1,9,0.761904762
Process25,0,3,2,0,2,1,2,10,0.526315789
Process25,0,3,2,0,2,1,3,11,0.446601942
Process25,0,3,2,0,2,2,0,9,0.757894737
Process25,0,3,2,0,2,2,1,10,0.597701149
Process25,0,3,2,0,2,2,2,11,0.589473684
Process25,0,3,2,0,2,2,3,12,0.489361702
Process25,0,3,2,0,2,3,0,10,0.843137255
Process25,0,3,2,0,2,3,1,11,0.565217391
Process25,0,3,2,0,2,3,2,12,0.568627451
Process25,0,3,2,0,2,3,3,13,0.435643564
Process25,0,3,2,0,3,0,0,8,0.865384615
Process25,0,3,2,0,3,0,1,9,0.754716981
Process25,0,3,2,0,3,0,2,10,0.638297872
Process25,0,3,2,0,3,0,3,11,0.47706422
Process25,0,3,2,0,3,1,0,9,0.775510204
Process25,0,3,2,0,3,1,1,10,0.640776699
Process25,0,3,2,0,3,1,2,11,0.463157895
Process25,0,3,2,0,3,1,3,12,0.454545455
