baseline-sim, discover-sim
0.19318181818181823,0.6818181818181819
0.13207547169811318,0.7433333333333334
0.1533101045296167,0.6400000000000001
0.10746268656716418,0.9066666666666667
0.09476309226932667,0.7058823529411765
0.06513409961685823,0.8
0.06538461538461537,1.0
0.06551059730250486,1.0
0.06228373702422141,0.9555555555555557
0.06758832565284179,0.72
0.06289308176100628,0.8
0.06269592476489028,1.0
0.06024096385542166,1.0
0.06079027355623101,1.0
0.05856515373352855,1.0
0.05755395683453235,1.0
0.052109181141439254,0.9619047619047618
0.055776892430278835,1.0
0.05622489959839361,1.0
0.054973821989528826,1.0
0.05652759084791381,1.0
0.05683355886332886,1.0
0.05722070844686644,1.0
0.05592543275632489,1.0
0.05714285714285716,1.0
0.05714285714285716,1.0
0.038961038961038974,0.8
0.025536854323853775,0.6222222222222222
0.020220588235294157,0.72
0.016591251885369585,0.9441860465116279
0.015089163237311354,0.9144444444444444
0.013668841255048192,0.932608695652174
0.01179941002949858,1.0
0.011661807580174877,0.9829787234042555
0.01130524152106882,1.0
0.011044176706827336,0.9833333333333334
0.010705596107056015,1.0000000000000002
0.010721247563352798,1.0000000000000002
0.010526315789473717,1.0000000000000002
0.010433957789898085,1.0000000000000002
0.010328638497652531,1.0000000000000002
0.010466222645099887,1.0000000000000002
0.010370021211407066,1.0000000000000002
0.010384706160018853,1.0000000000000002
0.0103994327582132,1.0000000000000002
0.010311694398875138,1.0000000000000002
0.010421601136901937,1.0000000000000002
0.010211185889997698,1.0000000000000002
Drifts detected: ,1
