model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS,,
Process113,0,0,0,0,3,3,2,8,0.851851852,0.851851852,0.819595238,0.963001028,0.3175,,
Process113,0,0,0,0,3,3,3,9,0.773006135,0.773006135,0.77986087,0.942427386,0.315,,
Process113,0,0,0,1,0,0,0,1,0.957575758,0.957575758,0.962904412,0.98496994,0.375,,
Process113,0,0,0,1,0,0,1,2,0.872727273,0.872727273,0.778768939,0.963544304,0.3475,,
Process113,0,0,0,1,0,0,2,3,0.909090909,0.909090909,0.942298351,0.972782258,0.3525,,
Process113,0,0,0,1,0,0,3,4,0.787878788,0.787878788,0.706041667,0.941658137,0.3075,,
Process113,0,0,0,1,0,1,0,2,0.975609756,0.975609756,0.974708333,0.989494747,0.3925,,
Process113,0,0,0,1,0,1,1,3,0.914634146,0.914634146,0.879708333,0.974294355,0.355,,
Process113,0,0,0,1,0,1,2,4,0.890243902,0.890243902,0.86871084,0.968149646,0.335,,
Process113,0,0,0,1,0,1,3,5,0.853658537,0.853658537,0.834375,0.958862367,0.37,,
Process113,0,0,0,1,0,2,0,3,0.944785276,0.944785276,0.955453431,0.981909548,0.38,,
Process113,0,0,0,1,0,2,1,4,0.957055215,0.957055215,0.903743421,0.984947316,0.3425,,
Process113,0,0,0,1,0,2,2,5,0.846625767,0.846625767,0.834652778,0.957273652,0.33,,
Process113,0,0,0,1,0,2,3,6,0.797546012,0.797546012,0.774375,0.944728762,0.34,,
Process113,0,0,0,1,0,3,0,4,0.962962963,0.962962963,0.904387255,0.986452584,0.3375,,
Process113,0,0,0,1,0,3,1,5,0.87654321,0.87654321,0.842549603,0.965010142,0.325,,
Process113,0,0,0,1,0,3,2,6,0.901234568,0.901234568,0.934819444,0.971183013,0.3125,,
Process113,0,0,0,1,0,3,3,7,0.75308642,0.75308642,0.734619755,0.933573635,0.2975,,
Process113,0,0,0,1,1,0,0,2,0.933333333,0.933333333,0.951571078,0.978894472,0.3225,,
Process113,0,0,0,1,1,0,1,3,0.843373494,0.843373494,0.756268939,0.955815135,0.3675,,
Process113,0,0,0,1,1,0,2,4,0.819277108,0.819277108,0.750667982,0.949566989,0.335,,
Process113,0,0,0,1,1,0,3,5,0.824242424,0.824242424,0.784223485,0.951095262,0.345,,
Process113,0,0,0,1,1,1,0,3,0.926829268,0.926829268,0.867114938,0.977352793,0.365,,
Process113,0,0,0,1,1,1,1,4,0.926829268,0.926829268,0.948571078,0.977352793,0.3875,,
Process113,0,0,0,1,1,1,2,5,0.848484848,0.848484848,0.916041667,0.957338751,0.3125,,
Process113,0,0,0,1,1,1,3,6,0.775757576,0.775757576,0.769957751,0.93849308,0.3075,,
Process113,0,0,0,1,1,2,0,4,0.902439024,0.902439024,0.871708333,0.971226653,0.3125,,
Process113,0,0,0,1,1,2,1,5,0.829268293,0.829268293,0.755046243,0.952623535,0.3475,,
Process113,0,0,0,1,1,2,2,6,0.792682927,0.792682927,0.773352273,0.943193449,0.2875,,
Process113,0,0,0,1,1,2,3,7,0.792682927,0.792682927,0.738141667,0.943193449,0.295,,
Process113,0,0,0,1,1,3,0,5,0.913580247,0.913580247,0.880571078,0.974255427,0.3525,,
Process113,0,0,0,1,1,3,1,6,0.87654321,0.87654321,0.85921627,0.965010142,0.345,,
Process113,0,0,0,1,1,3,2,7,0.883435583,0.883435583,0.884866228,0.966582278,0.3525,,
Process113,0,0,0,1,1,3,3,8,0.708074534,0.708074534,0.682430556,0.922279793,0.315,,
Process113,0,0,0,1,2,0,0,3,0.951807229,0.951807229,0.927904412,0.983466934,0.3725,,
Process113,0,0,0,1,2,0,1,4,0.891566265,0.891566265,0.900435606,0.96819788,0.375,,
Process113,0,0,0,1,2,0,2,5,0.80239521,0.80239521,0.713373682,0.944897959,0.3525,,
Process113,0,0,0,1,2,0,3,6,0.850299401,0.850299401,0.840435606,0.957403651,0.32,,
Process113,0,0,0,1,2,1,0,4,0.951807229,0.951807229,0.929660088,0.983466934,0.32,,
Process113,0,0,0,1,2,1,1,5,0.891566265,0.891566265,0.890327381,0.96819788,0.4075,,
Process113,0,0,0,1,2,1,2,6,0.891566265,0.891566265,0.934012681,0.96819788,0.3125,,
Process113,0,0,0,1,2,1,3,7,0.789808917,0.789808917,0.704652778,0.944473008,0.305,,
Process113,0,0,0,1,2,2,0,5,0.914634146,0.914634146,0.90235119,0.974294355,0.345,,
Process113,0,0,0,1,2,2,1,6,0.872727273,0.872727273,0.891567982,0.963544304,0.31,,
Process113,0,0,0,1,2,2,2,7,0.812121212,0.812121212,0.837641667,0.947959184,0.295,,
Process113,0,0,0,1,2,2,3,8,0.775757576,0.775757576,0.735814394,0.93849308,0.3575,,
Process113,0,0,0,1,2,3,0,6,0.93902439,0.93902439,0.912120098,0.98040201,0.3325,,
Process113,0,0,0,1,2,3,1,7,0.90797546,0.90797546,0.857786765,0.97274104,0.3875,,
Process113,0,0,0,1,2,3,2,8,0.851851852,0.851851852,0.799788534,0.958799593,0.305,,
Process113,0,0,0,1,2,3,3,9,0.780487805,0.780487805,0.770975,0.940030753,0.305,,
Process113,0,0,0,1,3,0,0,4,0.964285714,0.964285714,0.935355392,0.986513487,0.335,,
Process113,0,0,0,1,3,0,1,5,0.922155689,0.922155689,0.871743421,0.975879397,0.3625,,
Process113,0,0,0,1,3,0,2,6,0.826347305,0.826347305,0.781403986,0.951169888,0.3175,,
Process113,0,0,0,1,3,0,3,7,0.814371257,0.814371257,0.784488872,0.948038716,0.3475,,
Process113,0,0,0,1,3,1,0,5,0.891566265,0.891566265,0.778936404,0.96819788,0.3575,,
Process113,0,0,0,1,3,1,1,6,0.903614458,0.903614458,0.823041667,0.971270161,0.3475,,
Process113,0,0,0,1,3,1,2,7,0.814371257,0.814371257,0.764128623,0.948038716,0.33,,
Process113,0,0,0,1,3,1,3,8,0.682634731,0.682634731,0.710279067,0.912953368,0.3125,,
Process113,0,0,0,1,3,2,0,6,0.957575758,0.957575758,0.923958333,0.98496994,0.3725,,
Process113,0,0,0,1,3,2,1,7,0.824242424,0.824242424,0.751237319,0.951095262,0.3325,,
Process113,0,0,0,1,3,2,2,8,0.812121212,0.812121212,0.793676713,0.947959184,0.32,,
Process113,0,0,0,1,3,2,3,9,0.883435583,0.883435583,0.927169486,0.966582278,0.315,,
Process113,0,0,0,1,3,3,0,7,0.890243902,0.890243902,0.786669118,0.968149646,0.37,,
Process113,0,0,0,1,3,3,1,8,0.909090909,0.909090909,0.846506063,0.972782258,0.365,,
Process113,0,0,0,1,3,3,2,9,0.775757576,0.775757576,0.703996212,0.93849308,0.36,,
Process113,0,0,0,1,3,3,3,10,0.860606061,0.860606061,0.837875,0.960446247,0.29,,
Process113,0,0,0,2,0,0,0,2,0.843373494,0.843373494,0.781875029,0.95173454,0.33,,
Process113,0,0,0,2,0,0,1,3,0.855421687,0.855421687,0.839795918,0.954819277,0.2975,,
Process113,0,0,0,2,0,0,2,4,0.780487805,0.780487805,0.690986395,0.936073059,0.2875,,
Process113,0,0,0,2,0,0,3,5,0.759036145,0.759036145,0.809512965,0.929878049,0.295,,
Process113,0,0,0,2,0,1,0,3,0.945454545,0.945454545,0.948113588,0.977645306,0.3925,,
Process113,0,0,0,2,0,1,1,4,0.909090909,0.909090909,0.927430839,0.968562874,0.37,,
Process113,0,0,0,2,0,1,2,5,0.872727273,0.872727273,0.911295918,0.959398496,0.3475,,
Process113,0,0,0,2,0,1,3,6,0.736196319,0.736196319,0.678771942,0.924961715,0.3575,,
Process113,0,0,0,2,0,2,0,4,0.87804878,0.87804878,0.769683874,0.960902256,0.32,,
Process113,0,0,0,2,0,2,1,5,0.926829268,0.926829268,0.936275352,0.97309417,0.3275,,
Process113,0,0,0,2,0,2,2,6,0.804878049,0.804878049,0.807605828,0.942336874,0.3425,,
Process113,0,0,0,2,0,2,3,7,0.926829268,0.926829268,0.9353156,0.97309417,0.345,,
Process113,0,0,0,2,0,3,0,5,0.883435583,0.883435583,0.919337553,0.962406015,0.33,,
Process113,0,0,0,2,0,3,1,6,0.920245399,0.920245399,0.935528061,0.971556886,0.355,,
Process113,0,0,0,2,0,3,2,7,0.773006135,0.773006135,0.730140241,0.93445122,0.31,,
Process113,0,0,0,2,0,3,3,8,0.773006135,0.773006135,0.810714655,0.93445122,0.31,,
Process113,0,0,0,2,1,0,0,3,0.934131737,0.934131737,0.907653061,0.97466468,0.31,,
Process113,0,0,0,2,1,0,1,4,0.898203593,0.898203593,0.924774273,0.965568862,0.315,,
Process113,0,0,0,2,1,0,2,5,0.886227545,0.886227545,0.918633922,0.962518741,0.2975,,
Process113,0,0,0,2,1,0,3,6,0.682634731,0.682634731,0.69876712,0.909230769,0.295,,
Process113,0,0,0,2,1,1,0,4,0.915662651,0.915662651,0.931319728,0.970104634,0.34,,
Process113,0,0,0,2,1,1,1,5,0.819277108,0.819277108,0.7468285,0.945537065,0.3225,,
Process113,0,0,0,2,1,1,2,6,0.8,0.8,0.739086395,0.940819423,0.345,,
Process113,0,0,0,2,1,1,3,7,0.78313253,0.78313253,0.722544366,0.936170213,0.315,,
Process113,0,0,0,2,1,2,0,5,0.872727273,0.872727273,0.785322234,0.959398496,0.3575,,
Process113,0,0,0,2,1,2,1,6,0.792682927,0.792682927,0.736686395,0.939209726,0.3275,,
Process113,0,0,0,2,1,2,2,7,0.763636364,0.763636364,0.812653061,0.931402439,0.3175,,
Process113,0,0,0,2,1,2,3,8,0.8,0.8,0.738986395,0.940819423,0.3225,,
Process113,0,0,0,2,1,3,0,6,0.865853659,0.865853659,0.845430839,0.957831325,0.3875,,
Process113,0,0,0,2,1,3,1,7,0.858895706,0.858895706,0.84009667,0.956259427,0.2925,,
Process113,0,0,0,2,1,3,2,8,0.804878049,0.804878049,0.795653061,0.942336874,0.2825,,
Process113,0,0,0,2,1,3,3,9,0.731707317,0.731707317,0.677897816,0.923430322,0.295,,
Process113,0,0,0,2,2,0,0,4,0.880952381,0.880952381,0.753881131,0.96101949,0.36,,
Process113,0,0,0,2,2,0,1,5,0.833333333,0.833333333,0.806457409,0.948717949,0.35,,
Process113,0,0,0,2,2,0,2,6,0.80952381,0.80952381,0.776755625,0.942511346,0.35,,
Process113,0,0,0,2,2,0,3,7,0.678787879,0.678787879,0.664533403,0.909090909,0.31,,
Process113,0,0,0,2,2,1,0,5,0.922155689,0.922155689,0.89408581,0.971641791,0.395,,
Process113,0,0,0,2,2,1,1,6,0.826347305,0.826347305,0.787956092,0.947129909,0.3225,,
Process113,0,0,0,2,2,1,2,7,0.874251497,0.874251497,0.879949712,0.959459459,0.3675,,
Process113,0,0,0,2,2,1,3,8,0.730538922,0.730538922,0.751343537,0.922018349,0.275,,
Process113,0,0,0,2,2,2,0,6,0.86746988,0.86746988,0.768125432,0.957894737,0.3025,,
Process113,0,0,0,2,2,2,1,7,0.843373494,0.843373494,0.774081633,0.95173454,0.3325,,
Process113,0,0,0,2,2,2,2,8,0.78313253,0.78313253,0.725044366,0.936170213,0.295,,
Process113,0,0,0,2,2,2,3,9,0.763636364,0.763636364,0.728208617,0.931402439,0.3025,,
Process113,0,0,0,2,2,3,0,7,0.872727273,0.872727273,0.822216553,0.959398496,0.38,,
Process113,0,0,0,2,2,3,1,8,0.775757576,0.775757576,0.723866512,0.934550989,0.3125,,
Process113,0,0,0,2,2,3,2,9,0.890243902,0.890243902,0.877214465,0.963963964,0.345,,
Process113,0,0,0,2,2,3,3,10,0.727272727,0.727272727,0.744247264,0.921898928,0.3025,,
Process113,0,0,0,2,3,0,0,5,0.94047619,0.94047619,0.903375455,0.976190476,0.3025,,
Process113,0,0,0,2,3,0,1,6,0.898203593,0.898203593,0.924774273,0.965568862,0.3475,,
Process113,0,0,0,2,3,0,2,7,0.855421687,0.855421687,0.844081633,0.954819277,0.3475,,
Process113,0,0,0,2,3,0,3,8,0.754491018,0.754491018,0.728843537,0.928353659,0.3375,,
Process113,0,0,0,2,3,1,0,6,0.94047619,0.94047619,0.905821921,0.976190476,0.3525,,
Process113,0,0,0,2,3,1,1,7,0.80952381,0.80952381,0.735995166,0.942511346,0.32,,
Process113,0,0,0,2,3,1,2,8,0.80239521,0.80239521,0.759319728,0.940909091,0.29,,
Process113,0,0,0,2,3,1,3,9,0.739393939,0.739393939,0.746253061,0.925076453,0.3175,,
Process113,0,0,0,2,3,2,0,7,0.891566265,0.891566265,0.849547001,0.964017991,0.34,,
Process113,0,0,0,2,3,2,1,8,0.831325301,0.831325301,0.855406684,0.948640483,0.345,,
Process113,0,0,0,2,3,2,2,9,0.826347305,0.826347305,0.852896803,0.947129909,0.285,,
Process113,0,0,0,2,3,2,3,10,0.778443114,0.778443114,0.755589425,0.934650456,0.2825,,
Process113,0,0,0,2,3,3,0,8,0.926829268,0.926829268,0.828731493,0.97309417,0.4,,
Process113,0,0,0,2,3,3,1,9,0.831325301,0.831325301,0.834925788,0.948640483,0.3,,
Process113,0,0,0,2,3,3,2,10,0.843373494,0.843373494,0.761280512,0.95173454,0.35,,
Process113,0,0,0,2,3,3,3,11,0.787878788,0.787878788,0.726585868,0.93768997,0.295,,
Process113,0,0,0,3,0,0,0,3,0.934131737,0.934131737,0.930697833,0.970486965,0.345,,
Process113,0,0,0,3,0,0,1,4,0.80239521,0.80239521,0.728133333,0.937,0.37,,
Process113,0,0,0,3,0,0,2,5,0.739393939,0.739393939,0.7341,0.921291625,0.3225,,
Process113,0,0,0,3,0,0,3,6,0.754491018,0.754491018,0.795761538,0.924547284,0.2725,,
Process113,0,0,0,3,0,1,0,4,0.855421687,0.855421687,0.8288,0.950795229,0.35,,
Process113,0,0,0,3,0,1,1,5,0.831325301,0.831325301,0.758495652,0.944666002,0.3225,,
Process113,0,0,0,3,0,1,2,6,0.674698795,0.674698795,0.651344828,0.903914591,0.2725,,
Process113,0,0,0,3,0,1,3,7,0.722891566,0.722891566,0.704251346,0.916624558,0.315,,
Process113,0,0,0,3,0,2,0,5,0.812121212,0.812121212,0.73072029,0.94,0.3125,,
Process113,0,0,0,3,0,2,1,6,0.812121212,0.812121212,0.729193939,0.94,0.305,,
Process113,0,0,0,3,0,2,2,7,0.763636364,0.763636364,0.740490909,0.927565392,0.3075,,
Process113,0,0,0,3,0,2,3,8,0.690909091,0.690909091,0.654333333,0.908629442,0.2825,,
Process113,0,0,0,3,0,3,0,6,0.890243902,0.890243902,0.907688889,0.959861249,0.315,,
Process113,0,0,0,3,0,3,1,7,0.841463415,0.841463415,0.806061905,0.947657029,0.35,,
Process113,0,0,0,3,0,3,2,8,0.792682927,0.792682927,0.685842105,0.935305918,0.3125,,
Process113,0,0,0,3,0,3,3,9,0.743902439,0.743902439,0.73486087,0.922805247,0.3,,
Process113,0,0,0,3,1,0,0,4,0.880952381,0.880952381,0.823633333,0.956952004,0.3775,,
Process113,0,0,0,3,1,0,1,5,0.797619048,0.797619048,0.6873,0.9355,0.355,,
Process113,0,0,0,3,1,0,2,6,0.845238095,0.845238095,0.850162319,0.947813121,0.3725,,
Process113,0,0,0,3,1,0,3,7,0.75,0.75,0.702065886,0.923038229,0.34,,
Process113,0,0,0,3,1,1,0,5,0.862275449,0.862275449,0.867553623,0.95235732,0.3375,,
Process113,0,0,0,3,1,1,1,6,0.843373494,0.843373494,0.8898,0.947735192,0.3125,,
Process113,0,0,0,3,1,1,2,7,0.730538922,0.730538922,0.73355,0.918264379,0.3225,,
Process113,0,0,0,3,1,1,3,8,0.766467066,0.766467066,0.677191304,0.927674535,0.325,,
Process113,0,0,0,3,1,2,0,6,0.909090909,0.909090909,0.856211765,0.964426877,0.3775,,
Process113,0,0,0,3,1,2,1,7,0.855421687,0.855421687,0.895572727,0.950795229,0.3225,,
Process113,0,0,0,3,1,2,2,8,0.771084337,0.771084337,0.757939394,0.929181316,0.3325,,
Process113,0,0,0,3,1,2,3,9,0.715151515,0.715151515,0.659928205,0.914979757,0.3,,
Process113,0,0,0,3,1,3,0,7,0.860606061,0.860606061,0.814261153,0.952286282,0.32,,
Process113,0,0,0,3,1,3,1,8,0.787878788,0.787878788,0.7503,0.933801404,0.315,,
Process113,0,0,0,3,1,3,2,9,0.763636364,0.763636364,0.80299398,0.927565392,0.3,,
Process113,0,0,0,3,1,3,3,10,0.751515152,0.751515152,0.699117391,0.924433249,0.31,,
Process113,0,0,0,3,2,0,0,5,0.863905325,0.863905325,0.866027273,0.952428147,0.3275,,
Process113,0,0,0,3,2,0,1,6,0.840236686,0.840236686,0.856163636,0.946322068,0.345,,
Process113,0,0,0,3,2,0,2,7,0.710059172,0.710059172,0.661039316,0.912076806,0.3,,
Process113,0,0,0,3,2,0,3,8,0.781065089,0.781065089,0.871925604,0.930896345,0.285,,
Process113,0,0,0,3,2,1,0,6,0.833333333,0.833333333,0.730942857,0.944748631,0.3075,,
Process113,0,0,0,3,2,1,1,7,0.819277108,0.819277108,0.881466667,0.941587619,0.3175,,
Process113,0,0,0,3,2,1,2,8,0.773809524,0.773809524,0.760271014,0.929287864,0.3275,,
Process113,0,0,0,3,2,1,3,9,0.69047619,0.69047619,0.656324217,0.907247846,0.2825,,
Process113,0,0,0,3,2,2,0,7,0.778443114,0.778443114,0.680768379,0.930792377,0.3525,,
Process113,0,0,0,3,2,2,1,8,0.826347305,0.826347305,0.819357895,0.943170489,0.3225,,
Process113,0,0,0,3,2,2,2,9,0.879518072,0.879518072,0.8373,0.956888008,0.33,,
Process113,0,0,0,3,2,2,3,10,0.694610778,0.694610778,0.690097619,0.908768373,0.3,,
Process113,0,0,0,3,2,3,0,8,0.807228916,0.807228916,0.720469336,0.9385,0.3475,,
Process113,0,0,0,3,2,3,1,9,0.86746988,0.86746988,0.900326316,0.953846154,0.3425,,
Process113,0,0,0,3,2,3,2,10,0.751515152,0.751515152,0.703838462,0.924433249,0.3225,,
Process113,0,0,0,3,2,3,3,11,0.759036145,0.759036145,0.706272727,0.926056338,0.3125,,
Process113,0,0,0,3,3,0,0,6,0.882352941,0.882352941,0.818310101,0.95701581,0.375,,
Process113,0,0,0,3,3,0,1,7,0.792899408,0.792899408,0.726551515,0.934,0.35,,
Process113,0,0,0,3,3,0,2,8,0.741176471,0.741176471,0.691133333,0.920020121,0.3475,,
Process113,0,0,0,3,3,0,3,9,0.781065089,0.781065089,0.827966667,0.930896345,0.2875,,
Process113,0,0,0,3,3,1,0,7,0.928571429,0.928571429,0.855710088,0.969011313,0.2975,,
Process113,0,0,0,3,3,1,1,8,0.821428571,0.821428571,0.850633333,0.941674975,0.2975,,
Process113,0,0,0,3,3,1,2,9,0.785714286,0.785714286,0.7139,0.932398598,0.3175,,
Process113,0,0,0,3,3,1,3,10,0.766467066,0.766467066,0.74306087,0.927674535,0.315,,
Process113,0,0,0,3,3,2,0,8,0.880952381,0.880952381,0.845010526,0.956952004,0.3625,,
Process113,0,0,0,3,3,2,1,9,0.826347305,0.826347305,0.818495652,0.943170489,0.31,,
Process113,0,0,0,3,3,2,2,10,0.790419162,0.790419162,0.83190303,0.933900851,0.32,,
Process113,0,0,0,3,3,2,3,11,0.80952381,0.80952381,0.731133333,0.938592112,0.305,,
Process113,0,0,0,3,3,3,0,9,0.843373494,0.843373494,0.858804577,0.947735192,0.305,,
Process113,0,0,0,3,3,3,1,10,0.814371257,0.814371257,0.845768379,0.940089865,0.2775,,
Process113,0,0,0,3,3,3,2,11,0.795180723,0.795180723,0.840254545,0.935403105,0.3175,,
Process113,0,0,0,3,3,3,3,12,0.824242424,0.824242424,0.842336232,0.943085372,0.3325,,
Process113,0,0,1,0,0,0,0,1,0.975,0.975,0.912548602,0.989263804,0.3325,,
Process113,0,0,1,0,0,0,1,2,0.888888889,0.888888889,0.931249731,0.96749226,0.34,,
Process113,0,0,1,0,0,0,2,3,0.839506173,0.839506173,0.789554205,0.95482866,0.36,,
Process113,0,0,1,0,0,0,3,4,0.748466258,0.748466258,0.735937918,0.930708661,0.3225,,
Process113,0,0,1,0,0,1,0,2,0.975,0.975,0.974019191,0.989263804,0.3875,,
Process113,0,0,1,0,0,1,1,3,0.9375,0.9375,0.901078431,0.984725051,0.3725,,
Process113,0,0,1,0,0,1,2,4,0.881987578,0.881987578,0.9268725,0.965891473,0.3,,
Process113,0,0,1,0,0,1,3,5,0.779874214,0.779874214,0.713333333,0.945454545,0.285,,
Process113,0,0,1,0,0,2,0,3,0.962025316,0.962025316,0.966960367,0.986153846,0.3525,,
Process113,0,0,1,0,0,2,1,4,0.905660377,0.905660377,0.935921151,0.972136223,0.305,,
Process113,0,0,1,0,0,2,2,5,0.756410256,0.756410256,0.817049029,0.935229068,0.315,,
Process113,0,0,1,0,0,2,3,6,0.82278481,0.82278481,0.842222942,0.951486698,0.325,,
Process113,0,0,1,0,0,3,0,4,0.975,0.975,0.974019191,0.989263804,0.4175,,
Process113,0,0,1,0,0,3,1,5,0.905660377,0.905660377,0.941191109,0.972136223,0.4,,
Process113,0,0,1,0,0,3,2,6,0.875,0.875,0.841235909,0.964285714,0.3025,,
Process113,0,0,1,0,0,3,3,7,0.833333333,0.833333333,0.851291866,0.95966908,0.3,,
Process113,0,0,1,0,1,0,0,2,0.987654321,0.987654321,0.981078014,0.99235474,0.3525,,
Process113,0,0,1,0,1,0,1,3,0.957055215,0.957055215,0.922619681,0.984662577,0.3675,,
Process113,0,0,1,0,1,0,2,4,0.814814815,0.814814815,0.810517408,0.9484375,0.3425,,
