sep=,
addActSerial,addActParallel,replaceAct,addConst,swapActivities,totalChanges,GED,LCS
1,0,2,3,3,9,0.7242798353909465,0.40853227331034725
1,0,3,0,0,4,0.9090909090909091,0.4565404717980884
1,0,3,0,1,5,0.8347107438016529,0.40235201883805305
1,0,3,0,2,6,0.8583333333333334,0.4552642186292504
1,0,3,0,3,7,0.7966804979253113,0.43035478268308397
1,0,3,1,0,5,0.9008264462809917,0.46998405803748133
1,0,3,1,1,6,0.8298755186721991,0.432647656587375
1,0,3,1,2,7,0.7355371900826446,0.3751865562936504
1,0,3,1,3,8,0.7520661157024793,0.38811141390925763
1,0,3,2,0,6,0.8559670781893004,0.44593904366395654
1,0,3,2,1,7,0.8347107438016529,0.4027077779164371
1,0,3,2,2,8,0.8512396694214877,0.45228193808047984
1,0,3,2,3,9,0.7226890756302521,0.4172515995975502
1,0,3,3,0,7,0.897119341563786,0.4522925494997303
1,0,3,3,1,8,0.831275720164609,0.45150227493242834
1,0,3,3,2,9,0.7736625514403292,0.40095949688525473
1,0,3,3,3,10,0.7851239669421488,0.4303815797664107
1,1,0,0,0,2,0.9790794979079498,0.4884392648188307
1,1,0,0,1,3,0.9282700421940928,0.407576013553112
1,1,0,0,2,4,0.8619246861924686,0.4388396141273145
1,1,0,0,3,5,0.8368200836820083,0.4738453746011163
1,1,0,1,0,3,0.9790794979079498,0.48819915456720037
1,1,0,1,1,4,0.9416666666666667,0.4963621026709303
1,1,0,1,2,5,0.8298755186721991,0.44223394118970494
1,1,0,1,3,6,0.825,0.4050907877539899
1,1,0,2,0,4,0.970954356846473,0.5064776838175692
1,1,0,2,1,5,0.946058091286307,0.47996345949744734
1,1,0,2,2,6,0.9045643153526971,0.4683621313365044
1,1,0,2,3,7,0.8666666666666667,0.4452803018637278
1,1,0,3,0,5,0.9586776859504132,0.497815127235572
1,1,0,3,1,6,0.9128630705394191,0.4689091420034196
1,1,0,3,2,7,0.8962655601659751,0.463878410113279
1,1,0,3,3,8,0.8067226890756303,0.3919690173337711
1,1,1,0,0,3,0.946058091286307,0.4719167939355914
1,1,1,0,1,4,0.8833333333333333,0.45384703866815035
1,1,1,0,2,5,0.875,0.4515352065756572
1,1,1,0,3,6,0.8215767634854771,0.4539745951869776
1,1,1,1,0,4,0.9416666666666667,0.4745124076673687
1,1,1,1,1,5,0.8713692946058091,0.44914580715103547
1,1,1,1,2,6,0.8298755186721991,0.38896703442584246
1,1,1,1,3,7,0.8,0.4523229375636715
1,1,1,2,0,5,0.9626556016597511,0.49608069038977287
1,1,1,2,1,6,0.8677685950413223,0.43477715593910876
1,1,1,2,2,7,0.7933884297520661,0.4222446142151371
1,1,1,2,3,8,0.7603305785123967,0.3728950481998452
1,1,1,3,0,6,0.9504132231404958,0.46909374110294866
1,1,1,3,1,7,0.8347107438016529,0.4345575472403075
1,1,1,3,2,8,0.8132780082987552,0.4362961614793953
1,1,1,3,3,9,0.8016528925619835,0.4192821103528467
1,1,2,0,0,4,0.9211618257261411,0.4588598400591819
1,1,2,0,1,5,0.8630705394190872,0.44521678529319453
1,1,2,0,2,6,0.8381742738589212,0.3957797786611464
1,1,2,0,3,7,0.8049792531120332,0.4394378559551857
1,1,2,1,0,5,0.9338842975206612,0.45587693546055486
1,1,2,1,1,6,0.859504132231405,0.47069377466158047
1,1,2,1,2,7,0.7851239669421488,0.46429264085250366
1,1,2,1,3,8,0.757201646090535,0.45421393596184034
1,1,2,2,0,6,0.9180327868852459,0.4463873362262277
1,1,2,2,1,7,0.8925619834710744,0.4780140930849697
1,1,2,2,2,8,0.8264462809917356,0.45714345702698345
1,1,2,2,3,9,0.7851239669421488,0.43367658663248543
1,1,2,3,0,7,0.8816326530612245,0.44535176116147424
1,1,2,3,1,8,0.8770491803278688,0.4326003102915563
1,1,2,3,2,9,0.8395061728395061,0.44848492625757175
1,1,2,3,3,10,0.8065843621399177,0.38490110877307143
1,1,3,0,0,5,0.9008264462809917,0.44779596730776144
1,1,3,0,1,6,0.9090909090909091,0.43197169710617855
1,1,3,0,2,7,0.8099173553719008,0.40474877530934994
1,1,3,0,3,8,0.7818930041152263,0.4159809147798162
1,1,3,1,0,6,0.8524590163934427,0.45804727084872976
1,1,3,1,1,7,0.823045267489712,0.45763230880684114
1,1,3,1,2,8,0.7901234567901234,0.3834724814592648
1,1,3,1,3,9,0.757201646090535,0.42263875165550213
1,1,3,2,0,7,0.8326530612244898,0.4408823605636968
1,1,3,2,1,8,0.8347107438016529,0.41640837142339115
1,1,3,2,2,9,0.8264462809917356,0.32126359488076756
1,1,3,2,3,10,0.7407407407407407,0.404795775052507
1,1,3,3,0,8,0.8734693877551021,0.43378579604523376
1,1,3,3,1,9,0.8653061224489795,0.4235886271064231
1,1,3,3,2,10,0.7967479674796748,0.4251790549540194
1,1,3,3,3,11,0.7131147540983607,0.3764644555708736
1,2,0,0,0,3,0.9626556016597511,0.4727613165713844
1,2,0,0,1,4,0.9,0.4648415333834598
1,2,0,0,2,5,0.8916666666666666,0.42654870097505615
1,2,0,0,3,6,0.7833333333333333,0.4267470385459695
1,2,0,1,0,4,0.970954356846473,0.47092191892684
1,2,0,1,1,5,0.8962655601659751,0.4763596519965638
1,2,0,1,2,6,0.8132780082987552,0.4451584363000242
1,2,0,1,3,7,0.7717842323651453,0.42114461199317543
1,2,0,2,0,5,0.9669421487603306,0.4877971166769791
1,2,0,2,1,6,0.925,0.47206184282519426
1,2,0,2,2,7,0.8429752066115702,0.4325124772115862
1,2,0,2,3,8,0.8347107438016529,0.4069540557356165
1,2,0,3,0,6,0.962962962962963,0.4428943210718642
1,2,0,3,1,7,0.897119341563786,0.47138345302800966
1,2,0,3,2,8,0.8666666666666667,0.45714113640178355
1,2,0,3,3,9,0.8099173553719008,0.44776180895609796
1,2,1,0,0,4,0.9421487603305785,0.4708368767982677
1,2,1,0,1,5,0.9090909090909091,0.4745488129799861
1,2,1,0,2,6,0.8512396694214877,0.44528180005575824
1,2,1,0,3,7,0.7551867219917012,0.3744854839442377
1,2,1,1,0,5,0.9211618257261411,0.44302631706341367
1,2,1,1,1,6,0.8760330578512396,0.4197809962533916
1,2,1,1,2,7,0.8429752066115702,0.4357704539274694
1,2,1,1,3,8,0.8099173553719008,0.4304285237012061
1,2,1,2,0,6,0.9008264462809917,0.396704348854011
1,2,1,2,1,7,0.897119341563786,0.4558975036745998
1,2,1,2,2,8,0.8677685950413223,0.4400002047514808
1,2,1,2,3,9,0.8677685950413223,0.44829006895222373
1,2,1,3,0,7,0.9338842975206612,0.4879332817737212
1,2,1,3,1,8,0.9016393442622951,0.47539211829263534
1,2,1,3,2,9,0.8,0.4400026610250517
1,2,1,3,3,10,0.819672131147541,0.4048720371375446
1,2,2,0,0,5,0.9173553719008265,0.4584833109345774
1,2,2,0,1,6,0.859504132231405,0.4712277062284085
1,2,2,0,2,7,0.8429752066115702,0.44443124597713424
1,2,2,0,3,8,0.7768595041322314,0.4194679002661822
1,2,2,1,0,6,0.9135802469135803,0.46203712265572305
1,2,2,1,1,7,0.8477366255144033,0.4582951278269865
1,2,2,1,2,8,0.8065843621399177,0.42463720386368997
1,2,2,1,3,9,0.7818930041152263,0.45146353149101315
1,2,2,2,0,7,0.9426229508196722,0.4515951755537272
1,2,2,2,1,8,0.8641975308641976,0.4502159921488146
1,2,2,2,2,9,0.7950819672131147,0.31244527924090393
1,2,2,2,3,10,0.7540983606557377,0.36084231908149356
1,2,2,3,0,8,0.889795918367347,0.4585676357310835
1,2,2,3,1,9,0.9016393442622951,0.4796399839850752
1,2,2,3,2,10,0.8114754098360656,0.4218450997689325
1,2,2,3,3,11,0.8065843621399177,0.3947096719660581
1,2,3,0,0,6,0.8524590163934427,0.4183765329670741
1,2,3,0,1,7,0.8888888888888888,0.4200829279478215
1,2,3,0,2,8,0.8559670781893004,0.44161558138016005
1,2,3,0,3,9,0.7983539094650206,0.4123569573905991
1,2,3,1,0,7,0.9218106995884774,0.3961377152329757
1,2,3,1,1,8,0.8081632653061225,0.4566525817448714
1,2,3,1,2,9,0.7183673469387755,0.3671374960103165
1,2,3,1,3,10,0.7131147540983607,0.39948169680148066
1,2,3,2,0,8,0.8979591836734694,0.45751343071417605
1,2,3,2,1,9,0.8524590163934427,0.4081084052271684
1,2,3,2,2,10,0.7933884297520661,0.4099658687436093
1,2,3,2,3,11,0.7213114754098361,0.3776237025348337
1,2,3,3,0,9,0.8617886178861789,0.4493119292374951
1,2,3,3,1,10,0.8373983739837398,0.4258497456643773
1,2,3,3,2,11,0.7510204081632653,0.3485006709086641
1,2,3,3,3,12,0.7449392712550607,0.33967488821339914
1,3,0,0,0,4,0.9586776859504132,0.46362120313156224
1,3,0,0,1,5,0.9294605809128631,0.4827327214582309
1,3,0,0,2,6,0.9008264462809917,0.46082084548634294
1,3,0,0,3,7,0.8264462809917356,0.44195409232508037
1,3,0,1,0,5,0.970954356846473,0.46603654979182896
1,3,0,1,1,6,0.9256198347107438,0.4473464557236521
1,3,0,1,2,7,0.8677685950413223,0.4028273478846021
1,3,0,1,3,8,0.8368200836820083,0.4279768263640847
1,3,0,2,0,6,0.9547325102880658,0.4780696317628617
1,3,0,2,1,7,0.897119341563786,0.43944669721776675
1,3,0,2,2,8,0.8477366255144033,0.4001795389629965
1,3,0,2,3,9,0.7983539094650206,0.4467159359174896
1,3,0,3,0,7,0.962962962962963,0.4404624667085897
1,3,0,3,1,8,0.9300411522633745,0.4394334182929128
1,3,0,3,2,9,0.8688524590163934,0.4091316481075865
1,3,0,3,3,10,0.7983539094650206,0.34654831267457137
1,3,1,0,0,5,0.9338842975206612,0.4674988895465536
1,3,1,0,1,6,0.884297520661157,0.4051262166546695
1,3,1,0,2,7,0.8559670781893004,0.44165591762629675
1,3,1,0,3,8,0.7489711934156378,0.3801733798293476
