sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,GED,LCS,BehavioralProfile
ResearchPaper1,0,1,1,1,0,0,3,0.6126126126126126,1.0,0.7135135135135136
ResearchPaper1,0,1,1,1,0,1,0,0.8703703703703703,1.0,0.6698841698841699
ResearchPaper1,0,1,1,1,0,1,1,0.8440366972477065,1.0,0.7017208413001912
ResearchPaper1,0,1,1,1,0,1,2,0.7407407407407407,1.0,0.6580756013745704
ResearchPaper1,0,1,1,1,0,1,3,0.7407407407407407,1.0,0.6181818181818182
ResearchPaper1,0,1,1,1,0,2,0,0.8598130841121495,1.0,0.6550387596899225
ResearchPaper1,0,1,1,1,0,2,1,0.780952380952381,1.0,0.6379310344827587
ResearchPaper1,0,1,1,1,0,2,2,0.7102803738317758,1.0,0.7672253258845437
ResearchPaper1,0,1,1,1,0,2,3,0.5607476635514019,1.0,0.7518382352941176
ResearchPaper1,0,1,1,1,0,3,0,0.8490566037735849,1.0,0.6525096525096525
ResearchPaper1,0,1,1,1,0,3,1,0.6346153846153846,1.0,0.5876106194690266
ResearchPaper1,0,1,1,1,0,3,2,0.6138613861386139,1.0,0.6361904761904762
ResearchPaper1,0,1,1,1,0,3,3,0.6262626262626263,1.0,0.6233269598470363
ResearchPaper1,0,1,1,1,1,0,0,0.8990825688073394,1.0,0.5541740674955595
ResearchPaper1,0,1,1,1,1,0,1,0.6909090909090909,1.0,0.6977611940298507
ResearchPaper1,0,1,1,1,1,0,2,0.6306306306306306,1.0,0.7705223880597015
ResearchPaper1,0,1,1,1,1,0,3,0.6274509803921569,1.0,0.5711805555555556
ResearchPaper1,0,1,1,1,1,1,0,0.8518518518518519,1.0,0.6813819577735125
ResearchPaper1,0,1,1,1,1,1,1,0.7222222222222222,1.0,0.7058823529411765
ResearchPaper1,0,1,1,1,1,1,2,0.5225225225225225,1.0,0.7518382352941176
ResearchPaper1,0,1,1,1,1,1,3,0.6422018348623852,1.0,0.5516014234875445
ResearchPaper1,0,1,1,1,1,2,0,0.8888888888888888,1.0,0.72
ResearchPaper1,0,1,1,1,1,2,1,0.6788990825688073,1.0,0.7728119180633147
ResearchPaper1,0,1,1,1,1,2,2,0.5607476635514019,1.0,0.6981132075471698
ResearchPaper1,0,1,1,1,1,2,3,0.6355140186915889,1.0,0.7014925373134329
ResearchPaper1,0,1,1,1,1,3,0,0.8490566037735849,1.0,0.6483931947069943
ResearchPaper1,0,1,1,1,1,3,1,0.8200000000000001,1.0,0.6472868217054264
ResearchPaper1,0,1,1,1,1,3,2,0.5849056603773585,1.0,0.5954465849387041
ResearchPaper1,0,1,1,1,1,3,3,0.6274509803921569,1.0,0.6951672862453532
ResearchPaper1,0,1,1,1,2,0,0,0.8468468468468469,1.0,0.7123809523809523
ResearchPaper1,0,1,1,1,2,0,1,0.7090909090909091,1.0,0.5761245674740484
ResearchPaper1,0,1,1,1,2,0,2,0.625,1.0,0.6038062283737025
ResearchPaper1,0,1,1,1,2,0,3,0.45614035087719296,1.0,0.5559105431309904
ResearchPaper1,0,1,1,1,2,1,0,0.8256880733944953,1.0,0.6647619047619048
ResearchPaper1,0,1,1,1,2,1,1,0.6666666666666667,1.0,0.6586715867158671
ResearchPaper1,0,1,1,1,2,1,2,0.6111111111111112,1.0,0.6859344894026975
ResearchPaper1,0,1,1,1,2,1,3,0.509090909090909,1.0,0.3169456066945607
ResearchPaper1,0,1,1,1,2,2,0,0.8888888888888888,1.0,0.722753346080306
ResearchPaper1,0,1,1,1,2,2,1,0.7339449541284404,1.0,0.5901360544217688
ResearchPaper1,0,1,1,1,2,2,2,0.5504587155963303,1.0,0.6268656716417911
ResearchPaper1,0,1,1,1,2,2,3,0.6666666666666667,1.0,0.7386569872958257
ResearchPaper1,0,1,1,1,2,3,0,0.8,1.0,0.6711281070745698
ResearchPaper1,0,1,1,1,2,3,1,0.693069306930693,1.0,0.5400696864111498
ResearchPaper1,0,1,1,1,2,3,2,0.6238532110091743,1.0,0.5384615384615384
ResearchPaper1,0,1,1,1,2,3,3,0.5800000000000001,1.0,0.5197368421052632
ResearchPaper1,0,1,1,1,3,0,0,0.8672566371681416,1.0,0.7246653919694073
ResearchPaper1,0,1,1,1,3,0,1,0.7894736842105263,1.0,0.6603448275862069
ResearchPaper1,0,1,1,1,3,0,2,0.6017699115044248,1.0,0.6586715867158671
ResearchPaper1,0,1,1,1,3,0,3,0.5535714285714286,1.0,0.31722428748451054
ResearchPaper1,0,1,1,1,3,1,0,0.8807339449541285,1.0,0.5451327433628319
ResearchPaper1,0,1,1,1,3,1,1,0.7747747747747747,1.0,0.6949152542372882
ResearchPaper1,0,1,1,1,3,1,2,0.7047619047619047,1.0,0.7117117117117117
ResearchPaper1,0,1,1,1,3,1,3,0.5,1.0,0.4919093851132686
ResearchPaper1,0,1,1,1,3,2,0,0.8518518518518519,1.0,0.6240601503759399
ResearchPaper1,0,1,1,1,3,2,1,0.7155963302752293,1.0,0.3098434004474273
ResearchPaper1,0,1,1,1,3,2,2,0.6422018348623852,1.0,0.3530961791831357
ResearchPaper1,0,1,1,1,3,2,3,0.5046728971962617,1.0,0.43085880640465796
ResearchPaper1,0,1,1,1,3,3,0,0.803921568627451,1.0,0.3
ResearchPaper1,0,1,1,1,3,3,1,0.7207207207207207,1.0,0.7804878048780488
ResearchPaper1,0,1,1,1,3,3,2,0.6909090909090909,1.0,0.7058823529411765
ResearchPaper1,0,1,1,1,3,3,3,0.5714285714285714,1.0,0.6382575757575758
ResearchPaper1,0,1,1,2,0,0,0,0.8256880733944953,1.0,0.6256590509666081
ResearchPaper1,0,1,1,2,0,0,1,0.7387387387387387,1.0,0.6157804459691252
ResearchPaper1,0,1,1,2,0,0,2,0.6181818181818182,1.0,0.5979557069846678
ResearchPaper1,0,1,1,2,0,0,3,0.5555555555555556,1.0,0.6386138613861386
ResearchPaper1,0,1,1,2,0,1,0,0.8037383177570093,1.0,0.6095890410958904
ResearchPaper1,0,1,1,2,0,1,1,0.7636363636363637,1.0,0.5771704180064309
ResearchPaper1,0,1,1,2,0,1,2,0.6545454545454545,1.0,0.599320882852292
ResearchPaper1,0,1,1,2,0,1,3,0.5294117647058824,1.0,0.6
ResearchPaper1,0,1,1,2,0,2,0,0.8545454545454545,1.0,0.6731107205623902
ResearchPaper1,0,1,1,2,0,2,1,0.6,1.0,0.6620450606585788
ResearchPaper1,0,1,1,2,0,2,2,0.509090909090909,1.0,0.6609880749574105
ResearchPaper1,0,1,1,2,0,2,3,0.4528301886792453,1.0,0.6452173913043479
ResearchPaper1,0,1,1,2,0,3,0,0.7777777777777778,1.0,0.64
ResearchPaper1,0,1,1,2,0,3,1,0.7592592592592593,1.0,0.6020408163265306
ResearchPaper1,0,1,1,2,0,3,2,0.6481481481481481,1.0,0.5882352941176471
ResearchPaper1,0,1,1,2,0,3,3,0.5740740740740741,1.0,0.6390328151986183
ResearchPaper1,0,1,1,2,1,0,0,0.8288288288288288,1.0,0.6163410301953819
ResearchPaper1,0,1,1,2,1,0,1,0.5818181818181818,1.0,0.6398601398601399
ResearchPaper1,0,1,1,2,1,0,2,0.6126126126126126,1.0,0.33162612035851474
ResearchPaper1,0,1,1,2,1,0,3,0.47706422018348627,1.0,0.5479674796747968
ResearchPaper1,0,1,1,2,1,1,0,0.7927927927927928,1.0,0.6501766784452296
ResearchPaper1,0,1,1,2,1,1,1,0.7155963302752293,1.0,0.5509499136442142
ResearchPaper1,0,1,1,2,1,1,2,0.5714285714285714,1.0,0.5637795275590551
ResearchPaper1,0,1,1,2,1,1,3,0.5714285714285714,1.0,0.5944055944055944
ResearchPaper1,0,1,1,2,1,2,0,0.7450980392156863,1.0,0.6411149825783972
ResearchPaper1,0,1,1,2,1,2,1,0.6605504587155964,1.0,0.3557951482479784
ResearchPaper1,0,1,1,2,1,2,2,0.6226415094339622,1.0,0.5940766550522648
ResearchPaper1,0,1,1,2,1,2,3,0.4504504504504504,1.0,0.6928327645051194
ResearchPaper1,0,1,1,2,1,3,0,0.6481481481481481,1.0,0.26857142857142857
ResearchPaper1,0,1,1,2,1,3,1,0.6851851851851851,1.0,0.596551724137931
ResearchPaper1,0,1,1,2,1,3,2,0.6126126126126126,1.0,0.5067064083457526
ResearchPaper1,0,1,1,2,1,3,3,0.4807692307692307,1.0,0.5430016863406408
ResearchPaper1,0,1,1,2,2,0,0,0.8035714285714286,1.0,0.6145648312611013
ResearchPaper1,0,1,1,2,2,0,1,0.6017699115044248,1.0,0.3583227445997459
ResearchPaper1,0,1,1,2,2,0,2,0.5892857142857143,1.0,0.5707395498392283
ResearchPaper1,0,1,1,2,2,0,3,0.5964912280701755,1.0,0.426812585499316
ResearchPaper1,0,1,1,2,2,1,0,0.7454545454545455,1.0,0.6401384083044983
ResearchPaper1,0,1,1,2,2,1,1,0.8141592920353982,1.0,0.328781512605042
ResearchPaper1,0,1,1,2,2,1,2,0.5714285714285714,1.0,0.3329519450800915
ResearchPaper1,0,1,1,2,2,1,3,0.5192307692307692,1.0,0.36662106703146374
ResearchPaper1,0,1,1,2,2,2,0,0.7818181818181819,1.0,0.5098360655737705
ResearchPaper1,0,1,1,2,2,2,1,0.7961165048543689,1.0,0.6
ResearchPaper1,0,1,1,2,2,2,2,0.5233644859813085,1.0,0.5452930728241563
ResearchPaper1,0,1,1,2,2,2,3,0.5523809523809524,1.0,0.36615811373092927
ResearchPaper1,0,1,1,2,2,3,0,0.7889908256880733,1.0,0.6074600355239786
ResearchPaper1,0,1,1,2,2,3,1,0.7339449541284404,1.0,0.5641447368421053
ResearchPaper1,0,1,1,2,2,3,2,0.6486486486486487,1.0,0.31704781704781704
ResearchPaper1,0,1,1,2,2,3,3,0.5094339622641509,1.0,0.5166666666666667
ResearchPaper1,0,1,1,2,3,0,0,0.831858407079646,1.0,0.643979057591623
ResearchPaper1,0,1,1,2,3,0,1,0.625,1.0,0.28691476590636256
ResearchPaper1,0,1,1,2,3,0,2,0.5263157894736843,1.0,0.582018927444795
ResearchPaper1,0,1,1,2,3,0,3,0.5185185185185186,1.0,0.4752623688155922
ResearchPaper1,0,1,1,2,3,1,0,0.7706422018348624,1.0,0.6274165202108963
ResearchPaper1,0,1,1,2,3,1,1,0.7027027027027026,1.0,0.6503496503496503
ResearchPaper1,0,1,1,2,3,1,2,0.5309734513274336,1.0,0.5079365079365079
ResearchPaper1,0,1,1,2,3,1,3,0.5523809523809524,1.0,0.5599343185550082
ResearchPaper1,0,1,1,2,3,2,0,0.7857142857142857,1.0,0.30106382978723406
ResearchPaper1,0,1,1,2,3,2,1,0.6846846846846847,1.0,0.6161790017211703
ResearchPaper1,0,1,1,2,3,2,2,0.5794392523364487,1.0,0.597864768683274
ResearchPaper1,0,1,1,2,3,2,3,0.47706422018348627,1.0,0.6030664395229983
ResearchPaper1,0,1,1,2,3,3,0,0.8363636363636364,1.0,0.4809741248097412
ResearchPaper1,0,1,1,2,3,3,1,0.6725663716814159,1.0,0.7214532871972318
ResearchPaper1,0,1,1,2,3,3,2,0.5871559633027523,1.0,0.5842105263157895
ResearchPaper1,0,1,1,2,3,3,3,0.6168224299065421,1.0,0.3350383631713555
ResearchPaper1,0,1,1,3,0,0,0,0.7321428571428572,1.0,0.6248037676609105
ResearchPaper1,0,1,1,3,0,0,1,0.6071428571428572,1.0,0.5564263322884012
ResearchPaper1,0,1,1,3,0,0,2,0.5818181818181818,1.0,0.6389776357827476
ResearchPaper1,0,1,1,3,0,0,3,0.5405405405405406,1.0,0.5657686212361331
ResearchPaper1,0,1,1,3,0,1,0,0.6964285714285714,1.0,0.5651465798045603
ResearchPaper1,0,1,1,3,0,1,1,0.6071428571428572,1.0,0.5158850226928896
ResearchPaper1,0,1,1,3,0,1,2,0.6422018348623852,1.0,0.5469255663430421
ResearchPaper1,0,1,1,3,0,1,3,0.5420560747663552,1.0,0.44954128440366975
ResearchPaper1,0,1,1,3,0,2,0,0.7272727272727273,1.0,0.5463414634146342
ResearchPaper1,0,1,1,3,0,2,1,0.7567567567567568,1.0,0.610032362459547
ResearchPaper1,0,1,1,3,0,2,2,0.7090909090909091,1.0,0.5330396475770925
ResearchPaper1,0,1,1,3,0,2,3,0.485981308411215,1.0,0.45440729483282677
ResearchPaper1,0,1,1,3,0,3,0,0.7272727272727273,1.0,0.6206896551724138
ResearchPaper1,0,1,1,3,0,3,1,0.6415094339622642,1.0,0.4649390243902439
ResearchPaper1,0,1,1,3,0,3,2,0.4954128440366973,1.0,0.35240572171651496
ResearchPaper1,0,1,1,3,0,3,3,0.35185185185185186,1.0,0.5702875399361023
ResearchPaper1,0,1,1,3,1,0,0,0.7543859649122807,1.0,0.5539143279172821
ResearchPaper1,0,1,1,3,1,0,1,0.5333333333333333,1.0,0.4160887656033287
ResearchPaper1,0,1,1,3,1,0,2,0.625,1.0,0.6048387096774194
ResearchPaper1,0,1,1,3,1,0,3,0.4736842105263158,1.0,0.5902140672782875
ResearchPaper1,0,1,1,3,1,1,0,0.8035714285714286,1.0,0.5802861685214626
ResearchPaper1,0,1,1,3,1,1,1,0.625,1.0,0.29735034347399414
ResearchPaper1,0,1,1,3,1,1,2,0.6071428571428572,1.0,0.5250783699059561
ResearchPaper1,0,1,1,3,1,1,3,0.3893805309734514,1.0,0.2823741007194245
ResearchPaper1,0,1,1,3,1,2,0,0.6486486486486487,1.0,0.5408496732026143
ResearchPaper1,0,1,1,3,1,2,1,0.5740740740740741,1.0,0.6016260162601627
ResearchPaper1,0,1,1,3,1,2,2,0.5272727272727273,1.0,0.5897035881435257
ResearchPaper1,0,1,1,3,1,2,3,0.49090909090909096,1.0,0.5476923076923077
ResearchPaper1,0,1,1,3,1,3,0,0.7090909090909091,1.0,0.5757575757575758
ResearchPaper1,0,1,1,3,1,3,1,0.6605504587155964,1.0,0.5364667747163695
ResearchPaper1,0,1,1,3,1,3,2,0.5504587155963303,1.0,0.45454545454545453
ResearchPaper1,0,1,1,3,1,3,3,0.43243243243243246,1.0,0.534711964549483
ResearchPaper1,0,1,1,3,2,0,0,0.7787610619469026,1.0,0.5977198697068404
ResearchPaper1,0,1,1,3,2,0,1,0.5405405405405406,1.0,0.4754601226993865
ResearchPaper1,0,1,1,3,2,0,2,0.6666666666666667,1.0,0.2782931354359926
ResearchPaper1,0,1,1,3,2,0,3,0.5178571428571428,1.0,0.5984496124031008
ResearchPaper1,0,1,1,3,2,1,0,0.7079646017699115,1.0,0.6214511041009464
ResearchPaper1,0,1,1,3,2,1,1,0.5535714285714286,1.0,0.3341708542713568
ResearchPaper1,0,1,1,3,2,1,2,0.49090909090909096,1.0,0.3350125944584383
ResearchPaper1,0,1,1,3,2,1,3,0.5789473684210527,1.0,0.5953846153846154
ResearchPaper1,0,1,1,3,2,2,0,0.6545454545454545,1.0,0.6439024390243903
ResearchPaper1,0,1,1,3,2,2,1,0.7079646017699115,1.0,0.49577464788732395
ResearchPaper1,0,1,1,3,2,2,2,0.5663716814159292,1.0,0.371536523929471
ResearchPaper1,0,1,1,3,2,2,3,0.49557522123893805,1.0,0.4903417533432392
ResearchPaper1,0,1,1,3,2,3,0,0.6607142857142857,1.0,0.5021834061135371
ResearchPaper1,0,1,1,3,2,3,1,0.6605504587155964,1.0,0.5417348608837971
ResearchPaper1,0,1,1,3,2,3,2,0.5794392523364487,1.0,0.6052202283849919
ResearchPaper1,0,1,1,3,2,3,3,0.5420560747663552,1.0,0.6003236245954693
ResearchPaper1,0,1,1,3,3,0,0,0.6842105263157895,1.0,0.3313885647607935
ResearchPaper1,0,1,1,3,3,0,1,0.6071428571428572,1.0,0.5340909090909091
ResearchPaper1,0,1,1,3,3,0,2,0.6428571428571428,1.0,0.4434782608695652
ResearchPaper1,0,1,1,3,3,0,3,0.5309734513274336,1.0,0.545751633986928
ResearchPaper1,0,1,1,3,3,1,0,0.7857142857142857,1.0,0.56
ResearchPaper1,0,1,1,3,3,1,1,0.6476190476190475,1.0,0.5714285714285714
ResearchPaper1,0,1,1,3,3,1,2,0.5178571428571428,1.0,0.5420711974110033
ResearchPaper1,0,1,1,3,3,1,3,0.4247787610619469,1.0,0.3620689655172414
ResearchPaper1,0,1,1,3,3,2,0,0.7454545454545455,1.0,0.5502471169686985
ResearchPaper1,0,1,1,3,3,2,1,0.6181818181818182,1.0,0.5424836601307189
ResearchPaper1,0,1,1,3,3,2,2,0.6296296296296297,1.0,0.5829307568438004
ResearchPaper1,0,1,1,3,3,2,3,0.4629629629629629,1.0,0.2765714285714286
ResearchPaper1,0,1,1,3,3,3,0,0.7222222222222222,1.0,0.5522388059701493
ResearchPaper1,0,1,1,3,3,3,1,0.5486725663716814,1.0,0.46074074074074073
ResearchPaper1,0,1,1,3,3,3,2,0.5405405405405406,1.0,0.5379537953795379
ResearchPaper1,0,1,1,3,3,3,3,0.5309734513274336,1.0,0.2711864406779661
ResearchPaper1,0,1,2,0,0,0,0,0.9433962264150944,1.0,0.7261146496815286
ResearchPaper1,0,1,2,0,0,0,1,0.8411214953271028,1.0,0.7077244258872651
ResearchPaper1,0,1,2,0,0,0,2,0.780952380952381,1.0,0.5959183673469388
ResearchPaper1,0,1,2,0,0,0,3,0.5979381443298969,1.0,0.5088652482269503
ResearchPaper1,0,1,2,0,0,1,0,0.912621359223301,1.0,0.6581740976645435
ResearchPaper1,0,1,2,0,0,1,1,0.7346938775510203,1.0,0.7432150313152401
ResearchPaper1,0,1,2,0,0,1,2,0.7070707070707071,1.0,0.6197478991596639
ResearchPaper1,0,1,2,0,0,1,3,0.5961538461538461,1.0,0.6053639846743295
ResearchPaper1,0,1,2,0,0,2,0,0.9333333333333333,1.0,0.7161016949152542
ResearchPaper1,0,1,2,0,0,2,1,0.7551020408163265,1.0,0.7269076305220884
ResearchPaper1,0,1,2,0,0,2,2,0.6382978723404256,1.0,0.5389105058365758
ResearchPaper1,0,1,2,0,0,2,3,0.419047619047619,1.0,0.681640625
ResearchPaper1,0,1,2,0,0,3,0,0.912621359223301,1.0,0.6448202959830867
ResearchPaper1,0,1,2,0,0,3,1,0.7843137254901961,1.0,0.6409185803757829
ResearchPaper1,0,1,2,0,0,3,2,0.7289719626168225,1.0,0.7408906882591093
ResearchPaper1,0,1,2,0,0,3,3,0.5523809523809524,1.0,0.7435897435897436
ResearchPaper1,0,1,2,0,1,0,0,0.86,1.0,0.7358490566037735
ResearchPaper1,0,1,2,0,1,0,1,0.7850467289719626,1.0,0.329700272479564
ResearchPaper1,0,1,2,0,1,0,2,0.6542056074766356,1.0,0.4532488114104596
ResearchPaper1,0,1,2,0,1,0,3,0.6168224299065421,1.0,0.4284210526315789
ResearchPaper1,0,1,2,0,1,1,0,0.9245283018867925,1.0,0.690677966101695
ResearchPaper1,0,1,2,0,1,1,1,0.7070707070707071,1.0,0.3472041612483745
ResearchPaper1,0,1,2,0,1,1,2,0.6981132075471699,1.0,0.7077244258872651
ResearchPaper1,0,1,2,0,1,1,3,0.6111111111111112,1.0,0.5619546247818499
ResearchPaper1,0,1,2,0,1,2,0,0.9444444444444444,1.0,0.8245243128964059
ResearchPaper1,0,1,2,0,1,2,1,0.7238095238095238,1.0,0.7557894736842106
ResearchPaper1,0,1,2,0,1,2,2,0.6095238095238096,1.0,0.6524390243902439
ResearchPaper1,0,1,2,0,1,2,3,0.5098039215686274,1.0,0.3137254901960784
ResearchPaper1,0,1,2,0,1,3,0,0.8910891089108911,1.0,0.6475583864118896
ResearchPaper1,0,1,2,0,1,3,1,0.7692307692307692,1.0,0.6958333333333333
ResearchPaper1,0,1,2,0,1,3,2,0.6538461538461539,1.0,0.7027027027027027
ResearchPaper1,0,1,2,0,1,3,3,0.5471698113207547,1.0,0.35771276595744683
ResearchPaper1,0,1,2,0,2,0,0,0.9245283018867925,1.0,0.6461864406779662
ResearchPaper1,0,1,2,0,2,0,1,0.8181818181818181,1.0,0.8138075313807531
ResearchPaper1,0,1,2,0,2,0,2,0.6055045871559632,1.0,0.4496240601503759
ResearchPaper1,0,1,2,0,2,0,3,0.6846846846846847,1.0,0.5681415929203539
ResearchPaper1,0,1,2,0,2,1,0,0.9056603773584906,1.0,0.6539278131634819
ResearchPaper1,0,1,2,0,2,1,1,0.7850467289719626,1.0,0.7410526315789474
ResearchPaper1,0,1,2,0,2,1,2,0.6111111111111112,1.0,0.5648312611012434
ResearchPaper1,0,1,2,0,2,1,3,0.6355140186915889,1.0,0.40381791483113066
ResearchPaper1,0,1,2,0,2,2,0,0.9345794392523364,1.0,0.8202959830866807
ResearchPaper1,0,1,2,0,2,2,1,0.7428571428571429,1.0,0.6884210526315789
ResearchPaper1,0,1,2,0,2,2,2,0.5794392523364487,1.0,0.7613168724279835
ResearchPaper1,0,1,2,0,2,2,3,0.7254901960784313,1.0,0.7098121085594989
ResearchPaper1,0,1,2,0,2,3,0,0.8952380952380953,1.0,0.6504237288135594
ResearchPaper1,0,1,2,0,2,3,1,0.7238095238095238,1.0,0.3325062034739454
ResearchPaper1,0,1,2,0,2,3,2,0.5849056603773585,1.0,0.7634854771784232
ResearchPaper1,0,1,2,0,2,3,3,0.5283018867924528,1.0,0.3581890812250333
ResearchPaper1,0,1,2,0,3,0,0,0.897196261682243,1.0,0.5575396825396826
ResearchPaper1,0,1,2,0,3,0,1,0.7289719626168225,1.0,0.6487523992322457
ResearchPaper1,0,1,2,0,3,0,2,0.6363636363636364,1.0,0.7217741935483871
ResearchPaper1,0,1,2,0,3,0,3,0.6071428571428572,1.0,0.68
ResearchPaper1,0,1,2,0,3,1,0,0.9158878504672897,1.0,0.5901960784313726
ResearchPaper1,0,1,2,0,3,1,1,0.8440366972477065,1.0,0.6770428015564203
ResearchPaper1,0,1,2,0,3,1,2,0.6666666666666667,1.0,0.3834355828220859
ResearchPaper1,0,1,2,0,3,1,3,0.6534653465346535,1.0,0.5586690017513135
ResearchPaper1,0,1,2,0,3,2,0,0.8846153846153846,1.0,0.6539278131634819
ResearchPaper1,0,1,2,0,3,2,1,0.7924528301886793,1.0,0.6974789915966386
ResearchPaper1,0,1,2,0,3,2,2,0.6415094339622642,1.0,0.5934489402697495
ResearchPaper1,0,1,2,0,3,2,3,0.6238532110091743,1.0,0.44166666666666665
ResearchPaper1,0,1,2,0,3,3,0,0.8846153846153846,1.0,0.6411889596602972
ResearchPaper1,0,1,2,0,3,3,1,0.7766990291262136,1.0,0.5009174311926605
ResearchPaper1,0,1,2,0,3,3,2,0.6923076923076923,1.0,0.5091819699499165
ResearchPaper1,0,1,2,0,3,3,3,0.6138613861386139,1.0,0.6728395061728395
ResearchPaper1,0,1,2,1,0,0,0,0.7474747474747474,1.0,0.6469465648854962
ResearchPaper1,0,1,2,1,0,0,1,0.6534653465346535,1.0,0.6947565543071161
ResearchPaper1,0,1,2,1,0,0,2,0.6603773584905661,1.0,0.6311787072243346
ResearchPaper1,0,1,2,1,0,0,3,0.7289719626168225,1.0,0.5862708719851577
ResearchPaper1,0,1,2,1,0,1,0,0.8461538461538461,1.0,0.581532416502947
ResearchPaper1,0,1,2,1,0,1,1,0.7289719626168225,1.0,0.6698473282442748
ResearchPaper1,0,1,2,1,0,1,2,0.6346153846153846,1.0,0.562862669245648
ResearchPaper1,0,1,2,1,0,1,3,0.4571428571428572,1.0,0.5811965811965812
ResearchPaper1,0,1,2,1,0,2,0,0.819047619047619,1.0,0.626204238921002
ResearchPaper1,0,1,2,1,0,2,1,0.6597938144329897,1.0,0.5224416517055656
ResearchPaper1,0,1,2,1,0,2,2,0.5294117647058824,1.0,0.6019047619047619
ResearchPaper1,0,1,2,1,0,2,3,0.5981308411214954,1.0,0.6130198915009042
ResearchPaper1,0,1,2,1,0,3,0,0.854368932038835,1.0,0.6015625
ResearchPaper1,0,1,2,1,0,3,1,0.7184466019417476,1.0,0.6266666666666667
ResearchPaper1,0,1,2,1,0,3,2,0.6346153846153846,1.0,0.47429519071310117
ResearchPaper1,0,1,2,1,0,3,3,0.5057471264367817,1.0,0.5546875
ResearchPaper1,0,1,2,1,1,0,0,0.8380952380952381,1.0,0.554561717352415
ResearchPaper1,0,1,2,1,1,0,1,0.6666666666666667,1.0,0.608286252354049
ResearchPaper1,0,1,2,1,1,0,2,0.6055045871559632,1.0,0.6100746268656716
ResearchPaper1,0,1,2,1,1,0,3,0.52,1.0,0.5882352941176471
ResearchPaper1,0,1,2,1,1,1,0,0.8269230769230769,1.0,0.6
ResearchPaper1,0,1,2,1,1,1,1,0.7692307692307692,1.0,0.6564299424184261
ResearchPaper1,0,1,2,1,1,1,2,0.5555555555555556,1.0,0.6866791744840526
ResearchPaper1,0,1,2,1,1,1,3,0.6666666666666667,1.0,0.5889908256880734
ResearchPaper1,0,1,2,1,1,2,0,0.8518518518518519,1.0,0.6602687140115163
ResearchPaper1,0,1,2,1,1,2,1,0.6728971962616823,1.0,0.64
ResearchPaper1,0,1,2,1,1,2,2,0.6226415094339622,1.0,0.5224913494809689
ResearchPaper1,0,1,2,1,1,2,3,0.6060606060606061,1.0,0.6335282651072125
ResearchPaper1,0,1,2,1,1,3,0,0.7551020408163265,1.0,0.6068702290076335
ResearchPaper1,0,1,2,1,1,3,1,0.819047619047619,1.0,0.6936416184971098
ResearchPaper1,0,1,2,1,1,3,2,0.6666666666666667,1.0,0.43728813559322033
ResearchPaper1,0,1,2,1,1,3,3,0.5607476635514019,1.0,0.285551763367463
ResearchPaper1,0,1,2,1,2,0,0,0.8301886792452831,1.0,0.6271844660194175
ResearchPaper1,0,1,2,1,2,0,1,0.6407766990291262,1.0,0.5088967971530249
ResearchPaper1,0,1,2,1,2,0,2,0.5098039215686274,1.0,0.6066790352504638
ResearchPaper1,0,1,2,1,2,0,3,0.5233644859813085,1.0,0.5505226480836237
ResearchPaper1,0,1,2,1,2,1,0,0.897196261682243,1.0,0.6015779092702169
ResearchPaper1,0,1,2,1,2,1,1,0.6981132075471699,1.0,0.708253358925144
ResearchPaper1,0,1,2,1,2,1,2,0.6181818181818182,1.0,0.7249544626593807
ResearchPaper1,0,1,2,1,2,1,3,0.5981308411214954,1.0,0.499184339314845
ResearchPaper1,0,1,2,1,2,2,0,0.8269230769230769,1.0,0.6038834951456311
ResearchPaper1,0,1,2,1,2,2,1,0.7358490566037736,1.0,0.5885509838998211
ResearchPaper1,0,1,2,1,2,2,2,0.6181818181818182,1.0,0.4533333333333333
ResearchPaper1,0,1,2,1,2,2,3,0.5490196078431373,1.0,0.5568400770712909
ResearchPaper1,0,1,2,1,2,3,0,0.76,1.0,0.5766283524904214
ResearchPaper1,0,1,2,1,2,3,1,0.6851851851851851,1.0,0.701688555347092
ResearchPaper1,0,1,2,1,2,3,2,0.7307692307692308,1.0,0.41580756013745707
ResearchPaper1,0,1,2,1,2,3,3,0.5436893203883495,1.0,0.5157342657342657
ResearchPaper1,0,1,2,1,3,0,0,0.8301886792452831,1.0,0.6046511627906976
ResearchPaper1,0,1,2,1,3,0,1,0.8113207547169812,1.0,0.6031746031746031
ResearchPaper1,0,1,2,1,3,0,2,0.6346153846153846,1.0,0.4488888888888889
ResearchPaper1,0,1,2,1,3,0,3,0.5137614678899083,1.0,0.6913123844731978
ResearchPaper1,0,1,2,1,3,1,0,0.7722772277227723,1.0,0.4354066985645933
ResearchPaper1,0,1,2,1,3,1,1,0.6407766990291262,1.0,0.5447019867549668
ResearchPaper1,0,1,2,1,3,1,2,0.5818181818181818,1.0,0.5750421585160203
ResearchPaper1,0,1,2,1,3,1,3,0.6,1.0,0.4110429447852761
ResearchPaper1,0,1,2,1,3,2,0,0.7962962962962963,1.0,0.5161290322580645
ResearchPaper1,0,1,2,1,3,2,1,0.6605504587155964,1.0,0.35733695652173914
ResearchPaper1,0,1,2,1,3,2,2,0.6909090909090909,1.0,0.6575091575091575
ResearchPaper1,0,1,2,1,3,2,3,0.4528301886792453,1.0,0.4288107202680067
