sep=,
numOfChanges,GED,LCS,BehavioralProfile
0,1.0,0.5039815162590467,0.9841612670986322
0,1.0,0.5014754811810567,0.9883720930232558
0,1.0,0.48846704357279835,0.9898843930635838
0,1.0,0.5165420694867118,0.9791666666666666
0,1.0,0.5051319934202263,0.9892163910855499
0,1.0,0.5111374344954753,0.9869753979739508
0,1.0,0.515754060813829,0.9956300072833212
0,1.0,0.5054990638560005,0.9723011363636364
0,1.0,0.5074929197607685,0.9835125448028674
0,1.0,0.5128888469551707,0.9913106444605359
0,1.0,0.48373285879109346,0.9498607242339833
0,1.0,0.503985229393608,0.9855491329479769
0,1.0,0.5112771206391569,0.990606936416185
0,1.0,0.5034588529333712,0.9834888729361091
0,1.0,0.49943522758312875,0.9827709978463748
0,1.0,0.5040044625527372,0.9869942196531792
0,1.0,0.5162191030917762,0.9813218390804598
0,1.0,0.516963891487719,0.9763271162123386
0,1.0,0.5024566249492126,0.9835714285714285
0,1.0,0.49286787627307527,0.9856115107913669
1,0.9957805907172996,0.47496833415744544,0.9498607242339833
1,0.9957805907172996,0.4902807532856852,0.9927378358750908
1,1.0,0.504910045683086,0.9848484848484849
1,0.9957805907172996,0.4807292284273346,0.986271676300578
1,1.0,0.5056319649451111,0.9869848156182213
1,0.9957805907172996,0.5034690908988229,0.9841840402588066
1,0.9957805907172996,0.5036141418995428,0.9758179231863442
1,0.9957805907172996,0.48408258611977617,0.9848484848484849
1,0.9957805907172996,0.5043352369683505,0.9898843930635838
1,1.0,0.47405672958459355,0.9898550724637681
1,0.9957805907172996,0.49983261977755444,0.9877256317689531
1,0.9957805907172996,0.5048708161634841,0.83811850946854
1,0.9957805907172996,0.4949754829573092,0.8808255659121171
1,0.9957805907172996,0.4981273753391875,0.9107856191744341
1,0.9957805907172996,0.4875031513873793,0.9884141926140478
1,0.9957805907172996,0.48244725231779884,0.9070385126162018
1,0.9957805907172996,0.5022487982754393,0.9884476534296028
1,0.9957805907172996,0.5032048650383402,0.8967320261437909
1,0.9957805907172996,0.49862792745929035,0.9906001446131598
1,0.9957805907172996,0.49046849196753295,0.990572878897752
2,0.9957805907172996,0.4975416481447079,0.9388335704125178
2,0.9915966386554622,0.500835761766238,0.9806034482758621
2,0.9915966386554622,0.4962765465044346,0.991304347826087
2,0.9915966386554622,0.5062779326648189,0.9771428571428571
2,0.9915966386554622,0.4867853948946912,0.9551049963794352
2,0.9957805907172996,0.49183739358064993,0.9814020028612304
2,0.9915966386554622,0.5183908001411826,0.9891696750902527
2,0.9915966386554622,0.48825893333057135,0.9133333333333333
2,0.9915966386554622,0.4875122232728212,0.952449567723343
2,0.9915966386554622,0.5062742496803218,0.9813352476669059
2,0.9915966386554622,0.4897298106984422,0.9599719101123596
2,0.9915966386554622,0.5106620216417153,0.9912600145666424
2,0.9957805907172996,0.5011123755106757,0.9454419889502762
2,0.9915966386554622,0.512406596791974,0.9834054834054834
2,0.9915966386554622,0.4942154921997619,0.9763948497854077
2,0.9957805907172996,0.5057940579891747,0.981294964028777
2,0.9915966386554622,0.4914091253616379,0.8728476821192053
2,0.9915966386554622,0.48795822114617915,0.8713527851458885
2,0.9957805907172996,0.4880227612556017,0.9200268817204301
2,0.9915966386554622,0.5086036075219011,0.9848703170028819
3,0.9874476987447699,0.49858177116977953,0.8716260697827518
3,0.9957805907172996,0.501607849671967,0.986321094312455
3,0.9874476987447699,0.5126741987719974,0.9835361488904796
3,0.9915966386554622,0.4937331010072884,0.9046988749172733
3,0.9915966386554622,0.5036261397478516,0.9856424982053122
3,0.9915966386554622,0.4911729794114531,0.9870317002881844
3,0.9874476987447699,0.5036712517355736,0.9941818181818182
3,0.9874476987447699,0.5115535868178408,0.9820273184759166
3,0.9874476987447699,0.5011924245504653,0.9956331877729258
3,0.9874476987447699,0.5188649971047283,0.9848703170028819
3,0.9957805907172996,0.4988997200574095,0.8738441215323646
3,0.9874476987447699,0.5037386620798029,0.9474063400576369
3,0.9957805907172996,0.4991997270114398,0.9863013698630136
3,0.9874476987447699,0.48881898297290394,0.9798270893371758
3,0.9915966386554622,0.49901765188937813,0.9792412312097352
3,0.9915966386554622,0.48899401335753206,0.9814418272662384
3,0.9915966386554622,0.4985010151757723,0.9891618497109826
3,0.9874476987447699,0.507341219017438,0.987012987012987
3,0.9915966386554622,0.5184881673474493,0.9558823529411765
3,0.9874476987447699,0.5119595474431219,0.9791516894320632
4,0.9833333333333333,0.5008827197579406,0.9905385735080058
4,0.9874476987447699,0.48706030794050365,0.8669301712779973
4,0.9833333333333333,0.4924068456469858,0.9898403483309144
4,0.9874476987447699,0.489361304145977,0.9607843137254902
4,0.9833333333333333,0.49920701511940546,0.9426399447131997
4,0.9874476987447699,0.4963735323157762,0.9593267882187938
4,0.9833333333333333,0.5088421398907212,0.9863896848137536
4,0.9833333333333333,0.495709154690713,0.9876900796524257
4,0.9833333333333333,0.4827255633796398,0.8030487804878049
4,0.9833333333333333,0.47646979380495585,0.8679369250985546
4,0.9915966386554622,0.4946139944987419,0.9049833887043189
4,0.9874476987447699,0.5015885077570652,0.9807280513918629
4,0.9874476987447699,0.502309657693315,0.9449035812672176
4,0.9915966386554622,0.5041319671787041,0.9927693420101229
4,0.9874476987447699,0.4853704663479924,0.9877256317689531
4,0.9874476987447699,0.48782369852736035,0.848605577689243
4,0.9833333333333333,0.4972131948770002,0.9820402298850575
4,0.9874476987447699,0.4899932556701515,0.9834413246940245
4,0.9833333333333333,0.4949695860483439,0.9919941775836972
4,0.9874476987447699,0.4855718916775933,0.9927483683828862
5,0.9833333333333333,0.523850950763605,0.8644388398486759
5,0.979253112033195,0.4665621197028438,0.724744608399546
5,0.979253112033195,0.48772193821658505,0.9585674157303371
5,0.9833333333333333,0.46249605480304007,0.8382352941176471
5,0.979253112033195,0.48573979451262417,0.9813084112149533
5,0.9833333333333333,0.4851818533893368,0.871031746031746
5,0.9915966386554622,0.5089308529686524,0.9912917271407837
5,0.9833333333333333,0.5007270778538997,0.9021810971579644
5,0.979253112033195,0.4912918302048238,0.7609365372766482
5,0.979253112033195,0.5082476526048223,0.9876811594202899
5,0.9874476987447699,0.5118688908267606,0.8710526315789474
5,0.979253112033195,0.5023348954459707,0.9892008639308856
5,0.979253112033195,0.504442049175415,0.7048726467331119
5,0.979253112033195,0.5083692037718366,0.9941860465116279
5,0.9833333333333333,0.5069523124309387,0.9531795946890287
5,0.9833333333333333,0.49330198945161036,0.984115523465704
