model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS,,,
Process101,0,3,1,3,2,0,1,10,0.601769912,0.601769912,0.734960815,0.805691855,0.4275,,,
Process101,0,3,1,3,2,0,2,11,0.68852459,0.68852459,0.580876789,0.841509434,0.6025,,,
Process101,0,3,1,3,2,0,3,12,0.598290598,0.598290598,0.736590909,0.800391389,0.3875,,,
Process101,0,3,1,3,2,1,0,10,0.783333333,0.783333333,0.5783,0.866729679,0.53,,,
Process101,0,3,1,3,2,1,1,11,0.666666667,0.666666667,0.7505,0.825918762,0.415,,,
Process101,0,3,1,3,2,1,2,12,0.561983471,0.561983471,0.624975155,0.794401544,0.4875,,,
Process101,0,3,1,3,2,1,3,13,0.52892562,0.52892562,0.679754071,0.781553398,0.57,,,
Process101,0,3,1,3,2,2,0,11,0.793103448,0.793103448,0.779676471,0.872037915,0.465,,,
Process101,0,3,1,3,2,2,1,12,0.672413793,0.672413793,0.754919355,0.828820116,0.61,,,
Process101,0,3,1,3,2,2,2,13,0.666666667,0.666666667,0.748591954,0.825918762,0.4225,,,
Process101,0,3,1,3,2,2,3,14,0.559322034,0.559322034,0.728712121,0.784448819,0.4475,,,
Process101,0,3,1,3,2,3,0,12,0.837606838,0.837606838,0.746292702,0.897317299,0.46,,,
Process101,0,3,1,3,2,3,1,13,0.618181818,0.618181818,0.740703267,0.814524043,0.4075,,,
Process101,0,3,1,3,2,3,2,14,0.563636364,0.563636364,0.728431677,0.795049505,0.4,,,
Process101,0,3,1,3,2,3,3,15,0.591304348,0.591304348,0.667048387,0.799803729,0.4,,,
Process101,0,3,1,3,3,0,0,10,0.816666667,0.816666667,0.611952868,0.888991674,0.46,,,
Process101,0,3,1,3,3,0,1,11,0.694915254,0.694915254,0.630258621,0.835576923,0.56,,,
Process101,0,3,1,3,3,0,2,12,0.595041322,0.595041322,0.629212662,0.807101727,0.4725,,,
Process101,0,3,1,3,3,0,3,13,0.595041322,0.595041322,0.559212662,0.807101727,0.4975,,,
Process101,0,3,1,3,3,1,0,11,0.85,0.85,0.600190217,0.890654206,0.6475,,,
Process101,0,3,1,3,3,1,1,12,0.672131148,0.672131148,0.643761905,0.83538316,0.51,,,
Process101,0,3,1,3,3,1,2,13,0.55,0.55,0.620448179,0.79090029,0.4175,,,
Process101,0,3,1,3,3,1,3,14,0.508474576,0.508474576,0.651838235,0.764647468,0.415,,,
Process101,0,3,1,3,3,2,0,12,0.796610169,0.796610169,0.715240385,0.872400756,0.5875,,,
Process101,0,3,1,3,3,2,1,13,0.694915254,0.694915254,0.68768797,0.835576923,0.5775,,,
Process101,0,3,1,3,3,2,2,14,0.591304348,0.591304348,0.732646628,0.799803729,0.35,,,
Process101,0,3,1,3,3,2,3,15,0.474576271,0.474576271,0.589842657,0.751248751,0.275,,,
Process101,0,3,1,3,3,3,0,13,0.717948718,0.717948718,0.565192308,0.844678811,0.625,,,
Process101,0,3,1,3,3,3,1,14,0.625,0.625,0.542383041,0.815068493,0.4325,,,
Process101,0,3,1,3,3,3,2,15,0.559322034,0.559322034,0.727512788,0.784448819,0.2475,,,
Process101,0,3,1,3,3,3,3,16,0.610169492,0.610169492,0.60776393,0.803902439,0.385,,,
Process101,0,3,2,0,0,0,0,5,0.965517241,0.965517241,0.8928,0.953170732,0.6825,,,
Process101,0,3,2,0,0,0,1,6,0.902654867,0.902654867,0.843818182,0.921450151,0.6625,,,
Process101,0,3,2,0,0,0,2,7,0.754385965,0.754385965,0.827403175,0.878296146,0.56,,,
Process101,0,3,2,0,0,0,3,8,0.837606838,0.837606838,0.875433333,0.917727718,0.65,,,
Process101,0,3,2,0,0,1,0,6,0.857142857,0.857142857,0.831,0.907692308,0.4075,,,
Process101,0,3,2,0,0,1,1,7,0.899082569,0.899082569,0.868514286,0.9312749,0.565,,,
Process101,0,3,2,0,0,1,2,8,0.720720721,0.720720721,0.81525614,0.867963153,0.41,,,
Process101,0,3,2,0,0,1,3,9,0.672413793,0.672413793,0.835437321,0.857719475,0.5575,,,
Process101,0,3,2,0,0,2,0,7,0.938053097,0.938053097,0.858142857,0.933933934,0.725,,,
Process101,0,3,2,0,0,2,1,8,0.854545455,0.854545455,0.851205797,0.915831663,0.685,,,
Process101,0,3,2,0,0,2,2,9,0.743362832,0.743362832,0.818415385,0.874872838,0.45,,,
Process101,0,3,2,0,0,2,3,10,0.618181818,0.618181818,0.795466667,0.831074035,0.37,,,
Process101,0,3,2,0,0,3,0,8,0.928571429,0.928571429,0.855285714,0.930722892,0.695,,,
Process101,0,3,2,0,0,3,1,9,0.902654867,0.902654867,0.87453913,0.931683168,0.665,,,
Process101,0,3,2,0,0,3,2,10,0.710280374,0.710280374,0.787372549,0.855345912,0.465,,,
Process101,0,3,2,0,0,3,3,11,0.691588785,0.691588785,0.788226891,0.848580442,0.3525,,,
Process101,0,3,2,0,1,0,0,6,0.929824561,0.929824561,0.788142857,0.930930931,0.6925,,,
Process101,0,3,2,0,1,0,1,7,0.849557522,0.849557522,0.762,0.902439024,0.5175,,,
Process101,0,3,2,0,1,0,2,8,0.770642202,0.770642202,0.677176471,0.875776398,0.5925,,,
Process101,0,3,2,0,1,0,3,9,0.684210526,0.684210526,0.738627586,0.852156057,0.3825,,,
Process101,0,3,2,0,1,1,0,7,0.909090909,0.909090909,0.847428571,0.924242424,0.555,,,
Process101,0,3,2,0,1,1,1,8,0.774774775,0.774774775,0.8046,0.876160991,0.535,,,
Process101,0,3,2,0,1,1,2,9,0.817391304,0.817391304,0.7421,0.911330049,0.685,,,
Process101,0,3,2,0,1,1,3,10,0.696428571,0.696428571,0.809514286,0.858316222,0.3825,,,
Process101,0,3,2,0,1,2,0,8,0.846153846,0.846153846,0.826,0.904320988,0.5225,,,
Process101,0,3,2,0,1,2,1,9,0.704761905,0.704761905,0.720541176,0.85488959,0.4375,,,
Process101,0,3,2,0,1,2,2,10,0.678899083,0.678899083,0.714650794,0.842271293,0.4725,,,
Process101,0,3,2,0,1,2,3,11,0.678899083,0.678899083,0.781444444,0.842271293,0.53,,,
Process101,0,3,2,0,1,3,0,9,0.890909091,0.890909091,0.772428571,0.917933131,0.5275,,,
Process101,0,3,2,0,1,3,1,10,0.769230769,0.769230769,0.8298,0.889457523,0.48,,,
Process101,0,3,2,0,1,3,2,11,0.75,0.75,0.822273684,0.87792472,0.51,,,
Process101,0,3,2,0,1,3,3,12,0.631578947,0.631578947,0.795930435,0.832124352,0.4225,,,
Process101,0,3,2,0,2,0,0,7,0.912280702,0.912280702,0.725285714,0.924698795,0.55,,,
Process101,0,3,2,0,2,0,1,8,0.86440678,0.86440678,0.6603,0.916831683,0.6475,,,
Process101,0,3,2,0,2,0,2,9,0.625,0.625,0.773875,0.819047619,0.395,,,
Process101,0,3,2,0,2,0,3,10,0.761061947,0.761061947,0.720711111,0.892323031,0.5425,,,
Process101,0,3,2,0,2,1,0,8,0.931034483,0.931034483,0.663142857,0.931137725,0.7,,,
Process101,0,3,2,0,2,1,1,9,0.778761062,0.778761062,0.805615385,0.87654321,0.3575,,,
Process101,0,3,2,0,2,1,2,10,0.724137931,0.724137931,0.794396552,0.854037267,0.6425,,,
Process101,0,3,2,0,2,1,3,11,0.720720721,0.720720721,0.746281781,0.867963153,0.565,,,
Process101,0,3,2,0,2,2,0,9,0.931034483,0.931034483,0.879973913,0.941118744,0.535,,,
Process101,0,3,2,0,2,2,1,10,0.803571429,0.803571429,0.766930435,0.897177419,0.57,,,
Process101,0,3,2,0,2,2,2,11,0.684210526,0.684210526,0.680058621,0.852156057,0.57,,,
Process101,0,3,2,0,2,2,3,12,0.566037736,0.566037736,0.656478161,0.81626188,0.4325,,,
Process101,0,3,2,0,2,3,0,10,0.872727273,0.872727273,0.711714286,0.911585366,0.665,,,
Process101,0,3,2,0,2,3,1,11,0.828828829,0.828828829,0.866475,0.916996047,0.5275,,,
Process101,0,3,2,0,2,3,2,12,0.792792793,0.792792793,0.8085,0.882716049,0.4475,,,
Process101,0,3,2,0,2,3,3,13,0.642857143,0.642857143,0.6951,0.850305499,0.4775,,,
Process101,0,3,2,0,3,0,0,8,0.913793103,0.913793103,0.788142857,0.924924925,0.63,,,
Process101,0,3,2,0,3,0,1,9,0.756756757,0.756756757,0.735375,0.869565217,0.535,,,
Process101,0,3,2,0,3,0,2,10,0.778761062,0.778761062,0.830107692,0.88776542,0.6125,,,
Process101,0,3,2,0,3,0,3,11,0.620689655,0.620689655,0.754145455,0.83808554,0.52,,,
Process101,0,3,2,0,3,1,0,9,0.94017094,0.94017094,0.8178,0.944227006,0.6775,,,
Process101,0,3,2,0,3,1,1,10,0.756756757,0.756756757,0.732541176,0.869565217,0.4475,,,
Process101,0,3,2,0,3,1,2,11,0.752293578,0.752293578,0.627358824,0.880612245,0.5,,,
Process101,0,3,2,0,3,1,3,12,0.689655172,0.689655172,0.752639572,0.852610031,0.495,,,
Process101,0,3,2,0,3,2,0,10,0.931034483,0.931034483,0.731,0.931137725,0.6425,,,
Process101,0,3,2,0,3,2,1,11,0.770642202,0.770642202,0.67855,0.875776398,0.315,,,
Process101,0,3,2,0,3,2,2,12,0.697247706,0.697247706,0.789157895,0.849056604,0.425,,,
Process101,0,3,2,0,3,2,3,13,0.672413793,0.672413793,0.738133333,0.845995893,0.5775,,,
Process101,0,3,2,0,3,3,0,11,0.872727273,0.872727273,0.639571429,0.911585366,0.515,,,
Process101,0,3,2,0,3,3,1,12,0.818181818,0.818181818,0.771305435,0.903225806,0.5275,,,
Process101,0,3,2,0,3,3,2,13,0.727272727,0.727272727,0.661641026,0.859375,0.4575,,,
Process101,0,3,2,0,3,3,3,14,0.714285714,0.714285714,0.813090909,0.864892528,0.455,,,
Process101,0,3,2,1,0,0,0,6,0.894736842,0.894736842,0.827341137,0.911154985,0.6675,,,
Process101,0,3,2,1,0,0,1,7,0.834782609,0.834782609,0.824830317,0.900097943,0.48,,,
Process101,0,3,2,1,0,0,2,8,0.689655172,0.689655172,0.7656145,0.834693878,0.4875,,,
Process101,0,3,2,1,0,0,3,9,0.738738739,0.738738739,0.802657114,0.868,0.4725,,,
Process101,0,3,2,1,0,1,0,7,0.844036697,0.844036697,0.805687646,0.894789579,0.59,,,
Process101,0,3,2,1,0,1,1,8,0.754385965,0.754385965,0.805042735,0.871769384,0.49,,,
Process101,0,3,2,1,0,1,2,9,0.637168142,0.637168142,0.755384615,0.81714876,0.5525,,,
Process101,0,3,2,1,0,1,3,10,0.601769912,0.601769912,0.774278846,0.816138917,0.475,,,
Process101,0,3,2,1,0,2,0,8,0.844036697,0.844036697,0.80762704,0.894789579,0.4975,,,
Process101,0,3,2,1,0,2,1,9,0.785714286,0.785714286,0.788443439,0.872983871,0.4925,,,
Process101,0,3,2,1,0,2,2,10,0.75,0.75,0.776384615,0.860040568,0.63,,,
Process101,0,3,2,1,0,2,3,11,0.672566372,0.672566372,0.761212202,0.830595483,0.4925,,,
Process101,0,3,2,1,0,3,0,9,0.828828829,0.828828829,0.799107441,0.888777555,0.52,,,
Process101,0,3,2,1,0,3,1,10,0.767857143,0.767857143,0.810022624,0.877733598,0.5275,,,
Process101,0,3,2,1,0,3,2,11,0.745454545,0.745454545,0.801064957,0.871,0.6025,,,
Process101,0,3,2,1,0,3,3,12,0.720720721,0.720720721,0.794635628,0.861584754,0.42,,,
Process101,0,3,2,1,1,0,0,7,0.854545455,0.854545455,0.684241758,0.898101898,0.6725,,,
Process101,0,3,2,1,1,0,1,8,0.765217391,0.765217391,0.655,0.86391129,0.5375,,,
Process101,0,3,2,1,1,0,2,9,0.700854701,0.700854701,0.688396761,0.861356932,0.5175,,,
Process101,0,3,2,1,1,0,3,10,0.596491228,0.596491228,0.770756119,0.813074566,0.2325,,,
Process101,0,3,2,1,1,1,0,8,0.821428571,0.821428571,0.799134615,0.885771543,0.4625,,,
Process101,0,3,2,1,1,1,1,9,0.714285714,0.714285714,0.704040078,0.846938776,0.495,,,
Process101,0,3,2,1,1,1,2,10,0.754385965,0.754385965,0.827721396,0.882697947,0.4425,,,
Process101,0,3,2,1,1,1,3,11,0.694915254,0.694915254,0.818830972,0.85840708,0.56,,,
Process101,0,3,2,1,1,2,0,9,0.849557522,0.849557522,0.834653846,0.905974535,0.6225,,,
Process101,0,3,2,1,1,2,1,10,0.817391304,0.817391304,0.669061086,0.883116883,0.5625,,,
Process101,0,3,2,1,1,2,2,11,0.771929825,0.771929825,0.809323781,0.878097126,0.475,,,
Process101,0,3,2,1,1,2,3,12,0.517857143,0.517857143,0.75910781,0.78526971,0.37,,,
Process101,0,3,2,1,1,3,0,10,0.857142857,0.857142857,0.685020979,0.898406375,0.5025,,,
Process101,0,3,2,1,1,3,1,11,0.828828829,0.828828829,0.80264005,0.888777555,0.655,,,
Process101,0,3,2,1,1,3,2,12,0.568807339,0.568807339,0.676864879,0.795383001,0.425,,,
Process101,0,3,2,1,1,3,3,13,0.660377358,0.660377358,0.782264957,0.844195519,0.4175,,,
Process101,0,3,2,1,2,0,0,8,0.796460177,0.796460177,0.664061086,0.87638191,0.555,,,
Process101,0,3,2,1,2,0,1,9,0.765217391,0.765217391,0.717058824,0.86391129,0.6175,,,
Process101,0,3,2,1,2,0,2,10,0.696428571,0.696428571,0.698321123,0.840327533,0.3775,,,
Process101,0,3,2,1,2,0,3,11,0.623853211,0.623853211,0.75293634,0.816008316,0.2975,,,
Process101,0,3,2,1,2,1,0,9,0.884955752,0.884955752,0.822341137,0.907920792,0.6525,,,
Process101,0,3,2,1,2,1,1,10,0.736842105,0.736842105,0.775969411,0.853955375,0.3325,,,
Process101,0,3,2,1,2,1,2,11,0.619469027,0.619469027,0.620717949,0.810362694,0.32,,,
Process101,0,3,2,1,2,1,3,12,0.672413793,0.672413793,0.715981432,0.840040241,0.3575,,,
Process101,0,3,2,1,2,2,0,10,0.884955752,0.884955752,0.715725275,0.918208374,0.5125,,,
Process101,0,3,2,1,2,2,1,11,0.756756757,0.756756757,0.780095726,0.863083164,0.43,,,
Process101,0,3,2,1,2,2,2,12,0.690265487,0.690265487,0.658973395,0.849094567,0.44,,,
Process101,0,3,2,1,2,2,3,13,0.592592593,0.592592593,0.677367374,0.805439331,0.3725,,,
Process101,0,3,2,1,2,3,0,11,0.796296296,0.796296296,0.604080268,0.878665319,0.565,,,
Process101,0,3,2,1,2,3,1,12,0.725663717,0.725663717,0.799725275,0.862,0.455,,,
Process101,0,3,2,1,2,3,2,13,0.60952381,0.60952381,0.773264957,0.827338129,0.4575,,,
Process101,0,3,2,1,2,3,3,14,0.625,0.625,0.80303598,0.837837838,0.39,,,
Process101,0,3,2,1,3,0,0,9,0.862068966,0.862068966,0.620475524,0.899009901,0.67,,,
Process101,0,3,2,1,3,0,1,10,0.827586207,0.827586207,0.673178733,0.886454183,0.6,,,
Process101,0,3,2,1,3,0,2,11,0.648648649,0.648648649,0.630606838,0.823347107,0.6325,,,
Process101,0,3,2,1,3,0,3,12,0.632478632,0.632478632,0.653306956,0.82388664,0.43,,,
Process101,0,3,2,1,3,1,0,10,0.849557522,0.849557522,0.743081585,0.895418327,0.5925,,,
Process101,0,3,2,1,3,1,1,11,0.847457627,0.847457627,0.656565021,0.913793103,0.625,,,
Process101,0,3,2,1,3,1,2,12,0.644067797,0.644067797,0.58814731,0.827447023,0.4675,,,
Process101,0,3,2,1,3,1,3,13,0.513761468,0.513761468,0.665300464,0.774364407,0.375,,,
Process101,0,3,2,1,3,2,0,11,0.867256637,0.867256637,0.744938187,0.901688183,0.455,,,
Process101,0,3,2,1,3,2,1,12,0.684684685,0.684684685,0.79270557,0.84863774,0.4375,,,
Process101,0,3,2,1,3,2,2,13,0.697247706,0.697247706,0.723207418,0.85469223,0.49,,,
Process101,0,3,2,1,3,2,3,14,0.603448276,0.603448276,0.60065035,0.825825826,0.52,,,
Process101,0,3,2,1,3,3,0,12,0.842105263,0.842105263,0.61951505,0.892430279,0.645,,,
Process101,0,3,2,1,3,3,1,13,0.714285714,0.714285714,0.726709402,0.858575727,0.41,,,
Process101,0,3,2,1,3,3,2,14,0.660714286,0.660714286,0.586229034,0.839068826,0.4625,,,
Process101,0,3,2,1,3,3,3,15,0.649122807,0.649122807,0.781508685,0.832995951,0.5675,,,
Process101,0,3,2,2,0,0,0,7,0.696428571,0.696428571,0.750214425,0.834503511,0.62,,,
Process101,0,3,2,2,0,0,1,8,0.67826087,0.67826087,0.745623883,0.825476429,0.535,,,
Process101,0,3,2,2,0,0,2,9,0.730434783,0.730434783,0.756881092,0.844930417,0.53,,,
Process101,0,3,2,2,0,0,3,10,0.660869565,0.660869565,0.742796296,0.818913481,0.5,,,
Process101,0,3,2,2,0,1,0,8,0.844827586,0.844827586,0.787037984,0.886075949,0.5975,,,
Process101,0,3,2,2,0,1,1,9,0.684210526,0.684210526,0.744074074,0.828485456,0.525,,,
Process101,0,3,2,2,0,1,2,10,0.654867257,0.654867257,0.761369732,0.830357143,0.375,,,
Process101,0,3,2,2,0,1,3,11,0.612612613,0.612612613,0.731796296,0.804480652,0.335,,,
Process101,0,3,2,2,0,2,0,9,0.763636364,0.763636364,0.767472767,0.859840954,0.555,,,
Process101,0,3,2,2,0,2,1,10,0.752136752,0.752136752,0.808783069,0.873804971,0.4925,,,
Process101,0,3,2,2,0,2,2,11,0.747826087,0.747826087,0.760385365,0.851337958,0.5325,,,
Process101,0,3,2,2,0,2,3,12,0.41509434,0.41509434,0.700924088,0.736786469,0.3475,,,
Process101,0,3,2,2,0,3,0,10,0.763636364,0.763636364,0.764896296,0.859840954,0.4425,,,
Process101,0,3,2,2,0,3,1,11,0.696428571,0.696428571,0.748752437,0.834503511,0.4675,,,
Process101,0,3,2,2,0,3,2,12,0.690265487,0.690265487,0.767389307,0.843195266,0.4225,,,
Process101,0,3,2,2,0,3,3,13,0.607142857,0.607142857,0.732296296,0.801425662,0.4425,,,
Process101,0,3,2,2,1,0,0,8,0.862068966,0.862068966,0.729252818,0.89223301,0.6925,,,
Process101,0,3,2,2,1,0,1,9,0.71559633,0.71559633,0.62735512,0.843530592,0.5575,,,
Process101,0,3,2,2,1,0,2,10,0.655172414,0.655172414,0.611123883,0.815895372,0.5125,,,
Process101,0,3,2,2,1,0,3,11,0.593220339,0.593220339,0.648278867,0.814524043,0.4675,,,
Process101,0,3,2,2,1,1,0,9,0.844827586,0.844827586,0.764023752,0.9066918,0.47,,,
Process101,0,3,2,2,1,1,1,10,0.631578947,0.631578947,0.671253851,0.808704453,0.4575,,,
Process101,0,3,2,2,1,1,2,11,0.551724138,0.551724138,0.746603535,0.788519637,0.5375,,,
Process101,0,3,2,2,1,1,3,12,0.561403509,0.561403509,0.76956229,0.806930693,0.4225,,,
Process101,0,3,2,2,1,2,0,10,0.796460177,0.796460177,0.774071296,0.869950739,0.575,,,
Process101,0,3,2,2,1,2,1,11,0.736842105,0.736842105,0.78388422,0.859237537,0.41,,,
Process101,0,3,2,2,1,2,2,12,0.631578947,0.631578947,0.75796595,0.820895522,0.325,,,
Process101,0,3,2,2,1,2,3,13,0.631578947,0.631578947,0.761900585,0.820895522,0.55,,,
Process101,0,3,2,2,1,3,0,11,0.756756757,0.756756757,0.697472767,0.856858847,0.5575,,,
Process101,0,3,2,2,1,3,1,12,0.707964602,0.707964602,0.780486111,0.849557522,0.4375,,,
Process101,0,3,2,2,1,3,2,13,0.701754386,0.701754386,0.70502924,0.84660767,0.5,,,
Process101,0,3,2,2,1,3,3,14,0.601769912,0.601769912,0.601215651,0.798370672,0.445,,,
Process101,0,3,2,2,2,0,0,9,0.793103448,0.793103448,0.726111111,0.87826087,0.47,,,
Process101,0,3,2,2,2,0,1,10,0.644067797,0.644067797,0.614519981,0.809859155,0.4475,,,
Process101,0,3,2,2,2,0,2,11,0.638655462,0.638655462,0.714371674,0.8307393,0.4775,,,
Process101,0,3,2,2,2,0,3,12,0.637168142,0.637168142,0.633817204,0.823880597,0.5125,,,
Process101,0,3,2,2,2,1,0,10,0.725663717,0.725663717,0.687118519,0.8444666,0.445,,,
Process101,0,3,2,2,2,1,1,11,0.648148148,0.648148148,0.611296296,0.820304569,0.495,,,
Process101,0,3,2,2,2,1,2,12,0.713043478,0.713043478,0.687094616,0.838484546,0.525,,,
Process101,0,3,2,2,2,1,3,13,0.458715596,0.458715596,0.707584175,0.748691099,0.425,,,
Process101,0,3,2,2,2,2,0,11,0.761061947,0.761061947,0.764454191,0.85728444,0.4225,,,
Process101,0,3,2,2,2,2,1,12,0.637931034,0.637931034,0.569236111,0.821428571,0.575,,,
Process101,0,3,2,2,2,2,2,13,0.614035088,0.614035088,0.753799283,0.814371257,0.3925,,,
Process101,0,3,2,2,2,2,3,14,0.537037037,0.537037037,0.591796296,0.779731127,0.38,,,
Process101,0,3,2,2,2,3,0,12,0.728971963,0.728971963,0.633296296,0.849548646,0.48,,,
Process101,0,3,2,2,2,3,1,13,0.678571429,0.678571429,0.746277139,0.827967807,0.3,,,
Process101,0,3,2,2,2,3,2,14,0.730434783,0.730434783,0.803694689,0.867307692,0.335,,,
Process101,0,3,2,2,2,3,3,15,0.5,0.5,0.561913504,0.781218781,0.3925,,,
Process101,0,3,2,2,3,0,0,10,0.705882353,0.705882353,0.710111111,0.84457478,0.575,,,
Process101,0,3,2,2,3,0,1,11,0.68907563,0.68907563,0.640076628,0.838235294,0.4175,,,
Process101,0,3,2,2,3,0,2,12,0.735042735,0.735042735,0.713157895,0.856725146,0.3825,,,
Process101,0,3,2,2,3,0,3,13,0.596491228,0.596491228,0.553777778,0.807807808,0.455,,,
Process101,0,3,2,2,3,1,0,11,0.817391304,0.817391304,0.781590414,0.876591577,0.69,,,
Process101,0,3,2,2,3,1,1,12,0.694915254,0.694915254,0.620820106,0.829511466,0.4575,,,
Process101,0,3,2,2,3,1,2,13,0.615384615,0.615384615,0.604205387,0.799595142,0.4775,,,
Process101,0,3,2,2,3,1,3,14,0.566037736,0.566037736,0.547581699,0.805471125,0.4975,,,
Process101,0,3,2,2,3,2,0,12,0.775862069,0.775862069,0.699696296,0.861083744,0.5625,,,
Process101,0,3,2,2,3,2,1,13,0.752136752,0.752136752,0.658418803,0.862973761,0.51,,,
Process101,0,3,2,2,3,2,2,14,0.714285714,0.714285714,0.777623716,0.852507375,0.575,,,
Process101,0,3,2,2,3,2,3,15,0.661016949,0.661016949,0.718684547,0.839961203,0.525,,,
Process101,0,3,2,2,3,3,0,13,0.831858407,0.831858407,0.655252818,0.882468168,0.4475,,,
Process101,0,3,2,2,3,3,1,14,0.730434783,0.730434783,0.583069006,0.856304985,0.4825,,,
Process101,0,3,2,2,3,3,2,15,0.642857143,0.642857143,0.690221819,0.826865672,0.265,,,
Process101,0,3,2,2,3,3,3,16,0.700854701,0.700854701,0.598971039,0.855351977,0.58,,,
Process101,0,3,2,3,0,0,0,8,0.743362832,0.743362832,0.74328254,0.84502924,0.5275,,,
Process101,0,3,2,3,0,0,1,9,0.775862069,0.775862069,0.795795087,0.876520112,0.4725,,,
Process101,0,3,2,3,0,0,2,10,0.586206897,0.586206897,0.711355519,0.784431138,0.3425,,,
Process101,0,3,2,3,0,0,3,11,0.620689655,0.620689655,0.717926267,0.797619048,0.5225,,,
Process101,0,3,2,3,0,1,0,9,0.747826087,0.747826087,0.745879121,0.84548105,0.4875,,,
Process101,0,3,2,3,0,1,1,10,0.631578947,0.631578947,0.738591954,0.815609756,0.39,,,
Process101,0,3,2,3,0,1,2,11,0.586206897,0.586206897,0.732093268,0.796859666,0.43,,,
Process101,0,3,2,3,0,1,3,12,0.581196581,0.581196581,0.737285714,0.793915604,0.43,,,
Process101,0,3,2,3,0,2,0,10,0.771929825,0.771929825,0.752561813,0.854651163,0.4425,,,
Process101,0,3,2,3,0,2,1,11,0.707964602,0.707964602,0.73573742,0.832352941,0.5775,,,
Process101,0,3,2,3,0,2,2,12,0.593220339,0.593220339,0.756645963,0.809432146,0.485,,,
Process101,0,3,2,3,0,2,3,13,0.50877193,0.50877193,0.699329004,0.756838906,0.475,,,
Process101,0,3,2,3,0,3,0,11,0.684684685,0.684684685,0.729745518,0.825443787,0.5475,,,
Process101,0,3,2,3,0,3,1,12,0.672413793,0.672413793,0.749758621,0.828820116,0.53,,,
Process101,0,3,2,3,0,3,2,13,0.612612613,0.612612613,0.738605263,0.81157998,0.5875,,,
Process101,0,3,2,3,0,3,3,14,0.637168142,0.637168142,0.740689655,0.818536585,0.4025,,,
Process101,0,3,2,3,1,0,0,9,0.75862069,0.75862069,0.748186813,0.848837209,0.475,,,
Process101,0,3,2,3,1,0,1,10,0.666666667,0.666666667,0.750456989,0.823529412,0.4775,,,
Process101,0,3,2,3,1,0,2,11,0.65,0.65,0.622021531,0.8172147,0.5025,,,
Process101,0,3,2,3,1,0,3,12,0.637168142,0.637168142,0.6725,0.818536585,0.4125,,,
Process101,0,3,2,3,1,1,0,10,0.725663717,0.725663717,0.737960902,0.838709677,0.425,,,
Process101,0,3,2,3,1,1,1,11,0.754385965,0.754385965,0.74568254,0.848396501,0.5075,,,
Process101,0,3,2,3,1,1,2,12,0.689655172,0.689655172,0.682388889,0.835101254,0.3475,,,
Process101,0,3,2,3,1,1,3,13,0.733944954,0.733944954,0.761925,0.855351977,0.405,,,
Process101,0,3,2,3,1,2,0,11,0.810344828,0.810344828,0.786625,0.878071834,0.5075,,,
Process101,0,3,2,3,1,2,1,12,0.702702703,0.702702703,0.753405263,0.843326886,0.46,,,
Process101,0,3,2,3,1,2,2,13,0.684210526,0.684210526,0.751860902,0.834622824,0.42,,,
Process101,0,3,2,3,1,2,3,14,0.581196581,0.581196581,0.68519435,0.805984556,0.5175,,,
Process101,0,3,2,3,1,3,0,12,0.763636364,0.763636364,0.622171429,0.85380117,0.4375,,,
Process101,0,3,2,3,1,3,1,13,0.620689655,0.620689655,0.586459627,0.797619048,0.4325,,,
Process101,0,3,2,3,1,3,2,14,0.655172414,0.655172414,0.747,0.822502425,0.5425,,,
Process101,0,3,2,3,1,3,3,15,0.530973451,0.530973451,0.651893939,0.779543198,0.3375,,,
Process101,0,3,2,3,2,0,0,10,0.817391304,0.817391304,0.636669255,0.870317003,0.4675,,,
Process101,0,3,2,3,2,0,1,11,0.610169492,0.610169492,0.669919355,0.803902439,0.445,,,
Process101,0,3,2,3,2,0,2,12,0.643478261,0.643478261,0.694618227,0.83062201,0.3625,,,
Process101,0,3,2,3,2,0,3,13,0.557377049,0.557377049,0.623011905,0.791505792,0.505,,,
Process101,0,3,2,3,2,1,0,11,0.660550459,0.660550459,0.725793651,0.818452381,0.4075,,,
Process101,0,3,2,3,2,1,1,12,0.695652174,0.695652174,0.754549808,0.837994214,0.3825,,,
Process101,0,3,2,3,2,1,2,13,0.7,0.7,0.689657895,0.836049856,0.505,,,
Process101,0,3,2,3,2,1,3,14,0.548672566,0.548672566,0.576980519,0.773413897,0.4325,,,
Process101,0,3,2,3,2,2,0,12,0.775862069,0.775862069,0.756173239,0.855072464,0.565,,,
Process101,0,3,2,3,2,2,1,13,0.654867257,0.654867257,0.723142857,0.81305638,0.495,,,
Process101,0,3,2,3,2,2,2,14,0.637168142,0.637168142,0.544454023,0.818536585,0.4025,,,
Process101,0,3,2,3,2,2,3,15,0.593220339,0.593220339,0.610289474,0.797455969,0.375,,,
Process101,0,3,2,3,2,3,0,13,0.782608696,0.782608696,0.782692308,0.868821293,0.64,,,
Process101,0,3,2,3,2,3,1,14,0.695652174,0.695652174,0.687880117,0.837994214,0.455,,,
Process101,0,3,2,3,2,3,2,15,0.586206897,0.586206897,0.605625,0.796859666,0.4525,,,
Process101,0,3,2,3,2,3,3,16,0.568965517,0.568965517,0.622489177,0.802516941,0.35,,,
