sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,GED,CNE,Jaccard,W-GED,LCS
Process25,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.7775000000000003
Process25,0,0,0,0,0,0,1,0.7962962962962963,0.7962962962962963,0.8698333333333335,0.897196261682243,0.7525
Process25,0,0,0,0,0,0,2,0.4897959183673469,0.4897959183673469,0.7465,0.7435897435897436,0.49
Process25,0,0,0,0,0,0,3,0.3434343434343434,0.3434343434343434,0.7088245614035088,0.6542553191489362,0.4625
Process25,0,0,0,0,0,1,0,0.9906542056074766,0.9906542056074766,0.9931578947368421,0.9955357142857143,0.7900000000000003
Process25,0,0,0,0,0,1,1,0.7476635514018692,0.7476635514018691,0.8455955710955712,0.8720379146919431,0.7274999999999998
Process25,0,0,0,0,0,1,2,0.5142857142857142,0.5142857142857142,0.7593394840453664,0.7424242424242424,0.5225
Process25,0,0,0,0,0,1,3,0.38095238095238093,0.38095238095238093,0.7198095238095239,0.6596858638743455,0.4175000000000001
Process25,0,0,0,0,0,2,0,0.9811320754716981,0.9811320754716981,0.9844078947368422,0.9910313901345291,0.7925000000000002
Process25,0,0,0,0,0,2,1,0.54,0.54,0.7647878787878788,0.7676767676767676,0.5749999999999997
Process25,0,0,0,0,0,2,2,0.48,0.48,0.742954415954416,0.7333333333333334,0.5125
Process25,0,0,0,0,0,2,3,0.5849056603773585,0.5849056603773585,0.7791083916083916,0.7821782178217822,0.6574999999999998
Process25,0,0,0,0,0,3,0,0.9714285714285714,0.9714285714285714,0.9737500000000001,0.9864864864864865,0.6974999999999999
Process25,0,0,0,0,0,3,1,0.5631067961165048,0.5631067961165048,0.7718428571428572,0.775,0.5699999999999998
Process25,0,0,0,0,0,3,2,0.4571428571428572,0.45714285714285713,0.7377585649644474,0.7076923076923076,0.4575
Process25,0,0,0,0,0,3,3,0.4086021505376344,0.40860215053763443,0.7214074074074075,0.7105263157894737,0.495
Process25,0,0,0,0,1,0,0,0.9908256880733946,0.9908256880733946,0.9922222222222223,0.9955555555555555,0.78
Process25,0,0,0,0,1,0,1,0.6728971962616823,0.6728971962616822,0.8159782608695653,0.8309178743961353,0.6849999999999999
Process25,0,0,0,0,1,0,2,0.4117647058823529,0.4117647058823529,0.7258095238095239,0.6875,0.4425000000000001
Process25,0,0,0,0,1,0,3,0.4672897196261683,0.4672897196261682,0.7442549019607844,0.7091836734693877,0.3450000000000001
Process25,0,0,0,0,1,1,0,0.9814814814814815,0.9814814814814815,0.9853801169590644,0.9910714285714286,0.765
Process25,0,0,0,0,1,1,1,0.7777777777777778,0.7777777777777778,0.8612348484848485,0.8873239436619718,0.6549999999999998
Process25,0,0,0,0,1,1,2,0.54,0.54,0.7682937062937063,0.7676767676767676,0.4300000000000001
Process25,0,0,0,0,1,1,3,0.3137254901960784,0.3137254901960784,0.7020740740740741,0.6256684491978609,0.48
Process25,0,0,0,0,1,2,0,0.9719626168224299,0.9719626168224299,0.9776023391812866,0.9865470852017937,0.7625000000000002
Process25,0,0,0,0,1,2,1,0.5961538461538461,0.5961538461538461,0.7836858974358974,0.7920792079207921,0.6949999999999998
Process25,0,0,0,0,1,2,2,0.5,0.5,0.7500420875420876,0.7448979591836735,0.365
