model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS,
Process25,2,2,0,3,2,0,3,12,0.18018018,0.18018018,0.380698529,0.498007968,0.34,
Process25,2,2,0,3,2,1,0,10,0.583333333,0.583333333,0.502548077,0.692028986,0.2825,
Process25,2,2,0,3,2,1,1,11,0.427350427,0.427350427,0.445625,0.616541353,0.34,
Process25,2,2,0,3,2,1,2,12,0.363636364,0.363636364,0.427213936,0.597701149,0.3025,
Process25,2,2,0,3,2,1,3,13,0.534482759,0.534482759,0.483369253,0.672794118,0.355,
Process25,2,2,0,3,2,2,0,11,0.64957265,0.64957265,0.530798077,0.727598566,0.46,
Process25,2,2,0,3,2,2,1,12,0.427350427,0.427350427,0.44814951,0.616541353,0.4,
Process25,2,2,0,3,2,2,2,13,0.376068376,0.376068376,0.430842914,0.589353612,0.365,
Process25,2,2,0,3,2,2,3,14,0.379310345,0.379310345,0.432054581,0.593155894,0.345,
Process25,2,2,0,3,2,3,0,12,0.8,0.8,0.60832702,0.797909408,0.3725,
Process25,2,2,0,3,2,3,1,13,0.469565217,0.469565217,0.46075672,0.641791045,0.4125,
Process25,2,2,0,3,2,3,2,14,0.330275229,0.330275229,0.416163793,0.583011583,0.2775,
Process25,2,2,0,3,2,3,3,15,0.313043478,0.313043478,0.413980015,0.55984556,0.375,
Process25,2,2,0,3,3,0,0,10,0.554621849,0.554621849,0.492003527,0.678832117,0.325,
Process25,2,2,0,3,3,0,1,11,0.236363636,0.236363636,0.394208333,0.531496063,0.325,
Process25,2,2,0,3,3,0,2,12,0.545454545,0.545454545,0.486473806,0.671532847,0.2625,
Process25,2,2,0,3,3,0,3,13,0.564102564,0.564102564,0.493719828,0.686131387,0.4875,
Process25,2,2,0,3,3,1,0,11,0.75,0.75,0.580723485,0.772727273,0.31,
Process25,2,2,0,3,3,1,1,12,0.745762712,0.745762712,0.575020586,0.771929825,0.405,
Process25,2,2,0,3,3,1,2,13,0.311926606,0.311926606,0.412288793,0.573643411,0.33,
Process25,2,2,0,3,3,1,3,14,0.27826087,0.27826087,0.404333647,0.540856031,0.3,
Process25,2,2,0,3,3,2,0,12,0.627118644,0.627118644,0.519180128,0.715827338,0.415,
Process25,2,2,0,3,3,2,1,13,0.533333333,0.533333333,0.489189912,0.666666667,0.415,
Process25,2,2,0,3,3,2,2,14,0.542372881,0.542372881,0.486939815,0.673992674,0.305,
Process25,2,2,0,3,3,2,3,15,0.313043478,0.313043478,0.412844697,0.55984556,0.3025,
Process25,2,2,0,3,3,3,0,13,0.461538462,0.461538462,0.460348684,0.634328358,0.34,
Process25,2,2,0,3,3,3,1,14,0.345454545,0.345454545,0.422310606,0.588461538,0.29,
Process25,2,2,0,3,3,3,2,15,0.313043478,0.313043478,0.416373599,0.55984556,0.3575,
Process25,2,2,0,3,3,3,3,16,0.368421053,0.368421053,0.428649194,0.591603053,0.3975,
Process25,2,2,1,0,0,0,0,5,0.859649123,0.859649123,0.756604895,0.876,0.5525,
Process25,2,2,1,0,0,0,1,6,0.495412844,0.495412844,0.550535714,0.68487395,0.315,
Process25,2,2,1,0,0,0,2,7,0.678899083,0.678899083,0.620808392,0.778225806,0.43,
Process25,2,2,1,0,0,0,3,8,0.277227723,0.277227723,0.485512821,0.586666667,0.35,
Process25,2,2,1,0,0,1,0,6,0.76,0.76,0.617093407,0.795833333,0.415,
Process25,2,2,1,0,0,1,1,7,0.696428571,0.696428571,0.633045288,0.784,0.57,
Process25,2,2,1,0,0,1,2,8,0.429906542,0.429906542,0.529536953,0.653846154,0.555,
Process25,2,2,1,0,0,1,3,9,0.552380952,0.552380952,0.570662924,0.720833333,0.455,
Process25,2,2,1,0,0,2,0,7,0.788990826,0.788990826,0.634790148,0.804081633,0.5375,
Process25,2,2,1,0,0,2,1,8,0.691588785,0.691588785,0.580418803,0.757322176,0.535,
Process25,2,2,1,0,0,2,2,9,0.549019608,0.549019608,0.566283217,0.723849372,0.385,
Process25,2,2,1,0,0,2,3,10,0.351851852,0.351851852,0.507076039,0.608695652,0.3825,
Process25,2,2,1,0,0,3,0,8,0.841121495,0.841121495,0.667590301,0.829959514,0.5525,
Process25,2,2,1,0,0,3,1,9,0.446428571,0.446428571,0.538748115,0.652542373,0.46,
Process25,2,2,1,0,0,3,2,10,0.566037736,0.566037736,0.574923077,0.726141079,0.3775,
Process25,2,2,1,0,0,3,3,11,0.368932039,0.368932039,0.512564103,0.630434783,0.3325,
Process25,2,2,1,0,1,0,0,6,0.859813084,0.859813084,0.674932151,0.838709677,0.395,
Process25,2,2,1,0,1,0,1,7,0.6,0.6,0.588301282,0.737704918,0.3775,
Process25,2,2,1,0,1,0,2,8,0.356435644,0.356435644,0.507166667,0.628820961,0.3975,
Process25,2,2,1,0,1,0,3,9,0.368932039,0.368932039,0.549531309,0.636363636,0.4375,
Process25,2,2,1,0,1,1,0,7,0.830188679,0.830188679,0.65723951,0.825203252,0.4425,
Process25,2,2,1,0,1,1,1,8,0.61682243,0.61682243,0.593808059,0.75,0.4575,
Process25,2,2,1,0,1,1,2,9,0.481481481,0.481481481,0.543269231,0.679324895,0.435,
Process25,2,2,1,0,1,1,3,10,0.560747664,0.560747664,0.524795205,0.689655172,0.4725,
Process25,2,2,1,0,1,2,0,8,0.836363636,0.836363636,0.664479409,0.826612903,0.57,
Process25,2,2,1,0,1,2,1,9,0.725663717,0.725663717,0.643921911,0.797619048,0.4875,
Process25,2,2,1,0,1,2,2,10,0.384615385,0.384615385,0.555333824,0.642533937,0.4025,
Process25,2,2,1,0,1,2,3,11,0.349514563,0.349514563,0.459427122,0.581818182,0.265,
Process25,2,2,1,0,1,3,0,9,0.909090909,0.909090909,0.788204545,0.900398406,0.5625,
Process25,2,2,1,0,1,3,1,10,0.727272727,0.727272727,0.644642735,0.800796813,0.365,
Process25,2,2,1,0,1,3,2,11,0.450980392,0.450980392,0.534081197,0.675213675,0.4025,
Process25,2,2,1,0,1,3,3,12,0.285714286,0.285714286,0.48718315,0.6,0.42,
Process25,2,2,1,0,2,0,0,7,0.879310345,0.879310345,0.767333333,0.884920635,0.51,
Process25,2,2,1,0,2,0,1,8,0.461538462,0.461538462,0.542282051,0.676595745,0.3675,
Process25,2,2,1,0,2,0,2,9,0.537037037,0.537037037,0.565134033,0.708333333,0.3375,
Process25,2,2,1,0,2,0,3,10,0.692307692,0.692307692,0.629300699,0.789473684,0.4975,
Process25,2,2,1,0,2,1,0,8,0.928571429,0.928571429,0.799960317,0.909090909,0.59,
Process25,2,2,1,0,2,1,1,9,0.518518519,0.518518519,0.555686813,0.69874477,0.42,
Process25,2,2,1,0,2,1,2,10,0.4,0.4,0.521433713,0.630901288,0.405,
Process25,2,2,1,0,2,1,3,11,0.34,0.34,0.501941392,0.622807018,0.36,
Process25,2,2,1,0,2,2,0,9,0.844036697,0.844036697,0.705675158,0.856031128,0.5175,
Process25,2,2,1,0,2,2,1,10,0.623853211,0.623853211,0.54996044,0.720338983,0.385,
Process25,2,2,1,0,2,2,2,11,0.475247525,0.475247525,0.499392573,0.654867257,0.405,
Process25,2,2,1,0,2,2,3,12,0.466019417,0.466019417,0.495412238,0.646017699,0.2425,
Process25,2,2,1,0,2,3,0,10,0.851851852,0.851851852,0.670840301,0.834677419,0.3475,
Process25,2,2,1,0,2,3,1,11,0.80733945,0.80733945,0.644596653,0.81300813,0.5025,
Process25,2,2,1,0,2,3,2,12,0.404040404,0.404040404,0.521723427,0.658008658,0.38,
Process25,2,2,1,0,2,3,3,13,0.411764706,0.411764706,0.520407,0.655172414,0.415,
Process25,2,2,1,0,3,0,0,8,0.902654867,0.902654867,0.707307692,0.85770751,0.5375,
Process25,2,2,1,0,3,0,1,9,0.543859649,0.543859649,0.523414336,0.669527897,0.3275,
Process25,2,2,1,0,3,0,2,10,0.351851852,0.351851852,0.512154049,0.608695652,0.44,
Process25,2,2,1,0,3,0,3,11,0.527272727,0.527272727,0.561712963,0.7,0.4,
Process25,2,2,1,0,3,1,0,9,0.822429907,0.822429907,0.652456815,0.821138211,0.4225,
Process25,2,2,1,0,3,1,1,10,0.697247706,0.697247706,0.629209402,0.787148594,0.225,
Process25,2,2,1,0,3,1,2,11,0.454545455,0.454545455,0.537776304,0.661016949,0.475,
Process25,2,2,1,0,3,1,3,12,0.495238095,0.495238095,0.548489011,0.691983122,0.495,
Process25,2,2,1,0,3,2,0,10,0.857142857,0.857142857,0.721093629,0.861003861,0.565,
Process25,2,2,1,0,3,2,1,11,0.464285714,0.464285714,0.493962454,0.627192982,0.33,
Process25,2,2,1,0,3,2,2,12,0.504504505,0.504504505,0.556465201,0.686192469,0.44,
Process25,2,2,1,0,3,2,3,13,0.672897196,0.672897196,0.573678322,0.74789916,0.325,
Process25,2,2,1,0,3,3,0,11,0.803738318,0.803738318,0.642991157,0.812244898,0.44,
Process25,2,2,1,0,3,3,1,12,0.754716981,0.754716981,0.656975271,0.816733068,0,
Process25,2,2,1,0,3,3,2,13,0.37254902,0.37254902,0.465366516,0.597285068,0.12,
Process25,2,2,1,0,3,3,3,14,0.504854369,0.504854369,0.551042857,0.700421941,0.52,
Process25,2,2,1,1,0,0,0,6,0.719298246,0.719298246,0.574252747,0.754940711,0.51,
Process25,2,2,1,1,0,0,1,7,0.509090909,0.509090909,0.480513154,0.65,0.41,
Process25,2,2,1,1,0,0,2,8,0.277777778,0.277777778,0.455297619,0.563559322,0.34,
Process25,2,2,1,1,0,0,3,9,0.256880734,0.256880734,0.451119492,0.54893617,0.295,
Process25,2,2,1,1,0,1,0,7,0.601941748,0.601941748,0.518850733,0.70781893,0.3325,
Process25,2,2,1,1,0,1,1,8,0.530973451,0.530973451,0.531964286,0.689243028,0.425,
Process25,2,2,1,1,0,1,2,9,0.432989691,0.432989691,0.495142857,0.669421488,0.3675,
Process25,2,2,1,1,0,1,3,10,0.485436893,0.485436893,0.513753608,0.682926829,0.4575,
Process25,2,2,1,1,0,2,0,8,0.607142857,0.607142857,0.556547619,0.729411765,0.47,
Process25,2,2,1,1,0,2,1,9,0.5,0.5,0.524880952,0.674698795,0.3825,
Process25,2,2,1,1,0,2,2,10,0.458715596,0.458715596,0.509549818,0.658536585,0.275,
Process25,2,2,1,1,0,2,3,11,0.396039604,0.396039604,0.516352647,0.649350649,0.3375,
Process25,2,2,1,1,0,3,0,9,0.872727273,0.872727273,0.659857143,0.830769231,0.4575,
Process25,2,2,1,1,0,3,1,10,0.62962963,0.62962963,0.526983017,0.715447154,0.515,
Process25,2,2,1,1,0,3,2,11,0.407407407,0.407407407,0.490464286,0.633744856,0.3825,
Process25,2,2,1,1,0,3,3,12,0.436363636,0.436363636,0.501251323,0.644897959,0.4875,
Process25,2,2,1,1,1,0,0,7,0.605504587,0.605504587,0.558051948,0.732283465,0.425,
Process25,2,2,1,1,1,0,1,8,0.553571429,0.553571429,0.571296296,0.710743802,0.5075,
Process25,2,2,1,1,1,0,2,9,0.345454545,0.345454545,0.473610837,0.595833333,0.3025,
Process25,2,2,1,1,1,0,3,10,0.324324324,0.324324324,0.42466804,0.543478261,0.3775,
Process25,2,2,1,1,1,1,0,8,0.561403509,0.561403509,0.548434799,0.703557312,0.375,
Process25,2,2,1,1,1,1,1,9,0.4,0.4,0.490208909,0.614754098,0.39,
Process25,2,2,1,1,1,1,2,10,0.473684211,0.473684211,0.547809117,0.663865546,0.3975,
Process25,2,2,1,1,1,1,3,11,0.366972477,0.366972477,0.477815102,0.609958506,0.38,
Process25,2,2,1,1,1,2,0,9,0.796460177,0.796460177,0.606958592,0.793774319,0.4625,
Process25,2,2,1,1,1,2,1,10,0.537037037,0.537037037,0.489606227,0.668049793,0.46,
Process25,2,2,1,1,1,2,2,11,0.5,0.5,0.519477559,0.681451613,0.375,
Process25,2,2,1,1,1,2,3,12,0.392857143,0.392857143,0.523776099,0.622317597,0.2425,
Process25,2,2,1,1,1,3,0,10,0.654205607,0.654205607,0.54025974,0.728744939,0.2625,
Process25,2,2,1,1,1,3,1,11,0.555555556,0.555555556,0.539809524,0.709163347,0.48,
Process25,2,2,1,1,1,3,2,12,0.568807339,0.568807339,0.5793534,0.723140496,0.48,
Process25,2,2,1,1,1,3,3,13,0.326923077,0.326923077,0.42489881,0.563318777,0.3325,
Process25,2,2,1,1,2,0,0,8,0.767857143,0.767857143,0.634994589,0.806818182,0.5,
Process25,2,2,1,1,2,0,1,9,0.767857143,0.767857143,0.633149068,0.806818182,0.4875,
Process25,2,2,1,1,2,0,2,10,0.324786325,0.324786325,0.470936508,0.566666667,0.3925,
Process25,2,2,1,1,2,0,3,11,0.362068966,0.362068966,0.479165266,0.590909091,0.3575,
Process25,2,2,1,1,2,1,0,9,0.822429907,0.822429907,0.627319264,0.80859375,0.475,
Process25,2,2,1,1,2,1,1,10,0.464285714,0.464285714,0.506252747,0.655870445,0.36,
Process25,2,2,1,1,2,1,2,11,0.452173913,0.452173913,0.505463441,0.643724696,0.46,
Process25,2,2,1,1,2,1,3,12,0.392523364,0.392523364,0.516920228,0.63362069,0.3825,
Process25,2,2,1,1,2,2,0,10,0.810810811,0.810810811,0.615716168,0.80155642,0.16,
Process25,2,2,1,1,2,2,1,11,0.427184466,0.427184466,0.494067932,0.654320988,0.2025,
Process25,2,2,1,1,2,2,2,12,0.36036036,0.36036036,0.479596861,0.601659751,0.355,
Process25,2,2,1,1,2,2,3,13,0.333333333,0.333333333,0.475380952,0.594142259,0.34,
Process25,2,2,1,1,2,3,0,11,0.619469027,0.619469027,0.568597403,0.734375,0.445,
Process25,2,2,1,1,2,3,1,12,0.6,0.6,0.517018759,0.710743802,0.43,
Process25,2,2,1,1,2,3,2,13,0.342857143,0.342857143,0.474698243,0.606694561,0.285,
Process25,2,2,1,1,2,3,3,14,0.495575221,0.495575221,0.520319112,0.670682731,0.345,
Process25,2,2,1,1,3,0,0,9,0.857142857,0.857142857,0.648097042,0.823076923,0.4225,
Process25,2,2,1,1,3,0,1,10,0.578947368,0.578947368,0.506836244,0.681632653,0.285,
Process25,2,2,1,1,3,0,2,11,0.47706422,0.47706422,0.47027381,0.634453782,0.34,
Process25,2,2,1,1,3,0,3,12,0.267857143,0.267857143,0.411493506,0.50660793,0.3625,
Process25,2,2,1,1,3,1,0,10,0.690265487,0.690265487,0.595848065,0.769230769,0.3925,
Process25,2,2,1,1,3,1,1,11,0.392857143,0.392857143,0.488547619,0.617283951,0.5075,
Process25,2,2,1,1,3,1,2,12,0.703703704,0.703703704,0.606249639,0.77992278,0.5475,
Process25,2,2,1,1,3,1,3,13,0.514285714,0.514285714,0.557990917,0.701680672,0.43,
Process25,2,2,1,1,3,2,0,11,0.796460177,0.796460177,0.68016317,0.83203125,0.6075,
Process25,2,2,1,1,3,2,1,12,0.481481481,0.481481481,0.471822002,0.638655462,0.385,
Process25,2,2,1,1,3,2,2,13,0.330275229,0.330275229,0.425491551,0.552173913,0.3725,
Process25,2,2,1,1,3,2,3,14,0.424778761,0.424778761,0.497243132,0.632653061,0.4175,
Process25,2,2,1,1,3,3,0,12,0.660714286,0.660714286,0.538946886,0.726907631,0.495,
Process25,2,2,1,1,3,3,1,13,0.568627451,0.568627451,0.546278721,0.724,0.3,
Process25,2,2,1,1,3,3,2,14,0.352941176,0.352941176,0.473427961,0.619246862,0.315,
Process25,2,2,1,1,3,3,3,15,0.464285714,0.464285714,0.510692834,0.655870445,0.51,
Process25,2,2,1,2,0,0,0,7,0.578947368,0.578947368,0.525510654,0.704545455,0.43,
Process25,2,2,1,2,0,0,1,8,0.714285714,0.714285714,0.611976912,0.781609195,0.545,
Process25,2,2,1,2,0,0,2,9,0.468468468,0.468468468,0.442045977,0.620967742,0.4075,
Process25,2,2,1,2,0,0,3,10,0.361904762,0.361904762,0.448098901,0.612,0.3725,
Process25,2,2,1,2,0,1,0,8,0.558558559,0.558558559,0.480438291,0.66798419,0.4275,
Process25,2,2,1,2,0,1,1,9,0.471698113,0.471698113,0.480761239,0.6640625,0.32,
Process25,2,2,1,2,0,1,2,10,0.330097087,0.330097087,0.467047177,0.605042017,0.355,
Process25,2,2,1,2,0,1,3,11,0.261682243,0.261682243,0.422967742,0.555102041,0.345,
Process25,2,2,1,2,0,2,0,9,0.678571429,0.678571429,0.5265,0.726923077,0.5325,
Process25,2,2,1,2,0,2,1,10,0.607142857,0.607142857,0.492521212,0.69140625,0.3775,
Process25,2,2,1,2,0,2,2,11,0.403669725,0.403669725,0.463833333,0.624505929,0.3625,
Process25,2,2,1,2,0,2,3,12,0.42,0.42,0.42360114,0.617283951,0.39,
Process25,2,2,1,2,0,3,0,10,0.690265487,0.690265487,0.597252747,0.769230769,0.445,
Process25,2,2,1,2,0,3,1,11,0.660377358,0.660377358,0.525269841,0.723735409,0.42,
Process25,2,2,1,2,0,3,2,12,0.381818182,0.381818182,0.454479885,0.611111111,0.405,
Process25,2,2,1,2,0,3,3,13,0.537037037,0.537037037,0.507114885,0.692307692,0.4075,
Process25,2,2,1,2,1,0,0,8,0.756756757,0.756756757,0.565363636,0.765151515,0.3525,
Process25,2,2,1,2,1,0,1,9,0.5,0.5,0.525543962,0.668,0.4225,
Process25,2,2,1,2,1,0,2,10,0.36036036,0.36036036,0.409487045,0.561983471,0.31,
Process25,2,2,1,2,1,0,3,11,0.407079646,0.407079646,0.462921569,0.618110236,0.345,
Process25,2,2,1,2,1,1,0,9,0.603773585,0.603773585,0.533904762,0.726235741,0.505,
Process25,2,2,1,2,1,1,1,10,0.454545455,0.454545455,0.437815351,0.615384615,0.37,
Process25,2,2,1,2,1,1,2,11,0.504347826,0.504347826,0.495202381,0.665384615,0.4875,
Process25,2,2,1,2,1,1,3,12,0.317757009,0.317757009,0.437408699,0.584677419,0.42,
Process25,2,2,1,2,1,2,0,10,0.571428571,0.571428571,0.51988345,0.703422053,0.5,
Process25,2,2,1,2,1,2,1,11,0.524271845,0.524271845,0.503668831,0.69379845,0.4925,
Process25,2,2,1,2,1,2,2,12,0.476190476,0.476190476,0.51223956,0.674796748,0.3075,
Process25,2,2,1,2,1,2,3,13,0.553571429,0.553571429,0.477333333,0.664031621,0.4275,
Process25,2,2,1,2,1,3,0,11,0.716981132,0.716981132,0.545007905,0.75,0.4225,
Process25,2,2,1,2,1,3,1,12,0.611111111,0.611111111,0.497643024,0.698039216,0.32,
Process25,2,2,1,2,1,3,2,13,0.403846154,0.403846154,0.48956685,0.640495868,0.355,
Process25,2,2,1,2,1,3,3,14,0.611111111,0.611111111,0.534192308,0.727272727,0.455,
Process25,2,2,1,2,2,0,0,9,0.523364486,0.523364486,0.501177258,0.687258687,0.43,
Process25,2,2,1,2,2,0,1,10,0.448275862,0.448275862,0.479744361,0.634241245,0.42,
Process25,2,2,1,2,2,0,2,11,0.280373832,0.280373832,0.42872043,0.56504065,0.3975,
Process25,2,2,1,2,2,0,3,12,0.607142857,0.607142857,0.558315751,0.729411765,0.3875,
Process25,2,2,1,2,2,1,0,10,0.67826087,0.67826087,0.595623377,0.761538462,0.48,
Process25,2,2,1,2,2,1,1,11,0.58490566,0.58490566,0.484482984,0.687747036,0.24,
Process25,2,2,1,2,2,1,2,12,0.548672566,0.548672566,0.470570513,0.660079051,0.4325,
Process25,2,2,1,2,2,1,3,13,0.320754717,0.320754717,0.397571429,0.552301255,0.3325,
Process25,2,2,1,2,2,2,0,11,0.598130841,0.598130841,0.528787879,0.72243346,0.375,
Process25,2,2,1,2,2,2,1,12,0.460176991,0.460176991,0.507093596,0.651821862,0.365,
Process25,2,2,1,2,2,2,2,13,0.535714286,0.535714286,0.503602564,0.685823755,0.435,
Process25,2,2,1,2,2,2,3,14,0.272727273,0.272727273,0.387018035,0.514767932,0.0775,
Process25,2,2,1,2,2,3,0,12,0.839285714,0.839285714,0.620908213,0.802973978,0.5025,
Process25,2,2,1,2,2,3,1,13,0.576576577,0.576576577,0.522575758,0.707224335,0.455,
Process25,2,2,1,2,2,3,2,14,0.571428571,0.571428571,0.52055615,0.703422053,0.215,
Process25,2,2,1,2,2,3,3,15,0.423076923,0.423076923,0.466139601,0.644268775,0.27,
Process25,2,2,1,2,3,0,0,10,0.717948718,0.717948718,0.590212121,0.769230769,0.3225,
Process25,2,2,1,2,3,0,1,11,0.735042735,0.735042735,0.619437363,0.787878788,0.45,
Process25,2,2,1,2,3,0,2,12,0.385964912,0.385964912,0.417805253,0.569672131,0.2975,
Process25,2,2,1,2,3,0,3,13,0.444444444,0.444444444,0.503151786,0.63562753,0.345,
Process25,2,2,1,2,3,1,0,11,0.825688073,0.825688073,0.650409091,0.822463768,0.5325,
Process25,2,2,1,2,3,1,1,12,0.431034483,0.431034483,0.472114058,0.625,0.27,
Process25,2,2,1,2,3,1,2,13,0.393162393,0.393162393,0.462612069,0.602362205,0.255,
Process25,2,2,1,2,3,1,3,14,0.468468468,0.468468468,0.483333333,0.653696498,0.3025,
Process25,2,2,1,2,3,2,0,12,0.642857143,0.642857143,0.515294372,0.709302326,0.4775,
Process25,2,2,1,2,3,2,1,13,0.543859649,0.543859649,0.539368132,0.694444444,0.445,
Process25,2,2,1,2,3,2,2,14,0.371681416,0.371681416,0.411963235,0.563786008,0.365,
Process25,2,2,1,2,3,2,3,15,0.25,0.25,0.418916509,0.557377049,0.3275,
Process25,2,2,1,2,3,3,0,13,0.482142857,0.482142857,0.514212959,0.665322581,0.4875,
Process25,2,2,1,2,3,3,1,14,0.464285714,0.464285714,0.50925435,0.655870445,0.4425,
Process25,2,2,1,2,3,3,2,15,0.4,0.4,0.422302387,0.586065574,0.2825,
Process25,2,2,1,2,3,3,3,16,0.296296296,0.296296296,0.43452381,0.570850202,0.3025,
Process25,2,2,1,3,0,0,0,8,0.540540541,0.540540541,0.446714212,0.652671756,0.3375,
Process25,2,2,1,3,0,0,1,9,0.534482759,0.534482759,0.481636905,0.672794118,0.3925,
Process25,2,2,1,3,0,0,2,10,0.378378378,0.378378378,0.430421003,0.603053435,0.3175,
Process25,2,2,1,3,0,0,3,11,0.403669725,0.403669725,0.440129902,0.619771863,0.415,
Process25,2,2,1,3,0,1,0,9,0.666666667,0.666666667,0.5,0.719101124,0.3825,
Process25,2,2,1,3,0,1,1,10,0.527272727,0.527272727,0.478125,0.677777778,0.375,
Process25,2,2,1,3,0,1,2,11,0.259259259,0.259259259,0.360333333,0.512195122,0.3625,
Process25,2,2,1,3,0,1,3,12,0.230088496,0.230088496,0.39234662,0.519685039,0.2675,
Process25,2,2,1,3,0,2,0,10,0.460176991,0.460176991,0.456025804,0.640449438,0.3975,
Process25,2,2,1,3,0,2,1,11,0.504504505,0.504504505,0.436421569,0.634615385,0.2875,
Process25,2,2,1,3,0,2,2,12,0.378378378,0.378378378,0.431737429,0.603053435,0.35,
Process25,2,2,1,3,0,2,3,13,0.619469027,0.619469027,0.476846154,0.689138577,0.4375,
Process25,2,2,1,3,0,3,0,11,0.530973451,0.530973451,0.48228842,0.675276753,0.475,
Process25,2,2,1,3,0,3,1,12,0.333333333,0.333333333,0.419430781,0.573076923,0.245,
Process25,2,2,1,3,0,3,2,13,0.336448598,0.336448598,0.419108115,0.590733591,0.33,
Process25,2,2,1,3,0,3,3,14,0.336448598,0.336448598,0.419806034,0.590733591,0.33,
Process25,2,2,1,3,1,0,0,9,0.517857143,0.517857143,0.475924784,0.67037037,0.4475,
Process25,2,2,1,3,1,0,1,10,0.581818182,0.581818182,0.500934618,0.703296703,0.465,
Process25,2,2,1,3,1,0,2,11,0.380952381,0.380952381,0.431394231,0.616858238,0.33,
Process25,2,2,1,3,1,0,3,12,0.25,0.25,0.394208333,0.55511811,0.27,
Process25,2,2,1,3,1,1,0,10,0.683760684,0.683760684,0.515238095,0.716911765,0.47,
Process25,2,2,1,3,1,1,1,11,0.571428571,0.571428571,0.495240801,0.695970696,0.335,
Process25,2,2,1,3,1,1,2,12,0.348623853,0.348623853,0.386518519,0.557768924,0.38,
Process25,2,2,1,3,1,1,3,13,0.37037037,0.37037037,0.427886078,0.605363985,0.275,
Process25,2,2,1,3,1,2,0,11,0.446601942,0.446601942,0.417460474,0.619607843,0.3,
Process25,2,2,1,3,1,2,1,12,0.288288288,0.288288288,0.408438218,0.556420233,0.33,
Process25,2,2,1,3,1,2,2,13,0.304761905,0.304761905,0.371134259,0.544354839,0.265,
Process25,2,2,1,3,1,2,3,14,0.418181818,0.418181818,0.405382999,0.592156863,0.385,
Process25,2,2,1,3,1,3,0,12,0.446428571,0.446428571,0.475166667,0.640625,0.545,
Process25,2,2,1,3,1,3,1,13,0.310679612,0.310679612,0.409325265,0.587548638,0.3775,
Process25,2,2,1,3,1,3,2,14,0.236363636,0.236363636,0.3553125,0.493877551,0.26,
Process25,2,2,1,3,1,3,3,15,0.265306122,0.265306122,0.395446429,0.578740157,0.3275,
Process25,2,2,1,3,2,0,0,10,0.526315789,0.526315789,0.439450549,0.641221374,0.5175,
Process25,2,2,1,3,2,0,1,11,0.355140187,0.355140187,0.424866453,0.6,0.375,
Process25,2,2,1,3,2,0,2,12,0.67826087,0.67826087,0.543041667,0.742857143,0.53,
Process25,2,2,1,3,2,0,3,13,0.208695652,0.208695652,0.350294118,0.463114754,0.285,
Process25,2,2,1,3,2,1,0,11,0.490909091,0.490909091,0.426602564,0.629343629,0.4375,
Process25,2,2,1,3,2,1,1,12,0.358490566,0.358490566,0.448055556,0.608,0.4,
Process25,2,2,1,3,2,1,2,13,0.333333333,0.333333333,0.443214286,0.590361446,0.295,
Process25,2,2,1,3,2,1,3,14,0.355932203,0.355932203,0.42814881,0.576335878,0.3075,
Process25,2,2,1,3,2,2,0,12,0.5,0.5,0.468464583,0.661710037,0.4675,
Process25,2,2,1,3,2,2,1,13,0.452830189,0.452830189,0.41650641,0.6171875,0.275,
Process25,2,2,1,3,2,2,2,14,0.403508772,0.403508772,0.401058824,0.576470588,0.3875,
Process25,2,2,1,3,2,2,3,15,0.220183486,0.220183486,0.3890625,0.5256917,0.25,
Process25,2,2,1,3,2,3,0,13,0.385321101,0.385321101,0.394290736,0.577075099,0.385,
Process25,2,2,1,3,2,3,1,14,0.456140351,0.456140351,0.455920977,0.63670412,0.385,
Process25,2,2,1,3,2,3,2,15,0.342342342,0.342342342,0.381921569,0.549800797,0.2925,
Process25,2,2,1,3,2,3,3,16,0.545454545,0.545454545,0.448020683,0.65648855,0.4825,
Process25,2,2,1,3,3,0,0,11,0.446428571,0.446428571,0.453612179,0.635338346,0.3425,
Process25,2,2,1,3,3,0,1,12,0.442477876,0.442477876,0.412048387,0.59922179,0.33,
Process25,2,2,1,3,3,0,2,13,0.247787611,0.247787611,0.395992647,0.529411765,0.27,
Process25,2,2,1,3,3,0,3,14,0.326923077,0.326923077,0.414750356,0.593023256,0.335,
Process25,2,2,1,3,3,1,0,12,0.243478261,0.243478261,0.357960784,0.483739837,0.33,
Process25,2,2,1,3,3,1,1,13,0.27826087,0.27826087,0.366752056,0.504032258,0.3675,
Process25,2,2,1,3,3,1,2,14,0.214285714,0.214285714,0.389753788,0.513833992,0.2925,
Process25,2,2,1,3,3,1,3,15,0.393162393,0.393162393,0.437545628,0.598484848,0.3425,
Process25,2,2,1,3,3,2,0,13,0.614035088,0.614035088,0.514638533,0.713768116,0.38,
Process25,2,2,1,3,3,2,1,14,0.392857143,0.392857143,0.397494721,0.57480315,0.3275,
Process25,2,2,1,3,3,2,2,15,0.257425743,0.257425743,0.396875,0.566929134,0.22,
Process25,2,2,1,3,3,2,3,16,0.37037037,0.37037037,0.427580128,0.605363985,0.34,
Process25,2,2,1,3,3,3,0,14,0.513761468,0.513761468,0.439128205,0.642307692,0.52,
Process25,2,2,1,3,3,3,1,15,0.432432432,0.432432432,0.445136494,0.630188679,0.3875,
Process25,2,2,1,3,3,3,2,16,0.392156863,0.392156863,0.39601545,0.595238095,0.355,
