model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,,GED,CNE,Jaccard,W-GED,LCS,
Process25,0,3,3,2,0,2,0,10,0.432989691,0.432989691,0.409310606,0.598214286,0.4325,
Process25,0,3,3,2,0,2,1,11,0.307692308,0.307692308,0.372544974,0.548387097,0.33,
Process25,0,3,3,2,0,2,2,12,0.396039604,0.396039604,0.484720048,0.643153527,0.38,
Process25,0,3,3,2,0,2,3,13,0.438095238,0.438095238,0.499122405,0.655737705,0.4475,
Process25,0,3,3,2,0,3,0,11,0.693069307,0.693069307,0.513174603,0.722689076,0.4975,
Process25,0,3,3,2,0,3,1,12,0.375,0.375,0.390132867,0.570135747,0.3025,
Process25,0,3,3,2,0,3,2,13,0.382978723,0.382978723,0.394144855,0.57918552,0.365,
Process25,0,3,3,2,0,3,3,14,0.279569892,0.279569892,0.452513136,0.606837607,0.3075,
Process25,0,3,3,2,1,0,0,9,0.484848485,0.484848485,0.513271429,0.689795918,0.345,
Process25,0,3,3,2,1,0,1,10,0.422018349,0.422018349,0.497087055,0.639344262,0.4075,
Process25,0,3,3,2,1,0,2,11,0.395604396,0.395604396,0.397132035,0.592760181,0.375,
Process25,0,3,3,2,1,0,3,12,0.456521739,0.456521739,0.41648647,0.620535714,0.4875,
Process25,0,3,3,2,1,1,0,10,0.598130841,0.598130841,0.510094905,0.700819672,0.43,
Process25,0,3,3,2,1,1,1,11,0.451612903,0.451612903,0.416770186,0.616071429,0.42,
Process25,0,3,3,2,1,1,2,12,0.404040404,0.404040404,0.401060606,0.578475336,0.3975,
Process25,0,3,3,2,1,1,3,13,0.170731707,0.170731707,0.335,0.50952381,0.3075,
Process25,0,3,3,2,1,2,0,11,0.525252525,0.525252525,0.441531056,0.641921397,0.3475,
Process25,0,3,3,2,1,2,1,12,0.415841584,0.415841584,0.40297619,0.580357143,0.4625,
Process25,0,3,3,2,1,2,2,13,0.291666667,0.291666667,0.413241758,0.566371681,0.295,
Process25,0,3,3,2,1,2,3,14,0.270833333,0.270833333,0.366384615,0.513888889,0.4275,
Process25,0,3,3,2,1,3,0,12,0.470588235,0.470588235,0.421555556,0.641255605,0.255,
Process25,0,3,3,2,1,3,1,13,0.536082474,0.536082474,0.531499833,0.71659919,0.3925,
Process25,0,3,3,2,1,3,2,14,0.285714286,0.285714286,0.413348371,0.537444934,0.27,
Process25,0,3,3,2,1,3,3,15,0.191489362,0.191489362,0.345,0.476415094,0.25,
Process25,0,3,3,2,2,0,0,10,0.66,0.66,0.45721978,0.674008811,0.3525,
Process25,0,3,3,2,2,0,1,11,0.43956044,0.43956044,0.369902054,0.574766355,0.2575,
Process25,0,3,3,2,2,0,2,12,0.291666667,0.291666667,0.411991758,0.566371681,0.31,
Process25,0,3,3,2,2,0,3,13,0.37254902,0.37254902,0.434868132,0.593073593,0.345,
Process25,0,3,3,2,2,1,0,11,0.545454545,0.545454545,0.49215095,0.686192469,0.235,
Process25,0,3,3,2,2,1,1,12,0.326923077,0.326923077,0.468745164,0.600840336,0.3775,
Process25,0,3,3,2,2,1,2,13,0.204081633,0.204081633,0.39182266,0.513513514,0.3,
Process25,0,3,3,2,2,1,3,14,0.3125,0.3125,0.375832891,0.536697248,0.3025,
Process25,0,3,3,2,2,2,0,12,0.466666667,0.466666667,0.50509505,0.698347107,0.4625,
Process25,0,3,3,2,2,2,1,13,0.319148936,0.319148936,0.461980952,0.622881356,0.4025,
Process25,0,3,3,2,2,2,2,14,0.260869565,0.260869565,0.360529412,0.520930233,0.43,
Process25,0,3,3,2,2,2,3,15,0.336448598,0.336448598,0.427626374,0.560869565,0.3725,
Process25,0,3,3,2,2,3,0,13,0.459770115,0.459770115,0.458786325,0.668103448,0.4,
Process25,0,3,3,2,2,3,1,14,0.426966292,0.426966292,0.448855589,0.649350649,0.3675,
Process25,0,3,3,2,2,3,2,15,0.285714286,0.285714286,0.456714286,0.595744681,0.35,
Process25,0,3,3,2,2,3,3,16,0.2,0.2,0.343642857,0.495283019,0.3275,
Process25,0,3,3,2,3,0,0,11,0.551020408,0.551020408,0.451052448,0.656521739,0.4425,
Process25,0,3,3,2,3,0,1,12,0.579439252,0.579439252,0.504785714,0.691358025,0.4225,
Process25,0,3,3,2,3,0,2,13,0.318181818,0.318181818,0.415321245,0.601769912,0.28,
Process25,0,3,3,2,3,0,3,14,0.315789474,0.315789474,0.419441758,0.581497797,0.325,
Process25,0,3,3,2,3,1,0,12,0.509803922,0.509803922,0.482798052,0.663865546,0.2175,
Process25,0,3,3,2,3,1,1,13,0.212765957,0.212765957,0.350030303,0.488262911,0.2825,
Process25,0,3,3,2,3,1,2,14,0.377777778,0.377777778,0.475140276,0.659663866,0.355,
Process25,0,3,3,2,3,1,3,15,0.29787234,0.29787234,0.455547619,0.612765957,0.365,
Process25,0,3,3,2,3,2,0,13,0.64,0.64,0.573235653,0.758893281,0.4825,
Process25,0,3,3,2,3,2,1,14,0.263736264,0.263736264,0.40519828,0.566964286,0.355,
Process25,0,3,3,2,3,2,2,15,0.178217822,0.178217822,0.344656863,0.443396226,0.2,
Process25,0,3,3,2,3,2,3,16,0.282608696,0.282608696,0.410142857,0.573333333,0.25,
Process25,0,3,3,2,3,3,0,14,0.653846154,0.653846154,0.53557043,0.731707317,0.43,
Process25,0,3,3,2,3,3,1,15,0.347826087,0.347826087,0.33953861,0.523809524,0.2875,
Process25,0,3,3,2,3,3,2,16,0.224719101,0.224719101,0.353642857,0.511737089,0.2675,
Process25,0,3,3,2,3,3,3,17,0.25,0.25,0.445112434,0.583690987,0.3375,
Process25,0,3,3,3,0,0,0,9,0.524271845,0.524271845,0.4615671,0.662650602,0.3525,
Process25,0,3,3,3,0,0,1,10,0.363636364,0.363636364,0.328251082,0.513513514,0.315,
Process25,0,3,3,3,0,0,2,11,0.326530612,0.326530612,0.398974633,0.575630252,0.3025,
Process25,0,3,3,3,0,0,3,12,0.222222222,0.222222222,0.368166667,0.547413793,0.4,
Process25,0,3,3,3,0,1,0,10,0.323232323,0.323232323,0.395393939,0.571428571,0.275,
Process25,0,3,3,3,0,1,1,11,0.350515464,0.350515464,0.404583333,0.589958159,0.275,
Process25,0,3,3,3,0,1,2,12,0.329896907,0.329896907,0.358037814,0.541484716,0.31,
Process25,0,3,3,3,0,1,3,13,0.38,0.38,0.452435897,0.632,0.335,
Process25,0,3,3,3,0,2,0,11,0.432989691,0.432989691,0.387965368,0.594017094,0.34,
Process25,0,3,3,3,0,2,1,12,0.376237624,0.376237624,0.37137037,0.556034483,0.3825,
Process25,0,3,3,3,0,2,2,13,0.480769231,0.480769231,0.486431818,0.671875,0.4225,
Process25,0,3,3,3,0,2,3,14,0.231578947,0.231578947,0.331925926,0.495535714,0.3,
Process25,0,3,3,3,0,3,0,12,0.227272727,0.227272727,0.288519048,0.471962617,0.25,
Process25,0,3,3,3,0,3,1,13,0.32183908,0.32183908,0.355297792,0.563876652,0.2625,
Process25,0,3,3,3,0,3,2,14,0.233009709,0.233009709,0.415771712,0.551440329,0.355,
Process25,0,3,3,3,0,3,3,15,0.273684211,0.273684211,0.421299959,0.594262295,0.3525,
Process25,0,3,3,3,1,0,0,10,0.659793814,0.659793814,0.439116162,0.669491525,0.355,
Process25,0,3,3,3,1,0,1,11,0.514851485,0.514851485,0.457892857,0.661290323,0.465,
Process25,0,3,3,3,1,0,2,12,0.231578947,0.231578947,0.331416667,0.495535714,0.1525,
Process25,0,3,3,3,1,0,3,13,0.4,0.4,0.378276224,0.593073593,0.2775,
Process25,0,3,3,3,1,1,0,11,0.519230769,0.519230769,0.497324675,0.689922481,0.4175,
Process25,0,3,3,3,1,1,1,12,0.520833333,0.520833333,0.420895443,0.638655462,0.5125,
Process25,0,3,3,3,1,1,2,13,0.270833333,0.270833333,0.34475,0.513274336,0.29,
Process25,0,3,3,3,1,1,3,14,0.166666667,0.166666667,0.2732,0.454976303,0.18,
Process25,0,3,3,3,1,2,0,12,0.645833333,0.645833333,0.469979798,0.696721311,0.3775,
Process25,0,3,3,3,1,2,1,13,0.31372549,0.31372549,0.393519231,0.558823529,0.3325,
Process25,0,3,3,3,1,2,2,14,0.404040404,0.404040404,0.3792,0.575107296,0.3725,
Process25,0,3,3,3,1,2,3,15,0.244444444,0.244444444,0.413304348,0.595041322,0.26,
Process25,0,3,3,3,1,3,0,13,0.458333333,0.458333333,0.435470396,0.643442623,0.3475,
Process25,0,3,3,3,1,3,1,14,0.315789474,0.315789474,0.43175,0.613821138,0.2725,
Process25,0,3,3,3,1,3,2,15,0.495412844,0.495412844,0.491583333,0.670542636,0.345,
Process25,0,3,3,3,1,3,3,16,0.226804124,0.226804124,0.41219943,0.566115702,0.195,
Process25,0,3,3,3,2,0,0,11,0.510204082,0.510204082,0.460071429,0.663967611,0.4125,
Process25,0,3,3,3,2,0,1,12,0.337078652,0.337078652,0.358195095,0.565789474,0.32,
Process25,0,3,3,3,2,0,2,13,0.44,0.44,0.432820513,0.62704918,0.21,
Process25,0,3,3,3,2,0,3,14,0.448598131,0.448598131,0.396340909,0.582278481,0.3775,
Process25,0,3,3,3,2,1,0,12,0.31372549,0.31372549,0.396289377,0.558823529,0.3725,
Process25,0,3,3,3,2,1,1,13,0.259259259,0.259259259,0.424931034,0.551020408,0.3475,
Process25,0,3,3,3,2,1,2,14,0.367346939,0.367346939,0.36913468,0.558441558,0.36,
Process25,0,3,3,3,2,1,3,15,0.315789474,0.315789474,0.353333333,0.539473684,0.335,
Process25,0,3,3,3,2,2,0,13,0.444444444,0.444444444,0.358591365,0.575892857,0.23,
Process25,0,3,3,3,2,2,1,14,0.463157895,0.463157895,0.477673457,0.679841897,0.415,
Process25,0,3,3,3,2,2,2,15,0.229166667,0.229166667,0.332958874,0.491071429,0.225,
Process25,0,3,3,3,2,2,3,16,0.270833333,0.270833333,0.421833333,0.590163934,0.41,
Process25,0,3,3,3,2,3,0,14,0.541666667,0.541666667,0.465067599,0.681451613,0.35,
Process25,0,3,3,3,2,3,1,15,0.260869565,0.260869565,0.338586996,0.52,0.2625,
Process25,0,3,3,3,2,3,2,16,0.238095238,0.238095238,0.328916667,0.533632287,0.2425,
Process25,0,3,3,3,2,3,3,17,0.268041237,0.268041237,0.422277778,0.586065574,0.325,
Process25,0,3,3,3,3,0,0,12,0.522522523,0.522522523,0.463091076,0.64940239,0.3775,
Process25,0,3,3,3,3,0,1,13,0.28,0.28,0.345654768,0.50660793,0.3025,
Process25,0,3,3,3,3,0,2,14,0.285714286,0.285714286,0.387914027,0.535864979,0.395,
Process25,0,3,3,3,3,0,3,15,0.5,0.5,0.450524242,0.655870445,0.3425,
Process25,0,3,3,3,3,1,0,13,0.42,0.42,0.424433333,0.617283951,0.3575,
Process25,0,3,3,3,3,1,1,14,0.416666667,0.416666667,0.381544872,0.587982833,0.415,
Process25,0,3,3,3,3,1,2,15,0.163265306,0.163265306,0.276965517,0.400943396,0.1975,
Process25,0,3,3,3,3,1,3,16,0.265306122,0.265306122,0.42075,0.581967213,0.345,
Process25,0,3,3,3,3,2,0,14,0.299065421,0.299065421,0.432060852,0.574898785,0.4125,
Process25,0,3,3,3,3,2,1,15,0.355140187,0.355140187,0.448391941,0.604,0.325,
Process25,0,3,3,3,3,2,2,16,0.316831683,0.316831683,0.435127113,0.599190283,0.3,
Process25,0,3,3,3,3,2,3,17,0.255319149,0.255319149,0.338051282,0.511111111,0.3125,
Process25,0,3,3,3,3,3,0,15,0.395833333,0.395833333,0.376030303,0.577586207,0.3675,
Process25,0,3,3,3,3,3,1,16,0.333333333,0.333333333,0.440732317,0.60483871,0.3725,
Process25,0,3,3,3,3,3,2,17,0.359550562,0.359550562,0.363830303,0.576419214,0.2025,
Process25,0,3,3,3,3,3,3,18,0.383838384,0.383838384,0.412986532,0.601659751,0.39,
Process25,1,0,0,0,0,0,0,1,0.963636364,0.963636364,0.914428571,0.961538462,0.73,
Process25,1,0,0,0,0,0,1,2,0.759259259,0.759259259,0.788256309,0.86036036,0.6675,
Process25,1,0,0,0,0,0,2,3,0.454545455,0.454545455,0.673117647,0.684466019,0.435,
Process25,1,0,0,0,0,0,3,4,0.40776699,0.40776699,0.659666667,0.673267327,0.25,
Process25,1,0,0,0,0,1,0,2,0.95412844,0.95412844,0.905678571,0.957081545,0.75,
Process25,1,0,0,0,0,1,1,3,0.605504587,0.605504587,0.725222944,0.775700935,0.4375,
Process25,1,0,0,0,0,1,2,4,0.635514019,0.635514019,0.732752747,0.795348837,0.545,
Process25,1,0,0,0,0,1,3,5,0.424242424,0.424242424,0.666946078,0.693069307,0.4775,
Process25,1,0,0,0,0,2,0,3,0.944444444,0.944444444,0.899488095,0.952586207,0.6875,
Process25,1,0,0,0,0,2,1,4,0.678899083,0.678899083,0.750551515,0.816513761,0.6625,
Process25,1,0,0,0,0,2,2,5,0.489795918,0.489795918,0.680352564,0.731707317,0.4025,
Process25,1,0,0,0,0,2,3,6,0.412371134,0.412371134,0.659602564,0.691542289,0.4075,
Process25,1,0,0,0,0,3,0,4,0.925925926,0.925925926,0.890602339,0.943722944,0.7525,
Process25,1,0,0,0,0,3,1,5,0.59047619,0.59047619,0.717787879,0.773584906,0.5125,
Process25,1,0,0,0,0,3,2,6,0.597938144,0.597938144,0.717184149,0.79047619,0.4275,
Process25,1,0,0,0,0,3,3,7,0.4,0.4,0.6555,0.676616915,0.45,
Process25,1,0,0,0,1,0,0,2,0.963636364,0.963636364,0.914428571,0.961538462,0.7375,
Process25,1,0,0,0,1,0,1,3,0.697247706,0.697247706,0.763218182,0.826484018,0.5275,
Process25,1,0,0,0,1,0,2,4,0.672727273,0.672727273,0.751712454,0.811926606,0.5975,
Process25,1,0,0,0,1,0,3,5,0.509090909,0.509090909,0.694666667,0.717703349,0.42,
Process25,1,0,0,0,1,1,0,3,0.945454545,0.945454545,0.900224026,0.9527897,0.7725,
Process25,1,0,0,0,1,1,1,4,0.709090909,0.709090909,0.765307692,0.831818182,0.685,
Process25,1,0,0,0,1,1,2,5,0.440366972,0.440366972,0.673005698,0.67804878,0.505,
Process25,1,0,0,0,1,1,3,6,0.490909091,0.490909091,0.687333333,0.706730769,0.5475,
Process25,1,0,0,0,1,2,0,4,0.944444444,0.944444444,0.899488095,0.952586207,0.715,
Process25,1,0,0,0,1,2,1,5,0.76635514,0.76635514,0.79529899,0.864864865,0.66,
Process25,1,0,0,0,1,2,2,6,0.554455446,0.554455446,0.705590909,0.76076555,0.63,
Process25,1,0,0,0,1,2,3,7,0.466019417,0.466019417,0.675034314,0.707317073,0.55,
Process25,1,0,0,0,1,3,0,5,0.925925926,0.925925926,0.883380117,0.943722944,0.625,
Process25,1,0,0,0,1,3,1,6,0.647619048,0.647619048,0.744148246,0.804651163,0.585,
Process25,1,0,0,0,1,3,2,7,0.64,0.64,0.736461538,0.807511737,0.5025,
Process25,1,0,0,0,1,3,3,8,0.709090909,0.709090909,0.768060606,0.831818182,0.12,
Process25,1,0,0,0,2,0,0,3,0.946428571,0.946428571,0.898767677,0.952991453,0.795,
Process25,1,0,0,0,2,0,1,4,0.701754386,0.701754386,0.762679487,0.823529412,0.6725,
Process25,1,0,0,0,2,0,2,5,0.934579439,0.934579439,0.891473684,0.948051948,0.7,
Process25,1,0,0,0,2,0,3,6,0.5,0.5,0.692476709,0.708133971,0.47,
Process25,1,0,0,0,2,1,0,4,0.936936937,0.936936937,0.89341847,0.948497854,0.7225,
Process25,1,0,0,0,2,1,1,5,0.522522523,0.522522523,0.694895425,0.723809524,0.4925,
Process25,1,0,0,0,2,1,2,6,0.61682243,0.61682243,0.733151515,0.785046729,0.67,
Process25,1,0,0,0,2,1,3,7,0.310679612,0.310679612,0.638866667,0.614213198,0,
Process25,1,0,0,0,2,2,0,5,0.927272727,0.927272727,0.884315789,0.943965517,0.745,
Process25,1,0,0,0,2,2,1,6,0.685185185,0.685185185,0.754077156,0.821100917,0.6425,
Process25,1,0,0,0,2,2,2,7,0.752293578,0.752293578,0.787492308,0.855855856,0.585,
Process25,1,0,0,0,2,2,3,8,0.450980392,0.450980392,0.672266667,0.700980392,0.53,
Process25,1,0,0,0,2,3,0,6,0.917431193,0.917431193,0.88336075,0.939393939,0.655,
Process25,1,0,0,0,2,3,1,7,0.59047619,0.59047619,0.718074111,0.773584906,0.5225,
Process25,1,0,0,0,2,3,2,8,0.660550459,0.660550459,0.745082497,0.806451613,0.6875,
Process25,1,0,0,0,2,3,3,9,0.32,0.32,0.634666667,0.629441624,0.59,
Process25,1,0,0,0,3,0,0,4,0.920353982,0.920353982,0.887038462,0.939914163,0.755,
Process25,1,0,0,0,3,0,1,5,0.727272727,0.727272727,0.776616384,0.841628959,0.5125,
Process25,1,0,0,0,3,0,2,6,0.504672897,0.504672897,0.691005698,0.721153846,0.2475,
Process25,1,0,0,0,3,0,3,7,0.462962963,0.462962963,0.676518519,0.694174757,0.3925,
Process25,1,0,0,0,3,1,0,5,0.945454545,0.945454545,0.898873016,0.9527897,0.68,
Process25,1,0,0,0,3,1,1,6,0.550458716,0.550458716,0.708131579,0.744075829,0.5075,
Process25,1,0,0,0,3,1,2,7,0.62962963,0.62962963,0.729238462,0.790697674,0.5775,
Process25,1,0,0,0,3,1,3,8,0.336448598,0.336448598,0.643420977,0.618090452,0.3975,
Process25,1,0,0,0,3,2,0,6,0.927272727,0.927272727,0.892090909,0.943965517,0.69,
Process25,1,0,0,0,3,2,1,7,0.504504505,0.504504505,0.691450142,0.71291866,0.53,
Process25,1,0,0,0,3,2,2,8,0.504672897,0.504672897,0.689027796,0.721153846,0.4425,
Process25,1,0,0,0,3,2,3,9,0.407407407,0.407407407,0.661487179,0.660098522,0.375,
Process25,1,0,0,0,3,3,0,7,0.934579439,0.934579439,0.893297619,0.948051948,0.74,
Process25,1,0,0,0,3,3,1,8,0.623853211,0.623853211,0.729565657,0.786046512,0.4875,
Process25,1,0,0,0,3,3,2,9,0.448598131,0.448598131,0.67062931,0.687804878,0.5,
Process25,1,0,0,0,3,3,3,10,0.336633663,0.336633663,0.63767246,0.636363636,0.38,
Process25,1,0,0,1,0,0,0,2,0.666666667,0.666666667,0.694907692,0.793859649,0.645,
Process25,1,0,0,1,0,0,1,3,0.594059406,0.594059406,0.662206061,0.769230769,0.455,
Process25,1,0,0,1,0,0,2,4,0.436363636,0.436363636,0.616640465,0.665116279,0.5525,
Process25,1,0,0,1,0,0,3,5,0.5,0.5,0.634099465,0.706422018,0.5325,
Process25,1,0,0,1,0,1,0,3,0.702702703,0.702702703,0.715350791,0.813043478,0.54,
Process25,1,0,0,1,0,1,1,4,0.684684685,0.684684685,0.707553613,0.80349345,0.6075,
Process25,1,0,0,1,0,1,2,5,0.444444444,0.444444444,0.617881667,0.674418605,0.42,
Process25,1,0,0,1,0,1,3,6,0.574074074,0.574074074,0.658715152,0.747747748,0.6125,
Process25,1,0,0,1,0,2,0,4,0.618181818,0.618181818,0.6762,0.768888889,0.68,
Process25,1,0,0,1,0,2,1,5,0.635514019,0.635514019,0.681961905,0.782222222,0.495,
Process25,1,0,0,1,0,2,2,6,0.40776699,0.40776699,0.605283377,0.66509434,0.4125,
Process25,1,0,0,1,0,2,3,7,0.336633663,0.336633663,0.583095845,0.629807692,0.42,
Process25,1,0,0,1,0,3,0,5,0.814814815,0.814814815,0.771015152,0.872340426,0.5125,
Process25,1,0,0,1,0,3,1,6,0.5,0.5,0.632848485,0.706422018,0.415,
Process25,1,0,0,1,0,3,2,7,0.47706422,0.47706422,0.626632799,0.69124424,0.545,
Process25,1,0,0,1,0,3,3,8,0.481481481,0.481481481,0.629169213,0.695852535,0.38,
Process25,1,0,0,1,1,0,0,3,0.839285714,0.839285714,0.787055336,0.882352941,0.6325,
Process25,1,0,0,1,1,0,1,4,0.540540541,0.540540541,0.651272727,0.7239819,0.47,
Process25,1,0,0,1,1,0,2,5,0.472727273,0.472727273,0.626035416,0.686635945,0.495,
Process25,1,0,0,1,1,0,3,6,0.235294118,0.235294118,0.559652406,0.566502463,0.295,
Process25,1,0,0,1,1,1,0,4,0.709090909,0.709090909,0.715314286,0.817391304,0.595,
Process25,1,0,0,1,1,1,1,5,0.47706422,0.47706422,0.625239026,0.69124424,0.45,
Process25,1,0,0,1,1,1,2,6,0.321428571,0.321428571,0.584140152,0.588516746,0.5225,
Process25,1,0,0,1,1,1,3,7,0.317757009,0.317757009,0.580997678,0.600961538,0.315,
Process25,1,0,0,1,1,2,0,5,0.828828829,0.828828829,0.777271562,0.877637131,0.645,
Process25,1,0,0,1,1,2,1,6,0.537037037,0.537037037,0.647067146,0.727272727,0.53,
Process25,1,0,0,1,1,2,2,7,0.545454545,0.545454545,0.651449874,0.728506787,0.4625,
Process25,1,0,0,1,1,2,3,8,0.3125,0.3125,0.578148485,0.631067961,0.3775,
Process25,1,0,0,1,1,3,0,6,0.825688073,0.825688073,0.7748557,0.877118644,0.6575,
Process25,1,0,0,1,1,3,1,7,0.603773585,0.603773585,0.668727273,0.766816143,0.375,
Process25,1,0,0,1,1,3,2,8,0.304761905,0.304761905,0.578779519,0.599033816,0.4325,
Process25,1,0,0,1,1,3,3,9,0.533333333,0.533333333,0.644115152,0.730593607,0.3775,
Process25,1,0,0,1,2,0,0,4,0.672566372,0.672566372,0.700596959,0.794759825,0.55,
Process25,1,0,0,1,2,0,1,5,0.636363636,0.636363636,0.685416667,0.778761062,0.495,
Process25,1,0,0,1,2,0,2,6,0.535714286,0.535714286,0.647929095,0.719457014,0.5475,
Process25,1,0,0,1,2,0,3,7,0.423076923,0.423076923,0.609503387,0.671361502,0.3725,
Process25,1,0,0,1,2,1,0,5,0.928571429,0.928571429,0.838600289,0.925925926,0.59,
Process25,1,0,0,1,2,1,1,6,0.504504505,0.504504505,0.636663251,0.703196347,0.495,
Process25,1,0,0,1,2,1,2,7,0.342342342,0.342342342,0.588205941,0.604761905,0.5175,
Process25,1,0,0,1,2,1,3,8,0.403669725,0.403669725,0.604561129,0.647887324,0.425,
Process25,1,0,0,1,2,2,0,6,0.8,0.8,0.756964427,0.863829787,0.6375,
Process25,1,0,0,1,2,2,1,7,0.535714286,0.535714286,0.646144781,0.719457014,0.4675,
Process25,1,0,0,1,2,2,2,8,0.594594595,0.594594595,0.666483516,0.754464286,0.4425,
Process25,1,0,0,1,2,2,3,9,0.660550459,0.660550459,0.69444995,0.792951542,0.4975,
Process25,1,0,0,1,2,3,0,7,0.756756757,0.756756757,0.737786612,0.841201717,0.67,
Process25,1,0,0,1,2,3,1,8,0.509433962,0.509433962,0.634236763,0.71559633,0.63,
Process25,1,0,0,1,2,3,2,9,0.411214953,0.411214953,0.606997026,0.657276995,0.4475,
Process25,1,0,0,1,2,3,3,10,0.371134021,0.371134021,0.592240469,0.660287081,0.3575,
Process25,1,0,0,1,3,0,0,5,0.839285714,0.839285714,0.783320707,0.882352941,0.7125,
Process25,1,0,0,1,3,0,1,6,0.414414414,0.414414414,0.609164274,0.64953271,0.5025,
Process25,1,0,0,1,3,0,2,7,0.607142857,0.607142857,0.672665152,0.76,0.52,
Process25,1,0,0,1,3,0,3,8,0.256880734,0.256880734,0.569073659,0.556097561,0.3725,
Process25,1,0,0,1,3,1,0,6,0.672727273,0.672727273,0.701206349,0.798245614,0.5175,
Process25,1,0,0,1,3,1,1,7,0.738738739,0.738738739,0.731367521,0.831896552,0.295,
Process25,1,0,0,1,3,1,2,8,0.458715596,0.458715596,0.626428613,0.680555556,0.5325,
Process25,1,0,0,1,3,1,3,9,0.555555556,0.555555556,0.655967532,0.737556561,0.2425,
Process25,1,0,0,1,3,2,0,7,0.803571429,0.803571429,0.762727606,0.86440678,0.5175,
Process25,1,0,0,1,3,2,1,8,0.481481481,0.481481481,0.628723032,0.695852535,0.555,
Process25,1,0,0,1,3,2,2,9,0.468468468,0.468468468,0.623776646,0.68202765,0.455,
Process25,1,0,0,1,3,2,3,10,0.464285714,0.464285714,0.623343206,0.677419355,0.3675,
Process25,1,0,0,1,3,3,0,8,0.803571429,0.803571429,0.762506494,0.86440678,0.475,
Process25,1,0,0,1,3,3,1,9,0.630630631,0.630630631,0.684217572,0.774336283,0.545,
Process25,1,0,0,1,3,3,2,10,0.5,0.5,0.632505426,0.706422018,0.39,
Process25,1,0,0,1,3,3,3,11,0.396226415,0.396226415,0.600995037,0.650943396,0.5325,
Process25,1,0,0,2,0,0,0,3,0.553571429,0.553571429,0.606904762,0.719827586,0.5875,
Process25,1,0,0,2,0,0,1,4,0.589285714,0.589285714,0.623722944,0.739316239,0.5025,
Process25,1,0,0,2,0,0,2,5,0.438095238,0.438095238,0.568203704,0.669642857,0.3275,
Process25,1,0,0,2,0,0,3,6,0.490909091,0.490909091,0.587320513,0.688596491,0.4275,
Process25,1,0,0,2,0,1,0,4,0.594594595,0.594594595,0.62566092,0.743589744,0.5,
Process25,1,0,0,2,0,1,1,5,0.432432432,0.432432432,0.567754902,0.653333333,0.51,
Process25,1,0,0,2,0,1,2,6,0.320754717,0.320754717,0.543566667,0.600917431,0.2475,
Process25,1,0,0,2,0,1,3,7,0.432432432,0.432432432,0.569770928,0.653333333,0.4,
Process25,1,0,0,2,0,2,0,5,0.763636364,0.763636364,0.696160079,0.83127572,0.64,
Process25,1,0,0,2,0,2,1,6,0.446428571,0.446428571,0.574751105,0.659292035,0.3975,
Process25,1,0,0,2,0,2,2,7,0.314814815,0.314814815,0.536134409,0.591743119,0.3675,
Process25,1,0,0,2,0,2,3,8,0.392523364,0.392523364,0.556666667,0.63963964,0.3875,
Process25,1,0,0,2,0,3,0,6,0.568807339,0.568807339,0.609642857,0.732758621,0.59,
Process25,1,0,0,2,0,3,1,7,0.444444444,0.444444444,0.571606754,0.666666667,0.615,
Process25,1,0,0,2,0,3,2,8,0.429906542,0.429906542,0.569166667,0.660714286,0.45,
Process25,1,0,0,2,0,3,3,9,0.252427184,0.252427184,0.519274194,0.570093458,0.37,
Process25,1,0,0,2,1,0,0,4,0.578947368,0.578947368,0.620705128,0.730769231,0.525,
Process25,1,0,0,2,1,0,1,5,0.261682243,0.261682243,0.526574074,0.562790698,0.35,
Process25,1,0,0,2,1,0,2,6,0.517857143,0.517857143,0.596595238,0.7,0.2775,
Process25,1,0,0,2,1,0,3,7,0.637168142,0.637168142,0.640816239,0.76371308,0.36,
Process25,1,0,0,2,1,1,0,5,0.619469027,0.619469027,0.639269162,0.754237288,0.5425,
Process25,1,0,0,2,1,1,1,6,0.477876106,0.477876106,0.582712885,0.675438596,0.4625,
Process25,1,0,0,2,1,1,2,7,0.333333333,0.333333333,0.544309524,0.602739726,0.4625,
Process25,1,0,0,2,1,1,3,8,0.482142857,0.482142857,0.586135328,0.679824561,0.38,
Process25,1,0,0,2,1,2,0,6,0.612612613,0.612612613,0.63,0.753191489,0.5925,
Process25,1,0,0,2,1,2,1,7,0.36036036,0.36036036,0.548875,0.610859729,0.49,
Process25,1,0,0,2,1,2,2,8,0.361904762,0.361904762,0.546965075,0.627272727,0.495,
Process25,1,0,0,2,1,2,3,9,0.198198198,0.198198198,0.510296053,0.509433962,0.3375,
Process25,1,0,0,2,1,3,0,7,0.581818182,0.581818182,0.615521978,0.738197425,0.535,
Process25,1,0,0,2,1,3,1,8,0.581818182,0.581818182,0.61866092,0.738197425,0.33,
Process25,1,0,0,2,1,3,2,9,0.654545455,0.654545455,0.646547619,0.776371308,0.2975,
Process25,1,0,0,2,1,3,3,10,0.345454545,0.345454545,0.544405594,0.604545455,0.3475,
Process25,1,0,0,2,2,0,0,5,0.719298246,0.719298246,0.680811966,0.805785124,0.67,
Process25,1,0,0,2,2,0,1,6,0.601769912,0.601769912,0.627472944,0.744680851,0.435,
Process25,1,0,0,2,2,0,2,7,0.428571429,0.428571429,0.568028736,0.648888889,0.3725,
