sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,GED,CNE,Jaccard,W-GED,LCS
Process3,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.6699999999999998
Process3,0,0,0,0,0,0,1,0.868421052631579,0.868421052631579,0.9178571428571429,0.9665551839464883,0.6949999999999998
Process3,0,0,0,0,0,0,2,0.736842105263158,0.7368421052631579,0.9228571428571429,0.9319727891156463,0.4275000000000001
Process3,0,0,0,0,0,0,3,0.6052631578947368,0.6052631578947368,0.8653333333333334,0.8961937716262975,0.29250000000000004
Process3,0,0,0,0,0,1,0,0.9866666666666667,0.9866666666666667,0.9783333333333334,0.9966996699669967,0.6874999999999998
Process3,0,0,0,0,0,1,1,0.8266666666666667,0.8266666666666667,0.8969318181818182,0.9562289562289562,0.7049999999999998
Process3,0,0,0,0,0,1,2,0.8266666666666667,0.8266666666666667,0.9675,0.9562289562289562,0.575
Process3,0,0,0,0,0,1,3,0.6857142857142857,0.6857142857142857,0.8986857142857143,0.9241379310344827,0.325
Process3,0,0,0,0,0,2,0,0.972972972972973,0.972972972972973,0.9750000000000001,0.9933774834437086,0.49
Process3,0,0,0,0,0,2,1,0.8378378378378378,0.8378378378378378,0.9686956521739131,0.9595959595959596,0.6124999999999999
Process3,0,0,0,0,0,2,2,0.7567567567567568,0.7567567567567568,0.8820289855072464,0.9387755102040816,0.6849999999999996
Process3,0,0,0,0,0,2,3,0.6111111111111112,0.6111111111111112,0.8391538461538461,0.9027777777777778,0.5424999999999999
Process3,0,0,0,0,0,3,0,0.9589041095890412,0.958904109589041,0.99,0.9900332225913622,0.5149999999999999
Process3,0,0,0,0,0,3,1,0.8493150684931507,0.8493150684931506,0.9510606060606062,0.9629629629629629,0.4700000000000001
Process3,0,0,0,0,0,3,2,0.6376811594202898,0.6376811594202898,0.8516521739130436,0.9131944444444444,0.31000000000000005
Process3,0,0,0,0,0,3,3,0.6301369863013699,0.6301369863013698,0.9111330049261084,0.9065743944636678,0.4749999999999999
Process3,0,0,0,0,1,0,0,0.987012987012987,0.987012987012987,0.93,0.9967105263157895,0.7049999999999998
Process3,0,0,0,0,1,0,1,0.7792207792207793,0.7792207792207793,0.8350000000000001,0.9425675675675675,0.6524999999999997
Process3,0,0,0,0,1,0,2,0.6756756756756757,0.6756756756756757,0.8717948717948718,0.9175257731958762,0.5574999999999999
Process3,0,0,0,0,1,0,3,0.647887323943662,0.647887323943662,0.8170000000000001,0.9134948096885813,0.4375
Process3,0,0,0,0,1,1,0,0.9736842105263158,0.9736842105263158,0.9780952380952381,0.9933993399339934,0.5724999999999998
Process3,0,0,0,0,1,1,1,0.8533333333333333,0.8533333333333334,0.915,0.9630872483221476,0.4825
Process3,0,0,0,0,1,1,2,0.6052631578947368,0.6052631578947368,0.781,0.8961937716262975,0.7
Process3,0,0,0,0,1,1,3,0.6578947368421053,0.6578947368421053,0.7867692307692308,0.9106529209621993,0.41250000000000003
Process3,0,0,0,0,1,2,0,0.9866666666666667,0.9866666666666667,0.9966666666666668,0.9966996699669967,0.6824999999999999
Process3,0,0,0,0,1,2,1,0.821917808219178,0.821917808219178,0.8972727272727273,0.956081081081081,0.4000000000000001
Process3,0,0,0,0,1,2,2,0.6666666666666667,0.6666666666666666,0.7896581196581197,0.9140893470790378,0.6624999999999999
Process3,0,0,0,0,1,2,3,0.6376811594202898,0.6376811594202898,0.8569,0.9131944444444444,0.36750000000000005
Process3,0,0,0,0,1,3,0,0.9459459459459459,0.9459459459459459,0.92,0.9867109634551495,0.53
Process3,0,0,0,0,1,3,1,0.7567567567567568,0.7567567567567568,0.893864734299517,0.9387755102040817,0.5625
Process3,0,0,0,0,1,3,2,0.7027027027027026,0.7027027027027027,0.9333333333333333,0.9246575342465754,0.535
Process3,0,0,0,0,1,3,3,0.6,0.6,0.8504273504273505,0.9024390243902439,0.5174999999999998
Process3,0,0,0,0,2,0,0,0.987012987012987,0.987012987012987,0.93,0.9967105263157895,0.6999999999999998
Process3,0,0,0,0,2,0,1,0.7692307692307692,0.7692307692307693,0.8350000000000001,0.9391891891891891,0.5574999999999999
Process3,0,0,0,0,2,0,2,0.7272727272727273,0.7272727272727273,0.890854700854701,0.9285714285714286,0.5025
Process3,0,0,0,0,2,0,3,0.5641025641025641,0.5641025641025641,0.8344827586206898,0.8819444444444444,0.6674999999999998
Process3,0,0,0,0,2,1,0,0.961038961038961,0.961038961038961,0.9080952380952382,0.9900990099009901,0.6899999999999997
Process3,0,0,0,0,2,1,1,0.8831168831168831,0.8831168831168831,0.9596103896103897,0.97,0.5499999999999999
Process3,0,0,0,0,2,1,2,0.5866666666666667,0.5866666666666667,0.8368181818181819,0.8923611111111112,0.7024999999999999
Process3,0,0,0,0,2,1,3,0.72,0.72,0.8187912087912088,0.9283276450511946,0.4525
Process3,0,0,0,0,2,2,0,0.96,0.96,0.9233333333333333,0.9900662251655629,0.52
Process3,0,0,0,0,2,2,1,0.8421052631578947,0.8421052631578947,0.8450000000000001,0.959731543624161,0.485
Process3,0,0,0,0,2,2,2,0.6052631578947368,0.6052631578947368,0.781,0.8961937716262975,0.0
Process3,0,0,0,0,2,2,3,0.56,0.56,0.8460000000000001,0.8850174216027875,0.5349999999999999
Process3,0,0,0,0,2,3,0,0.9459459459459459,0.9459459459459459,0.9016666666666667,0.9867109634551495,0.5325
Process3,0,0,0,0,2,3,1,0.7567567567567568,0.7567567567567568,0.8725,0.9387755102040816,0.5574999999999999
Process3,0,0,0,0,2,3,2,0.72,0.72,0.8266,0.9283276450511946,0.5449999999999999
Process3,0,0,0,0,2,3,3,0.6216216216216216,0.6216216216216216,0.7844444444444445,0.903114186851211,0.565
Process3,0,0,0,0,3,0,0,0.9743589743589743,0.9743589743589743,0.8600000000000001,0.993421052631579,0.6824999999999999
Process3,0,0,0,0,3,0,1,0.8860759493670887,0.8860759493670886,0.8242857142857143,0.9700996677740864,0.7149999999999999
Process3,0,0,0,0,3,0,2,0.810126582278481,0.810126582278481,0.8342995169082126,0.9496644295302014,0.6874999999999998
Process3,0,0,0,0,3,0,3,0.5897435897435898,0.5897435897435898,0.7953333333333334,0.889273356401384,0.44999999999999996
Process3,0,0,0,0,3,1,0,0.961038961038961,0.961038961038961,0.9266666666666667,0.9900990099009901,0.7149999999999999
Process3,0,0,0,0,3,1,1,0.8311688311688312,0.8311688311688312,0.9059595959595961,0.9563758389261745,0.6949999999999998
Process3,0,0,0,0,3,1,2,0.7012987012987013,0.7012987012987013,0.8257692307692308,0.9215017064846416,0.36000000000000004
Process3,0,0,0,0,3,1,3,0.5974025974025974,0.5974025974025974,0.7786363636363637,0.8927335640138409,0.5025
Process3,0,0,0,0,3,2,0,0.9473684210526316,0.9473684210526315,0.9233333333333333,0.9867549668874173,0.7024999999999998
Process3,0,0,0,0,3,2,1,0.8421052631578947,0.8421052631578947,0.9700000000000001,0.959731543624161,0.7
Process3,0,0,0,0,3,2,2,0.7012987012987013,0.7012987012987013,0.8073333333333333,0.9215017064846417,0.35750000000000004
Process3,0,0,0,0,3,2,3,0.6376811594202898,0.6376811594202898,0.8658333333333335,0.9131944444444444,0.325
Process3,0,0,0,0,3,3,0,0.96,0.96,0.9233333333333333,0.9900662251655629,0.6799999999999997
Process3,0,0,0,0,3,3,1,0.736842105263158,0.7368421052631579,0.8300000000000001,0.9319727891156463,0.595
Process3,0,0,0,0,3,3,2,0.7894736842105263,0.7894736842105263,0.8250000000000001,0.9459459459459459,0.31500000000000006
Process3,0,0,0,0,3,3,3,0.5866666666666667,0.5866666666666667,0.8060536398467434,0.8923611111111112,0.4125000000000001
Process3,0,0,0,1,0,0,0,0.8831168831168831,0.8831168831168831,0.9335151515151516,0.9548387096774194,0.5524999999999999
Process3,0,0,0,1,0,0,1,0.7272727272727273,0.7272727272727273,0.8350666666666667,0.9144736842105263,0.6224999999999998
Process3,0,0,0,1,0,0,2,0.5714285714285714,0.5714285714285714,0.8183440860215054,0.87248322147651,0.4325000000000001
Process3,0,0,0,1,0,0,3,0.5194805194805194,0.5194805194805194,0.7773333333333334,0.8581081081081081,0.5849999999999999
Process3,0,0,0,1,0,1,0,0.868421052631579,0.868421052631579,0.8981904761904763,0.9514563106796117,0.44
Process3,0,0,0,1,0,1,1,0.7894736842105263,0.7894736842105263,0.9193333333333334,0.9313725490196079,0.5049999999999999
Process3,0,0,0,1,0,1,2,0.868421052631579,0.868421052631579,0.8753333333333334,0.9514563106796117,0.4749999999999999
Process3,0,0,0,1,0,1,3,0.6027397260273972,0.6027397260273972,0.7953333333333334,0.8859060402684564,0.28250000000000003
Process3,0,0,0,1,0,2,0,0.9066666666666666,0.9066666666666666,0.9373333333333334,0.9612903225806452,0.565
Process3,0,0,0,1,0,2,1,0.6849315068493151,0.684931506849315,0.8557728937728939,0.9069767441860466,0.475
Process3,0,0,0,1,0,2,2,0.5833333333333333,0.5833333333333334,0.8458259441707718,0.8821548821548821,0.38750000000000007
Process3,0,0,0,1,0,2,3,0.6133333333333333,0.6133333333333333,0.8092222222222223,0.8862876254180602,0.37750000000000006
Process3,0,0,0,1,0,3,0,0.9189189189189189,0.918918918918919,0.9210350877192983,0.964516129032258,0.5174999999999998
Process3,0,0,0,1,0,3,1,0.6756756756756757,0.6756756756756757,0.8464871794871796,0.9036544850498339,0.43000000000000005
Process3,0,0,0,1,0,3,2,0.7027027027027026,0.7027027027027027,0.8356833333333334,0.9105960264900662,0.40750000000000003
Process3,0,0,0,1,0,3,3,0.5405405405405406,0.5405405405405406,0.7897777777777779,0.8682432432432432,0.4375
Process3,0,0,0,1,1,0,0,0.9230769230769231,0.9230769230769231,0.8733333333333334,0.9647435897435898,0.5824999999999998
Process3,0,0,0,1,1,0,1,0.717948717948718,0.717948717948718,0.8307333333333334,0.9111842105263158,0.6049999999999998
Process3,0,0,0,1,1,0,2,0.6153846153846154,0.6153846153846154,0.7271515151515152,0.8833333333333333,0.5999999999999999
Process3,0,0,0,1,1,0,3,0.6133333333333333,0.6133333333333333,0.8215238095238095,0.8862876254180602,0.36750000000000005
Process3,0,0,0,1,1,1,0,0.8571428571428572,0.8571428571428571,0.7920833333333335,0.948220064724919,0.6074999999999999
Process3,0,0,0,1,1,1,1,0.7792207792207793,0.7792207792207793,0.8603333333333334,0.9281045751633987,0.5674999999999999
Process3,0,0,0,1,1,1,2,0.7012987012987013,0.7012987012987013,0.7811025641025642,0.9075907590759076,0.5649999999999998
Process3,0,0,0,1,1,1,3,0.5974025974025974,0.5974025974025974,0.8206666666666668,0.8795986622073578,0.49499999999999994
Process3,0,0,0,1,1,2,0,0.8421052631578947,0.8421052631578947,0.9094891774891776,0.9448051948051948,0.6024999999999998
Process3,0,0,0,1,1,2,1,0.7105263157894737,0.7105263157894737,0.8206222222222224,0.9108910891089109,0.4675
Process3,0,0,0,1,1,2,2,0.6842105263157895,0.6842105263157895,0.8381904761904763,0.9039735099337748,0.335
Process3,0,0,0,1,1,2,3,0.6216216216216216,0.6216216216216216,0.7381333333333334,0.8896321070234113,0.30499999999999994
Process3,0,0,0,1,1,3,0,0.9066666666666666,0.9066666666666666,0.8510350877192983,0.9612903225806452,0.3975
Process3,0,0,0,1,1,3,1,0.7027027027027026,0.7027027027027027,0.8356833333333334,0.9105960264900662,0.47750000000000004
Process3,0,0,0,1,1,3,2,0.5753424657534247,0.5753424657534246,0.7909976689976691,0.8787878787878788,0.4375
Process3,0,0,0,1,1,3,3,0.5866666666666667,0.5866666666666667,0.8041904761904763,0.8791946308724832,0.5275000000000001
Process3,0,0,0,1,2,0,0,0.8717948717948718,0.8717948717948718,0.8711111111111112,0.9516129032258065,0.6099999999999999
Process3,0,0,0,1,2,0,1,0.6923076923076923,0.6923076923076923,0.8153696969696971,0.9042904290429042,0.6374999999999997
Process3,0,0,0,1,2,0,2,0.6835443037974683,0.6835443037974683,0.8053333333333335,0.900990099009901,0.375
Process3,0,0,0,1,2,0,3,0.6075949367088608,0.6075949367088608,0.7384761904761905,0.88,0.4425000000000001
Process3,0,0,0,1,2,1,0,0.935064935064935,0.935064935064935,0.9433333333333334,0.967948717948718,0.5699999999999998
Process3,0,0,0,1,2,1,1,0.7792207792207793,0.7792207792207793,0.7916376811594203,0.9281045751633987,0.35250000000000004
Process3,0,0,0,1,2,1,2,0.5384615384615384,0.5384615384615384,0.6503333333333334,0.8619528619528619,0.5574999999999999
Process3,0,0,0,1,2,1,3,0.5384615384615384,0.5384615384615384,0.7881666666666667,0.8619528619528619,0.3075
Process3,0,0,0,1,2,2,0,0.8533333333333333,0.8533333333333334,0.8723333333333334,0.948051948051948,0.5924999999999998
Process3,0,0,0,1,2,2,1,0.6842105263157895,0.6842105263157895,0.7787948717948718,0.9039735099337748,0.5175
Process3,0,0,0,1,2,2,2,0.5945945945945945,0.5945945945945946,0.6711666666666667,0.8825503355704698,0.475
Process3,0,0,0,1,2,2,3,0.5714285714285714,0.5714285714285714,0.7537607526881721,0.87248322147651,0.44
Process3,0,0,0,1,2,3,0,0.88,0.88,0.8270000000000001,0.9546925566343042,0.5599999999999999
Process3,0,0,0,1,2,3,1,0.6842105263157895,0.6842105263157895,0.8153333333333335,0.9039735099337748,0.5974999999999999
Process3,0,0,0,1,2,3,2,0.6578947368421053,0.6578947368421053,0.7449914529914531,0.8970099667774086,0.4675
Process3,0,0,0,1,2,3,3,0.5263157894736843,0.5263157894736842,0.7498897849462367,0.8614864864864865,0.3075
Process3,0,0,0,1,3,0,0,0.8354430379746836,0.8354430379746836,0.795968253968254,0.941747572815534,0.5724999999999999
Process3,0,0,0,1,3,0,1,0.8,0.8,0.7853333333333334,0.9318181818181819,0.6199999999999997
Process3,0,0,0,1,3,0,2,0.7088607594936709,0.7088607594936709,0.8404102564102565,0.9078947368421053,0.5725
Process3,0,0,0,1,3,0,3,0.55,0.55,0.6516342737722048,0.8624161073825503,0.3700000000000001
Process3,0,0,0,1,3,1,0,0.8974358974358975,0.8974358974358975,0.8517619047619048,0.9581993569131833,0.5774999999999999
Process3,0,0,0,1,3,1,1,0.717948717948718,0.717948717948718,0.6961666666666667,0.9111842105263157,0.5025
Process3,0,0,0,1,3,1,2,0.5569620253164558,0.5569620253164557,0.730969696969697,0.8657718120805369,0.2675
Process3,0,0,0,1,3,1,3,0.641025641025641,0.6410256410256411,0.7521111111111112,0.8903654485049833,0.5275
Process3,0,0,0,1,3,2,0,0.8461538461538461,0.8461538461538461,0.7981111111111112,0.9449838187702265,0.6099999999999999
Process3,0,0,0,1,3,2,1,0.717948717948718,0.717948717948718,0.7618333333333334,0.9111842105263158,0.5949999999999999
Process3,0,0,0,1,3,2,2,0.7532467532467533,0.7532467532467533,0.7190289855072465,0.921311475409836,0.5999999999999999
Process3,0,0,0,1,3,2,3,0.7012987012987013,0.7012987012987013,0.7636666666666667,0.9075907590759076,0.39999999999999997
Process3,0,0,0,1,3,3,0,0.8311688311688312,0.8311688311688312,0.8253333333333335,0.9415584415584416,0.5624999999999999
Process3,0,0,0,1,3,3,1,0.631578947368421,0.631578947368421,0.7299333333333334,0.89,0.5899999999999999
Process3,0,0,0,1,3,3,2,0.5675675675675675,0.5675675675675675,0.752654761904762,0.8754208754208754,0.41000000000000003
Process3,0,0,0,1,3,3,3,0.5526315789473684,0.5526315789473685,0.6511904761904763,0.8686868686868687,0.575
Process3,0,0,0,2,0,0,0,0.7948717948717949,0.7948717948717948,0.825163043478261,0.9179810725552051,0.53
Process3,0,0,0,2,0,0,1,0.6666666666666667,0.6666666666666666,0.8083928571428571,0.8846153846153846,0.28750000000000003
Process3,0,0,0,2,0,0,2,0.641025641025641,0.6410256410256411,0.7867261904761905,0.8778135048231511,0.5175
Process3,0,0,0,2,0,0,3,0.5333333333333333,0.5333333333333333,0.763138888888889,0.8529411764705882,0.4275
Process3,0,0,0,2,0,1,0,0.7532467532467533,0.7532467532467533,0.8187500000000001,0.9079365079365079,0.5399999999999999
Process3,0,0,0,2,0,1,1,0.7012987012987013,0.7012987012987013,0.7935833333333334,0.8945686900958466,0.29000000000000004
Process3,0,0,0,2,0,1,2,0.6493506493506493,0.6493506493506493,0.8062500000000001,0.8810289389067524,0.36750000000000005
Process3,0,0,0,2,0,1,3,0.6753246753246753,0.6753246753246753,0.778215811965812,0.8878205128205128,0.3125
Process3,0,0,0,2,0,2,0,0.7894736842105263,0.7894736842105263,0.8318400621118013,0.9177215189873418,0.4949999999999999
Process3,0,0,0,2,0,2,1,0.6578947368421053,0.6578947368421053,0.77385,0.8842443729903537,0.44999999999999996
Process3,0,0,0,2,0,2,2,0.6052631578947368,0.6052631578947368,0.7570277777777779,0.8705501618122977,0.26999999999999996
Process3,0,0,0,2,0,2,3,0.5526315789473684,0.5526315789473685,0.7775833333333334,0.8566775244299674,0.43750000000000006
Process3,0,0,0,2,0,3,0,0.7733333333333333,0.7733333333333333,0.82125,0.9142857142857143,0.4425000000000001
Process3,0,0,0,2,0,3,1,0.6933333333333334,0.6933333333333334,0.7966000000000001,0.8942307692307693,0.4624999999999999
Process3,0,0,0,2,0,3,2,0.64,0.64,0.8133928571428573,0.8806451612903226,0.15500000000000005
Process3,0,0,0,2,0,3,3,0.5866666666666667,0.5866666666666667,0.7995258620689656,0.8668831168831169,0.3925
Process3,0,0,0,2,1,0,0,0.7848101265822784,0.7848101265822784,0.8179408212560387,0.9148264984227129,0.5174999999999998
Process3,0,0,0,2,1,0,1,0.7848101265822784,0.7848101265822784,0.8816346153846155,0.9148264984227129,0.45499999999999996
Process3,0,0,0,2,1,0,2,0.641025641025641,0.6410256410256411,0.7722500000000001,0.8778135048231511,0.44
Process3,0,0,0,2,1,0,3,0.5063291139240507,0.5063291139240507,0.6897500000000001,0.8398692810457516,0.44000000000000006
Process3,0,0,0,2,1,1,0,0.7435897435897436,0.7435897435897436,0.7861630434782609,0.9047619047619048,0.4925
