sep=,
addActSerial,addActParallel,replaceAct,addConst,totalChanges,swapActivities,GED,LCS
0,0,3,1,1,5,0.8870292887029289,0.4459543866759018
0,0,3,1,2,6,0.803347280334728,0.4480470253731764
0,0,3,1,3,7,0.7112970711297071,0.40694276411056474
0,0,3,2,0,5,0.925,0.4805304101513023
0,0,3,2,1,6,0.8166666666666667,0.3940035201319109
0,0,3,2,2,7,0.8166666666666667,0.4087084952902268
0,0,3,2,3,8,0.7698744769874477,0.42064972904295683
0,0,3,3,0,6,0.9173553719008265,0.4852613099599538
0,0,3,3,1,7,0.8429752066115702,0.3822375899331366
0,0,3,3,2,8,0.75,0.45839647026607755
0,0,3,3,3,9,0.768595041322314,0.43621139439005907
0,1,0,0,0,1,0.9957805907172996,0.48907706228478287
0,1,0,0,1,2,0.9620253164556962,0.49580221955133014
0,1,0,0,2,3,0.8945147679324894,0.48363106448259263
0,1,0,0,3,4,0.8523206751054853,0.4892702782692272
0,1,0,1,0,2,0.9915966386554622,0.49351221392423217
0,1,0,1,1,3,0.9411764705882353,0.45416950193152716
0,1,0,1,2,4,0.8907563025210083,0.47097405796328823
0,1,0,1,3,5,0.8776371308016877,0.43612967542748915
0,1,0,2,0,3,0.9874476987447699,0.49783224759838896
0,1,0,2,1,4,0.9411764705882353,0.4805511594773867
0,1,0,2,2,5,0.9159663865546218,0.4724255617326758
0,1,0,2,3,6,0.8368200836820083,0.4134825389387954
0,1,0,3,0,4,0.9874476987447699,0.4960338832789125
0,1,0,3,1,5,0.9495798319327731,0.4926998930906561
0,1,0,3,2,6,0.9243697478991597,0.48838360932990177
0,1,0,3,3,7,0.8786610878661087,0.4390409285216935
0,1,1,0,0,2,0.9747899159663865,0.4705955255353538
0,1,1,0,1,3,0.9159663865546218,0.34154004581097797
0,1,1,0,2,4,0.8823529411764706,0.4635651264489884
0,1,1,0,3,5,0.8319327731092436,0.35179292294902026
0,1,1,1,0,3,0.9623430962343096,0.48865267917806887
0,1,1,1,1,4,0.9372384937238494,0.4748486510761179
0,1,1,1,2,5,0.8702928870292888,0.3868315086534064
0,1,1,1,3,6,0.8067226890756303,0.4397494122355014
0,1,1,2,0,4,0.9666666666666667,0.47067914977574604
0,1,1,2,1,5,0.9166666666666666,0.40760725835180456
0,1,1,2,2,6,0.8945147679324894,0.4266546994353658
0,1,1,2,3,7,0.7563025210084033,0.43818847706271646
0,1,1,3,0,5,0.9583333333333334,0.48621020706613566
0,1,1,3,1,6,0.895397489539749,0.45795216267988303
0,1,1,3,2,7,0.8666666666666667,0.44669876059602387
0,1,1,3,3,8,0.7966804979253113,0.4335024132896156
0,1,2,0,0,3,0.9539748953974896,0.4753454551729295
0,1,2,0,1,4,0.9037656903765691,0.4494485549739862
0,1,2,0,2,5,0.8200836820083682,0.46467920932805973
0,1,2,0,3,6,0.7782426778242678,0.4246713602671646
0,1,2,1,0,4,0.9205020920502092,0.4760837376008903
0,1,2,1,1,5,0.875,0.4503520963158154
0,1,2,1,2,6,0.864406779661017,0.4436884226596071
0,1,2,1,3,7,0.7949790794979079,0.4416465625520417
0,1,2,2,0,5,0.9377593360995851,0.4420105937606366
0,1,2,2,1,6,0.8702928870292888,0.46808775310265727
0,1,2,2,2,7,0.7966804979253113,0.4339286887029886
0,1,2,2,3,8,0.8117154811715481,0.37311074048415777
0,1,2,3,0,6,0.95,0.4725089147951459
0,1,2,3,1,7,0.8760330578512396,0.44557583498777137
0,1,2,3,2,8,0.8016528925619835,0.4314463837518242
0,1,2,3,3,9,0.7551867219917012,0.405270619648012
0,1,3,0,0,4,0.925,0.46180304920344434
0,1,3,0,1,5,0.85,0.4422694160055123
0,1,3,0,2,6,0.7916666666666666,0.42708572109614285
0,1,3,0,3,7,0.7142857142857143,0.38183881587887947
0,1,3,1,0,5,0.8713692946058091,0.43226523122767546
0,1,3,1,1,6,0.8630705394190872,0.43296938437659327
0,1,3,1,2,7,0.8464730290456431,0.4101172017586812
0,1,3,1,3,8,0.7866108786610879,0.4188415896930609
0,1,3,2,0,6,0.9256198347107438,0.4382993060499958
0,1,3,2,1,7,0.8666666666666667,0.418296453049961
0,1,3,2,2,8,0.8512396694214877,0.440493846130801
0,1,3,2,3,9,0.7768595041322314,0.4266414150885395
0,1,3,3,0,7,0.9053497942386831,0.472148864626628
0,1,3,3,1,8,0.8583333333333334,0.38785900096112014
0,1,3,3,2,9,0.7520661157024793,0.42234457389911817
0,1,3,3,3,10,0.71900826446281,0.4015865053921942
0,2,0,0,0,2,0.9915966386554622,0.4917901615291258
0,2,0,0,1,3,0.9491525423728814,0.4961460421546996
0,2,0,0,2,4,0.907563025210084,0.4550012575569976
0,2,0,0,3,5,0.8305084745762712,0.43965354700808684
0,2,0,1,0,3,0.9874476987447699,0.4929087762508066
0,2,0,1,1,4,0.9288702928870293,0.4650327786972056
0,2,0,1,2,5,0.8898305084745762,0.45703051645977405
0,2,0,1,3,6,0.8368200836820083,0.39444527004003627
0,2,0,2,0,4,0.9874476987447699,0.4693389496924777
0,2,0,2,1,5,0.9583333333333334,0.44184894186169094
0,2,0,2,2,6,0.8870292887029289,0.4665216714333176
0,2,0,2,3,7,0.865546218487395,0.43708179288498306
0,2,0,3,0,5,0.9874476987447699,0.49451457994055364
0,2,0,3,1,6,0.95,0.4697984797303997
0,2,0,3,2,7,0.9045643153526971,0.4335628975895531
0,2,0,3,3,8,0.869198312236287,0.4286258961109899
0,2,1,0,0,3,0.9707112970711297,0.46971079981664654
0,2,1,0,1,4,0.9205020920502092,0.40320351360626905
0,2,1,0,2,5,0.8870292887029289,0.44108393367969984
0,2,1,0,3,6,0.803347280334728,0.4342209930225822
0,2,1,1,0,4,0.9333333333333333,0.4682915278929055
0,2,1,1,1,5,0.9333333333333333,0.4499308356595354
0,2,1,1,2,6,0.8666666666666667,0.4781587998964978
0,2,1,1,3,7,0.8166666666666667,0.4007789868715713
0,2,1,2,0,5,0.95,0.4661992990473778
0,2,1,2,1,6,0.9333333333333333,0.46483013051796906
0,2,1,2,2,7,0.8333333333333334,0.3912331206309502
0,2,1,2,3,8,0.8083333333333333,0.43792255255322876
0,2,1,3,0,6,0.9626556016597511,0.4523595707383863
0,2,1,3,1,7,0.8713692946058091,0.36800085567475727
0,2,1,3,2,8,0.8666666666666667,0.4360860637013148
0,2,1,3,3,9,0.7603305785123967,0.3925485075549884
0,2,2,0,0,4,0.875,0.4317281570868775
0,2,2,0,1,5,0.925,0.44685309345397944
0,2,2,0,2,6,0.8083333333333333,0.433849097722382
0,2,2,0,3,7,0.85,0.43081830219626943
0,2,2,1,0,5,0.9416666666666667,0.4805059767699226
0,2,2,1,1,6,0.8879668049792531,0.4583447710207712
0,2,2,1,2,7,0.8547717842323651,0.4319707346623396
0,2,2,1,3,8,0.8215767634854771,0.42134293879657503
0,2,2,2,0,6,0.9543568464730291,0.4131648043482182
0,2,2,2,1,7,0.8713692946058091,0.4199970804548603
0,2,2,2,2,8,0.7933884297520661,0.4443829610282838
0,2,2,2,3,9,0.743801652892562,0.44177857229505707
0,2,2,3,0,7,0.9211618257261411,0.46296892237971954
0,2,2,3,1,8,0.9294605809128631,0.4450309421646511
0,2,2,3,2,9,0.8429752066115702,0.44807992263790347
0,2,2,3,3,10,0.8347107438016529,0.4339752701862498
0,2,3,0,0,5,0.9377593360995851,0.4572724711470544
0,2,3,0,1,6,0.8630705394190872,0.4569662001275279
0,2,3,0,2,7,0.8215767634854771,0.44069261303055307
0,2,3,0,3,8,0.7966804979253113,0.4367709870791803
0,2,3,1,0,6,0.9045643153526971,0.470762057008546
0,2,3,1,1,7,0.859504132231405,0.44797502187133165
0,2,3,1,2,8,0.7966804979253113,0.41149982285566433
0,2,3,1,3,9,0.7883817427385892,0.4251763917381809
0,2,3,2,0,7,0.9053497942386831,0.4558431830722369
0,2,3,2,1,8,0.8724279835390947,0.4181939524933579
0,2,3,2,2,9,0.8429752066115702,0.3728777800101649
0,2,3,2,3,10,0.7242798353909465,0.4010818660632173
0,2,3,3,0,8,0.8641975308641976,0.4310675208360174
0,2,3,3,1,9,0.8688524590163934,0.43642297683967757
0,2,3,3,2,10,0.8724279835390947,0.4428246641467838
0,2,3,3,3,11,0.775,0.3850644886293201
0,3,0,0,0,3,0.9874476987447699,0.46787974897705686
0,3,0,0,1,4,0.9288702928870293,0.44062725329806196
0,3,0,0,2,5,0.8451882845188284,0.3966112204032122
0,3,0,0,3,6,0.8368200836820083,0.4336894000881647
0,3,0,1,0,4,0.9833333333333333,0.481911635008037
0,3,0,1,1,5,0.95,0.41253282932595525
0,3,0,1,2,6,0.875,0.43546844415216335
0,3,0,1,3,7,0.8083333333333333,0.4062891444795857
0,3,0,2,0,5,0.9833333333333333,0.4239692047146272
0,3,0,2,1,6,0.9294605809128631,0.42307192240302155
0,3,0,2,2,7,0.8962655601659751,0.4453076744838117
0,3,0,2,3,8,0.8200836820083682,0.41817627231014565
0,3,0,3,0,6,0.9752066115702479,0.4339253542923164
0,3,0,3,1,7,0.925,0.4741450476153487
0,3,0,3,2,8,0.8666666666666667,0.4466323532480374
0,3,0,3,3,9,0.895397489539749,0.44539383478606237
0,3,1,0,0,4,0.95,0.4781889478217011
0,3,1,0,1,5,0.8583333333333334,0.4029610902217936
0,3,1,0,2,6,0.85,0.4134723306545719
0,3,1,0,3,7,0.7583333333333333,0.3724174527103298
0,3,1,1,0,5,0.9626556016597511,0.4168019088534224
0,3,1,1,1,6,0.9128630705394191,0.43950133006999703
0,3,1,1,2,7,0.8666666666666667,0.4409161066252201
0,3,1,1,3,8,0.8049792531120332,0.3756811816963108
0,3,1,2,0,6,0.9543568464730291,0.3896943794798948
0,3,1,2,1,7,0.859504132231405,0.4567530095951843
0,3,1,2,2,8,0.8016528925619835,0.377442895198326
0,3,1,2,3,9,0.8049792531120332,0.43645833277035073
0,3,1,3,0,7,0.9586776859504132,0.4301847634071244
0,3,1,3,1,8,0.9173553719008265,0.46039132865422816
0,3,1,3,2,9,0.8264462809917356,0.4107490715872215
0,3,1,3,3,10,0.831275720164609,0.43918625712303305
0,3,2,0,0,5,0.9128630705394191,0.44275586759289687
0,3,2,0,1,6,0.9128630705394191,0.44957035275515866
0,3,2,0,2,7,0.8713692946058091,0.4549770692237223
0,3,2,0,3,8,0.8132780082987552,0.41221263142297626
0,3,2,1,0,6,0.9128630705394191,0.4805123181007936
0,3,2,1,1,7,0.8677685950413223,0.44380799183861286
0,3,2,1,2,8,0.8181818181818181,0.4220233795020323
0,3,2,1,3,9,0.8166666666666667,0.4012202827142155
0,3,2,2,0,7,0.946058091286307,0.45664638165405924
0,3,2,2,1,8,0.8888888888888888,0.4294825464357309
0,3,2,2,2,9,0.8132780082987552,0.40714941873737487
0,3,2,2,3,10,0.8148148148148149,0.35522070073916845
0,3,2,3,0,8,0.9508196721311475,0.4286054200516961
0,3,2,3,1,9,0.860655737704918,0.4347271093804662
0,3,2,3,2,10,0.8032786885245902,0.4258678787387765
0,3,2,3,3,11,0.7800829875518672,0.40126406616792176
0,3,3,0,0,6,0.8264462809917356,0.39096703498753743
0,3,3,0,1,7,0.8181818181818181,0.4373939937827542
0,3,3,0,2,8,0.8264462809917356,0.4381145618606318
0,3,3,0,3,9,0.8181818181818181,0.3891519758016182
0,3,3,1,0,7,0.9090909090909091,0.4623565746238928
0,3,3,1,1,8,0.831275720164609,0.3970927009532915
0,3,3,1,2,9,0.8065843621399177,0.4262339005674973
0,3,3,1,3,10,0.7447698744769875,0.41466275810039477
0,3,3,2,0,8,0.860655737704918,0.42347190482055086
0,3,3,2,1,9,0.8181818181818181,0.4271778700250821
0,3,3,2,2,10,0.8524590163934427,0.26342113972664516
0,3,3,2,3,11,0.7983539094650206,0.3893975330857285
0,3,3,3,0,9,0.8326530612244898,0.33191867196148483
0,3,3,3,1,10,0.8724279835390947,0.4113226669611596
0,3,3,3,2,11,0.7868852459016393,0.41561420072530253
0,3,3,3,3,12,0.7377049180327868,0.42586986778902375
1,0,0,0,0,1,0.9831932773109243,0.4725969803637289
1,0,0,0,1,2,0.9495798319327731,0.48964568085298643
1,0,0,0,2,3,0.8991596638655462,0.4650169594658775
1,0,0,0,3,4,0.8487394957983193,0.46175147248270776
1,0,0,1,0,2,0.9831932773109243,0.47878121326324596
1,0,0,1,1,3,0.9121338912133892,0.4529081514894177
1,0,0,1,2,4,0.8786610878661087,0.4584492326973454
1,0,0,1,3,5,0.7983193277310925,0.4088701460320389
1,0,0,2,0,3,0.9790794979079498,0.49719403676600804
1,0,0,2,1,4,0.9205020920502092,0.48552197591798385
1,0,0,2,2,5,0.8739495798319328,0.44764945250871196
1,0,0,2,3,6,0.8354430379746836,0.44433883513335565
1,0,0,3,0,4,0.9790794979079498,0.4949110273515148
1,0,0,3,1,5,0.9083333333333333,0.4852230806067534
1,0,0,3,2,6,0.8666666666666667,0.4726975309307496
1,0,0,3,3,7,0.825,0.44787933969725013
1,0,1,0,0,2,0.9583333333333334,0.45682791545843016
1,0,1,0,1,3,0.9205020920502092,0.4623887349982419
1,0,1,0,2,4,0.8619246861924686,0.39454060743852765
1,0,1,0,3,5,0.8284518828451883,0.4238951867752665
1,0,1,1,0,3,0.9583333333333334,0.5032259991199151
1,0,1,1,1,4,0.85,0.41648854795555745
1,0,1,1,2,5,0.8630705394190872,0.4531553791377002
1,0,1,1,3,6,0.7647058823529411,0.4161537916235628
1,0,1,2,0,4,0.9543568464730291,0.46083938918836154
1,0,1,2,1,5,0.875,0.454095125374028
1,0,1,2,2,6,0.8879668049792531,0.47029101026917225
1,0,1,2,3,7,0.8381742738589212,0.4156099357846397
1,0,1,3,0,5,0.9294605809128631,0.4345860609659745
1,0,1,3,1,6,0.9008264462809917,0.4831650872714677
1,0,1,3,2,7,0.884297520661157,0.46058750128684867
1,0,1,3,3,8,0.7355371900826446,0.364191684284467
1,0,2,0,0,3,0.8962655601659751,0.4664191296573177
1,0,2,0,1,4,0.875,0.4262490363252852
1,0,2,0,2,5,0.8416666666666667,0.4715523671291292
1,0,2,0,3,6,0.7833333333333333,0.4269588212155627
1,0,2,1,0,4,0.946058091286307,0.4767343626159283
1,0,2,1,1,5,0.8713692946058091,0.4801018273885421
1,0,2,1,2,6,0.875,0.4566140820727515
1,0,2,1,3,7,0.743801652892562,0.41067831615724903
1,0,2,2,0,5,0.9377593360995851,0.48366258256774886
1,0,2,2,1,6,0.8796680497925311,0.45680961012951626
1,0,2,2,2,7,0.8547717842323651,0.33781032628477825
1,0,2,2,3,8,0.803347280334728,0.38929813145495396
1,0,2,3,0,6,0.9173553719008265,0.46621050203846015
1,0,2,3,1,7,0.8641975308641976,0.4521089528619546
1,0,2,3,2,8,0.8512396694214877,0.4571408258522822
1,0,2,3,3,9,0.7603305785123967,0.44921584213917815
1,0,3,0,0,4,0.8925619834710744,0.4628203648999427
1,0,3,0,1,5,0.8200836820083682,0.47285093006771306
1,0,3,0,2,6,0.7468879668049793,0.4277512575810688
1,0,3,0,3,7,0.8049792531120332,0.4158987980154488
1,0,3,1,0,5,0.8888888888888888,0.4690587477156499
1,0,3,1,1,6,0.859504132231405,0.4332609815436429
1,0,3,1,2,7,0.8347107438016529,0.38386921389200723
1,0,3,1,3,8,0.71900826446281,0.39204576308496913
1,0,3,2,0,6,0.9053497942386831,0.46963830444081983
1,0,3,2,1,7,0.8724279835390947,0.47273267932825114
1,0,3,2,2,8,0.7654320987654322,0.3779912347434675
1,0,3,2,3,9,0.8,0.3853570298907612
1,0,3,3,0,7,0.9053497942386831,0.4431837117346855
1,0,3,3,1,8,0.8477366255144033,0.4359942457547844
1,0,3,3,2,9,0.8395061728395061,0.44136249938524175
1,0,3,3,3,10,0.7654320987654322,0.39401171670438384
1,1,0,0,0,2,0.9666666666666667,0.486728877071026
1,1,0,0,1,3,0.895397489539749,0.48305849348603147
1,1,0,0,2,4,0.8833333333333333,0.4127195884273397
1,1,0,0,3,5,0.8451882845188284,0.3943293213869645
1,1,0,1,0,3,0.9790794979079498,0.48551694747071145
1,1,0,1,1,4,0.9037656903765691,0.48399185942490364
1,1,0,1,2,5,0.8879668049792531,0.4607287456937353
1,1,0,1,3,6,0.803347280334728,0.4386195372543049
1,1,0,2,0,4,0.9790794979079498,0.48325038970052014
1,1,0,2,1,5,0.9372384937238494,0.4738582524016459
1,1,0,2,2,6,0.8916666666666666,0.46026738913085263
1,1,0,2,3,7,0.7966804979253113,0.4394086985117358
1,1,0,3,0,5,0.9669421487603306,0.44716462706256904
1,1,0,3,1,6,0.9294605809128631,0.46153654855272863
1,1,0,3,2,7,0.8713692946058091,0.4501349499101328
1,1,0,3,3,8,0.8298755186721991,0.4705145030296138
1,1,1,0,0,3,0.9583333333333334,0.48009425015593554
1,1,1,0,1,4,0.9166666666666666,0.4904291820710186
1,1,1,0,2,5,0.8333333333333334,0.43854143009707586
1,1,1,0,3,6,0.7666666666666666,0.42936243243195016
1,1,1,1,0,4,0.9294605809128631,0.43600278907443113
1,1,1,1,1,5,0.9128630705394191,0.4655715107000849
1,1,1,1,2,6,0.8464730290456431,0.4427278834762333
1,1,1,1,3,7,0.7551867219917012,0.41582180902066646
1,1,1,2,0,5,0.9504132231404958,0.45944670177949193
1,1,1,2,1,6,0.8512396694214877,0.42248080952377665
1,1,1,2,2,7,0.8298755186721991,0.4053010068313385
1,1,1,2,3,8,0.8099173553719008,0.4133184777255494
1,1,1,3,0,6,0.9098360655737705,0.4020777699782006
1,1,1,3,1,7,0.9008264462809917,0.4103978825412618
1,1,1,3,2,8,0.8181818181818181,0.45321787467346464
1,1,1,3,3,9,0.7901234567901234,0.39690740257268425
1,1,2,0,0,4,0.9543568464730291,0.4826400236654008
1,1,2,0,1,5,0.8962655601659751,0.4403334668466398
1,1,2,0,2,6,0.7851239669421488,0.3925389324129901
1,1,2,0,3,7,0.7800829875518672,0.4177687400796578
1,1,2,1,0,5,0.8925619834710744,0.4768571509751484
1,1,2,1,1,6,0.8559670781893004,0.45542573883686144
1,1,2,1,2,7,0.8049792531120332,0.44584923779323005
1,1,2,1,3,8,0.7768595041322314,0.411180970714797
1,1,2,2,0,6,0.8934426229508197,0.48469537998377776
1,1,2,2,1,7,0.8477366255144033,0.40527178114554935
1,1,2,2,2,8,0.7736625514403292,0.3009251289203121
1,1,2,2,3,9,0.7325102880658436,0.446259259993955
1,1,2,3,0,7,0.897119341563786,0.45790056824657155
1,1,2,3,1,8,0.884297520661157,0.4323489406155604
1,1,2,3,2,9,0.8489795918367347,0.3878538487647056
1,1,2,3,3,10,0.8298755186721991,0.4248885108625329
1,1,3,0,0,5,0.8925619834710744,0.45449469272056864
1,1,3,0,1,6,0.8559670781893004,0.45278826854039156
1,1,3,0,2,7,0.859504132231405,0.4180975622856904
1,1,3,0,3,8,0.7768595041322314,0.38694513108285594
1,1,3,1,0,6,0.8724279835390947,0.4688179775091875
1,1,3,1,1,7,0.823045267489712,0.4180648850672588
1,1,3,1,2,8,0.7933884297520661,0.4229292588042326
1,1,3,1,3,9,0.7489711934156378,0.39260436826102096
1,1,3,2,0,7,0.8724279835390947,0.463218526662494
1,1,3,2,1,8,0.8559670781893004,0.410390722937648
1,1,3,2,2,9,0.8148148148148149,0.3844659567610006
1,1,3,2,3,10,0.7901234567901234,0.39788850679973575
1,1,3,3,0,8,0.8734693877551021,0.43555346736732914
1,1,3,3,1,9,0.819672131147541,0.4508629003151974
1,1,3,3,2,10,0.8360655737704918,0.412454894700928
1,1,3,3,3,11,0.7333333333333334,0.3536375865573538
1,2,0,0,0,3,0.975,0.4863499721807359
1,2,0,0,1,4,0.9416666666666667,0.4583730980813836
1,2,0,0,2,5,0.8916666666666666,0.4603415570521997
1,2,0,0,3,6,0.8333333333333334,0.44298768382335774
1,2,0,1,0,4,0.970954356846473,0.4846709723909784
1,2,0,1,1,5,0.9173553719008265,0.465914939846003
1,2,0,1,2,6,0.8547717842323651,0.4002506303869986
1,2,0,1,3,7,0.9037656903765691,0.4500635813886955
1,2,0,2,0,5,0.975,0.4857913797445166
1,2,0,2,1,6,0.9256198347107438,0.46098618535318026
1,2,0,2,2,7,0.884297520661157,0.44914694528319943
1,2,0,2,3,8,0.8016528925619835,0.3909194626559728
1,2,0,3,0,6,0.962962962962963,0.4846590987448606
1,2,0,3,1,7,0.897119341563786,0.43166635942501075
1,2,0,3,2,8,0.8099173553719008,0.42468914654134593
1,2,0,3,3,9,0.7800829875518672,0.3526573609370349
1,2,1,0,0,4,0.9543568464730291,0.4568847255897372
1,2,1,0,1,5,0.9256198347107438,0.4662987754449457
1,2,1,0,2,6,0.8630705394190872,0.4797831365245375
1,2,1,0,3,7,0.8677685950413223,0.4378556571505232
1,2,1,1,0,5,0.9504132231404958,0.4173714007819466
1,2,1,1,1,6,0.9090909090909091,0.4361419983578989
1,2,1,1,2,7,0.8429752066115702,0.4319531075243611
1,2,1,1,3,8,0.7916666666666666,0.4355542199977091
1,2,1,2,0,6,0.9382716049382716,0.46373601467413356
1,2,1,2,1,7,0.8713692946058091,0.4644054866241648
1,2,1,2,2,8,0.831275720164609,0.44217806438229046
1,2,1,2,3,9,0.8148148148148149,0.43330676295165454
1,2,1,3,0,7,0.9504132231404958,0.48488605330847917
1,2,1,3,1,8,0.8934426229508197,0.4549931777407724
1,2,1,3,2,9,0.8477366255144033,0.42994822104904595
1,2,1,3,3,10,0.8099173553719008,0.42442688848180077
1,2,2,0,0,5,0.9173553719008265,0.4352808266703603
1,2,2,0,1,6,0.8429752066115702,0.43631363245394794
1,2,2,0,2,7,0.8016528925619835,0.4482894665477171
1,2,2,0,3,8,0.8099173553719008,0.412282038956611
1,2,2,1,0,6,0.9300411522633745,0.4763574841055679
1,2,2,1,1,7,0.831275720164609,0.470162854353667
1,2,2,1,2,8,0.823045267489712,0.371129074810422
1,2,2,1,3,9,0.7983539094650206,0.3791894857339101
1,2,2,2,0,7,0.8806584362139918,0.4822349491078026
1,2,2,2,1,8,0.8524590163934427,0.46377892280170874
1,2,2,2,2,9,0.7654320987654322,0.40967001585567764
1,2,2,2,3,10,0.7704918032786885,0.4235628708691641
1,2,2,3,0,8,0.889795918367347,0.42582456826125237
1,2,2,3,1,9,0.8688524590163934,0.39605093247819234
1,2,2,3,2,10,0.8408163265306122,0.41367753805098406
1,2,2,3,3,11,0.7950819672131147,0.40268706796857734
1,2,3,0,0,6,0.8888888888888888,0.4690561459921327
1,2,3,0,1,7,0.8442622950819672,0.4321339806940831
1,2,3,0,2,8,0.8148148148148149,0.4474369899761214
1,2,3,0,3,9,0.7377049180327868,0.42246964076618343
1,2,3,1,0,7,0.8688524590163934,0.4619766775990318
1,2,3,1,1,8,0.8571428571428572,0.44125857979494265
1,2,3,1,2,9,0.8081632653061225,0.4264429581623668
1,2,3,1,3,10,0.7428571428571429,0.4497773299128984
1,2,3,2,0,8,0.9382716049382716,0.4563592028739664
1,2,3,2,1,9,0.8148148148148149,0.4258260050610301
1,2,3,2,2,10,0.8326530612244898,0.4296221522635303
1,2,3,2,3,11,0.7346938775510203,0.383668121390707
1,2,3,3,0,9,0.8617886178861789,0.46827998965612977
1,2,3,3,1,10,0.8408163265306122,0.45546724808696215
1,2,3,3,2,11,0.8114754098360656,0.40647624512948355
1,2,3,3,3,12,0.7489711934156378,0.3279595056145129
1,3,0,0,0,4,0.970954356846473,0.4657726563247441
1,3,0,0,1,5,0.9128630705394191,0.327330613413769
1,3,0,0,2,6,0.8713692946058091,0.44932130404397164
1,3,0,0,3,7,0.8381742738589212,0.43450436975935347
1,3,0,1,0,5,0.9669421487603306,0.4975038492658157
1,3,0,1,1,6,0.9008264462809917,0.45304843771145176
1,3,0,1,2,7,0.884297520661157,0.41805613358558213
1,3,0,1,3,8,0.757201646090535,0.3538479419124364
1,3,0,2,0,6,0.9547325102880658,0.4508807163964639
1,3,0,2,1,7,0.9344262295081968,0.47707019829548897
1,3,0,2,2,8,0.8547717842323651,0.4543191731955558
1,3,0,2,3,9,0.884297520661157,0.4710785532915417
1,3,0,3,0,7,0.962962962962963,0.48410766917604897
1,3,0,3,1,8,0.9159663865546218,0.48659732523233407
1,3,0,3,2,9,0.8264462809917356,0.3930460118245522
1,3,0,3,3,10,0.8770491803278688,0.4496643333253638
1,3,1,0,0,5,0.9504132231404958,0.45412780529613717
1,3,1,0,1,6,0.884297520661157,0.45260010914879734
1,3,1,0,2,7,0.8760330578512396,0.4256366489339922
1,3,1,0,3,8,0.757201646090535,0.41739145988492876
1,3,1,1,0,6,0.9465020576131687,0.4527781267437527
1,3,1,1,1,7,0.8760330578512396,0.3997353887652481
