sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,GED,CNE,Jaccard,W-GED,LCSProcess101,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0
Process101,0,0,0,0,0,0,1,0.8421052631578947,0.8421052631578947,0.9458119658119659,0.9436325678496869,0.0
Process101,0,0,0,0,0,0,2,0.8571428571428572,0.8571428571428571,0.9512941176470588,0.9498956158663883,0.0
Process101,0,0,0,0,0,0,3,0.7719298245614035,0.7719298245614035,0.9300544464609801,0.9175475687103594,0.0
Process101,0,0,0,0,0,1,0,0.9911504424778761,0.9911504424778761,0.9971428571428572,0.9969450101832994,0.0
Process101,0,0,0,0,0,1,1,0.9380530973451328,0.9380530973451328,0.9776231884057972,0.9784172661870504,0.0
Process101,0,0,0,0,0,1,2,0.7387387387387387,0.7387387387387387,0.9202142857142858,0.9071504802561366,0.0
Process101,0,0,0,0,0,1,3,0.6902654867256637,0.6902654867256637,0.9148750000000001,0.8872180451127819,0.0
Process101,0,0,0,0,0,2,0,0.9821428571428571,0.9821428571428571,0.9921428571428572,0.9938712972420838,0.0
Process101,0,0,0,0,0,2,1,0.8392857142857143,0.8392857142857143,0.9448888888888889,0.9434554973821989,0.0
Process101,0,0,0,0,0,2,2,0.7678571428571428,0.7678571428571429,0.9273308270676692,0.9172852598091198,0.0
Process101,0,0,0,0,0,2,3,0.7272727272727273,0.7272727272727273,0.9180714285714286,0.9036402569593148,0.0
Process101,0,0,0,0,0,3,0,0.972972972972973,0.972972972972973,0.9892857142857143,0.9907786885245902,0.0
Process101,0,0,0,0,0,3,1,0.9189189189189189,0.918918918918919,0.9750000000000001,0.9720785935884177,0.0
Process101,0,0,0,0,0,3,2,0.8108108108108107,0.8108108108108109,0.9341894736842106,0.9336143308746049,0.0
Process101,0,0,0,0,0,3,3,0.6972477064220184,0.6972477064220184,0.9126190476190477,0.8933189655172413,0.0
Process101,0,0,0,0,1,0,0,0.991304347826087,0.991304347826087,0.8700000000000001,0.9969543147208122,0.0
Process101,0,0,0,0,1,0,1,0.8869565217391304,0.8869565217391304,0.9602117647058824,0.9596690796277145,0.0
Process101,0,0,0,0,1,0,2,0.782608695652174,0.782608695652174,0.9321234119782215,0.9209694415173867,0.0
Process101,0,0,0,0,1,0,3,0.8070175438596492,0.8070175438596491,0.9388888888888889,0.930672268907563,0.0
Process101,0,0,0,0,1,1,0,0.9824561403508771,0.9824561403508771,0.8671428571428572,0.9938900203665988,0.0
Process101,0,0,0,0,1,1,1,0.9122807017543859,0.9122807017543859,0.9675,0.9690721649484536,0.0
Process101,0,0,0,0,1,1,2,0.7964601769911505,0.7964601769911505,0.9326153846153846,0.9272918861959958,0.0
Process101,0,0,0,0,1,1,3,0.736842105263158,0.7368421052631579,0.7928275862068966,0.9042553191489362,0.0
Process101,0,0,0,0,1,2,0,0.9734513274336283,0.9734513274336283,0.9242857142857144,0.9908069458631257,0.0
Process101,0,0,0,0,1,2,1,0.8672566371681416,0.8672566371681416,0.9529807692307692,0.9531737773152966,0.0
Process101,0,0,0,0,1,2,2,0.7857142857142857,0.7857142857142857,0.9291153846153847,0.9238900634249472,0.0
Process101,0,0,0,0,1,2,3,0.7610619469026548,0.7610619469026548,0.9244444444444445,0.9141039236479321,0.0
Process101,0,0,0,0,1,3,0,0.9642857142857143,0.9642857142857143,0.8592857142857143,0.9877049180327869,0.0
Process101,0,0,0,0,1,3,1,0.8928571428571429,0.8928571428571429,0.9596419437340153,0.9626556016597511,0.0
Process101,0,0,0,0,1,3,2,0.75,0.75,0.9243012704174229,0.9106382978723404,0.0
