sep=,
model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,swapActivities,GED,CNE,Jaccard,W-GED,LCSProcess101,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.72
Process101,0,0,0,0,0,0,1,0.9298245614035088,0.9298245614035088,0.9720652173913044,0.9753340184994861,0.6674999999999999
Process101,0,0,0,0,0,0,2,0.736842105263158,0.7368421052631579,0.922,0.9042553191489362,0.5125
Process101,0,0,0,0,0,0,3,0.7857142857142857,0.7857142857142857,0.9346031746031747,0.9238900634249472,0.6225
Process101,0,0,0,0,0,1,0,0.9911504424778761,0.9911504424778761,0.9971428571428572,0.9969450101832994,0.7174999999999999
Process101,0,0,0,0,0,1,1,0.8849557522123894,0.8849557522123894,0.9577941176470588,0.9595435684647303,0.5449999999999999
Process101,0,0,0,0,0,1,2,0.8761904761904762,0.8761904761904762,0.9565217391304348,0.9590336134453782,0.6425
Process101,0,0,0,0,0,1,3,0.7964601769911505,0.7964601769911505,0.9342690058479532,0.9272918861959958,0.5225
Process101,0,0,0,0,0,2,0,0.9821428571428571,0.9821428571428571,0.9921428571428572,0.9938712972420838,0.72
Process101,0,0,0,0,0,2,1,0.875,0.875,0.9552941176470588,0.9562955254942768,0.6775
Process101,0,0,0,0,0,2,2,0.8214285714285714,0.8214285714285714,0.9459821428571429,0.9369747899159664,0.605
Process101,0,0,0,0,0,2,3,0.8,0.8,0.9378431372549021,0.9302325581395349,0.7650000000000001
Process101,0,0,0,0,0,3,0,0.972972972972973,0.972972972972973,0.9850000000000001,0.9907786885245902,0.585
Process101,0,0,0,0,0,3,1,0.8828828828828829,0.8828828828828829,0.9570332480818415,0.959417273673257,0.6124999999999998
Process101,0,0,0,0,0,3,2,0.7567567567567568,0.7567567567567568,0.9259386973180077,0.9138297872340425,0.5025
Process101,0,0,0,0,0,3,3,0.7207207207207207,0.7207207207207207,0.9158275862068965,0.9004282655246253,0.595
Process101,0,0,0,0,1,0,0,0.991304347826087,0.991304347826087,0.9972727272727273,0.9969543147208122,0.7650000000000001
