refSim, trueSim
0.07272727272727274,0.07272727272727274
0.6000000000000001,0.14545454545454548
0.5333333333333333,0.22889610389610393
0.7857142857142858,0.275974025974026
0.9333333333333333,0.2788961038961039
0.8,0.3256493506493507
0.8711111111111112,0.3724025974025974
0.9600000000000001,0.362012987012987
0.9600000000000001,0.362012987012987
0.9600000000000001,0.362012987012987
0.93,0.36298701298701297
0.8283333333333334,0.4100649350649351
0.9233333333333333,0.4100649350649351
0.915,0.4064935064935065
0.8814285714285715,0.3983982683982684
0.99,0.39935064935064934
0.8572727272727273,0.42500000000000004
1.0,0.42500000000000004
1.0,0.42500000000000004
0.9833333333333334,0.42142857142857143
0.9833333333333334,0.42142857142857143
0.8583333333333334,0.4685064935064936
0.9500000000000002,0.4711038961038962
0.9500000000000002,0.4711038961038962
0.9000000000000001,0.4607142857142858
0.8009615384615386,0.49025974025974023
0.8178571428571428,0.5157575757575759
0.9875,0.5153409090909091
0.9875,0.5153409090909091
0.8766666666666667,0.5513368983957219
0.9166666666666667,0.560799813996745
0.8957142857142858,0.5702627295977679
0.9928571428571429,0.570998023715415
0.9257142857142857,0.567873023715415
0.8314285714285714,0.6061688311688312
0.9125000000000001,0.6175324675324676
0.9529411764705882,0.6425324675324676
0.9029411764705882,0.652922077922078
0.8279411764705882,0.6467532467532469
0.9375,0.6503246753246754
0.9375,0.6503246753246754
0.9375,0.6503246753246754
0.875,0.6396103896103897
1.0,0.6396103896103897
0.8916666666666667,0.6324675324675325
1.0,0.6324675324675325
1.0,0.6324675324675325
0.938888888888889,0.6683549783549784
0.8055555555555557,0.6616883116883117
0.9750000000000001,0.6581168831168831
0.7828947368421053,0.7016233766233766
1.0,0.7016233766233766
1.0,0.7016233766233766
0.8500000000000001,0.7016233766233766
0.8,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
0.9500000000000001,0.6944805194805195
0.9500000000000001,0.6944805194805195
0.9500000000000001,0.6944805194805195
0.9500000000000001,0.6944805194805195
0.9500000000000001,0.6944805194805195
0.8,0.7016233766233766
1.0,0.7016233766233766
1.0,0.7016233766233766
0.8,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
1.0,0.6909090909090909
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.96,0.7272727272727273
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
0.9238095238095239,0.7636363636363637
