refSim, trueSim
0.9944819129368485,1.0,2454
0.9944819129368485,1.0,2466
0.9950920245398773,1.0,2479
0.9944819129368485,1.0,2491
0.9944819129368485,1.0,2504
0.9944819129368485,1.0,2516
0.9944819129368485,1.0,2528
0.9932639314145744,1.0,2541
0.9950920245398773,1.0,2559
0.9944819129368485,1.0,2572
0.9944819129368485,1.0,2585
0.9938725490196079,1.0,2598
0.9957081545064378,1.0,2610
0.9951040391676866,1.0,2622
0.994488671157379,1.0,2634
0.9957134109001837,1.0,2646
0.9932639314145744,1.0,2659
0.9957134109001837,1.0,2671
0.994488671157379,1.0,2683
0.9957081545064378,1.0,2696
0.9938725490196079,1.0,2709
0.9950980392156863,1.0,2722
0.9963235294117647,1.0,2734
0.996934396076027,1.0,2747
0.9944819129368485,1.0,2759
0.9938725490196079,1.0,2771
0.9963235294117647,1.0,2783
0.9975490196078431,1.0,2796
0.9957081545064378,1.0,2808
0.9963235294117647,1.0,2820
0.994488671157379,1.0,2833
0.994488671157379,1.0,2845
0.996934396076027,1.0,2858
0.9950980392156863,1.0,2870
0.9950980392156863,1.0,2882
0.9950980392156863,1.0,2895
0.9950980392156863,1.0,2907
0.9938725490196079,1.0,2919
0.9950980392156863,1.0,2931
0.9944819129368485,1.0,2944
0.9950920245398773,1.0,2956
0.9957081545064378,1.0,2968
0.9944819129368485,1.0,2980
0.9938725490196079,1.0,2992
0.9950920245398773,1.0,3004
0.9950920245398773,1.0,3016
0.9938725490196079,1.0,3028
0.9944819129368485,1.0,3041
0.9944819129368485,1.0,3053
0.9938725490196079,1.0,3067
0.9920489296636086,1.0,3079
0.966626936829559,1.0,3099
0.9574970484061394,1.0,3113
0.9586776859504132,1.0,3127
0.9598583234946871,1.0,3142
0.9591957421643997,1.0,3161
0.9591957421643997,1.0,3177
0.9597633136094674,1.0,3192
0.9591957421643997,1.0,3207
0.9597633136094674,1.0,3221
0.9597633136094674,1.0,3240
0.9597633136094674,1.0,3254
0.9597633136094674,1.0,3269
0.9597633136094674,1.0,3282
0.9609004739336493,1.0,3296
