refSim, trueSim
0.13090909090909092,0.13090909090909092
0.7044444444444444,0.16136363636363638
0.5805,0.1296753246753247
0.7651666666666668,0.16012987012987015
0.9383478260869567,0.16012987012987015
0.6386274509803922,0.18272727272727274
0.9881818181818183,0.18272727272727274
0.9881818181818183,0.18272727272727274
0.8142857142857144,0.2131818181818182
0.860646551724138,0.24363636363636365
0.9976785714285714,0.24363636363636365
0.9930357142857144,0.24363636363636365
0.9885964912280703,0.24363636363636365
0.9885964912280703,0.24363636363636365
0.933607427055703,0.24363636363636365
0.8281302354986566,0.2740909090909091
0.9925714285714287,0.2740909090909091
0.9907142857142858,0.2740909090909091
0.9890140845070423,0.2740909090909091
0.8801765734265734,0.30454545454545456
0.9954651162790698,0.30454545454545456
0.9939534883720931,0.30454545454545456
0.9925287356321839,0.30454545454545456
0.9939534883720931,0.30454545454545456
0.9811515378844712,0.30454545454545456
0.8830021240441801,0.335
1.0,0.335
0.7754047619047619,0.3733116883116883
0.9959055118110236,0.3733116883116883
0.9959055118110236,0.3733116883116883
0.846736778846154,0.3654545454545455
0.9979200000000001,0.3654545454545455
0.9938582677165355,0.3654545454545455
0.9217727967396843,0.39590909090909093
0.9233282051282052,0.39590909090909093
0.9199282051282052,0.39590909090909093
0.8971504273504274,0.39590909090909093
0.9553042586897773,0.39590909090909093
0.9518736784039717,0.39590909090909093
0.9535773787486117,0.39590909090909093
0.9552739726027397,0.39590909090909093
0.9535355512067841,0.39590909090909093
0.9526511974652876,0.39590909090909093
0.9509422436134766,0.39590909090909093
0.9498616473616475,0.39590909090909093
0.9515646258503402,0.39590909090909093
0.9532909328114808,0.39590909090909093
0.9528946400661948,0.39590909090909093
0.9511138181483866,0.39590909090909093
0.9493996256220609,0.39590909090909093
0.9502839793635576,0.39590909090909093
0.9502839793635576,0.39590909090909093
0.948586976237983,0.39590909090909093
0.9485152718805643,0.39590909090909093
0.9474367346938776,0.39590909090909093
0.9483210884353742,0.39590909090909093
0.9475144144144145,0.39590909090909093
0.9483927927927929,0.39590909090909093
0.9475144144144145,0.39590909090909093
0.9491388127853881,0.39590909090909093
0.9474367346938776,0.39590909090909093
0.9457576576576577,0.39590909090909093
0.8777970232220903,0.4263636363636364
0.9967901234567902,0.4263636363636364
0.9936585365853658,0.4263636363636364
0.9251400070621469,0.45681818181818185
0.9256894725944331,0.45681818181818185
0.9256894725944331,0.45681818181818185
0.9256894725944331,0.45681818181818185
0.9251400070621469,0.45681818181818185
0.9253250975547582,0.45681818181818185
0.9248028779814707,0.45681818181818185
0.9241186674551548,0.45681818181818185
0.9235705825832893,0.45681818181818185
0.9235705825832893,0.45681818181818185
0.9219930167597766,0.45681818181818185
0.9225318474753089,0.45681818181818185
0.8650888480392158,0.4872727272727273
0.9376315160210427,0.5177272727272727
0.9366537667698659,0.5177272727272727
0.9343158120053687,0.5177272727272727
0.9337916184569816,0.5177272727272727
0.9342288001208185,0.5177272727272727
0.9337024843313448,0.5177272727272727
0.9322190378118203,0.5177272727272727
0.8800577411614317,0.5481818181818182
0.9444396283098457,0.5786363636363636
0.9432256387163773,0.5786363636363636
0.9386952785873479,0.5786363636363636
0.9335172206335317,0.5786363636363636
0.9327936508539548,0.5786363636363636
0.9323101052733218,0.5786363636363636
0.9311773025921322,0.5786363636363636
0.9307579477534225,0.5786363636363636
0.9311108029575148,0.5786363636363636
0.9299192380760031,0.5786363636363636
0.9299192380760031,0.5786363636363636
0.9299192380760031,0.5786363636363636
0.9296375972293193,0.5786363636363636
0.9300583092034294,0.5786363636363636
0.9304107237791448,0.5786363636363636
0.9297081682701377,0.5786363636363636
0.9292168852552092,0.5786363636363636
0.9287961732810992,0.5786363636363636
