Correspondence, Time, Drift
0.922077922077922,21316,0,0
0.9264069264069265,21410,0,0
0.8831168831168831,21504,0,0
0.9004329004329005,21601,0,0
0.9393939393939394,21696,0,0
0.8398268398268398,21790,0,0
0.8398268398268398,21884,0,0
0.9653679653679653,21979,0,0
0.922077922077922,22074,0,0
0.9090909090909091,22168,0,0
0.9177489177489178,22265,0,0
0.9177489177489178,22361,0,0
0.922077922077922,22458,0,0
0.9826839826839827,22556,0,0
0.9134199134199135,22650,0,0
0.9177489177489178,22753,1,0
0.7835497835497836,22847,0,0
0.8874458874458875,22946,0,0
0.9047619047619048,23040,0,0
0.935064935064935,23144,1,0
0.9047619047619048,23242,0,0
0.8311688311688312,23338,0,0
0.8787878787878788,23439,0,0
0.8874458874458875,23535,0,0
0.8398268398268398,23635,1,0
0.9090909090909091,23731,0,0
0.8658008658008658,23827,0,0
0.8311688311688312,23922,0,0
0.8744588744588745,24018,0,0
