maxTraces,traceSize,observed,change_detected,sigDiff,GEDWRef,GEDWTrue
5,5,5,true,0.9,0.002083333333333326,0.002083333333333326
5,5,10,true,0.9,0.6666666666666667,0.15576923076923077
5,5,15,false,0.9,0.95625,0.16923076923076918
5,5,20,true,0.9,0.8666666666666667,0.22777777777777775
5,5,25,false,0.9,0.9090909090909091,0.29107142857142854
5,5,30,true,0.9,0.8166666666666667,0.35344827586206895
5,5,35,true,0.9,0.8117647058823529,0.5046875
5,5,40,false,0.9,0.9,0.5279411764705881
5,5,45,true,0.9,0.8695652173913043,0.5757142857142857
5,5,50,false,0.9,0.9555555555555556,0.6208333333333333
5,5,55,true,0.9,0.896551724137931,0.6881578947368421
5,5,60,false,0.9,0.9636363636363636,0.7166666666666667
5,5,65,false,0.9,0.9696969696969697,0.7217948717948718
5,5,70,false,0.9,0.9411764705882353,0.75375
5,5,75,false,0.9,0.9411764705882353,0.75375
5,5,80,false,0.9,0.9411764705882353,0.75375
5,5,85,false,0.9,0.9411764705882353,0.75375
5,5,90,false,0.9,0.9411764705882353,0.75375
5,5,95,false,0.9,0.9411764705882353,0.75375
5,5,100,false,0.9,0.9411764705882353,0.75375
5,5,105,false,0.9,0.9411764705882353,0.75375
5,5,110,true,0.9,0.8888888888888888,0.8130952380952381
5,5,115,false,0.9,1.0,0.8130952380952381
5,5,120,false,0.9,1.0,0.8130952380952381
5,5,125,false,0.9,0.975609756097561,0.8406976744186047
5,5,130,false,0.9,0.975609756097561,0.8406976744186047
5,5,135,false,0.9,0.975609756097561,0.8406976744186047
5,5,140,false,0.9,0.975609756097561,0.8406976744186047
5,5,145,false,0.9,0.975609756097561,0.8406976744186047
5,5,150,false,0.9,0.975609756097561,0.8406976744186047
5,5,155,false,0.9,0.975609756097561,0.8406976744186047
5,5,160,false,0.9,0.975609756097561,0.8406976744186047
5,5,165,false,0.9,0.975609756097561,0.8406976744186047
