maxTraces,traceSize,observed,change_detected,sigDiff,GEDWRef,GEDWTrue
10,10,1,true,0.9,-0.01043478260869568,-0.01043478260869568
10,10,2,false,0.9,1.0,-0.01043478260869568
10,10,3,true,0.9,0.6233333333333333,0.07374999999999998
10,10,4,false,0.9,1.0,0.07374999999999998
10,10,5,false,0.9,1.0,0.07374999999999998
10,10,6,false,0.9,1.0,0.07374999999999998
10,10,7,true,0.9,0.8,0.15079999999999993
10,10,8,false,0.9,1.0,0.15079999999999993
10,10,9,true,0.9,0.8385714285714285,0.2269230769230769
10,10,10,false,0.9,1.0,0.2269230769230769
10,10,11,false,0.9,1.0,0.2269230769230769
10,10,12,false,0.9,1.0,0.2269230769230769
10,10,13,false,0.9,1.0,0.2269230769230769
10,10,14,false,0.9,1.0,0.2269230769230769
10,10,15,false,0.9,1.0,0.2269230769230769
10,10,16,false,0.9,1.0,0.2269230769230769
10,10,17,false,0.9,1.0,0.2269230769230769
10,10,18,false,0.9,1.0,0.2269230769230769
10,10,19,true,0.9,0.8888888888888888,0.2925925925925925
10,10,20,false,0.9,0.994,0.29481481481481486
10,10,21,true,0.9,0.8918181818181818,0.3510714285714285
10,10,22,false,0.9,0.995,0.34892857142857137
10,10,23,false,0.9,0.995,0.34892857142857137
10,10,24,false,0.9,0.995,0.34892857142857137
10,10,25,false,0.9,1.0,0.3510714285714285
10,10,26,false,0.9,0.9130769230769231,0.4075862068965518
10,10,27,false,0.9,0.9130769230769231,0.4075862068965518
10,10,28,false,0.9,0.9130769230769231,0.4075862068965518
10,10,29,false,0.9,0.9030769230769231,0.4079310344827586
10,10,30,true,0.9,0.8930769230769231,0.403448275862069
10,10,31,false,0.9,0.9333333333333333,0.45666666666666667
10,10,32,false,0.9,0.9333333333333333,0.45666666666666667
10,10,33,true,0.9,0.8668750000000001,0.502258064516129
10,10,34,false,0.9,0.9405263157894737,0.5449999999999999
10,10,35,false,0.9,0.9405263157894737,0.5449999999999999
10,10,36,true,0.9,0.887,0.5851515151515151
10,10,37,false,0.9,1.0,0.5851515151515151
10,10,38,false,0.9,1.0,0.5851515151515151
10,10,39,false,0.9,0.9565217391304348,0.5679411764705882
10,10,40,false,0.9,0.9508695652173913,0.5676470588235294
10,10,41,false,0.9,0.9478260869565217,0.5655882352941177
10,10,42,false,0.9,0.9452173913043478,0.5638235294117647
10,10,43,false,0.9,0.9452173913043478,0.5638235294117647
10,10,44,false,0.9,0.9004166666666666,0.6085714285714285
10,10,45,false,0.9,0.9004166666666666,0.6085714285714285
10,10,46,true,0.9,0.8979166666666667,0.6068571428571429
10,10,47,false,0.9,0.9953846153846154,0.6068571428571429
10,10,48,false,0.9,0.9537037037037037,0.6491666666666667
10,10,49,false,0.9,0.9537037037037037,0.6491666666666667
10,10,50,false,0.9,0.9537037037037037,0.6491666666666667
10,10,51,false,0.9,0.955925925925926,0.6508333333333334
10,10,52,false,0.9,0.9462962962962963,0.6436111111111111
10,10,53,false,0.9,0.9078571428571428,0.6799999999999999
10,10,54,false,0.9,0.9078571428571428,0.6799999999999999
10,10,55,true,0.9,0.8696551724137931,0.72
10,10,56,false,0.9,0.9896875,0.7181578947368421
10,10,57,false,0.9,0.9896875,0.7181578947368421
10,10,58,false,0.9,0.9878125,0.716578947368421
10,10,59,false,0.9,0.9521212121212121,0.7482051282051282
10,10,60,false,0.9,0.9542424242424242,0.7464102564102564
10,10,61,false,0.9,0.9521212121212121,0.7512820512820513
10,10,62,false,0.9,0.9481818181818182,0.7546153846153846
10,10,63,false,0.9,0.9403030303030303,0.7612820512820513
10,10,64,false,0.9,0.9363636363636364,0.7543589743589744
