sep=,
model,mutations,GED, CNE, Jaccard, W-GED, LCS
Process101,1,0.9217391304347826,0.9217391304347826,0.9429347826086958,0.9637462235649547,0.7275000000000001
Process101,1,0.991304347826087,0.991304347826087,0.8700000000000001,0.9969543147208122,0.7425
Process101,1,0.8771929824561404,0.8771929824561403,0.953888888888889,0.9564315352697096,0.5624999999999999
Process101,1,0.9217391304347826,0.9217391304347826,0.946536231884058,0.9637462235649547,0.7575000000000001
Process101,1,0.7719298245614035,0.7719298245614035,0.9328888888888889,0.9175475687103594,0.74
Process101,1,0.991304347826087,0.991304347826087,0.9708695652173913,0.9880597014925373,0.745
Process101,1,0.9911504424778761,0.9911504424778761,0.9695454545454545,0.9875647668393782,0.7575000000000001
Process101,1,0.8070175438596492,0.8070175438596491,0.9421906693711968,0.930672268907563,0.625
Process101,1,0.9298245614035088,0.9298245614035088,0.9698395721925135,0.9753340184994861,0.6574999999999999
Process101,1,0.991304347826087,0.991304347826087,0.93,0.9969543147208122,0.7575000000000002
Process101,1,0.9298245614035088,0.9298245614035088,0.9756666666666667,0.9753340184994861,0.7825
Process101,1,0.8596491228070176,0.8596491228070176,0.9522171945701359,0.9500520291363164,0.7225000000000001
Process101,1,0.8771929824561404,0.8771929824561403,0.953888888888889,0.9564315352697096,0.6074999999999999
Process101,1,0.972972972972973,0.972972972972973,0.9616883116883117,0.9812304483837331,0.575
Process101,1,1.0,1.0,1.0,1.0,0.7400000000000002
Process101,1,0.9298245614035088,0.9298245614035088,0.9720652173913045,0.9753340184994861,0.7124999999999999
Process101,1,0.9911504424778761,0.9911504424778761,0.9695454545454545,0.9875647668393782,0.79
Process101,1,0.9655172413793104,0.9655172413793104,0.9630434782608697,0.9790419161676647,0.74
Process101,1,0.8245614035087719,0.8245614035087719,0.9422222222222223,0.93717277486911,0.7450000000000001
Process101,1,0.991304347826087,0.991304347826087,0.9708695652173913,0.9880597014925373,0.7575000000000001
Process101,1,0.9217391304347826,0.9217391304347826,0.9429347826086958,0.9637462235649547,0.6649999999999999
Process101,1,0.9911504424778761,0.9911504424778761,0.9971428571428572,0.9969450101832994,0.7700000000000001
Process101,1,0.9473684210526316,0.9473684210526315,0.9850000000000001,0.9815573770491803,0.7550000000000001
Process101,1,0.8771929824561404,0.8771929824561403,0.953888888888889,0.9564315352697096,0.58
Process101,1,0.9655172413793104,0.9655172413793104,0.9630434782608697,0.9790419161676647,0.7124999999999999
Process101,1,0.9401709401709402,0.9401709401709402,0.9499184782608696,0.96996996996997,0.6699999999999999
Process101,1,0.9473684210526316,0.9473684210526315,0.9802318840579711,0.9815573770491803,0.7450000000000001
Process101,1,0.972972972972973,0.972972972972973,0.9616883116883117,0.9812304483837331,0.5924999999999999
Process101,1,0.991304347826087,0.991304347826087,0.93,0.9969543147208122,0.7525
Process101,1,0.9739130434782609,0.9739130434782609,0.9654150197628459,0.9820359281437125,0.7275
Process101,1,0.9122807017543859,0.9122807017543859,0.9675,0.9690721649484536,0.7324999999999999
Process101,1,0.9911504424778761,0.9911504424778761,0.9695454545454545,0.9875647668393782,0.7675000000000001
Process101,1,0.9401709401709402,0.9401709401709402,0.9499184782608696,0.96996996996997,0.7425
Process101,2,0.9827586206896551,0.9827586206896551,0.9253333333333333,0.9939086294416244,0.6775
Process101,2,0.9824561403508771,0.9824561403508771,0.9271428571428572,0.9938900203665988,0.7450000000000001
Process101,2,0.8305084745762712,0.8305084745762712,0.8902395411605938,0.922077922077922,0.6724999999999999
Process101,2,0.9572649572649573,0.9572649572649573,0.8330434782608697,0.9760479041916168,0.7425
